 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -3.5607 -3.4878 -3.6881 -3.6163 -3.4190 -3.1561 -2.8651 -2.6672 -2.4877 -2.3025
 -2.1293 -1.9680 -1.8190 -1.6805 -1.5490 -1.2654 -0.9817 -0.7100 -0.5422
 -3.5492 -3.3146 -3.1266 -3.0000 -2.9276 -2.8220 -2.6503 -2.4592 -2.2794 -2.1081
 -1.9452 -1.7928 -1.6517 -1.5208 -1.3984 -1.1220 -0.8813 -0.6817 -0.5273 -0.4081
 -3.3317 -3.0992 -2.8922 -2.7169 -2.5754 -2.4798 -2.4031 -2.2842 -2.1303 -1.9673
 -1.8136 -1.6694 -1.5355 -1.4118 -1.2974 -1.0451 -0.8314 -0.6535 -0.5140 -0.4054
 -0.3183
 -3.1588 -2.9445 -2.7419 -2.5598 -2.4001 -2.2614 -2.1468 -2.0607 -1.9715 -1.8524
 -1.7148 -1.5788 -1.4516 -1.3338 -1.2248 -0.9884 -0.7940 -0.6346 -0.5070 -0.4074
 -0.3271 -0.2599
 -3.0109 -2.8183 -2.6297 -2.4522 -2.2913 -2.1471 -2.0176 -1.9020 -1.8066 -1.7183
 -1.6212 -1.5082 -1.3908 -1.2784 -1.1741 -0.9485 -0.7669 -0.6204 -0.5038 -0.4122
 -0.3381 -0.2758 -0.2218 -0.1745
 -2.8829 -2.7067 -2.5359 -2.3687 -2.2120 -2.0688 -1.9388 -1.8203 -1.7122 -1.6139
 -1.5239 -1.4350 -1.3390 -1.2382 -1.1391 -0.9218 -0.7482 -0.6103 -0.5019 -0.4173
 -0.3492 -0.2920 -0.2424 -0.1981 -0.1559 -0.1172 -0.0841 -0.0582 -0.0407 -0.0324
 -2.7748 -2.6090 -2.4510 -2.2973 -2.1479 -2.0084 -1.8801 -1.7628 -1.6557 -1.5561
 -1.4624 -1.3736 -1.2877 -1.2011 -1.1128 -0.9048 -0.7359 -0.6028 -0.4997 -0.4205
 -0.3581 -0.3064 -0.2617 -0.2216 -0.1850 -0.1501 -0.1182 -0.0911 -0.0702 -0.0574
 -0.0560
 -2.6865 -2.5261 -2.3750 -2.2311 -2.0919 -1.9577 -1.8321 -1.7166 -1.6111 -1.5138
 -1.4224 -1.3349 -1.2502 -1.1682 -1.0876 -0.8946 -0.7289 -0.5981 -0.4971 -0.4209
 -0.3629 -0.3167 -0.2774 -0.2424 -0.2104 -0.1803 -0.1506 -0.1236 -0.1018 -0.0873
 -0.0815
 -2.6179 -2.4591 -2.3105 -2.1673 -2.0374 -1.9109 -1.7894 -1.6756 -1.5713 -1.4756
 -1.3867 -1.3026 -1.2214 -1.1422 -1.0648 -0.8830 -0.7238 -0.5945 -0.4939 -0.4184
 -0.3627 -0.3208 -0.2871 -0.2580 -0.2315 -0.2063 -0.1825 -0.1600 -0.1405 -0.1241
 -0.1107
 -2.5689 -2.4090 -2.2598 -2.1203 -1.9897 -1.8674 -1.7520 -1.6414 -1.5379 -1.4429
 -1.3555 -1.2740 -1.1965 -1.1209 -1.0472 -0.8737 -0.7205 -0.5934 -0.4929 -0.4166
 -0.3608 -0.3206 -0.2910 -0.2674 -0.2468 -0.2276 -0.2093 -0.1914 -0.1744 -0.1588
 -0.1446
 -2.5352 -2.3716 -2.2200 -2.0794 -1.9487 -1.8273 -1.7143 -1.6085 -1.5076 -1.4130
 -1.3259 -1.2457 -1.1708 -1.0993 -1.0300 -0.8646 -0.7165 -0.5918 -0.4920 -0.4150
 -0.3581 -0.3176 -0.2896 -0.2700 -0.2549 -0.2418 -0.2296 -0.2175 -0.2055 -0.1940
 -0.1836
 -2.5000 -2.3268 -2.1718 -2.0318 -1.9041 -1.7863 -1.6764 -1.5728 -1.4753 -1.3837
 -1.2979 -1.2180 -1.1443 -1.0754 -1.0096 -0.8538 -0.7113 -0.5895 -0.4907
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -3.9309 -3.8338 -3.6927 -3.4391 -3.1545 -2.8844 -2.6549 -2.4607 -2.2830 -2.1150
 -1.9561 -1.8081 -1.6716 -1.5454 -1.4282 -1.1725 -0.9365 -0.7173 -0.5498
 -3.5922 -3.3726 -3.2474 -3.1684 -2.9892 -2.7481 -2.5158 -2.3169 -2.1415 -1.9775
