 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -0.4977 -0.4885 -0.6706 -0.6762 -0.5999 -0.4689 -0.3059 -0.2021 -0.1094 -0.0111
  0.0830  0.1718  0.2539  0.3271  0.3905  0.5201  0.5829  0.5887  0.5929
 -0.5007 -0.4260 -0.3646 -0.3327 -0.3317 -0.3056 -0.2318 -0.1403 -0.0512  0.0352
  0.1189  0.1979  0.2703  0.3349  0.3913  0.4969  0.5561  0.5785  0.5791  0.5675
 -0.3796 -0.3110 -0.2414 -0.1792 -0.1313 -0.1112 -0.1039 -0.0694 -0.0061  0.0694
  0.1438  0.2152  0.2812  0.3402  0.3916  0.4879  0.5419  0.5612  0.5597  0.5476
  0.5290
 -0.2684 -0.2165 -0.1553 -0.0923 -0.0339  0.0159  0.0515  0.0670  0.0825  0.1178
  0.1713  0.2315  0.2903  0.3439  0.3910  0.4797  0.5301  0.5471  0.5437  0.5307
  0.5123  0.4898
 -0.1545 -0.1233 -0.0783 -0.0246  0.0311  0.0836  0.1299  0.1686  0.1941  0.2127
  0.2337  0.2660  0.3071  0.3515  0.3934  0.4748  0.5222  0.5372  0.5318  0.5168
  0.4975  0.4751  0.4497  0.4211
 -0.0370 -0.0228  0.0030  0.0414  0.0874  0.1357  0.1814  0.2227  0.2588  0.2889
  0.3118  0.3307  0.3522  0.3780  0.4065  0.4750  0.5192  0.5329  0.5255  0.5070
  0.4854  0.4617  0.4359  0.4081  0.3781  0.3452  0.3090  0.2690  0.2250  0.1768
  0.0810  0.0830  0.0933  0.1152  0.1469  0.1854  0.2262  0.2654  0.3007  0.3325
  0.3606  0.3844  0.4038  0.4214  0.4393  0.4846  0.5219  0.5361  0.5260  0.5032
  0.4773  0.4508  0.4234  0.3949  0.3651  0.3350  0.3028  0.2665  0.2244  0.1763
  0.1257
  0.1966  0.1903  0.1904  0.1991  0.2163  0.2413  0.2723  0.3060  0.3385  0.3681
  0.3947  0.4186  0.4400  0.4580  0.4736  0.5062  0.5315  0.5431  0.5328  0.5067
  0.4755  0.4444  0.4138  0.3832  0.3522  0.3207  0.2892  0.2559  0.2187  0.1757
  0.1260
  0.3069  0.2953  0.2894  0.2906  0.2959  0.3083  0.3270  0.3510  0.3776  0.4038
  0.4276  0.4487  0.4679  0.4852  0.5006  0.5297  0.5475  0.5537  0.5437  0.5162
  0.4806  0.4438  0.4083  0.3740  0.3404  0.3073  0.2740  0.2402  0.2041  0.1654
  0.1245
  0.4087  0.3942  0.3849  0.3805  0.3803  0.3840  0.3917  0.4046  0.4216  0.4416
  0.4616  0.4796  0.4956  0.5102  0.5234  0.5495  0.5645  0.5672  0.5565  0.5299
  0.4926  0.4515  0.4105  0.3712  0.3335  0.2973  0.2619  0.2269  0.1918  0.1556
  0.1177
  0.5007  0.4868  0.4765  0.4694  0.4653  0.4637  0.4646  0.4680  0.4751  0.4860
  0.4997  0.5135  0.5261  0.5370  0.5467  0.5671  0.5800  0.5808  0.5688  0.5439
  0.5074  0.4646  0.4197  0.3752  0.3326  0.2920  0.2530  0.2155  0.1787  0.1421
  0.1048
  0.5864  0.5851  0.5787  0.5694  0.5592  0.5498  0.5426  0.5386  0.5377  0.5398
  0.5447  0.5520  0.5602  0.5676  0.5737  0.5856  0.5942  0.5939  0.5812
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -0.7831 -0.7884 -0.7568 -0.6444 -0.5037 -0.3650 -0.2474 -0.1508 -0.0630  0.0209
  0.1012  0.1776  0.2495  0.3163  0.3770  0.5008  0.5756  0.6044  0.6087
 -0.6064 -0.5351 -0.5111 -0.5120 -0.4442 -0.3296 -0.2137 -0.1158 -0.0310  0.0482
  0.1235  0.1950  0.2621  0.3239  0.3796  0.4888  0.5562  0.5862  0.5895  0.5786
 -0.4987 -0.4147 -0.3397 -0.2885 -0.2795 -0.2596 -0.1834 -0.0900 -0.0064  0.0683
  0.1387  0.2055  0.2682  0.3259  0.3777  0.4787  0.5410  0.5692  0.5715  0.5601
  0.5414
 -0.4065 -0.3333 -0.2549 -0.1788 -0.1180 -0.0845 -0.0753 -0.0458  0.0181  0.0872
  0.1525  0.2147  0.2732  0.3271  0.3756  0.4698  0.5283  0.5553  0.5571  0.5448
  0.5260  0.5030
 -0.3134 -0.2584 -0.1911 -0.1196 -0.0513  0.0097  0.0564  0.0836  0.0965  0.1254
  0.1727  0.2268  0.2803  0.3304  0.3758  0.4641  0.5193  0.5453  0.5465  0.5328
  0.5129  0.4896  0.4633  0.4331
 -0.2169 -0.1778 -0.1277 -0.0673 -0.0033  0.0584  0.1150  0.1640  0.2004  0.2211
