 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.1758 -1.1625 -1.1915 -1.1994 -1.1700 -1.1427 -1.1507 -1.1761 -1.1822 -1.1553
 -1.1109 -1.0530 -0.9907 -0.9337 -0.8801 -0.7764 -0.7198 -0.6997 -0.6952
 -1.1799 -1.1260 -1.1007 -1.0858 -1.0790 -1.0806 -1.0871 -1.0930 -1.0929 -1.0837
 -1.0633 -1.0297 -0.9838 -0.9327 -0.8842 -0.7908 -0.7395 -0.7226 -0.7242 -0.7390
 -1.1824 -1.1104 -1.0563 -1.0236 -1.0161 -1.0215 -1.0256 -1.0268 -1.0273 -1.0268
 -1.0194 -1.0024 -0.9721 -0.9303 -0.8877 -0.8036 -0.7567 -0.7422 -0.7475 -0.7633
 -0.7852
 -1.1833 -1.1157 -1.0583 -1.0128 -0.9813 -0.9654 -0.9662 -0.9775 -0.9854 -0.9846
 -0.9792 -0.9711 -0.9556 -0.9265 -0.8906 -0.8148 -0.7714 -0.7585 -0.7652 -0.7814
 -0.8029 -0.8283
 -1.1641 -1.1085 -1.0582 -1.0137 -0.9768 -0.9495 -0.9329 -0.9263 -0.9290 -0.9363
 -0.9388 -0.9350 -0.9293 -0.9149 -0.8886 -0.8222 -0.7818 -0.7701 -0.7787 -0.7964
 -0.8186 -0.8438 -0.8717 -0.9019
 -1.1186 -1.0789 -1.0414 -1.0054 -0.9718 -0.9423 -0.9190 -0.9030 -0.8937 -0.8896
 -0.8891 -0.8889 -0.8872 -0.8846 -0.8730 -0.8235 -0.7867 -0.7758 -0.7867 -0.8074
 -0.8315 -0.8578 -0.8860 -0.9160 -0.9476 -0.9811 -1.0171 -1.0582 -1.1054 -1.1546
 -1.0476 -1.0247 -1.0022 -0.9790 -0.9546 -0.9299 -0.9067 -0.8869 -0.8722 -0.8620
 -0.8548 -0.8492 -0.8445 -0.8431 -0.8395 -0.8135 -0.7852 -0.7754 -0.7876 -0.8123
 -0.8403 -0.8692 -0.8989 -0.9296 -0.9613 -0.9941 -1.0287 -1.0654 -1.1073 -1.1560
 -1.2076
 -0.9572 -0.9489 -0.9407 -0.9314 -0.9193 -0.9042 -0.8868 -0.8688 -0.8525 -0.8396
 -0.8297 -0.8217 -0.8146 -0.8087 -0.8058 -0.7907 -0.7754 -0.7692 -0.7820 -0.8097
 -0.8427 -0.8760 -0.9088 -0.9416 -0.9745 -1.0077 -1.0418 -1.0773 -1.1152 -1.1577
 -1.2081
 -0.8544 -0.8580 -0.8616 -0.8643 -0.8645 -0.8609 -0.8530 -0.8416 -0.8286 -0.8162
 -0.8057 -0.7973 -0.7901 -0.7835 -0.7791 -0.7665 -0.7584 -0.7581 -0.7718 -0.8010
 -0.8381 -0.8768 -0.9144 -0.9508 -0.9863 -1.0212 -1.0562 -1.0915 -1.1279 -1.1668
 -1.2106
 -0.7467 -0.7589 -0.7714 -0.7832 -0.7936 -0.8007 -0.8037 -0.8017 -0.7959 -0.7878
 -0.7792 -0.7717 -0.7656 -0.7605 -0.7564 -0.7463 -0.7407 -0.7444 -0.7592 -0.7877
 -0.8265 -0.8693 -0.9122 -0.9535 -0.9931 -1.0311 -1.0682 -1.1047 -1.1413 -1.1787
 -1.2179
 -0.6357 -0.6553 -0.6747 -0.6933 -0.7109 -0.7267 -0.7392 -0.7472 -0.7507 -0.7502
 -0.7468 -0.7424 -0.7383 -0.7353 -0.7331 -0.7285 -0.7248 -0.7304 -0.7466 -0.7741
