 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.2070 -1.2015 -1.2046 -1.2152 -1.2185 -1.2074 -1.1389 -1.1187 -1.0923 -1.0526
 -0.9998 -0.9401 -0.8796 -0.8139 -0.7520 -0.6364 -0.5845 -0.5773 -0.5872
 -1.1987 -1.1205 -1.0739 -1.0557 -1.0593 -1.0605 -1.0518 -1.0367 -1.0180 -0.9950
 -0.9613 -0.9141 -0.8579 -0.8023 -0.7524 -0.6617 -0.6144 -0.6010 -0.6065 -0.6232
 -1.1566 -1.0931 -1.0389 -0.9967 -0.9700 -0.9625 -0.9708 -0.9754 -0.9660 -0.9443
 -0.9190 -0.8877 -0.8450 -0.7974 -0.7531 -0.6707 -0.6299 -0.6203 -0.6276 -0.6443
 -0.6670
 -1.1111 -1.0610 -1.0139 -0.9711 -0.9353 -0.9093 -0.8945 -0.8915 -0.8951 -0.8922
 -0.8771 -0.8574 -0.8294 -0.7923 -0.7541 -0.6796 -0.6424 -0.6359 -0.6453 -0.6625
 -0.6847 -0.7106
 -1.0449 -1.0121 -0.9783 -0.9436 -0.9098 -0.8799 -0.8565 -0.8403 -0.8305 -0.8256
 -0.8207 -0.8112 -0.7984 -0.7771 -0.7496 -0.6849 -0.6503 -0.6462 -0.6587 -0.6777
 -0.7003 -0.7261 -0.7544 -0.7844
 -0.9591 -0.9436 -0.9255 -0.9036 -0.8783 -0.8521 -0.8276 -0.8073 -0.7920 -0.7801
 -0.7703 -0.7614 -0.7540 -0.7432 -0.7280 -0.6835 -0.6526 -0.6498 -0.6662 -0.6887
 -0.7134 -0.7401 -0.7686 -0.7991 -0.8315 -0.8664 -0.9044 -0.9461 -0.9919 -1.0419
 -0.8609 -0.8582 -0.8550 -0.8472 -0.8341 -0.8165 -0.7966 -0.7772 -0.7607 -0.7473
 -0.7358 -0.7251 -0.7156 -0.7071 -0.6971 -0.6701 -0.6484 -0.6468 -0.6659 -0.6934
 -0.7222 -0.7514 -0.7815 -0.8126 -0.8447 -0.8770 -0.9113 -0.9495 -0.9933 -1.0429
 -1.0952
 -0.7523 -0.7619 -0.7702 -0.7748 -0.7746 -0.7685 -0.7572 -0.7431 -0.7290 -0.7162
 -0.7055 -0.6960 -0.6869 -0.6786 -0.6697 -0.6498 -0.6372 -0.6381 -0.6585 -0.6902
 -0.7245 -0.7582 -0.7913 -0.8244 -0.8577 -0.8914 -0.9249 -0.9602 -0.9993 -1.0439
 -1.0951
 -0.6416 -0.6604 -0.6767 -0.6907 -0.7012 -0.7064 -0.7059 -0.7003 -0.6918 -0.6824
 -0.6738 -0.6664 -0.6597 -0.6535 -0.6466 -0.6301 -0.6222 -0.6264 -0.6466 -0.6803
 -0.7195 -0.7589 -0.7969 -0.8336 -0.8695 -0.9048 -0.9401 -0.9769 -1.0155 -1.0556
 -1.0970
 -0.5287 -0.5537 -0.5788 -0.5996 -0.6178 -0.6325 -0.6423 -0.6468 -0.6468 -0.6435
 -0.6389 -0.6345 -0.6307 -0.6275 -0.6241 -0.6129 -0.6075 -0.6136 -0.6332 -0.6661
 -0.7072 -0.7512 -0.7946 -0.8363 -0.8762 -0.9145 -0.9519 -0.9889 -1.0298 -1.0677
 -1.1037
 -0.4138 -0.4418 -0.4765 -0.5062 -0.5289 -0.5501 -0.5681 -0.5820 -0.5913 -0.5965
 -0.5984 -0.5986 -0.5984 -0.5985 -0.5987 -0.5965 -0.5936 -0.6010 -0.6206 -0.6519
 -0.6923 -0.7379 -0.7852 -0.8320 -0.8768 -0.9195 -0.9604 -0.9998 -1.0384 -1.0768
 -1.1159
 -0.2968 -0.3247 -0.3698 -0.4114 -0.4381 -0.4638 -0.4875 -0.5085 -0.5261 -0.5400
 -0.5501 -0.5572 -0.5621 -0.5661 -0.5704 -0.5809 -0.5805 -0.5886 -0.6088
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.2541 -1.2161 -1.1936 -1.1829 -1.1753 -1.1653 -1.1359 -1.1193 -1.0924 -1.0533
 -1.0019 -0.9423 -0.8800 -0.8187 -0.7625 -0.6530 -0.5921 -0.5717 -0.5783
 -1.1946 -1.1340 -1.1067 -1.0861 -1.0682 -1.0560 -1.0477 -1.0391 -1.0250 -1.0022
