 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F410M
  0.6963  0.5467  0.4737  0.4466  0.3929  0.3223  0.2435  0.1707  0.0877  0.0056
 -0.0763 -0.1569 -0.2362 -0.3155 -0.3938 -0.5837 -0.7717 -0.9398 -1.1108
  0.6067  0.5415  0.4718  0.3967  0.3192  0.2555  0.1943  0.1252  0.0493 -0.0298
 -0.1095 -0.1891 -0.2682 -0.3465 -0.4240 -0.6131 -0.7957 -0.9702 -1.1369 -1.2958
  0.5634  0.5021  0.4352  0.3648  0.2922  0.2161  0.1437  0.0798  0.0126 -0.0598
 -0.1358 -0.2133 -0.2910 -0.3684 -0.4451 -0.6324 -0.8131 -0.9869 -1.1533 -1.3120
 -1.4633
  0.5169  0.4608  0.3984  0.3310  0.2603  0.1882  0.1155  0.0420 -0.0273 -0.0941
 -0.1629 -0.2351 -0.3096 -0.3851 -0.4607 -0.6462 -0.8256 -0.9989 -1.1653 -1.3239
 -1.4749 -1.6192
  0.4623  0.4149  0.3585  0.2960  0.2289  0.1589  0.0878  0.0171 -0.0548 -0.1258
 -0.1940 -0.2611 -0.3297 -0.4006 -0.4735 -0.6561 -0.8340 -1.0069 -1.1735 -1.3324
 -1.4834 -1.6275 -1.7653 -1.8977
  0.4000  0.3599  0.3126  0.2566  0.1950  0.1291  0.0606 -0.0088 -0.0783 -0.1480
 -0.2173 -0.2856 -0.3527 -0.4198 -0.4879 -0.6639 -0.8394 -1.0114 -1.1782 -1.3381
 -1.4895 -1.6337 -1.7713 -1.9034 -2.0306 -2.1535 -2.2725 -2.3881 -2.5006 -2.6103
  0.3322  0.2970  0.2580  0.2098  0.1551  0.0950  0.0311 -0.0351 -0.1026 -0.1704
 -0.2379 -0.3049 -0.3716 -0.4380 -0.5043 -0.6724 -0.8434 -1.0125 -1.1792 -1.3406
 -1.4934 -1.6381 -1.7759 -1.9078 -2.0344 -2.1564 -2.2744 -2.3888 -2.5000 -2.6084
 -2.7146
  0.2608  0.2285  0.1941  0.1530  0.1064  0.0536 -0.0041 -0.0653 -0.1292 -0.1944
 -0.2599 -0.3251 -0.3896 -0.4542 -0.5190 -0.6823 -0.8477 -1.0131 -1.1776 -1.3395
 -1.4944 -1.6407 -1.7791 -1.9111 -2.0376 -2.1593 -2.2766 -2.3900 -2.5001 -2.6073
 -2.7119
  0.1879  0.1572  0.1241  0.0849  0.0463  0.0014 -0.0490 -0.1038 -0.1623 -0.2232
 -0.2857 -0.3487 -0.4114 -0.4737 -0.5361 -0.6940 -0.8547 -1.0160 -1.1773 -1.3379
 -1.4945 -1.6432 -1.7834 -1.9163 -2.0432 -2.1648 -2.2819 -2.3950 -2.5045 -2.6107
 -2.7138
  0.1157  0.0855  0.0524  0.0168 -0.0212 -0.0612 -0.1037 -0.1510 -0.2025 -0.2575
 -0.3151 -0.3745 -0.4346 -0.4946 -0.5546 -0.7059 -0.8605 -1.0176 -1.1750 -1.3322
 -1.4881 -1.6388 -1.7816 -1.9163 -2.0441 -2.1662 -2.2833 -2.3961 -2.5049 -2.6104
 -2.7147
  0.0461  0.0128 -0.0218 -0.0575 -0.0943 -0.1319 -0.1703 -0.2101 -0.2540 -0.3017
 -0.3529 -0.4069 -0.4627 -0.5197 -0.5771 -0.7217 -0.8692 -1.0207 -1.1740 -1.3277
 -1.4808 -1.6313 -1.7762 -1.9135 -2.0433 -2.1666 -2.2845 -2.3975 -2.5062 -2.6113
 -2.7131
 -0.0194 -0.0719 -0.1150 -0.1515 -0.1844 -0.2159 -0.2479 -0.2819 -0.3185 -0.3583
 -0.4017 -0.4487 -0.4985 -0.5505 -0.6041 -0.7415 -0.8819 -1.0264 -1.1750
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F410M
  0.6863  0.6090  0.5531  0.4982  0.4291  0.3511  0.2677  0.1825  0.0975  0.0128
 -0.0707 -0.1529 -0.2337 -0.3133 -0.3917 -0.5824 -0.7681 -0.9424 -1.1110
  0.6582  0.5939  0.5200  0.4463  0.3870  0.3164  0.2366  0.1527  0.0679 -0.0170
