 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  g   
 -6.0370 -5.8437 -6.0431 -5.9669 -5.7259 -5.3793 -4.9708 -4.7140 -4.4634 -4.1998
 -3.9486 -3.7156 -3.5013 -3.3026 -3.1122 -2.6916 -2.2756 -1.9009 -1.6321
 -5.9122 -5.5785 -5.3141 -5.1342 -5.0240 -4.8788 -4.6527 -4.3932 -4.1386 -3.8875
 -3.6463 -3.4222 -3.2174 -3.0295 -2.8547 -2.4588 -2.1096 -1.8190 -1.5957 -1.4238
 -5.6054 -5.2764 -4.9870 -4.7458 -4.5507 -4.4119 -4.2951 -4.1246 -3.9043 -3.6660
 -3.4347 -3.2174 -3.0193 -2.8401 -2.6771 -2.3229 -2.0215 -1.7684 -1.5700 -1.4158
 -1.2911
 -5.3535 -5.0559 -4.7747 -4.5246 -4.3060 -4.1128 -3.9467 -3.8129 -3.6710 -3.4868
 -3.2784 -3.0726 -2.8811 -2.7074 -2.5513 -2.2232 -1.9562 -1.7349 -1.5562 -1.4162
 -1.3021 -1.2047
 -5.1244 -4.8683 -4.6129 -4.3717 -4.1530 -3.9537 -3.7689 -3.5972 -3.4468 -3.3022
 -3.1447 -2.9680 -2.7894 -2.6216 -2.4694 -2.1556 -1.9105 -1.7110 -1.5500 -1.4221
 -1.3171 -1.2269 -1.1469 -1.0747
 -4.9109 -4.6907 -4.4704 -4.2497 -4.0404 -3.8457 -3.6632 -3.4891 -3.3231 -3.1658
 -3.0196 -2.8757 -2.7244 -2.5704 -2.4228 -2.1143 -1.8810 -1.6958 -1.5476 -1.4298
 -1.3332 -1.2502 -1.1762 -1.1084 -1.0427 -0.9810 -0.9263 -0.8808 -0.8462 -0.8236
 -4.7137 -4.5219 -4.3319 -4.1386 -3.9455 -3.7609 -3.5853 -3.4172 -3.2553 -3.0975
 -2.9460 -2.8033 -2.6673 -2.5327 -2.3986 -2.0954 -1.8647 -1.6871 -1.5467 -1.4363
 -1.3473 -1.2717 -1.2043 -1.1423 -1.0842 -1.0288 -0.9772 -0.9310 -0.8912 -0.8606
 -0.8463
 -4.5339 -4.3639 -4.1962 -4.0273 -3.8560 -3.6848 -3.5189 -3.3595 -3.2053 -3.0543
 -2.9067 -2.7645 -2.6296 -2.5018 -2.3785 -2.0929 -1.8602 -1.6840 -1.5470 -1.4405
 -1.3572 -1.2886 -1.2284 -1.1730 -1.1210 -1.0712 -1.0224 -0.9770 -0.9376 -0.9064
 -0.8847
 -4.3721 -4.2187 -4.0669 -3.9122 -3.7623 -3.6090 -3.4550 -3.3043 -3.1587 -3.0163
 -2.8758 -2.7385 -2.6065 -2.4807 -2.3611 -2.0896 -1.8620 -1.6843 -1.5475 -1.4420
 -1.3616 -1.2984 -1.2454 -1.1976 -1.1526 -1.1091 -1.0672 -1.0272 -0.9909 -0.9585
 -0.9296
 -4.2294 -4.0884 -3.9480 -3.8081 -3.6690 -3.5307 -3.3926 -3.2531 -3.1155 -2.9815
 -2.8499 -2.7200 -2.5928 -2.4704 -2.3536 -2.0890 -1.8670 -1.6893 -1.5515 -1.4452
 -1.3645 -1.3036 -1.2559 -1.2153 -1.1780 -1.1420 -1.1070 -1.0727 -1.0396 -1.0086
 -0.9797
 -4.1024 -3.9674 -3.8343 -3.7032 -3.5739 -3.4465 -3.3208 -3.1961 -3.0699 -2.9441
 -2.8205 -2.6989 -2.5789 -2.4615 -2.3480 -2.0888 -1.8706 -1.6938 -1.5553 -1.4482
 -1.3665 -1.3056 -1.2601 -1.2247 -1.1946 -1.1665 -1.1393 -1.1121 -1.0853 -1.0592
 -1.0347
 -3.9752 -3.8265 -3.6932 -3.5710 -3.4559 -3.3446 -3.2343 -3.1232 -3.0111 -2.8983
 -2.7849 -2.6715 -2.5595 -2.4490 -2.3406 -2.0883 -1.8725 -1.6972 -1.5583
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  g   
 -6.3367 -6.1791 -5.9798 -5.6553 -5.2884 -4.9324 -4.6273 -4.3674 -4.1255 -3.8919
 -3.6685 -3.4602 -3.2690 -3.0932 -2.9296 -2.5646 -2.2202 -1.9026 -1.6471
 -5.8714 -5.5634 -5.3820 -5.2630 -5.0311 -4.7207 -4.4128 -4.1438 -3.9021 -3.6702
 -3.4486 -3.2423 -3.0546 -2.8849 -2.7304 -2.3900 -2.0901 -1.8242 -1.6035 -1.4285
 -5.6090 -5.2687 -4.9894 -4.7804 -4.6554 -4.5094 -4.2623 -3.9920 -3.7469 -3.5195
 -3.3008 -3.0961 -2.9095 -2.7418 -2.5912 -2.2710 -2.0027 -1.7706 -1.5756 -1.4181
 -1.2903
 -5.4211 -5.0944 -4.8006 -4.5431 -4.3304 -4.1705 -4.0469 -3.8758 -3.6470 -3.4229
 -3.2087 -3.0061 -2.8195 -2.6517 -2.5018 -2.1908 -1.9421 -1.7340 -1.5593 -1.4162
 -1.2988 -1.1993
 -5.2644 -4.9667 -4.6828 -4.4260 -4.1987 -3.9942 -3.8156 -3.6653 -3.5290 -3.3546
 -3.1548 -2.9564 -2.7708 -2.6018 -2.4506 -2.1410 -1.9026 -1.7101 -1.5508 -1.4196
 -1.3113 -1.2191 -1.1379 -1.0648
 -5.1318 -4.8562 -4.5942 -4.3443 -4.1169 -3.9107 -3.7189 -3.5395 -3.3777 -3.2368
 -3.0921 -2.9247 -2.7487 -2.5806 -2.4276 -2.1141 -1.8788 -1.6950 -1.5465 -1.4252
 -1.3251 -1.2400 -1.1650 -1.0970 -1.0335 -0.9751 -0.9227 -0.8771 -0.8398 -0.8156
 -5.0002 -4.7520 -4.5150 -4.2805 -4.0582 -3.8544 -3.6662 -3.4878 -3.3167 -3.1558
