 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  i   
 -1.5557 -1.5320 -1.7166 -1.7110 -1.6176 -1.4679 -1.2910 -1.1716 -1.0686 -0.9591
 -0.8543 -0.7539 -0.6599 -0.5751 -0.5023 -0.3501 -0.2895 -0.2860 -0.2679
 -1.5448 -1.4514 -1.3756 -1.3327 -1.3232 -1.2876 -1.2022 -1.0992 -0.9993 -0.9022
 -0.8079 -0.7186 -0.6366 -0.5635 -0.5001 -0.3816 -0.3134 -0.2845 -0.2795 -0.2882
 -1.4048 -1.3190 -1.2359 -1.1622 -1.1044 -1.0761 -1.0617 -1.0190 -0.9465 -0.8614
 -0.7775 -0.6966 -0.6219 -0.5552 -0.4974 -0.3895 -0.3272 -0.3019 -0.2988 -0.3076
 -0.3241
 -1.2795 -1.2114 -1.1378 -1.0644 -0.9967 -0.9382 -0.8948 -0.8726 -0.8505 -0.8077
 -0.7458 -0.6772 -0.6104 -0.5497 -0.4967 -0.3971 -0.3388 -0.3159 -0.3149 -0.3244
 -0.3402 -0.3610
 -1.1547 -1.1076 -1.0506 -0.9875 -0.9235 -0.8634 -0.8095 -0.7635 -0.7311 -0.7059
 -0.6784 -0.6394 -0.5914 -0.5407 -0.4933 -0.4016 -0.3466 -0.3259 -0.3269 -0.3383
 -0.3546 -0.3749 -0.3989 -0.4271
 -1.0299 -0.9986 -0.9604 -0.9128 -0.8595 -0.8046 -0.7523 -0.7043 -0.6613 -0.6242
 -0.5949 -0.5701 -0.5432 -0.5122 -0.4790 -0.4009 -0.3494 -0.3301 -0.3331 -0.3480
 -0.3666 -0.3878 -0.4116 -0.4383 -0.4681 -0.5014 -0.5387 -0.5802 -0.6261 -0.6765
 -0.9086 -0.8874 -0.8640 -0.8312 -0.7920 -0.7477 -0.7015 -0.6567 -0.6154 -0.5772
 -0.5426 -0.5130 -0.4884 -0.4664 -0.4444 -0.3906 -0.3463 -0.3265 -0.3323 -0.3517
 -0.3745 -0.3984 -0.4236 -0.4504 -0.4790 -0.5085 -0.5408 -0.5778 -0.6211 -0.6708
 -0.7229
 -0.7948 -0.7790 -0.7632 -0.7420 -0.7154 -0.6841 -0.6484 -0.6103 -0.5731 -0.5382
 -0.5060 -0.4765 -0.4502 -0.4279 -0.4085 -0.3679 -0.3360 -0.3190 -0.3251 -0.3479
 -0.3761 -0.4046 -0.4329 -0.4615 -0.4908 -0.5210 -0.5517 -0.5847 -0.6222 -0.6659
 -0.7167
 -0.6922 -0.6783 -0.6647 -0.6487 -0.6313 -0.6104 -0.5863 -0.5585 -0.5284 -0.4983
 -0.4700 -0.4441 -0.4204 -0.3991 -0.3801 -0.3432 -0.3191 -0.3077 -0.3135 -0.3378
 -0.3706 -0.4048 -0.4380 -0.4701 -0.5018 -0.5332 -0.5651 -0.5979 -0.6335 -0.6720
 -0.7131
 -0.6044 -0.5902 -0.5758 -0.5612 -0.5465 -0.5316 -0.5161 -0.4982 -0.4779 -0.4551
 -0.4320 -0.4104 -0.3907 -0.3726 -0.3560 -0.3225 -0.3014 -0.2935 -0.3000 -0.3233
 -0.3580 -0.3968 -0.4355 -0.4727 -0.5083 -0.5426 -0.5763 -0.6097 -0.6435 -0.6787
 -0.7160
 -0.5332 -0.5139 -0.4964 -0.4806 -0.4663 -0.4534 -0.4417 -0.4308 -0.4189 -0.4050
 -0.3890 -0.3728 -0.3575 -0.3437 -0.3311 -0.3040 -0.2850 -0.2792 -0.2871 -0.3086
 -0.3425 -0.3830 -0.4258 -0.4683 -0.5090 -0.5477 -0.5847 -0.6204 -0.6554 -0.6904
 -0.7264
 -0.4736 -0.4295 -0.4014 -0.3848 -0.3757 -0.3705 -0.3664 -0.3614 -0.3552 -0.3479
 -0.3395 -0.3301 -0.3200 -0.3106 -0.3021 -0.2843 -0.2702 -0.2655 -0.2741
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  i   
 -1.8533 -1.8452 -1.7999 -1.6702 -1.5126 -1.3584 -1.2269 -1.1177 -1.0186 -0.9240
 -0.8338 -0.7477 -0.6664 -0.5903 -0.5210 -0.3769 -0.2940 -0.2615 -0.2503
 -1.6500 -1.5619 -1.5268 -1.5193 -1.4399 -1.3117 -1.1830 -1.0734 -0.9782 -0.8893
 -0.8049 -0.7245 -0.6486 -0.5783 -0.5145 -0.3899 -0.3127 -0.2764 -0.2686 -0.2767
 -1.5269 -1.4256 -1.3378 -1.2765 -1.2600 -1.2321 -1.1454 -1.0413 -0.9481 -0.8645
 -0.7856 -0.7104 -0.6394 -0.5737 -0.5145 -0.3992 -0.3278 -0.2933 -0.2865 -0.2948
 -0.3114
 -1.4246 -1.3335 -1.2422 -1.1554 -1.0855 -1.0443 -1.0284 -0.9916 -0.9194 -0.8421
 -0.7688 -0.6988 -0.6324 -0.5709 -0.5154 -0.4077 -0.3405 -0.3073 -0.3010 -0.3098
 -0.3261 -0.3475
 -1.3262 -1.2509 -1.1700 -1.0882 -1.0112 -0.9421 -0.8879 -0.8540 -0.8353 -0.8003
 -0.7459 -0.6845 -0.6237 -0.5664 -0.5143 -0.4131 -0.3496 -0.3175 -0.3117 -0.3217
 -0.3388 -0.3601 -0.3850 -0.4147
 -1.2291 -1.1667 -1.1001 -1.0287 -0.9563 -0.8873 -0.8236 -0.7678 -0.7250 -0.6986
 -0.6769 -0.6462 -0.6042 -0.5563 -0.5090 -0.4143 -0.3541 -0.3231 -0.3178 -0.3299
 -0.3491 -0.3715 -0.3965 -0.4242 -0.4543 -0.4878 -0.5258 -0.5692 -0.6179 -0.6694
 -1.1273 -1.0772 -1.0240 -0.9665 -0.9045 -0.8415 -0.7806 -0.7237 -0.6723 -0.6286
 -0.5946 -0.5701 -0.5478 -0.5215 -0.4904 -0.4102 -0.3539 -0.3240 -0.3190 -0.3329
 -0.3556 -0.3807 -0.4071 -0.4351 -0.4650 -0.4966 -0.5311 -0.5695 -0.6130 -0.6620
 -0.7161
 -1.0293 -0.9829 -0.9422 -0.8958 -0.8468 -0.7939 -0.7398 -0.6870 -0.6372 -0.5913
 -0.5505 -0.5159 -0.4886 -0.4669 -0.4470 -0.3956 -0.3484 -0.3203 -0.3152 -0.3302
 -0.3565 -0.3858 -0.4153 -0.4451 -0.4757 -0.5062 -0.5381 -0.5731 -0.6128 -0.6581
 -0.7098
 -0.9426 -0.8936 -0.8561 -0.8183 -0.7786 -0.7373 -0.6933 -0.6475 -0.6025 -0.5595
 -0.5198 -0.4839 -0.4524 -0.4262 -0.4052 -0.3660 -0.3346 -0.3120 -0.3073 -0.3224
 -0.3514 -0.3855 -0.4196 -0.4529 -0.4857 -0.5185 -0.5519 -0.5873 -0.6249 -0.6644
 -0.7056
 -0.8761 -0.8194 -0.7766 -0.7386 -0.7057 -0.6722 -0.6382 -0.6022 -0.5646 -0.5269
 -0.4908 -0.4575 -0.4273 -0.4005 -0.3776 -0.3378 -0.3136 -0.2990 -0.2964 -0.3105
 -0.3400 -0.3775 -0.4167 -0.4548 -0.4915 -0.5270 -0.5621 -0.5969 -0.6323 -0.6690
 -0.7077
 -0.8416 -0.7624 -0.7067 -0.6639 -0.6330 -0.6029 -0.5749 -0.5472 -0.5188 -0.4886
 -0.4580 -0.4288 -0.4018 -0.3775 -0.3559 -0.3156 -0.2926 -0.2825 -0.2834 -0.2972
 -0.3255 -0.3641 -0.4069 -0.4500 -0.4916 -0.5313 -0.5697 -0.6068 -0.6432 -0.6797
 -0.7170
 -0.8367 -0.7226 -0.6463 -0.5958 -0.5613 -0.5340 -0.5095 -0.4862 -0.4642 -0.4421
 -0.4188 -0.3953 -0.3726 -0.3517 -0.3330 -0.2967 -0.2745 -0.2658 -0.2692
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  i   
 -2.0516 -1.9697 -1.7941 -1.6085 -1.4288 -1.2757 -1.1624 -1.0667 -0.9774 -0.8926
 -0.8130 -0.7375 -0.6660 -0.5982 -0.5344 -0.3981 -0.3021 -0.2492 -0.2335
 -1.7585 -1.7443 -1.7135 -1.5753 -1.4136 -1.2610 -1.1358 -1.0370 -0.9489 -0.8677
 -0.7919 -0.7205 -0.6527 -0.5887 -0.5286 -0.4025 -0.3159 -0.2685 -0.2537 -0.2597
 -1.6296 -1.5225 -1.4751 -1.4715 -1.3860 -1.2518 -1.1223 -1.0158 -0.9279 -0.8493
 -0.7772 -0.7094 -0.6452 -0.5846 -0.5279 -0.4093 -0.3290 -0.2847 -0.2702 -0.2760
 -0.2927
 -1.5495 -1.4311 -1.3272 -1.2559 -1.2346 -1.2053 -1.1110 -1.0034 -0.9113 -0.8336
 -0.7644 -0.6999 -0.6391 -0.5816 -0.5279 -0.4156 -0.3399 -0.2979 -0.2835 -0.2891
 -0.3056 -0.3280
 -1.4771 -1.3685 -1.2612 -1.1637 -1.0844 -1.0336 -1.0136 -0.9738 -0.8971 -0.8188
 -0.7511 -0.6896 -0.6318 -0.5773 -0.5264 -0.4197 -0.3479 -0.3078 -0.2937 -0.2993
 -0.3163 -0.3386 -0.3649 -0.3946
 -1.4041 -1.3080 -1.2106 -1.1146 -1.0244 -0.9459 -0.8846 -0.8451 -0.8234 -0.7882
 -0.7333 -0.6765 -0.6220 -0.5705 -0.5222 -0.4209 -0.3526 -0.3142 -0.3006 -0.3064
 -0.3245 -0.3480 -0.3744 -0.4036 -0.4354 -0.4707 -0.5108 -0.5564 -0.6069 -0.6580
 -1.3294 -1.2436 -1.1577 -1.0716 -0.9864 -0.9062 -0.8337 -0.7711 -0.7221 -0.6903
 -0.6682 -0.6406 -0.6028 -0.5589 -0.5145 -0.4187 -0.3537 -0.3170 -0.3039 -0.3100
 -0.3294 -0.3551 -0.3830 -0.4126 -0.4442 -0.4775 -0.5137 -0.5544 -0.6005 -0.6519
 -0.7048
 -1.2588 -1.1753 -1.0987 -1.0232 -0.9480 -0.8734 -0.8023 -0.7369 -0.6789 -0.6297
 -0.5913 -0.5644 -0.5435 -0.5209 -0.4931 -0.4126 -0.3511 -0.3162 -0.3034 -0.3096
 -0.3302 -0.3586 -0.3892 -0.4207 -0.4530 -0.4866 -0.5212 -0.5582 -0.5993 -0.6458
 -0.6985
 -1.2013 -1.1090 -1.0343 -0.9665 -0.9008 -0.8359 -0.7715 -0.7094 -0.6516 -0.5992
 -0.5533 -0.5150 -0.4848 -0.4618 -0.4427 -0.3940 -0.3437 -0.3113 -0.2992 -0.3052
 -0.3265 -0.3575 -0.3919 -0.4267 -0.4613 -0.4961 -0.5316 -0.5692 -0.6088 -0.6504
 -0.6937
 -1.1673 -1.0593 -0.9740 -0.9069 -0.8473 -0.7907 -0.7353 -0.6804 -0.6271 -0.5766
 -0.5303 -0.4891 -0.4536 -0.4240 -0.4002 -0.3594 -0.3278 -0.3026 -0.2915 -0.2970
 -0.3178 -0.3503 -0.3884 -0.4274 -0.4656 -0.5030 -0.5402 -0.5772 -0.6148 -0.6537
 -0.6951
 -1.1706 -1.0270 -0.9270 -0.8516 -0.7907 -0.7383 -0.6899 -0.6431 -0.5970 -0.5517
 -0.5085 -0.4686 -0.4326 -0.4013 -0.3745 -0.3283 -0.3029 -0.2874 -0.2806 -0.2862
 -0.3059 -0.3384 -0.3789 -0.4221 -0.4648 -0.5062 -0.5464 -0.5855 -0.6240 -0.6627
 -0.7022
 -1.2189 -1.0325 -0.9037 -0.8111 -0.7407 -0.6851 -0.6387 -0.5972 -0.5583 -0.5199
 -0.4823 -0.4462 -0.4125 -0.3822 -0.3555 -0.3062 -0.2795 -0.2677 -0.2660
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  i   
 -2.1135 -1.9612 -1.7578 -1.5698 -1.3949 -1.2444 -1.1326 -1.0423 -0.9601 -0.8783
 -0.8025 -0.7309 -0.6632 -0.5994 -0.5391 -0.4066 -0.3075 -0.2477 -0.2254
 -1.8446 -1.8476 -1.7290 -1.5526 -1.3854 -1.2325 -1.1122 -1.0173 -0.9346 -0.8559
 -0.7835 -0.7154 -0.6511 -0.5903 -0.5329 -0.4089 -0.3187 -0.2654 -0.2454 -0.2491
 -1.6693 -1.5865 -1.5878 -1.5228 -1.3774 -1.2319 -1.1020 -0.9996 -0.9155 -0.8390
 -0.7696 -0.7048 -0.6437 -0.5860 -0.5314 -0.4139 -0.3297 -0.2804 -0.2614 -0.2644
 -0.2808
 -1.5956 -1.4668 -1.3727 -1.3420 -1.3244 -1.2237 -1.1002 -0.9891 -0.9005 -0.8245
 -0.7574 -0.6955 -0.6374 -0.5825 -0.5306 -0.4188 -0.3391 -0.2926 -0.2742 -0.2768
 -0.2927 -0.3156
 -1.5377 -1.4108 -1.2929 -1.1968 -1.1360 -1.1160 -1.0750 -0.9839 -0.8899 -0.8117
 -0.7451 -0.6855 -0.6300 -0.5778 -0.5286 -0.4221 -0.3461 -0.3018 -0.2841 -0.2865
 -0.3024 -0.3251 -0.3520 -0.3825
 -1.4811 -1.3636 -1.2497 -1.1431 -1.0507 -0.9783 -0.9327 -0.9094 -0.8682 -0.7994
 -0.7322 -0.6741 -0.6208 -0.5711 -0.5243 -0.4230 -0.3504 -0.3081 -0.2911 -0.2935
