 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  g   
 -4.0276 -3.9259 -4.1362 -4.0597 -3.8364 -3.5357 -3.1988 -2.9708 -2.7601 -2.5441
 -2.3447 -2.1608 -1.9893 -1.8274 -1.6730 -1.3375 -1.0028 -0.7049 -0.5046
 -3.9883 -3.7134 -3.4954 -3.3472 -3.2584 -3.1338 -2.9354 -2.7128 -2.5012 -2.2990
 -2.1082 -1.9310 -1.7676 -1.6164 -1.4751 -1.1563 -0.8807 -0.6557 -0.4845 -0.3536
 -3.7295 -3.4564 -3.2178 -3.0172 -2.8535 -2.7385 -2.6426 -2.4987 -2.3153 -2.1221
 -1.9405 -1.7716 -1.6163 -1.4740 -1.3432 -1.0578 -0.8191 -0.6234 -0.4717 -0.3541
 -0.2593
 -3.5241 -3.2707 -3.0371 -2.8300 -2.6480 -2.4869 -2.3500 -2.2429 -2.1304 -1.9835
 -1.8183 -1.6577 -1.5096 -1.3739 -1.2501 -0.9863 -0.7738 -0.6025 -0.4665 -0.3599
 -0.2729 -0.1988
 -3.3482 -3.1198 -2.9013 -2.6998 -2.5185 -2.3538 -2.2024 -2.0642 -1.9468 -1.8358
 -1.7143 -1.5764 -1.4370 -1.3066 -1.1878 -0.9376 -0.7418 -0.5873 -0.4654 -0.3686
 -0.2887 -0.2201 -0.1593 -0.1048
 -3.1953 -2.9868 -2.7885 -2.5981 -2.4224 -2.2615 -2.1126 -1.9731 -1.8433 -1.7229
 -1.6119 -1.5019 -1.3848 -1.2646 -1.1493 -0.9064 -0.7202 -0.5764 -0.4648 -0.3771
 -0.3044 -0.2417 -0.1856 -0.1343 -0.0848 -0.0389  0.0007  0.0321  0.0537  0.0646
 -3.0647 -2.8700 -2.6874 -2.5118 -2.3440 -2.1886 -2.0446 -1.9097 -1.7829 -1.6625
 -1.5482 -1.4402 -1.3361 -1.2320 -1.1274 -0.8894 -0.7066 -0.5680 -0.4630 -0.3825
 -0.3172 -0.2610 -0.2106 -0.1640 -0.1204 -0.0781 -0.0390 -0.0054  0.0208  0.0375
  0.0412
 -2.9560 -2.7698 -2.5966 -2.4327 -2.2759 -2.1266 -1.9873 -1.8576 -1.7357 -1.6198
 -1.5090 -1.4027 -1.3007 -1.2028 -1.1074 -0.8839 -0.7007 -0.5630 -0.4602 -0.3837
 -0.3246 -0.2754 -0.2315 -0.1908 -0.1523 -0.1152 -0.0782 -0.0441 -0.0159  0.0038
  0.0135
 -2.8684 -2.6868 -2.5180 -2.3570 -2.2106 -2.0696 -1.9352 -1.8092 -1.6919 -1.5809
 -1.4745 -1.3724 -1.2743 -1.1796 -1.0881 -0.8770 -0.6987 -0.5602 -0.4567 -0.3811
 -0.3255 -0.2823 -0.2456 -0.2119 -0.1797 -0.1481 -0.1174 -0.0879 -0.0618 -0.0392
 -0.0200
 -2.8014 -2.6213 -2.4539 -2.2979 -2.1525 -2.0168 -1.8893 -1.7674 -1.6528 -1.5457
 -1.4441 -1.3466 -1.2527 -1.1617 -1.0740 -0.8717 -0.6988 -0.5608 -0.4560 -0.3790
 -0.3236 -0.2835 -0.2525 -0.2260 -0.2011 -0.1763 -0.1518 -0.1272 -0.1034 -0.0812
 -0.0604
 -2.7506 -2.5691 -2.4011 -2.2455 -2.1011 -1.9672 -1.8427 -1.7264 -1.6156 -1.5109
 -1.4128 -1.3197 -1.2301 -1.1438 -1.0603 -0.8657 -0.6974 -0.5608 -0.4555 -0.3771
 -0.3206 -0.2807 -0.2527 -0.2318 -0.2139 -0.1967 -0.1793 -0.1613 -0.1429 -0.1248
 -0.1079
 -2.7006 -2.5112 -2.3406 -2.1861 -2.0449 -1.9149 -1.7941 -1.6810 -1.5748 -1.4746
 -1.3799 -1.2901 -1.2047 -1.1226 -1.0433 -0.8578 -0.6944 -0.5597 -0.4543
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  g   
 -4.3910 -4.2675 -4.1012 -3.8171 -3.4987 -3.1940 -2.9317 -2.7063 -2.4979 -2.3007
 -2.1159 -1.9461 -1.7908 -1.6479 -1.5149 -1.2217 -0.9479 -0.7003 -0.5075
 -3.9926 -3.7365 -3.5890 -3.4933 -3.2907 -3.0196 -2.7551 -2.5251 -2.3194 -2.1259
