 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F814W
 -0.6923 -0.6818 -0.7175 -0.7378 -0.7264 -0.7170 -0.7389 -0.7739 -0.7880 -0.7678
 -0.7293 -0.6770 -0.6203 -0.5682 -0.5198 -0.4283 -0.3843 -0.3760 -0.3814
 -0.7034 -0.6577 -0.6433 -0.6411 -0.6479 -0.6628 -0.6814 -0.6977 -0.7064 -0.7046
 -0.6904 -0.6622 -0.6212 -0.5747 -0.5308 -0.4484 -0.4079 -0.4013 -0.4121 -0.4351
 -0.7103 -0.6498 -0.6094 -0.5904 -0.5952 -0.6119 -0.6266 -0.6376 -0.6467 -0.6537
 -0.6527 -0.6411 -0.6154 -0.5780 -0.5396 -0.4656 -0.4282 -0.4228 -0.4366 -0.4599
 -0.4889
 -0.7130 -0.6581 -0.6158 -0.5857 -0.5683 -0.5643 -0.5745 -0.5936 -0.6089 -0.6151
 -0.6162 -0.6137 -0.6029 -0.5781 -0.5462 -0.4799 -0.4452 -0.4405 -0.4549 -0.4783
 -0.5066 -0.5385
 -0.6937 -0.6508 -0.6154 -0.5866 -0.5647 -0.5506 -0.5447 -0.5465 -0.5558 -0.5689
 -0.5771 -0.5792 -0.5788 -0.5689 -0.5466 -0.4893 -0.4571 -0.4530 -0.4689 -0.4933
 -0.5219 -0.5535 -0.5875 -0.6239
 -0.6474 -0.6199 -0.5964 -0.5752 -0.5563 -0.5408 -0.5297 -0.5236 -0.5219 -0.5238
 -0.5284 -0.5332 -0.5366 -0.5390 -0.5320 -0.4918 -0.4630 -0.4594 -0.4770 -0.5042
 -0.5345 -0.5668 -0.6010 -0.6370 -0.6746 -0.7142 -0.7563 -0.8031 -0.8554 -0.9094
 -0.5759 -0.5645 -0.5548 -0.5450 -0.5342 -0.5231 -0.5129 -0.5046 -0.4993 -0.4962
 -0.4945 -0.4938 -0.4937 -0.4970 -0.4979 -0.4822 -0.4620 -0.4593 -0.4782 -0.5090
 -0.5429 -0.5775 -0.6130 -0.6495 -0.6870 -0.7256 -0.7662 -0.8089 -0.8564 -0.9100
 -0.9661
 -0.4859 -0.4882 -0.4916 -0.4943 -0.4942 -0.4915 -0.4866 -0.4809 -0.4758 -0.4719
 -0.4688 -0.4662 -0.4637 -0.4622 -0.4635 -0.4586 -0.4520 -0.4532 -0.4726 -0.5064
 -0.5450 -0.5838 -0.6221 -0.6603 -0.6987 -0.7375 -0.7773 -0.8186 -0.8623 -0.9103
 -0.9654
 -0.3846 -0.3982 -0.4121 -0.4253 -0.4360 -0.4431 -0.4466 -0.4471 -0.4459 -0.4443
 -0.4426 -0.4409 -0.4390 -0.4369 -0.4367 -0.4337 -0.4345 -0.4418 -0.4623 -0.4976
 -0.5403 -0.5843 -0.6270 -0.6686 -0.7093 -0.7495 -0.7898 -0.8306 -0.8727 -0.9172
 -0.9663
 -0.2792 -0.3007 -0.3226 -0.3435 -0.3629 -0.3792 -0.3919 -0.4006 -0.4061 -0.4094
 -0.4114 -0.4127 -0.4133 -0.4135 -0.4138 -0.4131 -0.4161 -0.4275 -0.4492 -0.4840
 -0.5284 -0.5765 -0.6243 -0.6705 -0.7148 -0.7577 -0.7999 -0.8415 -0.8833 -0.9261
 -0.9710
 -0.1712 -0.1995 -0.2274 -0.2542 -0.2795 -0.3031 -0.3237 -0.3408 -0.3543 -0.3646
 -0.3723 -0.3784 -0.3832 -0.3870 -0.3900 -0.3951 -0.3998 -0.4130 -0.4360 -0.4699
 -0.5135 -0.5631 -0.6147 -0.6656 -0.7146 -0.7614 -0.8066 -0.8505 -0.8934 -0.9363
 -0.9799
 -0.0606 -0.0946 -0.1300 -0.1605 -0.1905 -0.2191 -0.2457 -0.2699 -0.2909 -0.3088
 -0.3237 -0.3361 -0.3465 -0.3551 -0.3653 -0.3797 -0.3856 -0.3983 -0.4227
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F814W
 -0.9001 -0.8588 -0.8351 -0.8237 -0.8206 -0.8201 -0.8170 -0.8075 -0.7905 -0.7656
 -0.7307 -0.6862 -0.6349 -0.5834 -0.5332 -0.4413 -0.3884 -0.3735 -0.3839
 -0.8021 -0.7505 -0.7221 -0.7112 -0.7116 -0.7183 -0.7263 -0.7303 -0.7288 -0.7202
 -0.7021 -0.6728 -0.6329 -0.5884 -0.5459 -0.4625 -0.4141 -0.3993 -0.4089 -0.4314
 -0.7620 -0.6893 -0.6484 -0.6360 -0.6333 -0.6401 -0.6519 -0.6634 -0.6715 -0.6746
 -0.6702 -0.6560 -0.6295 -0.5931 -0.5556 -0.4802 -0.4358 -0.4212 -0.4301 -0.4521
 -0.4807
 -0.7592 -0.6734 -0.6190 -0.5918 -0.5842 -0.5891 -0.6006 -0.6134 -0.6235 -0.6310
 -0.6342 -0.6315 -0.6194 -0.5941 -0.5623 -0.4944 -0.4535 -0.4392 -0.4475 -0.4693
 -0.4975 -0.5297
 -0.7678 -0.6893 -0.6282 -0.5878 -0.5653 -0.5564 -0.5578 -0.5665 -0.5800 -0.5942
 -0.6009 -0.6026 -0.5993 -0.5873 -0.5637 -0.5037 -0.4662 -0.4527 -0.4609 -0.4831
 -0.5117 -0.5437 -0.5783 -0.6155
 -0.7611 -0.6910 -0.6350 -0.5912 -0.5587 -0.5370 -0.5251 -0.5220 -0.5266 -0.5391
 -0.5541 -0.5646 -0.5701 -0.5686 -0.5568 -0.5074 -0.4734 -0.4611 -0.4696 -0.4930
 -0.5232 -0.5561 -0.5910 -0.6277 -0.6662 -0.7068 -0.7500 -0.7977 -0.8503 -0.9042
 -0.7308 -0.6739 -0.6270 -0.5893 -0.5589 -0.5351 -0.5178 -0.5071 -0.5022 -0.5016
 -0.5050 -0.5123 -0.5211 -0.5294 -0.5319 -0.5046 -0.4750 -0.4641 -0.4730 -0.4980
 -0.5308 -0.5660 -0.6022 -0.6394 -0.6778 -0.7174 -0.7590 -0.8028 -0.8511 -0.9050
 -0.9610
 -0.6756 -0.6340 -0.5992 -0.5707 -0.5469 -0.5266 -0.5095 -0.4960 -0.4866 -0.4809
 -0.4777 -0.4764 -0.4774 -0.4821 -0.4888 -0.4878 -0.4706 -0.4619 -0.4711 -0.4970
 -0.5329 -0.5717 -0.6106 -0.6495 -0.6888 -0.7285 -0.7695 -0.8118 -0.8565 -0.9052
 -0.9606
 -0.5965 -0.5703 -0.5493 -0.5320 -0.5173 -0.5042 -0.4917 -0.4802 -0.4703 -0.4627
 -0.4572 -0.4533 -0.4502 -0.4487 -0.4510 -0.4562 -0.4560 -0.4545 -0.4647 -0.4909
 -0.5292 -0.5722 -0.6152 -0.6573 -0.6987 -0.7398 -0.7812 -0.8231 -0.8663 -0.9117
 -0.9614
 -0.5026 -0.4905 -0.4818 -0.4751 -0.4700 -0.4654 -0.4602 -0.4541 -0.4475 -0.4414
 -0.4362 -0.4322 -0.4289 -0.4261 -0.4249 -0.4272 -0.4329 -0.4408 -0.4543 -0.4803
 -0.5191 -0.5650 -0.6124 -0.6589 -0.7039 -0.7476 -0.7906 -0.8333 -0.8762 -0.9200
 -0.9658
 -0.4029 -0.3997 -0.4011 -0.4037 -0.4070 -0.4105 -0.4131 -0.4142 -0.4137 -0.4119
 -0.4097 -0.4077 -0.4061 -0.4048 -0.4039 -0.4047 -0.4106 -0.4231 -0.4412 -0.4678
 -0.5058 -0.5526 -0.6032 -0.6541 -0.7035 -0.7509 -0.7969 -0.8417 -0.8857 -0.9296
 -0.9742
 -0.2992 -0.3053 -0.3132 -0.3225 -0.3326 -0.3427 -0.3522 -0.3605 -0.3668 -0.3713
 -0.3742 -0.3763 -0.3782 -0.3799 -0.3880 -0.3887 -0.3891 -0.4014 -0.4254
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = F814W
 -1.2016 -1.1403 -1.0925 -1.0526 -1.0183 -0.9820 -0.9359 -0.8795 -0.8295 -0.7846
 -0.7389 -0.6898 -0.6388 -0.5897 -0.5449 -0.4559 -0.3985 -0.3730 -0.3764
 -1.0659 -0.9987 -0.9497 -0.9139 -0.8867 -0.8635 -0.8366 -0.8036 -0.7743 -0.7467
 -0.7164 -0.6799 -0.6378 -0.5945 -0.5541 -0.4736 -0.4223 -0.3993 -0.4017 -0.4213
 -0.9695 -0.8947 -0.8414 -0.8052 -0.7816 -0.7663 -0.7534 -0.7369 -0.7217 -0.7072
 -0.6900 -0.6666 -0.6350 -0.5982 -0.5619 -0.4885 -0.4420 -0.4207 -0.4223 -0.4408
 -0.4687
 -0.9083 -0.8177 -0.7551 -0.7197 -0.6975 -0.6857 -0.6799 -0.6748 -0.6695 -0.6645
 -0.6576 -0.6460 -0.6266 -0.5984 -0.5668 -0.4998 -0.4572 -0.4377 -0.4390 -0.4566
 -0.4840 -0.5164
 -0.8815 -0.7774 -0.7014 -0.6503 -0.6211 -0.6112 -0.6153 -0.6200 -0.6222 -0.6227
 -0.6216 -0.6179 -0.6094 -0.5924 -0.5674 -0.5071 -0.4681 -0.4504 -0.4519 -0.4692
 -0.4967 -0.5291 -0.5645 -0.6027
 -0.8817 -0.7767 -0.6921 -0.6276 -0.5828 -0.5559 -0.5461 -0.5516 -0.5650 -0.5784
 -0.5863 -0.5878 -0.5847 -0.5773 -0.5618 -0.5102 -0.4747 -0.4588 -0.4611 -0.4786
 -0.5068 -0.5401 -0.5758 -0.6136 -0.6534 -0.6954 -0.7401 -0.7892 -0.8426 -0.8961
 -0.8788 -0.7774 -0.6943 -0.6286 -0.5787 -0.5436 -0.5219 -0.5112 -0.5093 -0.5155
