 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F322W2
  0.3903  0.3160  0.2557  0.2261  0.2270  0.2456  0.2729  0.3023  0.3205  0.3151
  0.2984  0.2613  0.2055  0.1473  0.0808 -0.0953 -0.2701 -0.4416 -0.6061
  0.4473  0.3803  0.3159  0.2616  0.2202  0.1939  0.1829  0.1853  0.1961  0.2105
  0.2217  0.2179  0.1859  0.1286  0.0610 -0.1150 -0.2887 -0.4592 -0.6234 -0.7811
  0.4823  0.4223  0.3593  0.2957  0.2350  0.1847  0.1488  0.1288  0.1248  0.1359
  0.1525  0.1648  0.1536  0.1068  0.0425 -0.1314 -0.3039 -0.4733 -0.6372 -0.7939
 -0.9441
  0.4953  0.4420  0.3859  0.3284  0.2714  0.2180  0.1706  0.1328  0.1066  0.0913
  0.0908  0.1020  0.1086  0.0819  0.0253 -0.1445 -0.3157 -0.4839 -0.6474 -0.8038
 -0.9531 -1.0965
  0.4878  0.4420  0.3933  0.3426  0.2909  0.2404  0.1936  0.1535  0.1199  0.0925
  0.0699  0.0554  0.0559  0.0466  0.0046 -0.1558 -0.3251 -0.4917 -0.6547 -0.8112
 -0.9603 -1.1029 -1.2399 -1.3720
  0.4591  0.4222  0.3821  0.3393  0.2945  0.2485  0.2032  0.1613  0.1251  0.0945
  0.0666  0.0392  0.0183  0.0069 -0.0248 -0.1677 -0.3332 -0.4974 -0.6593 -0.8161
 -0.9656 -1.1081 -1.2444 -1.3756 -1.5022 -1.6249 -1.7441 -1.8602 -1.9732 -2.0829
  0.4077  0.3807  0.3507  0.3176  0.2812  0.2420  0.2009  0.1599  0.1211  0.0865
  0.0557  0.0258 -0.0058 -0.0273 -0.0562 -0.1845 -0.3417 -0.5024 -0.6619 -0.8184
 -0.9688 -1.1118 -1.2482 -1.3789 -1.5047 -1.6262 -1.7440 -1.8584 -1.9698 -2.0785
 -2.1845
  0.3358  0.3166  0.2967  0.2747  0.2486  0.2186  0.1846  0.1479  0.1102  0.0734
  0.0391  0.0067 -0.0262 -0.0580 -0.0858 -0.2061 -0.3530 -0.5082 -0.6639 -0.8185
 -0.9693 -1.1136 -1.2507 -1.3816 -1.5070 -1.6278 -1.7446 -1.8578 -1.9677 -2.0749
 -2.1796
  0.2499  0.2344  0.2208  0.2085  0.1937  0.1746  0.1502  0.1210  0.0880  0.0529
  0.0175 -0.0170 -0.0512 -0.0856 -0.1160 -0.2294 -0.3686 -0.5177 -0.6689 -0.8202
 -0.9700 -1.1154 -1.2540 -1.3859 -1.5118 -1.6325 -1.7489 -1.8614 -1.9703 -2.0762
 -2.1794
  0.1588  0.1424  0.1305  0.1233  0.1174  0.1085  0.0953  0.0761  0.0512  0.0217
 -0.0109 -0.0449 -0.0793 -0.1140 -0.1476 -0.2522 -0.3832 -0.5261 -0.6728 -0.8200
 -0.9668 -1.1115 -1.2514 -1.3848 -1.5118 -1.6330 -1.7495 -1.8616 -1.9699 -2.0748
 -2.1788
  0.0643  0.0459  0.0334  0.0258  0.0225  0.0215  0.0178  0.0092 -0.0054 -0.0261
 -0.0519 -0.0817 -0.1139 -0.1473 -0.1813 -0.2783 -0.4001 -0.5358 -0.6778 -0.8212
 -0.9645 -1.1067 -1.2463 -1.3810 -1.5097 -1.6322 -1.7494 -1.8619 -1.9701 -2.0747
 -2.1760
 -0.0335 -0.0551 -0.0665 -0.0778 -0.0817 -0.0812 -0.0794 -0.0792 -0.0839 -0.0941
