 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F150W2
  1.8362  1.8717  1.9327  1.9591  1.9387  1.9165  1.9266  1.9506  1.9580  1.9413
  1.9102  1.8697  1.8266  1.7820  1.7340  1.6076  1.4750  1.3416  1.2109
  1.8306  1.8304  1.8443  1.8579  1.8710  1.8847  1.8969  1.9044  1.9043  1.8951
  1.8755  1.8446  1.8041  1.7582  1.7100  1.5851  1.4563  1.3254  1.1957  1.0681
  1.8253  1.8075  1.7950  1.7948  1.8122  1.8344  1.8486  1.8552  1.8563  1.8519
  1.8389  1.8153  1.7798  1.7355  1.6878  1.5643  1.4385  1.3105  1.1826  1.0573
  0.9350
  1.8203  1.8030  1.7848  1.7698  1.7623  1.7656  1.7817  1.8030  1.8140  1.8117
  1.8004  1.7818  1.7537  1.7139  1.6674  1.5452  1.4216  1.2969  1.1715  1.0480
  0.9277  0.8106
  1.8045  1.7927  1.7773  1.7608  1.7460  1.7360  1.7330  1.7372  1.7475  1.7576
  1.7567  1.7434  1.7221  1.6901  1.6476  1.5276  1.4057  1.2840  1.1615  1.0397
  0.9208  0.8052  0.6929  0.5832
  1.7736  1.7697  1.7610  1.7487  1.7345  1.7205  1.7093  1.7025  1.6994  1.6983
  1.6974  1.6919  1.6777  1.6554  1.6224  1.5109  1.3907  1.2714  1.1520  1.0324
  0.9146  0.7999  0.6887  0.5805  0.4751  0.3720  0.2707  0.1703  0.0706 -0.0259
  1.7272  1.7316  1.7310  1.7259  1.7168  1.7048  1.6916  1.6796  1.6697  1.6614
  1.6527  1.6421  1.6282  1.6105  1.5855  1.4915  1.3765  1.2594  1.1428  1.0259
  0.9094  0.7952  0.6845  0.5772  0.4729  0.3713  0.2719  0.1743  0.0774 -0.0193
 -0.1136
  1.6681  1.6791  1.6862  1.6892  1.6873  1.6808  1.6706  1.6584  1.6456  1.6334
  1.6214  1.6075  1.5903  1.5702  1.5472  1.4658  1.3611  1.2478  1.1337  1.0197
  0.9051  0.7916  0.6810  0.5738  0.4701  0.3694  0.2712  0.1752  0.0809 -0.0128
 -0.1070
  1.6003  1.6157  1.6284  1.6383  1.6441  1.6449  1.6405  1.6318  1.6200  1.6067
  1.5929  1.5780  1.5607  1.5398  1.5159  1.4389  1.3423  1.2346  1.1235  1.0118
  0.8997  0.7874  0.6768  0.5692  0.4651  0.3646  0.2669  0.1718  0.0789 -0.0126
 -0.1037
  1.5250  1.5434  1.5604  1.5755  1.5878  1.5957  1.5984  1.5957  1.5881  1.5768
  1.5634  1.5486  1.5321  1.5129  1.4903  1.4163  1.3253  1.2230  1.1152  1.0059
  0.8962  0.7861  0.6765  0.5687  0.4641  0.3631  0.2653  0.1706  0.0784 -0.0117
 -0.1016
  1.4424  1.4642  1.4843  1.5030  1.5198  1.5337  1.5432  1.5474  1.5461  1.5397
  1.5293  1.5160  1.5008  1.4836  1.4637  1.3967  1.3091  1.2117  1.1074  1.0003
  0.8926  0.7846  0.6768  0.5698  0.4649  0.3630  0.2645  0.1694  0.0773 -0.0124
 -0.1000
  1.3524  1.3781  1.4016  1.4224  1.4426  1.4605  1.4753  1.4861  1.4917  1.4919
  1.4870  1.4776  1.4651  1.4502  1.4361  1.3801  1.2937  1.2007  1.1001
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F150W2
  1.9081  1.9229  1.9393  1.9554  1.9686  1.9770  1.9790  1.9734  1.9598  1.9382
  1.9081  1.8700  1.8264  1.7796  1.7301  1.6050  1.4760  1.3440  1.2119
  1.8714  1.8786  1.8898  1.9027  1.9150  1.9244  1.9291  1.9278  1.9198  1.9044
  1.8803  1.8467  1.8048  1.7582  1.7096  1.5845  1.4570  1.3277  1.1982  1.0707
  1.8502  1.8379  1.8394  1.8559  1.8653  1.8736  1.8793  1.8808  1.8772  1.8674
  1.8500  1.8230  1.7856  1.7404  1.6919  1.5669  1.4405  1.3134  1.1862  1.0610
  0.9387
  1.8433  1.8177  1.8065  1.8074  1.8154  1.8260  1.8351  1.8395  1.8371  1.8295
  1.8164  1.7961  1.7658  1.7245  1.6770  1.5522  1.4265  1.3011  1.1759  1.0524
  0.9319  0.8146
  1.8456  1.8246  1.8023  1.7881  1.7818  1.7811  1.7839  1.7884  1.7933  1.7949
  1.7848  1.7670  1.7422  1.7079  1.6635  1.5398  1.4146  1.2905  1.1670  1.0449
  0.9256  0.8098  0.6970  0.5870
  1.8403  1.8230  1.8021  1.7797  1.7582  1.7407  1.7290  1.7238  1.7250  1.7327
  1.7384  1.7319  1.7143  1.6869  1.6490  1.5291  1.4043  1.2811  1.1592  1.0385
  0.9201  0.8050  0.6934  0.5848  0.4790  0.3754  0.2737  0.1730  0.0732 -0.0232
  1.8218  1.8116  1.7957  1.7763  1.7552  1.7343  1.7156  1.7010  1.6905  1.6829
  1.6781  1.6753  1.6679  1.6518  1.6252  1.5186  1.3953  1.2729  1.1523  1.0331
  0.9155  0.8008  0.6897  0.5819  0.4772  0.3752  0.2753  0.1773  0.0801 -0.0167
 -0.1108
  1.7891  1.7860  1.7772  1.7639  1.7472  1.7282  1.7085  1.6896  1.6727  1.6579
  1.6444  1.6310  1.6178  1.6036  1.5851  1.5021  1.3865  1.2653  1.1460  1.0284
  0.9121  0.7977  0.6866  0.5790  0.4749  0.3737  0.2750  0.1786  0.0838 -0.0102
 -0.1043
  1.7423  1.7471  1.7451  1.7387  1.7282  1.7143  1.6977  1.6793  1.6603  1.6416
  1.6236  1.6054  1.5860  1.5655  1.5446  1.4740  1.3726  1.2563  1.1385  1.0224
  0.9076  0.7940  0.6827  0.5747  0.4703  0.3692  0.2711  0.1755  0.0821 -0.0098
 -0.1011
  1.6850  1.6954  1.6999  1.7000  1.6963  1.6888  1.6777  1.6632  1.6459  1.6269
  1.6071  1.5867  1.5652  1.5419  1.5170  1.4459  1.3549  1.2471  1.1327  1.0184
  0.9054  0.7935  0.6829  0.5746  0.4696  0.3681  0.2699  0.1747  0.0820 -0.0085
 -0.0990
  1.6211  1.6346  1.6440  1.6497  1.6520  1.6508  1.6458  1.6369  1.6239  1.6076
  1.5888  1.5682  1.5463  1.5228  1.4972  1.4236  1.3363  1.2357  1.1263  1.0144
  0.9031  0.7929  0.6837  0.5759  0.4705  0.3683  0.2694  0.1738  0.0812 -0.0089
 -0.0970
  1.5512  1.5672  1.5801  1.5901  1.5971  1.6011  1.6019  1.5988  1.5915  1.5798
  1.5644  1.5459  1.5252  1.5026  1.4852  1.4071  1.3168  1.2221  1.1193
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F150W2
  1.9758  1.9916  2.0076  2.0221  2.0321  2.0347  2.0276  2.0097  1.9833  1.9500
  1.9108  1.8670  1.8208  1.7735  1.7253  1.6018  1.4753  1.3463  1.2157
  1.9368  1.9492  1.9631  1.9766  1.9870  1.9913  1.9872  1.9734  1.9520  1.9240
  1.8895  1.8486  1.8032  1.7555  1.7067  1.5825  1.4568  1.3300  1.2025  1.0756
  1.9028  1.9097  1.9199  1.9309  1.9403  1.9458  1.9446  1.9352  1.9187  1.8962
  1.8674  1.8315  1.7889  1.7419  1.6929  1.5677  1.4420  1.3165  1.1911  1.0666
  0.9443
  1.8799  1.8735  1.8764  1.8867  1.8954  1.9007  1.9011  1.8953  1.8832  1.8655
  1.8422  1.8125  1.7752  1.7308  1.6824  1.5567  1.4306  1.3057  1.1817  1.0588
  0.9383  0.8206
  1.8714  1.8526  1.8415  1.8372  1.8391  1.8466  1.8561  1.8564  1.8483  1.8340
  1.8145  1.7898  1.7589  1.7198  1.6736  1.5484  1.4219  1.2972  1.1740  1.0523
  0.9329  0.8166  0.7034  0.5929
  1.8751  1.8539  1.8319  1.8119  1.7964  1.7864  1.7841  1.7898  1.7966  1.7970
  1.7863  1.7660  1.7390  1.7058  1.6646  1.5419  1.4154  1.2906  1.1679  1.0470
  0.9283  0.8127  0.7005  0.5914  0.4849  0.3808  0.2785  0.1772  0.0773 -0.0189
  1.8760  1.8564  1.8337  1.8096  1.7862  1.7655  1.7492  1.7373  1.7294  1.7268
  1.7287  1.7261  1.7121  1.6869  1.6523  1.5364  1.4102  1.2855  1.1631  1.0429
  0.9247  0.8094  0.6976  0.5893  0.4839  0.3812  0.2806  0.1819  0.0843 -0.0124
 -0.1062
  1.8688  1.8538  1.8339  1.8107  1.7855  1.7603  1.7367  1.7163  1.6991  1.6846
  1.6725  1.6638  1.6574  1.6465  1.6258  1.5301  1.4060  1.2814  1.1594  1.0398
  0.9236  0.8071  0.6953  0.5871  0.4823  0.3804  0.2810  0.1839  0.0886 -0.0059
 -0.0999
  1.8476  1.8401  1.8263  1.8068  1.7838  1.7589  1.7335  1.7087  1.6857  1.6647
  1.6455  1.6270  1.6097  1.5943  1.5789  1.5112  1.3999  1.2764  1.1547  1.0357
  0.9190  0.8042  0.6921  0.5834  0.4783  0.3766  0.2777  0.1815  0.0873 -0.0051
 -0.0967
  1.8129  1.8125  1.8065  1.7929  1.7748  1.7534  1.7298  1.7052  1.6802  1.6557
  1.6320  1.6088  1.5856  1.5624  1.5398  1.4793  1.3883  1.2728  1.1524  1.0342
  0.9184  0.8046  0.6929  0.5838  0.4782  0.3761  0.2771  0.1812  0.0879 -0.0034
 -0.0943
  1.7674  1.7730  1.7725  1.7663  1.7543  1.7382  1.7190  1.6974  1.6740  1.6494
  1.6240  1.5982  1.5720  1.5452  1.5178  1.4484  1.3674  1.2649  1.1496  1.0328
  0.9181  0.8054  0.6945  0.5857  0.4796  0.3767  0.2771  0.1809  0.0876 -0.0033
 -0.0920
  1.7133  1.7238  1.7283  1.7275  1.7217  1.7115  1.6977  1.6808  1.6612  1.6392
  1.6151  1.5894  1.5622  1.5340  1.5129  1.4185  1.3372  1.2527  1.1463
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value =F150W2
  2.0552  2.0718  2.0867  2.0982  2.1042  2.1010  2.0852  2.0550  2.0136  1.9657
  1.9151  1.8642  1.8144  1.7655  1.7172  1.5959  1.4732  1.3479  1.2204
  2.0153  2.0310  2.0461  2.0589  2.0666  2.0666  2.0555  2.0301  1.9939  1.9502
  1.9020  1.8518  1.8015  1.7518  1.7024  1.5793  1.4558  1.3320  1.2073  1.0822
  1.9767  1.9892  2.0028  2.0156  2.0253  2.0288  2.0225  2.0029  1.9726  1.9342
  1.8900  1.8421  1.7924  1.7424  1.6924  1.5675  1.4432  1.3197  1.1966  1.0739
  0.9521
  1.9419  1.9498  1.9603  1.9714  1.9812  1.9869  1.9853  1.9720  1.9478  1.9153
  1.8763  1.8324  1.7850  1.7356  1.6855  1.5595  1.4342  1.3105  1.1881  1.0669
  0.9471  0.8293
  1.9083  1.9085  1.9165  1.9270  1.9366  1.9431  1.9443  1.9369  1.9188  1.8922
  1.8590  1.8202  1.7768  1.7298  1.6805  1.5542  1.4280  1.3038  1.1817  1.0613
