 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F150W2
  0.6790  0.7139  0.7732  0.7990  0.7781  0.7561  0.7656  0.7885  0.7952  0.7785
  0.7481  0.7080  0.6656  0.6213  0.5745  0.4494  0.3183  0.1853  0.0553
  0.6728  0.6725  0.6858  0.6989  0.7113  0.7245  0.7361  0.7431  0.7426  0.7332
  0.7137  0.6830  0.6431  0.5977  0.5502  0.4268  0.2992  0.1692  0.0404 -0.0863
  0.6672  0.6495  0.6370  0.6365  0.6533  0.6748  0.6884  0.6946  0.6954  0.6907
  0.6775  0.6540  0.6189  0.5751  0.5279  0.4059  0.2812  0.1543  0.0273 -0.0973
 -0.2188
  0.6622  0.6449  0.6268  0.6118  0.6041  0.6070  0.6225  0.6430  0.6536  0.6510
  0.6395  0.6210  0.5930  0.5535  0.5076  0.3867  0.2643  0.1406  0.0160 -0.1066
 -0.2261 -0.3425
  0.6471  0.6350  0.6194  0.6029  0.5880  0.5778  0.5746  0.5783  0.5881  0.5976
  0.5964  0.5831  0.5618  0.5299  0.4878  0.3691  0.2483  0.1276  0.0059 -0.1150
 -0.2332 -0.3480 -0.4597 -0.5687
  0.6174  0.6130  0.6038  0.5912  0.5769  0.5628  0.5513  0.5443  0.5409  0.5393
  0.5381  0.5323  0.5181  0.4958  0.4629  0.3525  0.2334  0.1151 -0.0035 -0.1224
 -0.2395 -0.3534 -0.4640 -0.5715 -0.6763 -0.7788 -0.8795 -0.9793 -1.0785 -1.1746
  0.5728  0.5762  0.5750  0.5693  0.5599  0.5476  0.5342  0.5220  0.5118  0.5033
  0.4942  0.4834  0.4694  0.4517  0.4266  0.3333  0.2194  0.1031 -0.0127 -0.1290
 -0.2448 -0.3582 -0.4682 -0.5750 -0.6786 -0.7796 -0.8785 -0.9755 -1.0719 -1.1682
 -1.2620
  0.5158  0.5257  0.5318  0.5339  0.5315  0.5245  0.5139  0.5014  0.4884  0.4760
  0.4636  0.4496  0.4323  0.4121  0.3890  0.3081  0.2042  0.0917 -0.0216 -0.1351
 -0.2490 -0.3619 -0.4718 -0.5784 -0.6815 -0.7816 -0.8792 -0.9747 -1.0685 -1.1618
 -1.2555
  0.4503  0.4645  0.4761  0.4849  0.4898  0.4898  0.4849  0.4757  0.4636  0.4500
  0.4359  0.4208  0.4033  0.3823  0.3584  0.2817  0.1858  0.0788 -0.0317 -0.1428
 -0.2544 -0.3661 -0.4761 -0.5831 -0.6866 -0.7866 -0.8837 -0.9783 -1.0707 -1.1617
 -1.2523
  0.3772  0.3944  0.4101  0.4241  0.4353  0.4423  0.4442  0.4408  0.4327  0.4211
  0.4074  0.3922  0.3756  0.3562  0.3334  0.2596  0.1691  0.0674 -0.0398 -0.1485
 -0.2577 -0.3673 -0.4764 -0.5836 -0.6876 -0.7882 -0.8854 -0.9797 -1.0713 -1.1609
 -1.2504
  0.2964  0.3172  0.3362  0.3537  0.3694  0.3822  0.3907  0.3941  0.3921  0.3851
  0.3743  0.3606  0.3451  0.3277  0.3076  0.2404  0.1532  0.0564 -0.0474 -0.1539
 -0.2611 -0.3686 -0.4760 -0.5826 -0.6870 -0.7883 -0.8863 -0.9810 -1.0726 -1.1618
 -1.2490
  0.2080  0.2329  0.2555  0.2752  0.2943  0.3111  0.3248  0.3347  0.3394  0.3388
  0.3333  0.3235  0.3105  0.2952  0.2810  0.2241  0.1381  0.0458 -0.0545
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F150W2
  0.7501  0.7642  0.7798  0.7951  0.8076  0.8154  0.8169  0.8110  0.7973  0.7757
  0.7459  0.7082  0.6652  0.6191  0.5703  0.4468  0.3191  0.1880  0.0567
  0.7141  0.7207  0.7312  0.7434  0.7550  0.7638  0.7679  0.7661  0.7578  0.7423
  0.7183  0.6849  0.6435  0.5975  0.5496  0.4260  0.2998  0.1716  0.0430 -0.0836
  0.6927  0.6804  0.6815  0.6974  0.7062  0.7138  0.7189  0.7199  0.7159  0.7058
