 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -5.8941 -5.5501 -5.2999 -5.0256 -4.7249 -4.4788 -4.3359 -4.2503 -4.1564 -4.0323
 -3.8932 -3.7430 -3.5937 -3.4538 -3.3199 -3.0208 -2.7736 -2.5822 -2.4296
 -5.5067 -5.1089 -4.8133 -4.5722 -4.3760 -4.2201 -4.0952 -3.9898 -3.8927 -3.7960
 -3.6937 -3.5805 -3.4556 -3.3274 -3.2057 -2.9409 -2.7265 -2.5586 -2.4290 -2.3319
 -5.2458 -4.8276 -4.5093 -4.2779 -4.1205 -4.0018 -3.8932 -3.7924 -3.7014 -3.6181
 -3.5344 -3.4447 -3.3418 -3.2281 -3.1174 -2.8789 -2.6898 -2.5415 -2.4290 -2.3427
 -2.2740
 -5.1114 -4.7062 -4.3879 -4.1427 -3.9584 -3.8239 -3.7299 -3.6581 -3.5825 -3.4986
 -3.4153 -3.3356 -3.2523 -3.1559 -3.0550 -2.8348 -2.6635 -2.5309 -2.4296 -2.3510
 -2.2878 -2.2349
 -5.0162 -4.6356 -4.3308 -4.0888 -3.8981 -3.7497 -3.6354 -3.5465 -3.4761 -3.4122
 -3.3392 -3.2588 -3.1812 -3.0996 -3.0101 -2.8046 -2.6449 -2.5236 -2.4320 -2.3607
 -2.3028 -2.2539 -2.2113 -2.1736
 -4.9164 -4.5700 -4.2877 -4.0581 -3.8709 -3.7182 -3.5941 -3.4934 -3.4097 -3.3368
 -3.2696 -3.2008 -3.1280 -3.0551 -2.9752 -2.7836 -2.6317 -2.5176 -2.4334 -2.3692
 -2.3171 -2.2728 -2.2339 -2.1990 -2.1671 -2.1383 -2.1130 -2.0936 -2.0825 -2.0815
 -4.7992 -4.4907 -4.2363 -4.0256 -3.8489 -3.6994 -3.5725 -3.4648 -3.3734 -3.2937
 -3.2208 -3.1512 -3.0821 -3.0158 -2.9460 -2.7681 -2.6221 -2.5120 -2.4322 -2.3740
 -2.3281 -2.2893 -2.2551 -2.2239 -2.1951 -2.1683 -2.1442 -2.1229 -2.1080 -2.1030
 -2.1082
 -4.6714 -4.3981 -4.1713 -3.9815 -3.8196 -3.6788 -3.5548 -3.4453 -3.3490 -3.2648
 -3.1888 -3.1177 -3.0491 -2.9824 -2.9185 -2.7555 -2.6151 -2.5068 -2.4287 -2.3738
 -2.3335 -2.3008 -2.2722 -2.2461 -2.2216 -2.1982 -2.1763 -2.1565 -2.1398 -2.1291
 -2.1300
 -4.5377 -4.2970 -4.0943 -3.9236 -3.7769 -3.6473 -3.5303 -3.4239 -3.3272 -3.2403
 -3.1621 -3.0904 -3.0225 -2.9568 -2.8942 -2.7413 -2.6079 -2.5018 -2.4236 -2.3694
 -2.3324 -2.3052 -2.2829 -2.2629 -2.2439 -2.2252 -2.2072 -2.1900 -2.1744 -2.1620
 -2.1559
 -4.4131 -4.2021 -4.0180 -3.8612 -3.7269 -3.6079 -3.4995 -3.3987 -3.3050 -3.2183
 -3.1390 -3.0668 -2.9998 -2.9362 -2.8752 -2.7296 -2.6017 -2.4982 -2.4200 -2.3646
 -2.3278 -2.3035 -2.2865 -2.2728 -2.2602 -2.2476 -2.2349 -2.2221 -2.2096 -2.1984
 -2.1882
 -4.3015 -4.1143 -3.9464 -3.7994 -3.6722 -3.5611 -3.4603 -3.3662 -3.2773 -3.1935
 -3.1152 -3.0429 -2.9764 -2.9146 -2.8560 -2.7181 -2.5949 -2.4939 -2.4164 -2.3601
 -2.3220 -2.2980 -2.2837 -2.2750 -2.2686 -2.2626 -2.2563 -2.2492 -2.2415 -2.2339
 -2.2273
 -4.2029 -4.0336 -3.8812 -3.7423 -3.6197 -3.5118 -3.4154 -3.3269 -3.2433 -3.1639
 -3.0884 -3.0176 -2.9517 -2.8911 -2.8366 -2.7068 -2.5875 -2.4889 -2.4128
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -6.8852 -6.3562 -5.8991 -5.5095 -5.1803 -4.8949 -4.6369 -4.3965 -4.1800 -3.9930
 -3.8261 -3.6704 -3.5223 -3.3844 -3.2471 -2.9771 -2.7561 -2.5762 -2.4373
 -6.4854 -5.9587 -5.5026 -5.1190 -4.8014 -4.5386 -4.3171 -4.1194 -3.9457 -3.7949
 -3.6588 -3.5284 -3.3984 -3.2724 -3.1554 -2.9071 -2.7098 -2.5516 -2.4280 -2.3326
 -6.0671 -5.5476 -5.1224 -4.8260 -4.5411 -4.3007 -4.0988 -3.9260 -3.7770 -3.6481
 -3.5332 -3.4240 -3.3122 -3.1973 -3.0876 -2.8557 -2.6757 -2.5340 -2.4230 -2.3365
 -2.2667
 -5.7527 -5.2376 -4.8334 -4.5258 -4.2897 -4.1011 -3.9400 -3.7926 -3.6582 -3.5395
 -3.4357 -3.3411 -3.2473 -3.1462 -3.0437 -2.8229 -2.6538 -2.5234 -2.4223 -2.3434
 -2.2798 -2.2268
 -5.6290 -5.1108 -4.6934 -4.3711 -4.1253 -3.9368 -3.7896 -3.6701 -3.5669 -3.4695
 -3.3702 -3.2781 -3.1930 -3.1072 -3.0142 -2.8026 -2.6403 -2.5173 -2.4238 -2.3515
 -2.2933 -2.2444 -2.2021 -2.1647
 -5.5727 -5.0579 -4.6403 -4.3084 -4.0474 -3.8432 -3.6842 -3.5605 -3.4636 -3.3869
 -3.3152 -3.2357 -3.1539 -3.0737 -2.9910 -2.7897 -2.6318 -2.5133 -2.4251 -2.3588
 -2.3062 -2.2619 -2.2233 -2.1889 -2.1577 -2.1297 -2.1054 -2.0868 -2.0759 -2.0747
 -5.5207 -5.0288 -4.6213 -4.2934 -4.0317 -3.8231 -3.6567 -3.5236 -3.4165 -3.3279
 -3.2520 -3.1841 -3.1159 -3.0449 -2.9702 -2.7806 -2.6258 -2.5098 -2.4248 -2.3630
 -2.3160 -2.2772 -2.2433 -2.2127 -2.1845 -2.1586 -2.1354 -2.1152 -2.1010 -2.0960
 -2.1014
 -5.4516 -4.9910 -4.6051 -4.2891 -4.0326 -3.8246 -3.6547 -3.5149 -3.3994 -3.3030
 -3.2196 -3.1449 -3.0758 -3.0105 -2.9459 -2.7720 -2.6210 -2.5062 -2.4225 -2.3633
 -2.3209 -2.2879 -2.2595 -2.2339 -2.2100 -2.1874 -2.1666 -2.1478 -2.1322 -2.1221
 -2.1232
 -5.3531 -4.9293 -4.5727 -4.2752 -4.0302 -3.8280 -3.6593 -3.5168 -3.3957 -3.2922
 -3.2027 -3.1233 -3.0504 -2.9820 -2.9184 -2.7599 -2.6152 -2.5014 -2.4181 -2.3596
 -2.3200 -2.2920 -2.2697 -2.2500 -2.2315 -2.2137 -2.1966 -2.1804 -2.1659 -2.1545
 -2.1491
 -5.2349 -4.8626 -4.5369 -4.2590 -4.0261 -3.8311 -3.6659 -3.5238 -3.4001 -3.2919
 -3.1968 -3.1128 -3.0370 -2.9667 -2.9009 -2.7484 -2.6109 -2.4985 -2.4145 -2.3552
 -2.3158 -2.2904 -2.2731 -2.2596 -2.2474 -2.2354 -2.2236 -2.2118 -2.2004 -2.1903
 -2.1810
 -5.1101 -4.7869 -4.4946 -4.2378 -4.0174 -3.8297 -3.6687 -3.5284 -3.4045 -3.2940
 -3.1952 -3.1071 -3.0281 -2.9561 -2.8894 -2.7382 -2.6053 -2.4955 -2.4113 -2.3506
 -2.3101 -2.2850 -2.2703 -2.2617 -2.2556 -2.2501 -2.2445 -2.2383 -2.2317 -2.2252
 -2.2195
 -4.9811 -4.7034 -4.4493 -4.2173 -4.0091 -3.8264 -3.6689 -3.5304 -3.4069 -3.2956
 -3.1948 -3.1036 -3.0214 -2.9472 -2.8839 -2.7293 -2.5984 -2.4924 -2.4085
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -7.7343 -7.2872 -6.8660 -6.4648 -6.0848 -5.6941 -5.2581 -4.7839 -4.3831 -4.0673
 -3.8203 -3.6230 -3.4596 -3.3196 -3.1964 -2.9404 -2.7354 -2.5675 -2.4328
 -7.3703 -6.8790 -6.4213 -5.9997 -5.6109 -5.2448 -4.8720 -4.4899 -4.1645 -3.9008
 -3.6883 -3.5131 -3.3636 -3.2327 -3.1164 -2.8762 -2.6893 -2.5403 -2.4205 -2.3252
 -7.0814 -6.5806 -6.1086 -5.6755 -5.2865 -4.9384 -4.6153 -4.2966 -4.0179 -3.7872
 -3.5981 -3.4401 -3.3026 -3.1789 -3.0673 -2.8368 -2.6607 -2.5234 -2.4144 -2.3275
 -2.2579
 -6.7043 -6.2015 -5.7956 -5.4111 -5.0496 -4.7196 -4.4255 -4.1536 -3.9094 -3.7024
 -3.5304 -3.3863 -3.2606 -3.1453 -3.0382 -2.8142 -2.6444 -2.5142 -2.4127 -2.3326
 -2.2683 -2.2150
 -6.3787 -5.8568 -5.4226 -5.0599 -4.7536 -4.4912 -4.2579 -4.0331 -3.8225 -3.6362
 -3.4770 -3.3426 -3.2268 -3.1214 -3.0206 -2.8019 -2.6357 -2.5098 -2.4136 -2.3389
 -2.2796 -2.2306 -2.1884 -2.1517
