 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F150W
 -1.0686 -2.0822 -3.3273 -3.2937 -1.7202  0.3234 -0.3965 -1.5258 -2.0615 -1.9387
 -1.7799 -1.6642 -1.5431 -1.4702 -1.4451 -1.5801
 -1.0777 -1.4879 -2.0563 -2.0883 -1.4829 -0.5904 -0.8707 -1.3151 -1.5609 -1.5682
 -1.5465 -1.5249 -1.4964 -1.4856 -1.4986 -1.6181 -1.7463 -1.8748 -2.0178
 -1.2035 -1.2761 -1.4312 -1.4707 -1.3891 -1.1770 -1.2170 -1.2847 -1.3493 -1.4003
 -1.4365 -1.4607 -1.4814 -1.5059 -1.5377 -1.6460 -1.7632 -1.8903 -2.0240 -2.1561
 -2.2817
 -1.4460 -1.4468 -1.4520 -1.4409 -1.4389 -1.4363 -1.4354 -1.4344 -1.4265 -1.4351
 -1.4499 -1.4715 -1.4982 -1.5311 -1.5624 -1.6638 -1.7810 -1.9067 -2.0351 -2.1618
 -2.2872 -2.4117 -2.5356
 -1.4883 -1.4895 -1.4934 -1.4912 -1.4907 -1.4894 -1.4891 -1.4909 -1.4963 -1.5049
 -1.5174 -1.5340 -1.5548 -1.5807 -1.6120 -1.7024 -1.8064 -1.9222 -2.0451 -2.1695
 -2.2928 -2.4146 -2.5349 -2.6538 -2.7714
 -1.5537 -1.5512 -1.5509 -1.5508 -1.5497 -1.5478 -1.5462 -1.5473 -1.5525 -1.5622
 -1.5757 -1.5918 -1.6109 -1.6327 -1.6589 -1.7399 -1.8340 -1.9406 -2.0569 -2.1776
 -2.2984 -2.4178 -2.5353 -2.6514 -2.7659 -2.8792
 -1.6422 -1.6319 -1.6245 -1.6197 -1.6158 -1.6115 -1.6067 -1.6036 -1.6046 -1.6109
 -1.6226 -1.6392 -1.6585 -1.6792 -1.7031 -1.7763 -1.8638 -1.9619 -2.0705 -2.1861
 -2.3040 -2.4213 -2.5368 -2.6505 -2.7625 -2.8730 -2.9822 -3.0907 -3.1981 -3.3015
 -1.7538 -1.7316 -1.7142 -1.7011 -1.6908 -1.6821 -1.6733 -1.6651 -1.6597 -1.6596
 -1.6659 -1.6785 -1.6967 -1.7183 -1.7411 -1.8094 -1.8920 -1.9849 -2.0863 -2.1957
 -2.3098 -2.4249 -2.5386 -2.6505 -2.7605 -2.8688 -2.9755 -3.0810 -3.1859 -3.2899
 -3.3905
 -1.8871 -1.8517 -1.8220 -1.7976 -1.7778 -1.7615 -1.7470 -1.7333 -1.7212 -1.7132
 -1.7116 -1.7174 -1.7304 -1.7493 -1.7723 -1.8380 -1.9171 -2.0066 -2.1036 -2.2071
 -2.3164 -2.4286 -2.5406 -2.6510 -2.7593 -2.8657 -2.9706 -3.0739 -3.1759 -3.2773
 -3.3784
 -2.0274 -1.9849 -1.9466 -1.9121 -1.8805 -1.8537 -1.8304 -1.8095 -1.7905 -1.7742
 -1.7634 -1.7605 -1.7658 -1.7790 -1.7987 -1.8641 -1.9393 -2.0264 -2.1212 -2.2211
 -2.3259 -2.4346 -2.5447 -2.6540 -2.7612 -2.8662 -2.9694 -3.0709 -3.1710 -3.2701
 -3.3683
