 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F350LP
 -2.8140 -2.7929 -2.8119 -2.8029 -2.7516 -2.7025 -2.6939 -2.7056 -2.6987 -2.6585
 -2.5995 -2.5268 -2.4502 -2.3781 -2.3095 -2.1641 -2.0602 -1.9923 -1.9429
 -2.8028 -2.7337 -2.6920 -2.6594 -2.6346 -2.6185 -2.6083 -2.5985 -2.5836 -2.5604
 -2.5260 -2.4784 -2.4178 -2.3515 -2.2878 -2.1553 -2.0617 -2.0010 -1.9611 -1.9374
 -2.7943 -2.7022 -2.6273 -2.5752 -2.5505 -2.5398 -2.5278 -2.5133 -2.4985 -2.4833
 -2.4617 -2.4307 -2.3856 -2.3286 -2.2707 -2.1492 -2.0638 -2.0092 -1.9761 -1.9561
 -1.9443
 -2.7885 -2.6984 -2.6178 -2.5503 -2.4993 -2.4664 -2.4524 -2.4500 -2.4434 -2.4272
 -2.4066 -2.3837 -2.3536 -2.3094 -2.2582 -2.1458 -2.0665 -2.0169 -1.9878 -1.9705
 -1.9604 -1.9551
 -2.7653 -2.6863 -2.6120 -2.5447 -2.4872 -2.4416 -2.4091 -2.3883 -2.3778 -2.3715
 -2.3590 -2.3391 -2.3174 -2.2873 -2.2457 -2.1429 -2.0683 -2.0224 -1.9975 -1.9835
 -1.9757 -1.9720 -1.9711 -1.9725
 -2.7170 -2.6541 -2.5926 -2.5337 -2.4792 -2.4309 -2.3909 -2.3599 -2.3367 -2.3193
 -2.3052 -2.2904 -2.2728 -2.2537 -2.2252 -2.1379 -2.0677 -2.0242 -2.0031 -1.9936
 -1.9892 -1.9879 -1.9888 -1.9915 -1.9954 -2.0009 -2.0084 -2.0205 -2.0390 -2.0627
 -2.6438 -2.5982 -2.5524 -2.5067 -2.4614 -2.4178 -2.3773 -2.3418 -2.3126 -2.2887
 -2.2679 -2.2486 -2.2295 -2.2128 -2.1929 -2.1265 -2.0637 -2.0222 -2.0033 -1.9984
 -1.9988 -2.0013 -2.0052 -2.0100 -2.0155 -2.0217 -2.0293 -2.0386 -2.0529 -2.0748
