 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F850LP
 -2.0854 -1.4031 -0.4039  0.0073 -0.6085 -2.0310 -1.3633 -0.2801  0.3652  0.3943
  0.4216  0.3547 -0.0596 -0.5446 -0.8595 -0.8689
 -1.6689 -1.3808 -0.9082 -0.6844 -0.8765 -1.5064 -1.2257 -0.7577 -0.4268 -0.3248
 -0.2623 -0.2813 -0.4628 -0.6859 -0.8327 -0.8451 -0.8529 -0.8701 -0.9613
 -1.2814 -1.2185 -1.0771 -0.9809 -0.9652 -1.1189 -1.0600 -0.9539 -0.8441 -0.7531
 -0.6993 -0.6945 -0.7369 -0.7958 -0.8353 -0.8471 -0.8798 -0.9037 -0.9552 -1.0048
 -1.0259
 -0.9229 -0.9162 -0.9106 -0.8822 -0.8744 -0.8684 -0.8662 -0.8685 -0.8869 -0.8905
 -0.8896 -0.8850 -0.8819 -0.8741 -0.8673 -0.8749 -0.8912 -0.9226 -0.9623 -1.0066
 -1.0528 -1.0980 -1.1418
 -0.7768 -0.7957 -0.8117 -0.8156 -0.8221 -0.8262 -0.8297 -0.8340 -0.8401 -0.8478
 -0.8546 -0.8590 -0.8629 -0.8648 -0.8648 -0.8789 -0.9080 -0.9443 -0.9850 -1.0286
 -1.0738 -1.1192 -1.1638 -1.2080 -1.2523
 -0.6453 -0.6829 -0.7156 -0.7423 -0.7629 -0.7784 -0.7901 -0.7996 -0.8082 -0.8168
 -0.8260 -0.8353 -0.8436 -0.8522 -0.8585 -0.8790 -0.9156 -0.9573 -1.0010 -1.0458
 -1.0914 -1.1375 -1.1832 -1.2283 -1.2725 -1.3167
 -0.5283 -0.5778 -0.6223 -0.6623 -0.6968 -0.7250 -0.7474 -0.7653 -0.7800 -0.7926
 -0.8042 -0.8153 -0.8265 -0.8382 -0.8484 -0.8752 -0.9140 -0.9616 -1.0103 -1.0582
 -1.1056 -1.1529 -1.2000 -1.2463 -1.2918 -1.3367 -1.3815 -1.4291 -1.4813 -1.5355
 -0.4259 -0.4804 -0.5318 -0.5804 -0.6253 -0.6650 -0.6986 -0.7264 -0.7490 -0.7679
 -0.7840 -0.7982 -0.8113 -0.8241 -0.8368 -0.8680 -0.9069 -0.9570 -1.0108 -1.0639
 -1.1150 -1.1647 -1.2137 -1.2620 -1.3092 -1.3556 -1.4008 -1.4472 -1.4971 -1.5517
 -1.6089
 -0.3449 -0.3977 -0.4503 -0.5026 -0.5531 -0.6007 -0.6439 -0.6814 -0.7129 -0.7392
 -0.7611 -0.7799 -0.7964 -0.8113 -0.8251 -0.8593 -0.8979 -0.9466 -1.0031 -1.0611
 -1.1175 -1.1715 -1.2235 -1.2743 -1.3238 -1.3722 -1.4200 -1.4668 -1.5149 -1.5666
 -1.6236
 -0.2830 -0.3324 -0.3832 -0.4352 -0.4871 -0.5383 -0.5872 -0.6323 -0.6722 -0.7061
 -0.7346 -0.7588 -0.7795 -0.7976 -0.8136 -0.8499 -0.8889 -0.9353 -0.9909 -1.0516
 -1.1128 -1.1721 -1.2288 -1.2832 -1.3357 -1.3867 -1.4367 -1.4860 -1.5351 -1.5859
 -1.6386
 -0.2417 -0.2854 -0.3312 -0.3788 -0.4286 -0.4794 -0.5302 -0.5795 -0.6257 -0.6668
 -0.7023 -0.7326 -0.7587 -0.7810 -0.8002 -0.8406 -0.8794 -0.9245 -0.9775 -1.0371
 -1.1004 -1.1640 -1.2257 -1.2847 -1.3412 -1.3955 -1.4483 -1.4998 -1.5507 -1.6015
 -1.6533
 -0.2210 -0.2567 -0.2954 -0.3367 -0.3816 -0.4288 -0.4783 -0.5282 -0.5772 -0.6227
 -0.6639 -0.7007 -0.7330 -0.7609 -0.7845 -0.8310 -0.8712 -0.9148 -0.9655 -1.0231
 -1.0855 -1.1505 -1.2157 -1.2793 -1.3402 -1.3985 -1.4547 -1.5093 -1.5624 -1.6149
 -1.6674
 -0.2210 -0.2463 -0.2758 -0.3089 -0.3461 -0.3865 -0.4345 -0.4823 -0.5309 -0.5776
 -0.6220 -0.6642 -0.7043 -0.7373 -0.7663 -0.8212 -0.8643 -0.9062 -0.9549
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F850LP
 -0.7810 -0.7599 -0.7639 -0.7957 -0.8697 -1.0678 -1.0189 -0.9520 -0.8990 -0.8609
 -0.8000 -0.7498 -0.7695 -0.8218 -0.8464 -0.8068
 -0.8350 -0.8156 -0.8124 -0.8279 -0.8717 -0.9866 -0.9836 -0.9656 -0.9466 -0.9286
 -0.8988 -0.8707 -0.8673 -0.8763 -0.8749 -0.8380 -0.8405 -0.8673 -0.9054
 -0.8629 -0.8484 -0.8426 -0.8477 -0.8696 -0.9250 -0.9476 -0.9602 -0.9646 -0.9624
 -0.9552 -0.9441 -0.9303 -0.9146 -0.8979 -0.8645 -0.8696 -0.8971 -0.9352 -0.9786
 -1.0239
 -0.8647 -0.8583 -0.8545 -0.8551 -0.8635 -0.8830 -0.9109 -0.9358 -0.9530 -0.9625
 -0.9693 -0.9700 -0.9584 -0.9367 -0.9154 -0.8863 -0.8931 -0.9217 -0.9602 -1.0033
 -1.0482 -1.0935 -1.1383
 -0.8404 -0.8453 -0.8481 -0.8501 -0.8534 -0.8606 -0.8735 -0.8923 -0.9118 -0.9288
 -0.9411 -0.9484 -0.9517 -0.9426 -0.9274 -0.9034 -0.9110 -0.9411 -0.9804 -1.0236
 -1.0685 -1.1140 -1.1591 -1.2037 -1.2485
 -0.7900 -0.8094 -0.8234 -0.8327 -0.8393 -0.8454 -0.8530 -0.8635 -0.8768 -0.8918
 -0.9050 -0.9149 -0.9251 -0.9307 -0.9276 -0.9138 -0.9224 -0.9542 -0.9957 -1.0399
 -1.0855 -1.1316 -1.1776 -1.2231 -1.2679 -1.3125
 -0.7172 -0.7511 -0.7784 -0.7985 -0.8129 -0.8235 -0.8324 -0.8413 -0.8513 -0.8622
 -0.8730 -0.8830 -0.8918 -0.9032 -0.9088 -0.9142 -0.9265 -0.9597 -1.0046 -1.0517
 -1.0990 -1.1464 -1.1938 -1.2407 -1.2868 -1.3323 -1.3778 -1.4260 -1.4785 -1.5328
 -0.6296 -0.6750 -0.7143 -0.7465 -0.7712 -0.7899 -0.8042 -0.8161 -0.8269 -0.8375
 -0.8480 -0.8577 -0.8661 -0.8762 -0.8850 -0.9022 -0.9227 -0.9575 -1.0055 -1.0571
 -1.1080 -1.1578 -1.2072 -1.2559 -1.3038 -1.3509 -1.3976 -1.4444 -1.4942 -1.5490
 -1.6064
 -0.5646 -0.5982 -0.6365 -0.6789 -0.7142 -0.7427 -0.7650 -0.7829 -0.7980 -0.8112
