 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -0.6793  1.1031  2.3267  1.3638 -1.6638 -6.2056 -5.0621 -3.1035 -1.9794 -1.8901
 -1.7190 -1.5984 -1.9697 -2.4354 -2.5564 -2.0258
 -3.6475 -2.7612 -1.9363 -2.0572 -3.0730 -5.0419 -4.5149 -3.5907 -2.9052 -2.6147
 -2.3670 -2.2221 -2.3162 -2.4632 -2.4515 -1.9804 -1.6641 -1.4699 -1.4060
 -4.7423 -4.3847 -3.9082 -3.6410 -3.5963 -4.0055 -3.8211 -3.5178 -3.1890 -2.8972
 -2.6714 -2.5276 -2.4590 -2.4078 -2.3123 -1.9156 -1.6230 -1.4385 -1.3309 -1.2404
 -1.1076
 -3.9637 -3.7674 -3.5890 -3.3876 -3.2338 -3.0963 -2.9807 -2.8849 -2.8307 -2.7377
 -2.6320 -2.5149 -2.3982 -2.2692 -2.1388 -1.8314 -1.5941 -1.4201 -1.2919 -1.1953
 -1.1184 -1.0543 -0.9985
 -3.6218 -3.4776 -3.3391 -3.1892 -3.0526 -2.9220 -2.8022 -2.6956 -2.6012 -2.5139
 -2.4251 -2.3294 -2.2303 -2.1274 -2.0214 -1.7674 -1.5611 -1.4079 -1.2937 -1.2055
 -1.1343 -1.0743 -1.0217 -0.9753 -0.9344
 -3.2962 -3.1941 -3.0904 -2.9818 -2.8687 -2.7544 -2.6423 -2.5367 -2.4400 -2.3515
 -2.2687 -2.1873 -2.1028 -2.0177 -1.9286 -1.7154 -1.5344 -1.3975 -1.2950 -1.2149
 -1.1496 -1.0941 -1.0452 -1.0011 -0.9611 -0.9253
 -2.9869 -2.9169 -2.8429 -2.7654 -2.6822 -2.5935 -2.5010 -2.4082 -2.3187 -2.2342
 -2.1554 -2.0808 -2.0081 -1.9359 -1.8604 -1.6754 -1.5140 -1.3889 -1.2958 -1.2235
 -1.1643 -1.1137 -1.0689 -1.0280 -0.9902 -0.9555 -0.9243 -0.8987 -0.8813 -0.8754
 -2.6939 -2.6460 -2.5966 -2.5459 -2.4913 -2.4306 -2.3634 -2.2913 -2.2166 -2.1423
 -2.0705 -2.0019 -1.9363 -1.8725 -1.8086 -1.6466 -1.5002 -1.3821 -1.2944 -1.2285
 -1.1757 -1.1307 -1.0907 -1.0540 -1.0196 -0.9872 -0.9566 -0.9301 -0.9103 -0.8996
 -0.9003
 -2.4295 -2.3963 -2.3646 -2.3342 -2.3021 -2.2661 -2.2243 -2.1756 -2.1205 -2.0614
 -2.0004 -1.9397 -1.8806 -1.8231 -1.7663 -1.6246 -1.4904 -1.3780 -1.2919 -1.2291
 -1.1814 -1.1424 -1.1081 -1.0767 -1.0469 -1.0183 -0.9912 -0.9650 -0.9430 -0.9287
 -0.9245
 -2.1926 -2.1729 -2.1554 -2.1399 -2.1242 -2.1068 -2.0854 -2.0582 -2.0237 -1.9819
 -1.9347 -1.8844 -1.8328 -1.7813 -1.7302 -1.6037 -1.4807 -1.3735 -1.2890 -1.2261
 -1.1808 -1.1467 -1.1186 -1.0933 -1.0693 -1.0457 -1.0228 -1.0009 -0.9806 -0.9645
 -0.9529
 -1.9842 -1.9770 -1.9707 -1.9652 -1.9609 -1.9561 -1.9494 -1.9391 -1.9230 -1.8990
 -1.8674 -1.8300 -1.7885 -1.7445 -1.6992 -1.5843 -1.4723 -1.3701 -1.2871 -1.2235
 -1.1776 -1.1455 -1.1220 -1.1028 -1.0852 -1.0679 -1.0506 -1.0334 -1.0167 -1.0013
 -0.9869
