 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = BX   
 -2.1969 -2.0643 -1.9521 -1.8549
 -6.9109 -6.5132 -6.1541 -5.8457 -5.5912 -5.3784 -5.2041 -5.0542 -4.8547 -4.6079
 -4.3742 -4.1613 -3.9605 -3.7732 -3.6013 -3.2406 -2.9556 -2.7211 -2.5230 -2.3522
 -2.2048 -2.0800 -1.9747 -1.8836 -1.8028 -1.7292 -1.6610 -1.5993 -1.5465 -1.5087
 -6.8894 -6.5028 -6.1413 -5.8168 -5.5365 -5.2972 -5.0864 -4.8954 -4.7284 -4.5708
 -4.3834 -4.1789 -3.9787 -3.7884 -3.6112 -3.2364 -2.9442 -2.7100 -2.5169 -2.3538
 -2.2146 -2.0968 -1.9981 -1.9134 -1.8383 -1.7703 -1.7088 -1.6520 -1.5993 -1.5546
 -1.5297
 -6.8731 -6.5052 -6.1488 -5.8181 -5.5223 -5.2660 -5.0426 -4.8401 -4.6504 -4.4741
 -4.3143 -4.1592 -3.9907 -3.8120 -3.6354 -3.2469 -2.9441 -2.7065 -2.5156 -2.3574
 -2.2244 -2.1127 -2.0201 -1.9417 -1.8731 -1.8110 -1.7532 -1.7002 -1.6531 -1.6125
 -1.5789
 -6.8601 -6.5067 -6.1627 -5.8333 -5.5295 -5.2590 -5.0228 -4.8141 -4.6222 -4.4393
 -4.2656 -4.1039 -3.9522 -3.8029 -3.6483 -3.2672 -2.9518 -2.7076 -2.5158 -2.3603
 -2.2317 -2.1250 -2.0376 -1.9655 -1.9036 -1.8481 -1.7976 -1.7509 -1.7080 -1.6699
 -1.6364
 -6.8508 -6.5088 -6.1819 -5.8621 -5.5572 -5.2772 -5.0278 -4.8083 -4.6126 -4.4312
 -4.2576 -4.0906 -3.9315 -3.7806 -3.6375 -3.2928 -2.9745 -2.7196 -2.5232 -2.3672
 -2.2403 -2.1365 -2.0528 -1.9856 -1.9300 -1.8815 -1.8379 -1.7974 -1.7600 -1.7258
 -1.6953
 -6.8480 -6.5028 -6.1911 -5.8879 -5.5923 -5.3106 -5.0515 -4.8197 -4.6143 -4.4297
 -4.2584 -4.0943 -3.9351 -3.7810 -3.6335 -3.3024 -3.0024 -2.7404 -2.5355 -2.3761
 -2.2488 -2.1460 -2.0641 -2.0002 -1.9497 -1.9080 -1.8716 -1.8383 -1.8073 -1.7786
 -1.7518
 -6.8602 -6.4943 -6.1856 -5.8995 -5.6204 -5.3478 -5.0878 -4.8474 -4.6307 -4.4371
 -4.2624 -4.1004 -3.9454 -3.7942 -3.6465 -3.3094 -3.0218 -2.7669 -2.5538
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = BX   
 -8.0691 -7.5515 -7.0352 -6.5806 -6.1835 -5.8310 -5.5408 -5.2832 -5.0510 -4.8349
 -4.6321 -4.4420 -4.2655 -4.1030 -3.9534 -3.6204 -3.3169 -3.0235 -2.7370
 -7.6489 -7.4011 -6.9697 -6.5164 -6.1052 -5.7354 -5.4247 -5.1573 -4.9153 -4.6955
 -4.4888 -4.2955 -4.1163 -3.9521 -3.8019 -3.4756 -3.1884 -2.9193 -2.6658 -2.4341
 -7.1635 -7.0014 -6.8475 -6.4897 -6.0861 -5.7089 -5.3730 -5.0889 -4.8393 -4.6140
 -4.4044 -4.2079 -4.0253 -3.8576 -3.7047 -3.3777 -3.0989 -2.8460 -2.6138 -2.4029
 -2.2180
 -7.0201 -6.6525 -6.4528 -6.3493 -6.0785 -5.7223 -5.3776 -5.0696 -4.8068 -4.5748
 -4.3623 -4.1628 -3.9765 -3.8045 -3.6474 -3.3143 -3.0386 -2.7957 -2.5783 -2.3835
 -2.2119 -2.0654
 -6.9820 -6.5617 -6.2280 -6.0005 -5.8714 -5.7032 -5.4067 -5.0948 -4.8117 -4.5677
 -4.3506 -4.1483 -3.9585 -3.7820 -3.6198 -3.2769 -2.9997 -2.7625 -2.5551 -2.3728
 -2.2124 -2.0746 -1.9576 -1.8570
 -6.9810 -6.5499 -6.1737 -5.8675 -5.6322 -5.4565 -5.3174 -5.1161 -4.8490 -4.5894
 -4.3613 -4.1560 -3.9630 -3.7822 -3.6148 -3.2593 -2.9768 -2.7417 -2.5411 -2.3679
 -2.2173 -2.0874 -1.9772 -1.8825 -1.7992 -1.7245 -1.6563 -1.5930 -1.5373 -1.5021
 -7.0029 -6.5715 -6.1797 -5.8401 -5.5570 -5.3264 -5.1308 -4.9650 -4.8113 -4.6177
 -4.3913 -4.1798 -3.9844 -3.8000 -3.6276 -3.2578 -2.9668 -2.7305 -2.5338 -2.3672
 -2.2243 -2.1018 -1.9979 -1.9094 -1.8321 -1.7631 -1.7005 -1.6434 -1.5912 -1.5465
 -1.5211
 -7.0323 -6.6120 -6.2158 -5.8577 -5.5472 -5.2861 -5.0657 -4.8695 -4.6909 -4.5299
 -4.3745 -4.1997 -4.0141 -3.8304 -3.6549 -3.2708 -2.9679 -2.7273 -2.5317 -2.3691
 -2.2322 -2.1159 -2.0179 -1.9354 -1.8643 -1.8011 -1.7443 -1.6928 -1.6457 -1.6032
 -1.5692
 -7.0643 -6.6530 -6.2637 -5.8984 -5.5705 -5.2861 -5.0442 -4.8353 -4.6458 -4.4683
 -4.3028 -4.1499 -4.0012 -3.8454 -3.6826 -3.2934 -2.9772 -2.7290 -2.5318 -2.3712
 -2.2382 -2.1269 -2.0342 -1.9575 -1.8927 -1.8360 -1.7852 -1.7389 -1.6967 -1.6589
 -1.6261
 -7.0957 -6.6998 -6.3217 -5.9588 -5.6217 -5.3199 -5.0575 -4.8318 -4.6342 -4.4534
 -4.2823 -4.1201 -3.9681 -3.8239 -3.6829 -3.3265 -3.0011 -2.7421 -2.5398 -2.3782
 -2.2465 -2.1380 -2.0491 -1.9770 -1.9179 -1.8677 -1.8235 -1.7834 -1.7466 -1.7134
 -1.6838
 -7.1261 -6.7328 -6.3714 -6.0216 -5.6861 -5.3752 -5.0964 -4.8525 -4.6406 -4.4532
 -4.2812 -4.1183 -3.9624 -3.8135 -3.6713 -3.3425 -3.0332 -2.7641 -2.5532 -2.3878
 -2.2552 -2.1476 -2.0608 -1.9919 -1.9375 -1.8933 -1.8559 -1.8226 -1.7922 -1.7644
 -1.7381
 -7.1668 -6.7565 -6.4034 -6.0713 -5.7492 -5.4409 -5.1541 -4.8954 -4.6672 -4.4670
 -4.2888 -4.1253 -3.9706 -3.8215 -3.6772 -3.3466 -3.0569 -2.7940 -2.5733
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = BX   
 -7.9469 -7.3835 -6.8710 -6.4405 -6.0695 -5.7390 -5.4590 -5.1994 -4.9675 -4.7630
 -4.5689 -4.3867 -4.2175 -4.0612 -3.9171 -3.5986 -3.3126 -3.0368 -2.7660
 -7.5758 -7.3472 -6.8613 -6.4028 -6.0022 -5.6528 -5.3566 -5.0926 -4.8551 -4.6444
 -4.4466 -4.2616 -4.0897 -3.9313 -3.7859 -3.4708 -3.1959 -2.9384 -2.6933 -2.4650
 -7.2534 -7.1537 -6.8442 -6.4197 -6.0047 -5.6305 -5.3125 -5.0369 -4.7935 -4.5768
 -4.3760 -4.1881 -4.0130 -3.8512 -3.7029 -3.3848 -3.1149 -2.8690 -2.6408 -2.4314
 -2.2441
 -7.0206 -6.7193 -6.6220 -6.4052 -6.0385 -5.6632 -5.3208 -5.0253 -4.7707 -4.5459
 -4.3420 -4.1511 -3.9726 -3.8068 -3.6542 -3.3289 -3.0596 -2.8208 -2.6042 -2.4090
 -2.2349 -2.0834
 -6.9930 -6.5696 -6.2739 -6.1307 -5.9991 -5.7030 -5.3680 -5.0538 -4.7806 -4.5441
 -4.3347 -4.1408 -3.9588 -3.7889 -3.6316 -3.2957 -3.0232 -2.7881 -2.5798 -2.3952
 -2.2321 -2.0896 -1.9672 -1.8626
 -7.0250 -6.5648 -6.1838 -5.8988 -5.7097 -5.5860 -5.3932 -5.1080 -4.8228 -4.5688
 -4.3480 -4.1504 -3.9652 -3.7914 -3.6292 -3.2806 -3.0015 -2.7672 -2.5643 -2.3876
 -2.2337 -2.0993 -1.9835 -1.8843 -1.7986 -1.7224 -1.6522 -1.5864 -1.5308 -1.4954
 -7.0895 -6.6129 -6.1963 -5.8501 -5.5790 -5.3711 -5.2099 -5.0651 -4.8646 -4.6178
 -4.3824 -4.1756 -3.9872 -3.8099 -3.6434 -3.2810 -2.9922 -2.7557 -2.5557 -2.3847
 -2.2378 -2.1107 -2.0014 -1.9079 -1.8273 -1.7563 -1.6935 -1.6359 -1.5821 -1.5378
 -1.5119
 -7.1714 -6.6909 -6.2554 -5.8761 -5.5603 -5.3030 -5.0939 -4.9140 -4.7558 -4.6020
 -4.4193 -4.2142 -4.0215 -3.8414 -3.6712 -3.2955 -2.9944 -2.7525 -2.5528 -2.3853
 -2.2434 -2.1225 -2.0190 -1.9313 -1.8565 -1.7912 -1.7336 -1.6809 -1.6335 -1.5925
 -1.5585
 -7.2514 -6.7785 -6.3371 -5.9379 -5.5905 -5.2989 -5.0586 -4.8558 -4.6745 -4.5079
 -4.3541 -4.2040 -4.0427 -3.8743 -3.7059 -3.3197 -3.0050 -2.7547 -2.5528 -2.3866
 -2.2481 -2.1318 -2.0336 -1.9514 -1.8825 -1.8234 -1.7717 -1.7252 -1.6836 -1.6466
 -1.6142
 -7.3302 -6.8699 -6.4350 -6.0289 -5.6617 -5.3424 -5.0722 -4.8458 -4.6515 -4.4755
 -4.3106 -4.1562 -4.0114 -3.8709 -3.7269 -3.3580 -3.0304 -2.7691 -2.5614 -2.3937
 -2.2561 -2.1423 -2.0479 -1.9702 -1.9065 -1.8533 -1.8078 -1.7675 -1.7313 -1.6982
 -1.6703
 -7.4021 -6.9496 -6.5284 -6.1284 -5.7544 -5.4169 -5.1218 -4.8698 -4.6558 -4.4698
 -4.3009 -4.1420 -3.9915 -3.8496 -3.7137 -3.3852 -3.0658 -2.7924 -2.5761 -2.4041
 -2.2653 -2.1520 -2.0598 -1.9852 -1.9257 -1.8780 -1.8386 -1.8048 -1.7747 -1.7478
 -1.7224
 -7.4770 -7.0129 -6.6044 -6.2194 -5.8526 -5.5095 -5.1985 -4.9246 -4.6882 -4.4848
 -4.3065 -4.1449 -3.9930 -3.8483 -3.7097 -3.3891 -3.0955 -2.8246 -2.5978
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = BX   
 -7.7890 -7.2190 -6.7281 -6.3243 -5.9668 -5.6522 -5.3871 -5.1395 -4.9094 -4.7111
 -4.5245 -4.3490 -4.1860 -4.0349 -3.8954 -3.5877 -3.3071 -3.0438 -2.7959
 -7.6438 -7.2542 -6.7497 -6.3012 -5.9183 -5.5823 -5.3026 -5.0466 -4.8130 -4.6096
 -4.4193 -4.2413 -4.0758 -3.9226 -3.7814 -3.4749 -3.2096 -2.9616 -2.7240 -2.4988
 -7.4210 -7.2109 -6.7935 -6.3419 -5.9303 -5.5694 -5.2638 -4.9996 -4.7618 -4.5518
 -4.3588 -4.1783 -4.0099 -3.8537 -3.7096 -3.3989 -3.1362 -2.8966 -2.6721 -2.4637
 -2.2749
 -7.1515 -6.8706 -6.7368 -6.3873 -5.9846 -5.6074 -5.2742 -4.9906 -4.7442 -4.5259
 -4.3297 -4.1464 -3.9749 -3.8151 -3.6672 -3.3489 -3.0852 -2.8508 -2.6354 -2.4390
 -2.2626 -2.1068
 -6.9894 -6.5884 -6.3809 -6.2903 -6.0227 -5.6690 -5.3258 -5.0188 -4.7552 -4.5261
 -4.3240 -4.1376 -3.9629 -3.7994 -3.6472 -3.3187 -3.0507 -2.8188 -2.6102 -2.4228
 -2.2565 -2.1097 -1.9819 -1.8726
 -7.0401 -6.5659 -6.1988 -5.9638 -5.8489 -5.6829 -5.3878 -5.0790 -4.7958 -4.5510
 -4.3372 -4.1469 -3.9690 -3.8019 -3.6454 -3.3049 -3.0296 -2.7976 -2.5935 -2.4130
 -2.2549 -2.1161 -1.9949 -1.8903 -1.7997 -1.7207 -1.6483 -1.5802 -1.5245 -1.4885
 -7.1393 -6.6292 -6.1994 -5.8608 -5.6176 -5.4554 -5.3277 -5.1259 -4.8602 -4.6005
 -4.3715 -4.1713 -3.9900 -3.8194 -3.6591 -3.3059 -3.0205 -2.7853 -2.5836 -2.4081
 -2.2562 -2.1243 -2.0096 -1.9106 -1.8255 -1.7514 -1.6850 -1.6255 -1.5725 -1.5284
 -1.5023
 -7.2699 -6.7376 -6.2721 -5.8801 -5.5665 -5.3267 -5.1411 -4.9901 -4.8429 -4.6512
 -4.4259 -4.2122 -4.0235 -3.8500 -3.6860 -3.3208 -3.0231 -2.7816 -2.5796 -2.4071
 -2.2596 -2.1333 -2.0245 -1.9311 -1.8514 -1.7829 -1.7233 -1.6710 -1.6236 -1.5805
 -1.5468
 -7.4175 -6.8668 -6.3816 -5.9557 -5.5965 -5.3054 -5.0746 -4.8846 -4.7188 -4.5681
 -4.4180 -4.2484 -4.0636 -3.8876 -3.7210 -3.3457 -3.0348 -2.7842 -2.5790 -2.4074
 -2.2628 -2.1406 -2.0370 -1.9490 -1.8748 -1.8121 -1.7583 -1.7112 -1.6695 -1.6328
 -1.6008
 -7.5461 -7.0073 -6.5177 -6.0728 -5.6816 -5.3505 -5.0790 -4.8579 -4.6715 -4.5042
 -4.3494 -4.2041 -4.0618 -3.9137 -3.7606 -3.3854 -3.0615 -2.7996 -2.5880 -2.4144
 -2.2704 -2.1503 -2.0502 -1.9666 -1.8973 -1.8399 -1.7918 -1.7505 -1.7143 -1.6825
 -1.6551
 -7.6599 -7.1389 -6.6560 -6.2079 -5.7992 -5.4392 -5.1326 -4.8777 -4.6665 -4.4857
 -4.3226 -4.1704 -4.0270 -3.8918 -3.7597 -3.4247 -3.0988 -2.8243 -2.6040 -2.4258
 -2.2801 -2.1602 -2.0619 -1.9815 -1.9162 -1.8635 -1.8210 -1.7856 -1.7552 -1.7289
 -1.7048
 -7.7590 -7.2616 -6.7768 -6.3408 -5.9307 -5.5564 -5.2241 -4.9387 -4.6982 -4.4956
 -4.3208 -4.1635 -4.0165 -3.8776 -3.7183 -3.4636 -3.1467 -2.8583 -2.6270
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value = BX   
 -7.6405 -7.0741 -6.6089 -6.2350 -5.8895 -5.5914 -5.3305 -5.0923 -4.8683 -4.6769
 -4.4960 -4.3264 -4.1686 -4.0224 -3.8869 -3.5873 -3.3159 -3.0633 -2.8275
 -7.6850 -7.1477 -6.6452 -6.2140 -5.8516 -5.5314 -5.2572 -5.0119 -4.7836 -4.5876
 -4.4038 -4.2321 -4.0723 -3.9241 -3.7868 -3.4874 -3.2295 -2.9895 -2.7584 -2.5364
 -7.3690 -7.1983 -6.7095 -6.2664 -5.8679 -5.5216 -5.2267 -4.9717 -4.7388 -4.5367
 -4.3504 -4.1765 -4.0143 -3.8634 -3.7235 -3.4197 -3.1628 -2.9290 -2.7082 -2.5006
 -2.3104
