 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  w   
 -0.0995 -0.0992 -0.1050 -0.1134 -0.1219 -0.1293 -0.1353 -0.1399 -0.1434 -0.1466
 -0.1504
 -1.0467 -0.9654 -0.8995 -0.8449 -0.7974 -0.7539 -0.7115 -0.6685 -0.6249 -0.5813
 -0.5380 -0.4957 -0.4558 -0.4191 -0.3849 -0.3053 -0.2317 -0.1714 -0.1284
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  w   
 -2.4364 -2.4016 -2.3255 -2.1532 -1.9494 -1.7516 -1.5838 -1.4442 -1.3170 -1.1956
 -1.0794 -0.9695 -0.8667 -0.7711 -0.6829 -0.4952 -0.3444 -0.2219 -0.1369
 -2.1985 -2.0678 -2.0012 -1.9673 -1.8499 -1.6774 -1.5075 -1.3634 -1.2381 -1.1205
 -1.0086 -0.9031 -0.8049 -0.7145 -0.6317 -0.4569 -0.3201 -0.2150 -0.1372 -0.0800
 -2.0604 -1.9110 -1.7805 -1.6830 -1.6384 -1.5795 -1.4519 -1.3078 -1.1808 -1.0672
 -0.9597 -0.8583 -0.7640 -0.6773 -0.5983 -0.4333 -0.3065 -0.2109 -0.1409 -0.0891
 -0.0497
 -1.9534 -1.8127 -1.6751 -1.5459 -1.4384 -1.3652 -1.3208 -1.2494 -1.1383 -1.0275
 -0.9241 -0.8270 -0.7362 -0.6527 -0.5767 -0.4184 -0.2983 -0.2095 -0.1457 -0.0990
 -0.0630 -0.0344
 -1.8571 -1.7322 -1.6033 -1.4771 -1.3597 -1.2533 -1.1655 -1.1010 -1.0523 -0.9830
 -0.8945 -0.8026 -0.7157 -0.6353 -0.5618 -0.4088 -0.2933 -0.2090 -0.1502 -0.1084
 -0.0763 -0.0505 -0.0293 -0.0126
 -1.7687 -1.6561 -1.5408 -1.4229 -1.3078 -1.1998 -1.1001 -1.0112 -0.9379 -0.8834
 -0.8326 -0.7692 -0.6955 -0.6203 -0.5498 -0.4014 -0.2892 -0.2079 -0.1527 -0.1157
 -0.0883 -0.0662 -0.0478 -0.0322 -0.0182 -0.0071 -0.0002  0.0014 -0.0033 -0.0150
 -1.6786 -1.5792 -1.4778 -1.3723 -1.2651 -1.1608 -1.0623 -0.9710 -0.8880 -0.8157
 -0.7550 -0.7040 -0.6526 -0.5955 -0.5348 -0.3943 -0.2848 -0.2052 -0.1521 -0.1191
 -0.0970 -0.0797 -0.0652 -0.0526 -0.0416 -0.0310 -0.0225 -0.0186 -0.0208 -0.0303
 -0.0468
 -1.5950 -1.5008 -1.4128 -1.3187 -1.2224 -1.1252 -1.0310 -0.9419 -0.8593 -0.7835
 -0.7158 -0.6560 -0.6035 -0.5552 -0.5066 -0.3840 -0.2790 -0.2007 -0.1485 -0.1178
 -0.1005 -0.0888 -0.0794 -0.0710 -0.0634 -0.0547 -0.0468 -0.0419 -0.0420 -0.0485
 -0.0623
 -1.5246 -1.4289 -1.3452 -1.2609 -1.1742 -1.0863 -0.9989 -0.9139 -0.8336 -0.7589
 -0.6907 -0.6290 -0.5729 -0.5221 -0.4754 -0.3668 -0.2698 -0.1939 -0.1419 -0.1119
 -0.0979 -0.0917 -0.0882 -0.0854 -0.0825 -0.0794 -0.0764 -0.0751 -0.0756 -0.0778
 -0.0815
 -1.4753 -1.3719 -1.2844 -1.2029 -1.1244 -1.0447 -0.9649 -0.8861 -0.8098 -0.7374
 -0.6704 -0.6093 -0.5536 -0.5022 -0.4547 -0.3500 -0.2597 -0.1867 -0.1349 -0.1041
 -0.0907 -0.0880 -0.0901 -0.0934 -0.0964 -0.0985 -0.1000 -0.1010 -0.1020 -0.1040
 -0.1070
 -1.4563 -1.3315 -1.2329 -1.1490 -1.0746 -1.0003 -0.9271 -0.8545 -0.7835 -0.7149
 -0.6499 -0.5900 -0.5353 -0.4852 -0.4386 -0.3355 -0.2488 -0.1787 -0.1276 -0.0957
 -0.0812 -0.0796 -0.0852 -0.0940 -0.1032 -0.1115 -0.1187 -0.1246 -0.1295 -0.1342
 -0.1394
 -1.4647 -1.3078 -1.1908 -1.1001 -1.0248 -0.9551 -0.8871 -0.8198 -0.7538 -0.6896
 -0.6279 -0.5698 -0.5160 -0.4670 -0.4221 -0.3229 -0.2385 -0.1704 -0.1201
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  w   
 -2.6345 -2.5160 -2.2905 -2.0525 -1.8212 -1.6224 -1.4726 -1.3449 -1.2261 -1.1141
 -1.0078 -0.9071 -0.8125 -0.7242 -0.6421 -0.4649 -0.3231 -0.2109 -0.1257
 -2.2953 -2.2531 -2.1920 -2.0059 -1.7924 -1.5904 -1.4231 -1.2893 -1.1699 -1.0597
 -0.9556 -0.8573 -0.7654 -0.6800 -0.6014 -0.4343 -0.3036 -0.2024 -0.1255 -0.0678
 -2.1519 -1.9999 -1.9195 -1.8892 -1.7607 -1.5761 -1.3998 -1.2537 -1.1322 -1.0233
 -0.9216 -0.8258 -0.7362 -0.6532 -0.5770 -0.4162 -0.2924 -0.1980 -0.1273 -0.0748
 -0.0350
 -2.0724 -1.9033 -1.7553 -1.6467 -1.5952 -1.5316 -1.3906 -1.2381 -1.1079 -0.9982
 -0.8986 -0.8053 -0.7180 -0.6370 -0.5625 -0.4061 -0.2866 -0.1967 -0.1305 -0.0823
 -0.0460 -0.0174
 -2.0084 -1.8469 -1.6912 -1.5500 -1.4316 -1.3457 -1.2942 -1.2164 -1.0967 -0.9810
 -0.8820 -0.7909 -0.7057 -0.6265 -0.5537 -0.4004 -0.2838 -0.1968 -0.1339 -0.0893
 -0.0567 -0.0310 -0.0103  0.0068
 -1.9500 -1.7997 -1.6507 -1.5074 -1.3742 -1.2566 -1.1592 -1.0863 -1.0321 -0.9596
 -0.8682 -0.7794 -0.6962 -0.6189 -0.5476 -0.3968 -0.2821 -0.1971 -0.1364 -0.0949
 -0.0660 -0.0442 -0.0263 -0.0117  0.0007  0.0101  0.0153  0.0155  0.0099 -0.0023
 -1.8951 -1.7546 -1.6149 -1.4781 -1.3470 -1.2252 -1.1144 -1.0158 -0.9331 -0.8697
 -0.8162 -0.7556 -0.6848 -0.6115 -0.5420 -0.3937 -0.2803 -0.1964 -0.1372 -0.0979
 -0.0727 -0.0550 -0.0411 -0.0296 -0.0200 -0.0114 -0.0053 -0.0032 -0.0066 -0.0165
 -0.0338
 -1.8462 -1.7102 -1.5789 -1.4501 -1.3251 -1.2056 -1.0941 -0.9914 -0.8985 -0.8166
 -0.7479 -0.6929 -0.6431 -0.5898 -0.5315 -0.3901 -0.2778 -0.1944 -0.1357 -0.0978
 -0.0754 -0.0623 -0.0531 -0.0458 -0.0395 -0.0343 -0.0292 -0.0260 -0.0271 -0.0343
 -0.0488
 -1.8106 -1.6685 -1.5414 -1.4194 -1.3007 -1.1868 -1.0785 -0.9767 -0.8826 -0.7964
 -0.7193 -0.6526 -0.5959 -0.5467 -0.5001 -0.3807 -0.2728 -0.1899 -0.1315 -0.0939
 -0.0734 -0.0641 -0.0602 -0.0581 -0.0566 -0.0551 -0.0542 -0.0550 -0.0576 -0.0618
 -0.0674
 -1.7979 -1.6433 -1.5089 -1.3903 -1.2772 -1.1683 -1.0645 -0.9661 -0.8737 -0.7875
 -0.7085 -0.6374 -0.5747 -0.5197 -0.4709 -0.3642 -0.2660 -0.1851 -0.1263 -0.0881
 -0.0677 -0.0607 -0.0613 -0.0648 -0.0689 -0.0726 -0.0760 -0.0790 -0.0822 -0.0865
 -0.0931
 -1.8204 -1.6302 -1.4861 -1.3642 -1.2535 -1.1487 -1.0488 -0.9540 -0.8646 -0.7804
 -0.7019 -0.6298 -0.5647 -0.5067 -0.4548 -0.3467 -0.2559 -0.1784 -0.1200 -0.0810
 -0.0596 -0.0530 -0.0564 -0.0649 -0.0747 -0.0843 -0.0931 -0.1009 -0.1079 -0.1148
 -0.1222
 -1.8865 -1.6521 -1.4818 -1.3481 -1.2329 -1.1291 -1.0325 -0.9404 -0.8537 -0.7721
 -0.6954 -0.6240 -0.5583 -0.4989 -0.4455 -0.3341 -0.2451 -0.1709 -0.1131
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  w   
 -2.6886 -2.4944 -2.2374 -1.9962 -1.7694 -1.5728 -1.4237 -1.3006 -1.1885 -1.0794
 -0.9769 -0.8799 -0.7887 -0.7035 -0.6243 -0.4517 -0.3132 -0.2037 -0.1186
 -2.3832 -2.3615 -2.1997 -1.9706 -1.7507 -1.5475 -1.3850 -1.2546 -1.1402 -1.0327
 -0.9319 -0.8368 -0.7476 -0.6647 -0.5879 -0.4237 -0.2949 -0.1948 -0.1182 -0.0602
 -2.1868 -2.0654 -2.0422 -1.9398 -1.7426 -1.5457 -1.3685 -1.2266 -1.1087 -1.0020
 -0.9031 -0.8101 -0.7228 -0.6417 -0.5668 -0.4078 -0.2846 -0.1905 -0.1194 -0.0661
 -0.0260
 -2.1147 -1.9360 -1.8017 -1.7410 -1.6926 -1.5441 -1.3711 -1.2155 -1.0893 -0.9814
 -0.8840 -0.7930 -0.7077 -0.6283 -0.5549 -0.3992 -0.2796 -0.1892 -0.1220 -0.0725
 -0.0357 -0.0070
 -2.0677 -1.8867 -1.7206 -1.5834 -1.4870 -1.4361 -1.3569 -1.2191 -1.0825 -0.9683
 -0.8707 -0.7814 -0.6978 -0.6200 -0.5479 -0.3949 -0.2776 -0.1895 -0.1250 -0.0785
 -0.0450 -0.0192  0.0014  0.0182
 -2.0287 -1.8544 -1.6880 -1.5344 -1.4009 -1.2908 -1.2105 -1.1542 -1.0738 -0.9635
 -0.8613 -0.7727 -0.6906 -0.6142 -0.5435 -0.3925 -0.2766 -0.1901 -0.1275 -0.0834
 -0.0529 -0.0306 -0.0129  0.0013  0.0125  0.0205  0.0250  0.0248  0.0188  0.0061
 -1.9944 -1.8271 -1.6661 -1.5135 -1.3724 -1.2461 -1.1358 -1.0430 -0.9720 -0.9146
 -0.8449 -0.7641 -0.6843 -0.6095 -0.5399 -0.3908 -0.2759 -0.1902 -0.1286 -0.0863
 -0.0586 -0.0400 -0.0261 -0.0150 -0.0060  0.0007  0.0050  0.0061  0.0028 -0.0075
 -0.0252
 -1.9668 -1.8018 -1.6467 -1.4987 -1.3593 -1.2304 -1.1131 -1.0080 -0.9155 -0.8369
 -0.7740 -0.7203 -0.6637 -0.6007 -0.5354 -0.3889 -0.2746 -0.1891 -0.1281 -0.0867
 -0.0611 -0.0460 -0.0365 -0.0296 -0.0241 -0.0198 -0.0159 -0.0142 -0.0165 -0.0247
 -0.0396
 -1.9533 -1.7799 -1.6265 -1.4832 -1.3476 -1.2208 -1.1032 -0.9951 -0.8972 -0.8091
 -0.7318 -0.6663 -0.6122 -0.5635 -0.5139 -0.3840 -0.2713 -0.1858 -0.1248 -0.0839
 -0.0596 -0.0475 -0.0426 -0.0406 -0.0397 -0.0392 -0.0395 -0.0405 -0.0429 -0.0486
 -0.0578
 -1.9624 -1.7723 -1.6130 -1.4706 -1.3384 -1.2144 -1.0989 -0.9916 -0.8927 -0.8020
 -0.7198 -0.6468 -0.5833 -0.5289 -0.4811 -0.3714 -0.2674 -0.1825 -0.1208 -0.0793
 -0.0551 -0.0446 -0.0434 -0.0465 -0.0510 -0.0555 -0.0599 -0.0642 -0.0688 -0.0746
 -0.0825
 -2.0057 -1.7834 -1.6103 -1.4626 -1.3302 -1.2083 -1.0948 -0.9893 -0.8915 -0.8007
 -0.7172 -0.6412 -0.5733 -0.5136 -0.4611 -0.3526 -0.2589 -0.1777 -0.1157 -0.0732
 -0.0482 -0.0380 -0.0389 -0.0463 -0.0562 -0.0663 -0.0761 -0.0850 -0.0933 -0.1016
 -0.1100
 -2.0977 -1.8246 -1.6255 -1.4649 -1.3267 -1.2036 -1.0911 -0.9868 -0.8903 -0.8006
 -0.7174 -0.6408 -0.5709 -0.5081 -0.4523 -0.3383 -0.2481 -0.1711 -0.1098
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  w   
 -2.7087 -2.4464 -2.1807 -1.9448 -1.7324 -1.5398 -1.3894 -1.2642 -1.1548 -1.0491
 -0.9497 -0.8559 -0.7675 -0.6850 -0.6081 -0.4398 -0.3038 -0.1954 -0.1105
 -2.5053 -2.4030 -2.1721 -1.9300 -1.7134 -1.5172 -1.3568 -1.2269 -1.1132 -1.0086
 -0.9106 -0.8183 -0.7316 -0.6508 -0.5757 -0.4141 -0.2863 -0.1867 -0.1102 -0.0518
 -2.2274 -2.1797 -2.1254 -1.9306 -1.7125 -1.5153 -1.3433 -1.2039 -1.0868 -0.9822
 -0.8857 -0.7952 -0.7103 -0.6310 -0.5574 -0.3999 -0.2769 -0.1825 -0.1109 -0.0567
 -0.0159
 -2.1437 -1.9694 -1.8833 -1.8562 -1.7156 -1.5245 -1.3474 -1.1952 -1.0709 -0.9649
 -0.8695 -0.7806 -0.6973 -0.6195 -0.5473 -0.3925 -0.2724 -0.1812 -0.1129 -0.0620
 -0.0243  0.0046
 -2.1114 -1.9135 -1.7471 -1.6333 -1.5835 -1.5119 -1.3593 -1.2020 -1.0661 -0.9545
 -0.8584 -0.7708 -0.6891 -0.6127 -0.5417 -0.3891 -0.2708 -0.1815 -0.1155 -0.0672
 -0.0322 -0.0060  0.0146  0.0309
 -2.0926 -1.8939 -1.7125 -1.5555 -1.4314 -1.3457 -1.2909 -1.2028 -1.0741 -0.9524
 -0.8513 -0.7638 -0.6833 -0.6082 -0.5382 -0.3876 -0.2704 -0.1823 -0.1179 -0.0716
 -0.0390 -0.0157  0.0021  0.0161  0.0272  0.0347  0.0378  0.0359  0.0287  0.0159
 -2.0812 -1.8849 -1.7024 -1.5362 -1.3900 -1.2663 -1.1651 -1.0888 -1.0284 -0.9492
 -0.8493 -0.7588 -0.6787 -0.6047 -0.5358 -0.3868 -0.2704 -0.1829 -0.1192 -0.0744
 -0.0439 -0.0236 -0.0093  0.0016  0.0100  0.0159  0.0194  0.0193  0.0142  0.0031
 -0.0143
 -2.0782 -1.8808 -1.7001 -1.5331 -1.3815 -1.2460 -1.1279 -1.0253 -0.9388 -0.8693
 -0.8100 -0.7442 -0.6726 -0.6011 -0.5335 -0.3861 -0.2701 -0.1826 -0.1192 -0.0750
 -0.0462 -0.0287 -0.0182 -0.0112 -0.0062 -0.0028 -0.0015 -0.0021 -0.0054 -0.0132
 -0.0286
 -2.0906 -1.8840 -1.6993 -1.5334 -1.3811 -1.2428 -1.1184 -1.0076 -0.9092 -0.8227
 -0.7486 -0.6868 -0.6333 -0.5803 -0.5239 -0.3835 -0.2681 -0.1804 -0.1169 -0.0730
 -0.0452 -0.0300 -0.0232 -0.0208 -0.0202 -0.0206 -0.0220 -0.0244 -0.0284 -0.0350
 -0.0462
 -2.1255 -1.8981 -1.7072 -1.5391 -1.3869 -1.2479 -1.1218 -1.0075 -0.9046 -0.8120
 -0.7294 -0.6567 -0.5941 -0.5413 -0.4938 -0.3771 -0.2666 -0.1785 -0.1141 -0.0696
 -0.0419 -0.0278 -0.0239 -0.0259 -0.0303 -0.0354 -0.0409 -0.0465 -0.0526 -0.0600
 -0.0696
 -2.1918 -1.9332 -1.7268 -1.5505 -1.3956 -1.2561 -1.1290 -1.0136 -0.9087 -0.8133
 -0.7270 -0.6494 -0.5804 -0.5203 -0.4682 -0.3594 -0.2611 -0.1756 -0.1104 -0.0648
 -0.0364 -0.0224 -0.0201 -0.0256 -0.0348 -0.0452 -0.0557 -0.0657 -0.0755 -0.0854
 -0.0951
 -2.3055 -1.9963 -1.7639 -1.5734 -1.4100 -1.2669 -1.1387 -1.0222 -0.9163 -0.8197
 -0.7316 -0.6514 -0.5791 -0.5145 -0.4577 -0.3430 -0.2512 -0.1707 -0.1059
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  w   
 -2.6889 -2.3972 -2.1309 -1.9028 -1.6988 -1.5135 -1.3648 -1.2351 -1.1247 -1.0234
 -0.9264 -0.8348 -0.7490 -0.6687 -0.5938 -0.4292 -0.2952 -0.1880 -0.1033
 -2.4947 -2.3990 -2.1369 -1.8929 -1.6791 -1.4897 -1.3339 -1.2030 -1.0899 -0.9877
 -0.8919 -0.8018 -0.7173 -0.6383 -0.5648 -0.4055 -0.2784 -0.1787 -0.1017 -0.0427
 -2.3119 -2.3006 -2.1389 -1.9051 -1.6832 -1.4855 -1.3205 -1.1830 -1.0672 -0.9645
 -0.8700 -0.7816 -0.6986 -0.6210 -0.5487 -0.3926 -0.2695 -0.1743 -0.1018 -0.0467
 -0.0049
 -2.1676 -2.0276 -2.0085 -1.9025 -1.7000 -1.5003 -1.3239 -1.1762 -1.0541 -0.9494
 -0.8557 -0.7688 -0.6873 -0.6111 -0.5399 -0.3862 -0.2653 -0.1728 -0.1033 -0.0510
 -0.0120  0.0174
 -2.1398 -1.9328 -1.7851 -1.7270 -1.6765 -1.5177 -1.3411 -1.1830 -1.0508 -0.9408
 -0.8460 -0.7601 -0.6800 -0.6052 -0.5352 -0.3834 -0.2639 -0.1731 -0.1055 -0.0554
 -0.0186  0.0084  0.0291  0.0453
 -2.1393 -1.9180 -1.7283 -1.5801 -1.4851 -1.4362 -1.3468 -1.2006 -1.0596 -0.9399
 -0.8402 -0.7541 -0.6749 -0.6012 -0.5323 -0.3824 -0.2640 -0.1740 -0.1077 -0.0593
 -0.0245  0.0002  0.0184  0.0324  0.0427  0.0492  0.0514  0.0489  0.0407  0.0273
 -2.1515 -1.9251 -1.7239 -1.5499 -1.4063 -1.2956 -1.2173 -1.1569 -1.0670 -0.9491
 -0.8406 -0.7502 -0.6712 -0.5983 -0.5305 -0.3822 -0.2644 -0.1749 -0.1091 -0.0619
 -0.0288 -0.0064  0.0089  0.0200  0.0280  0.0332  0.0352  0.0336  0.0276  0.0156
 -0.0022
 -2.1779 -1.9431 -1.7366 -1.5536 -1.3939 -1.2579 -1.1449 -1.0519 -0.9785 -0.9149
 -0.8390 -0.7498 -0.6688 -0.5962 -0.5290 -0.3822 -0.2649 -0.1753 -0.1096 -0.0630
 -0.0311 -0.0108  0.0014  0.0090  0.0137  0.0165  0.0168  0.0152  0.0103  0.0004
 -0.0156
 -2.2186 -1.9694 -1.7562 -1.5680 -1.4011 -1.2548 -1.1280 -1.0186 -0.9240 -0.8429
 -0.7751 -0.7151 -0.6532 -0.5894 -0.5254 -0.3807 -0.2639 -0.1740 -0.1081 -0.0615
 -0.0307 -0.0121 -0.0028  0.0008  0.0015  0.0007 -0.0017 -0.0052 -0.0107 -0.0195
 -0.0323
 -2.2831 -2.0126 -1.7872 -1.5927 -1.4208 -1.2685 -1.1343 -1.0164 -0.9129 -0.8214
 -0.7407 -0.6706 -0.6102 -0.5575 -0.5072 -0.3792 -0.2638 -0.1734 -0.1065 -0.0593
 -0.0284 -0.0108 -0.0037 -0.0036 -0.0073 -0.0125 -0.0187 -0.0256 -0.0334 -0.0418
 -0.0540
 -2.3774 -2.0752 -1.8314 -1.6253 -1.4471 -1.2902 -1.1509 -1.0274 -0.9181 -0.8209
 -0.7341 -0.6569 -0.5885 -0.5290 -0.4776 -0.3666 -0.2618 -0.1721 -0.1041 -0.0557
 -0.0242 -0.0068 -0.0009 -0.0035 -0.0112 -0.0212 -0.0321 -0.0431 -0.0543 -0.0659
 -0.0773
 -2.5139 -2.1633 -1.8932 -1.6704 -1.4810 -1.3174 -1.1737 -1.0459 -0.9321 -0.8306
 -0.7396 -0.6581 -0.5851 -0.5202 -0.4631 -0.3486 -0.2539 -0.1694 -0.1012
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  w   
 -2.6198 -2.3286 -2.0752 -1.8605 -1.6600 -1.4809 -1.3391 -1.2143 -1.1016 -1.0015
 -0.9069 -0.8172 -0.7333 -0.6547 -0.5816 -0.4201 -0.2876 -0.1807 -0.0957
 -2.5584 -2.3574 -2.0903 -1.8539 -1.6480 -1.4622 -1.3134 -1.1842 -1.0704 -0.9700
 -0.8760 -0.7877 -0.7050 -0.6277 -0.5555 -0.3982 -0.2714 -0.1710 -0.0932 -0.0330
 -2.4335 -2.3456 -2.1162 -1.8723 -1.6543 -1.4616 -1.2997 -1.1658 -1.0508 -0.9491
 -0.8563 -0.7696 -0.6883 -0.6122 -0.5411 -0.3864 -0.2628 -0.1663 -0.0926 -0.0363
  0.0065
 -2.2649 -2.1362 -2.0903 -1.8955 -1.6760 -1.4774 -1.3037 -1.1593 -1.0393 -0.9355
 -0.8433 -0.7579 -0.6781 -0.6032 -0.5332 -0.3805 -0.2588 -0.1646 -0.0935 -0.0398
  0.0008  0.0311
 -2.1518 -1.9538 -1.8610 -1.8391 -1.6938 -1.5007 -1.3218 -1.1661 -1.0364 -0.9281
 -0.8345 -0.7500 -0.6714 -0.5978 -0.5289 -0.3781 -0.2575 -0.1647 -0.0952 -0.0433
 -0.0048  0.0236  0.0446  0.0608
 -2.1632 -1.9293 -1.7438 -1.6250 -1.5808 -1.5034 -1.3444 -1.1848 -1.0446 -0.9277
 -0.8293 -0.7444 -0.6666 -0.5941 -0.5263 -0.3775 -0.2578 -0.1657 -0.0971 -0.0467
 -0.0098  0.0167  0.0357  0.0497  0.0598  0.0659  0.0674  0.0636  0.0546  0.0403
 -2.1987 -1.9469 -1.7340 -1.5605 -1.4317 -1.3506 -1.2963 -1.1984 -1.0634 -0.9370
 -0.8304 -0.7411 -0.6632 -0.5914 -0.5245 -0.3775 -0.2587 -0.1668 -0.0987 -0.0491
 -0.0137  0.0110  0.0277  0.0393  0.0472  0.0520  0.0535  0.0508  0.0431  0.0300
  0.0116
 -2.2540 -1.9853 -1.7567 -1.5626 -1.4012 -1.2723 -1.1730 -1.0990 -1.0342 -0.9466
 -0.8400 -0.7428 -0.6614 -0.5897 -0.5232 -0.3777 -0.2595 -0.1678 -0.0996 -0.0505
 -0.0160  0.0070  0.0214  0.0300  0.0351  0.0375  0.0372  0.0342  0.0276  0.0165
 -0.0006
 -2.3198 -2.0379 -1.7950 -1.5874 -1.4101 -1.2607 -1.1366 -1.0336 -0.9478 -0.8765
 -0.8114 -0.7393 -0.6599 -0.5873 -0.5211 -0.3767 -0.2591 -0.1672 -0.0988 -0.0497
 -0.0161  0.0055  0.0177  0.0232  0.0248  0.0239  0.0210  0.0160  0.0089 -0.0014
 -0.0160
 -2.4160 -2.1106 -1.8499 -1.6296 -1.4404 -1.2781 -1.1398 -1.0222 -0.9215 -0.8340
 -0.7579 -0.6920 -0.6324 -0.5738 -0.5159 -0.3771 -0.2600 -0.1676 -0.0982 -0.0484
 -0.0147  0.0060  0.0165  0.0193  0.0173  0.0125  0.0061 -0.0018 -0.0110 -0.0220
 -0.0355
 -2.5349 -2.2025 -1.9205 -1.6842 -1.4833 -1.3107 -1.1617 -1.0335 -0.9229 -0.8265
 -0.7416 -0.6664 -0.6001 -0.5417 -0.4900 -0.3717 -0.2603 -0.1676 -0.0971 -0.0461
 -0.0117  0.0090  0.0184  0.0191  0.0138  0.0051 -0.0057 -0.0174 -0.0298 -0.0431
 -0.0567
 -2.6766 -2.3135 -2.0063 -1.7525 -1.5371 -1.3539 -1.1957 -1.0585 -0.9395 -0.8356
 -0.7443 -0.6633 -0.5911 -0.5269 -0.4434 -0.3605 -0.2600 -0.1672 -0.0955
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  w   
 -2.5662 -2.2757 -2.0317 -1.8297 -1.6305 -1.4579 -1.3152 -1.1936 -1.0819 -0.9840
 -0.8906 -0.8024 -0.7198 -0.6429 -0.5711 -0.4123 -0.2813 -0.1744 -0.0884
 -2.6014 -2.3143 -2.0494 -1.8204 -1.6225 -1.4418 -1.2921 -1.1669 -1.0536 -0.9551
 -0.8625 -0.7757 -0.6944 -0.6185 -0.5474 -0.3919 -0.2653 -0.1641 -0.0849 -0.0233
 -2.4134 -2.3456 -2.0789 -1.8416 -1.6303 -1.4421 -1.2820 -1.1508 -1.0364 -0.9361
 -0.8446 -0.7591 -0.6792 -0.6044 -0.5344 -0.3810 -0.2569 -0.1591 -0.0836 -0.0258
  0.0183
 -2.2600 -2.2559 -2.1063 -1.8746 -1.6522 -1.4581 -1.2868 -1.1449 -1.0267 -0.9236
 -0.8326 -0.7483 -0.6697 -0.5961 -0.5272 -0.3757 -0.2531 -0.1571 -0.0839 -0.0285
  0.0136  0.0451
