 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  z   
 -0.4048 -0.3245 -0.2988 -0.3175 -0.2565 -0.1601 -0.0758 -0.0098  0.0404  0.0827
  0.1193  0.1519  0.1816  0.2090  0.2344  0.2888  0.3253  0.3396  0.3326  0.3085
  0.2722  0.2300
 -0.3586 -0.2778 -0.1986 -0.1518 -0.1541 -0.1454 -0.0804 -0.0108  0.0446  0.0872
  0.1234  0.1546  0.1828  0.2085  0.2323  0.2832  0.3173  0.3301  0.3225  0.2985
  0.2626  0.2200  0.1746  0.1274
 -0.3001 -0.2405 -0.1654 -0.0920 -0.0383 -0.0150 -0.0178 -0.0008  0.0465  0.0927
  0.1291  0.1595  0.1862  0.2103  0.2326  0.2800  0.3118  0.3235  0.3154  0.2915
  0.2558  0.2127  0.1665  0.1185  0.0688  0.0170 -0.0375 -0.0951 -0.1548 -0.2131
 -0.2251 -0.1890 -0.1339 -0.0672 -0.0022  0.0500  0.0844  0.0981  0.0978  0.1088
  0.1377  0.1668  0.1920  0.2147  0.2354  0.2792  0.3087  0.3193  0.3110  0.2872
  0.2517  0.2082  0.1608  0.1116  0.0610  0.0088 -0.0451 -0.1011 -0.1600 -0.2212
 -0.2818
 -0.1358 -0.1195 -0.0868 -0.0388  0.0179  0.0740  0.1211  0.1564  0.1788  0.1879
  0.1883  0.1927  0.2055  0.2229  0.2410  0.2810  0.3081  0.3175  0.3091  0.2857
  0.2504  0.2065  0.1577  0.1069  0.0552  0.0023 -0.0521 -0.1076 -0.1650 -0.2250
 -0.2878
 -0.0389 -0.0363 -0.0207  0.0071  0.0469  0.0935  0.1402  0.1810  0.2132  0.2367
  0.2515  0.2574  0.2574  0.2573  0.2607  0.2864  0.3104  0.3184  0.3097  0.2866
  0.2516  0.2072  0.1569  0.1040  0.0504 -0.0037 -0.0588 -0.1147 -0.1717 -0.2303
 -0.2914
  0.0588  0.0573  0.0591  0.0702  0.0920  0.1231  0.1599  0.1976  0.2316  0.2595
  0.2812  0.2966  0.3057  0.3089  0.3080  0.3051  0.3156  0.3220  0.3131  0.2906
  0.2563  0.2122  0.1609  0.1058  0.0499 -0.0060 -0.0621 -0.1185 -0.1755 -0.2334
 -0.2927
  0.1510  0.1509  0.1474  0.1472  0.1541  0.1693  0.1920  0.2197  0.2488  0.2760
  0.2992  0.3176  0.3314  0.3405  0.3453  0.3423  0.3332  0.3290  0.3190  0.2969
  0.2635  0.2201  0.1685  0.1118  0.0534 -0.0049 -0.0629 -0.1204 -0.1779 -0.2357
 -0.2937
  0.2329  0.2407  0.2374  0.2321  0.2292  0.2316  0.2404  0.2553  0.2743  0.2954
  0.3160  0.3340  0.3487  0.3598  0.3674  0.3724  0.3616  0.3451  0.3280
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  z   
 -0.7402 -0.5772 -0.4298 -0.3093 -0.2065 -0.1175 -0.0514  0.0049  0.0501  0.0918
  0.1310  0.1670  0.1999  0.2301  0.2580  0.3186  0.3635  0.3889  0.3920
 -0.6352 -0.6089 -0.4561 -0.3200 -0.2095 -0.1188 -0.0501  0.0055  0.0520  0.0936
  0.1310  0.1649  0.1959  0.2243  0.2507  0.3074  0.3484  0.3697  0.3692  0.3486
 -0.5219 -0.5562 -0.4742 -0.3399 -0.2199 -0.1223 -0.0492  0.0084  0.0551  0.0964
  0.1322  0.1643  0.1935  0.2202  0.2450  0.2985  0.3367  0.3552  0.3526  0.3317
  0.2975
 -0.4193 -0.3612 -0.3852 -0.3448 -0.2355 -0.1328 -0.0509  0.0108  0.0590  0.1000
  0.1348  0.1654  0.1929  0.2181  0.2413  0.2916  0.3276  0.3442  0.3403  0.3192
  0.2852  0.2436
 -0.3808 -0.2903 -0.2214 -0.2147 -0.2167 -0.1430 -0.0582  0.0112  0.0629  0.1040
  0.1388  0.1682  0.1944  0.2180  0.2398  0.2866  0.3206  0.3358  0.3310  0.3098
  0.2762  0.2345  0.1889  0.1414
 -0.3367 -0.2607 -0.1760 -0.1055 -0.0715 -0.0749 -0.0541  0.0069  0.0648  0.1088
  0.1439  0.1728  0.1977  0.2200  0.2404  0.2838  0.3154  0.3296  0.3244  0.3031
  0.2699  0.2282  0.1819  0.1334  0.0830  0.0303 -0.0254 -0.0843 -0.1451 -0.2040
 -0.2749 -0.2226 -0.1527 -0.0768 -0.0104  0.0342  0.0522  0.0533  0.0721  0.1126
  0.1497  0.1791  0.2032  0.2242  0.2431  0.2832  0.3123  0.3254  0.3200  0.2989
  0.2659  0.2243  0.1773  0.1277  0.0764  0.0234 -0.0317 -0.0892 -0.1495 -0.2117
 -0.2725
 -0.1993 -0.1666 -0.1181 -0.0570  0.0087  0.0682  0.1133  0.1421  0.1542  0.1567
  0.1663  0.1884  0.2110  0.2306  0.2482  0.2849  0.3115  0.3232  0.3178  0.2970
  0.2644  0.2228  0.1751  0.1242  0.0718  0.0181 -0.0375 -0.0946 -0.1536 -0.2147
 -0.2783
 -0.1131 -0.0938 -0.0645 -0.0226  0.0289  0.0840  0.1351  0.1764  0.2064  0.2254
  0.2339  0.2356  0.2386  0.2464  0.2580  0.2896  0.3133  0.3236  0.3177  0.2972
  0.2648  0.2231  0.1746  0.1222  0.0683  0.0133 -0.0428 -0.1000 -0.1585 -0.2189
 -0.2813
 -0.0259 -0.0117  0.0045  0.0289  0.0631  0.1047  0.1493  0.1919  0.2279  0.2556
  0.2755  0.2878  0.2932  0.2937  0.2927  0.2993  0.3174  0.3261  0.3201  0.3001
  0.2684  0.2269  0.1781  0.1244  0.0686  0.0121 -0.0449 -0.1026 -0.1611 -0.2215
 -0.2816
  0.0556  0.0726  0.0833  0.0958  0.1147  0.1409  0.1729  0.2079  0.2420  0.2720
  0.2961  0.3142  0.3267  0.3340  0.3365  0.3309  0.3278  0.3313  0.3246  0.3052
  0.2742  0.2334  0.1846  0.1301  0.0725  0.0141 -0.0446 -0.1032 -0.1621 -0.2215
 -0.2811
  0.1258  0.1522  0.1645  0.1721  0.1806  0.1936  0.2121  0.2353  0.2611  0.2873
  0.3111  0.3308  0.3461  0.3570  0.3639  0.3657  0.3546  0.3427  0.3317
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  z   
 -0.6811 -0.5210 -0.3847 -0.2745 -0.1747 -0.0910 -0.0305  0.0218  0.0685  0.1090
  0.1461  0.1804  0.2114  0.2396  0.2652  0.3202  0.3591  0.3830  0.3940
 -0.6738 -0.5672 -0.4125 -0.2836 -0.1798 -0.0925 -0.0294  0.0244  0.0710  0.1111
  0.1468  0.1791  0.2082  0.2347  0.2590  0.3108  0.3491  0.3710  0.3738  0.3580
 -0.6053 -0.5806 -0.4455 -0.3043 -0.1888 -0.0962 -0.0261  0.0283  0.0739  0.1143
  0.1485  0.1791  0.2066  0.2314  0.2543  0.3033  0.3394  0.3589  0.3593  0.3420
  0.3106
 -0.4890 -0.4356 -0.4380 -0.3279 -0.2055 -0.1052 -0.0271  0.0316  0.0781  0.1181
  0.1515  0.1805  0.2064  0.2298  0.2512  0.2972  0.3316  0.3496  0.3485  0.3304
  0.2991  0.2588
 -0.3927 -0.3024 -0.2707 -0.2901 -0.2200 -0.1187 -0.0331  0.0327  0.0821  0.1218
  0.1555  0.1835  0.2080  0.2300  0.2500  0.2927  0.3253  0.3422  0.3403  0.3219
  0.2907  0.2505  0.2049  0.1570
 -0.3610 -0.2711 -0.1838 -0.1314 -0.1341 -0.1168 -0.0430  0.0289  0.0848  0.1264
  0.1603  0.1880  0.2114  0.2321  0.2507  0.2901  0.3204  0.3364  0.3343  0.3157
  0.2848  0.2448  0.1989  0.1499  0.0987  0.0453 -0.0114 -0.0718 -0.1334 -0.1932
 -0.3156 -0.2448 -0.1620 -0.0817 -0.0226  0.0016  0.0019  0.0291  0.0827  0.1302
  0.1654  0.1938  0.2166  0.2362  0.2535  0.2897  0.3172  0.3321  0.3299  0.3116
  0.2810  0.2413  0.1952  0.1454  0.0935  0.0396 -0.0168 -0.0757 -0.1372 -0.2003
 -0.2618
 -0.2526 -0.2032 -0.1387 -0.0659  0.0052  0.0628  0.0995  0.1147  0.1194  0.1376
  0.1709  0.2002  0.2235  0.2421  0.2584  0.2915  0.3162  0.3297  0.3273  0.3095
  0.2792  0.2397  0.1935  0.1429  0.0901  0.0356 -0.0208 -0.0789 -0.1394 -0.2025
 -0.2671
 -0.1772 -0.1438 -0.0985 -0.0426  0.0195  0.0805  0.1325  0.1709  0.1949  0.2062
  0.2107  0.2189  0.2347  0.2513  0.2661  0.2959  0.3179  0.3295  0.3266  0.3090
  0.2790  0.2395  0.1930  0.1417  0.0878  0.0323 -0.0248 -0.0833 -0.1433 -0.2052
 -0.2693
 -0.0985 -0.0741 -0.0421 -0.0033  0.0432  0.0943  0.1450  0.1901  0.2255  0.2510
  0.2672  0.2751  0.2777  0.2797  0.2838  0.3027  0.3215  0.3313  0.3280  0.3109
  0.2815  0.2424  0.1958  0.1440  0.0889  0.0323 -0.0254 -0.0842 -0.1442 -0.2054
 -0.2680
 -0.0256 -0.0006  0.0253  0.0521  0.0837  0.1208  0.1613  0.2022  0.2396  0.2706
  0.2941  0.3106  0.3208  0.3255  0.3261  0.3227  0.3283  0.3354  0.3314  0.3147
  0.2861  0.2476  0.2013  0.1491  0.0931  0.0351 -0.0239 -0.0835 -0.1437 -0.2046
 -0.2661
  0.0415  0.0766  0.0980  0.1182  0.1391  0.1634  0.1915  0.2224  0.2539  0.2837
  0.3093  0.3295  0.3444  0.3543  0.3930  0.3559  0.3383  0.3418  0.3368
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  z   
 -0.6159 -0.4636 -0.3395 -0.2408 -0.1440 -0.0666 -0.0067  0.0424  0.0878  0.1265
  0.1624  0.1953  0.2250  0.2515  0.2753  0.3254  0.3612  0.3841  0.3959
 -0.6767 -0.5133 -0.3663 -0.2464 -0.1500 -0.0678 -0.0050  0.0449  0.0909  0.1293
  0.1637  0.1947  0.2226  0.2475  0.2702  0.3176  0.3526  0.3738  0.3788  0.3671
 -0.5717 -0.5592 -0.3994 -0.2670 -0.1588 -0.0709 -0.0032  0.0488  0.0934  0.1328
  0.1659  0.1952  0.2214  0.2449  0.2662  0.3110  0.3444  0.3638  0.3665  0.3526
  0.3245
 -0.4746 -0.5125 -0.4335 -0.2959 -0.1737 -0.0789 -0.0040  0.0523  0.0973  0.1367
  0.1690  0.1970  0.2217  0.2437  0.2636  0.3057  0.3376  0.3559  0.3573  0.3423
  0.3138  0.2753
 -0.3978 -0.3279 -0.3513 -0.3099 -0.1960 -0.0905 -0.0083  0.0541  0.1014  0.1401
  0.1731  0.2000  0.2234  0.2440  0.2626  0.3016  0.3318  0.3494  0.3502  0.3347
  0.3060  0.2676  0.2226  0.1738
 -0.3732 -0.2753 -0.1982 -0.1891 -0.1883 -0.1066 -0.0183  0.0518  0.1045  0.1446
  0.1777  0.2044  0.2267  0.2461  0.2634  0.2992  0.3270  0.3439  0.3447  0.3291
  0.3005  0.2623  0.2172  0.1680  0.1165  0.0620  0.0037 -0.0575 -0.1199 -0.1806
 -0.3421 -0.2560 -0.1653 -0.0885 -0.0515 -0.0542 -0.0233  0.0443  0.1038  0.1486
  0.1825  0.2100  0.2318  0.2501  0.2661  0.2987  0.3239  0.3395  0.3404  0.3253
  0.2969  0.2590  0.2140  0.1643  0.1120  0.0578  0.0009 -0.0594 -0.1230 -0.1870
 -0.2493
 -0.2945 -0.2278 -0.1496 -0.0689  0.0027  0.0509  0.0697  0.0752  0.1035  0.1493
  0.1875  0.2157  0.2382  0.2559  0.2709  0.3004  0.3227  0.3367  0.3373  0.3228
  0.2950  0.2573  0.2126  0.1626  0.1097  0.0548 -0.0026 -0.0624 -0.1244 -0.1883
 -0.2539
 -0.2355 -0.1828 -0.1219 -0.0537  0.0162  0.0797  0.1286  0.1591  0.1730  0.1807
  0.1971  0.2236  0.2461  0.2640  0.2781  0.3049  0.3242  0.3360  0.3359  0.3216
  0.2943  0.2568  0.2120  0.1619  0.1084  0.0527 -0.0049 -0.0644 -0.1258 -0.1893
 -0.2552
 -0.1760 -0.1287 -0.0786 -0.0260  0.0315  0.0900  0.1444  0.1893  0.2217  0.2425
  0.2534  0.2590  0.2658  0.2766  0.2879  0.3111  0.3276  0.3373  0.3364  0.3224
  0.2958  0.2589  0.2143  0.1642  0.1103  0.0540 -0.0041 -0.0637 -0.1249 -0.1878
 -0.2522
 -0.1108 -0.0683 -0.0255  0.0174  0.0612  0.1081  0.1556  0.2007  0.2395  0.2698
  0.2914  0.3051  0.3124  0.3153  0.3169  0.3224  0.3335  0.3408  0.3388  0.3250
  0.2992  0.2631  0.2189  0.1689  0.1146  0.0576 -0.0013 -0.0615 -0.1227 -0.1852
 -0.2486
 -0.0399 -0.0015  0.0386  0.0717  0.1059  0.1409  0.1777  0.2151  0.2509  0.2830
  0.3093  0.3290  0.3426  0.3508  0.3651  0.3388  0.3419  0.3465  0.3431
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  z   
 -0.5364 -0.4075 -0.2983 -0.2069 -0.1118 -0.0409  0.0144  0.0626  0.1055  0.1443
  0.1796  0.2115  0.2401  0.2657  0.2884  0.3342  0.3669  0.3878  0.3969
 -0.6194 -0.4560 -0.3212 -0.2122 -0.1195 -0.0418  0.0169  0.0644  0.1094  0.1475
  0.1813  0.2115  0.2384  0.2624  0.2838  0.3276  0.3592  0.3786  0.3845  0.3757
