 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  i   
 -1.0488 -1.0252 -1.2095 -1.2041 -1.1112 -0.9622 -0.7851 -0.6658 -0.5629 -0.4534
 -0.3489 -0.2479 -0.1542 -0.0694  0.0038  0.1542  0.2149  0.2187  0.2353
 -1.0378 -0.9446 -0.8692 -0.8265 -0.8172 -0.7818 -0.6966 -0.5937 -0.4938 -0.3967
 -0.3024 -0.2130 -0.1309 -0.0578  0.0056  0.1239  0.1917  0.2201  0.2247  0.2157
 -0.8982 -0.8125 -0.7296 -0.6562 -0.5986 -0.5704 -0.5562 -0.5137 -0.4412 -0.3561
 -0.2722 -0.1913 -0.1164 -0.0497  0.0081  0.1158  0.1778  0.2027  0.2053  0.1962
  0.1794
 -0.7733 -0.7051 -0.6316 -0.5584 -0.4909 -0.4325 -0.3893 -0.3673 -0.3453 -0.3025
 -0.2407 -0.1720 -0.1052 -0.0443  0.0087  0.1081  0.1660  0.1885  0.1892  0.1794
  0.1634  0.1422
 -0.6491 -0.6017 -0.5446 -0.4815 -0.4177 -0.3577 -0.3040 -0.2581 -0.2258 -0.2006
 -0.1731 -0.1341 -0.0862 -0.0355  0.0120  0.1035  0.1581  0.1785  0.1772  0.1655
  0.1489  0.1284  0.1041  0.0758
 -0.5250 -0.4934 -0.4548 -0.4070 -0.3537 -0.2989 -0.2467 -0.1989 -0.1559 -0.1188
 -0.0895 -0.0647 -0.0378 -0.0069  0.0262  0.1041  0.1553  0.1743  0.1710  0.1558
  0.1369  0.1155  0.0914  0.0646  0.0347  0.0011 -0.0364 -0.0782 -0.1244 -0.1750
 -0.4048 -0.3830 -0.3589 -0.3257 -0.2863 -0.2420 -0.1959 -0.1512 -0.1099 -0.0717
 -0.0371 -0.0075  0.0170  0.0390  0.0608  0.1144  0.1584  0.1779  0.1718  0.1521
  0.1290  0.1049  0.0795  0.0525  0.0237 -0.0061 -0.0387 -0.0759 -0.1194 -0.1692
 -0.2216
 -0.2920 -0.2754 -0.2589 -0.2370 -0.2100 -0.1786 -0.1428 -0.1048 -0.0676 -0.0328
 -0.0005  0.0291  0.0553  0.0776  0.0969  0.1371  0.1687  0.1853  0.1789  0.1559
  0.1275  0.0987  0.0703  0.0415  0.0119 -0.0185 -0.0494 -0.0827 -0.1204 -0.1643
 -0.2153
 -0.1904 -0.1756 -0.1611 -0.1445 -0.1265 -0.1052 -0.0808 -0.0530 -0.0229  0.0072
  0.0355  0.0614  0.0851  0.1064  0.1253  0.1618  0.1855  0.1967  0.1906  0.1660
  0.1330  0.0985  0.0652  0.0328  0.0009 -0.0307 -0.0628 -0.0958 -0.1315 -0.1702
 -0.2115
 -0.1036 -0.0884 -0.0731 -0.0578 -0.0424 -0.0270 -0.0111  0.0071  0.0275  0.0504
  0.0735  0.0950  0.1147  0.1328  0.1494  0.1826  0.2033  0.2109  0.2040  0.1805
  0.1456  0.1066  0.0676  0.0302 -0.0056 -0.0401 -0.0739 -0.1075 -0.1416 -0.1769
 -0.2143
 -0.0335 -0.0130  0.0054  0.0221  0.0371  0.0506  0.0627  0.0740  0.0863  0.1003
  0.1163  0.1326  0.1479  0.1617  0.1742  0.2011  0.2197  0.2252  0.2170  0.1952
  0.1611  0.1204  0.0773  0.0347 -0.0062 -0.0450 -0.0823 -0.1182 -0.1533 -0.1885
 -0.2247
  0.0243  0.0692  0.0983  0.1158  0.1260  0.1321  0.1370  0.1427  0.1494  0.1571
  0.1657  0.1752  0.1853  0.1947  0.2032  0.2207  0.2346  0.2389  0.2300
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  i   
 -1.3471 -1.3391 -1.2940 -1.1648 -1.0076 -0.8537 -0.7220 -0.6127 -0.5135 -0.4189
 -0.3287 -0.2426 -0.1613 -0.0853 -0.0158  0.1277  0.2107  0.2434  0.2536
 -1.1439 -1.0558 -1.0211 -1.0138 -0.9348 -0.8070 -0.6783 -0.5687 -0.4734 -0.3845
 -0.3001 -0.2196 -0.1437 -0.0733 -0.0096  0.1152  0.1922  0.2282  0.2355  0.2271
 -1.0209 -0.9196 -0.8320 -0.7710 -0.7548 -0.7272 -0.6408 -0.5368 -0.4435 -0.3598
 -0.2808 -0.2056 -0.1346 -0.0689 -0.0096  0.1057  0.1770  0.2111  0.2176  0.2090
  0.1921
 -0.9190 -0.8277 -0.7363 -0.6496 -0.5800 -0.5392 -0.5236 -0.4870 -0.4149 -0.3375
 -0.2642 -0.1941 -0.1277 -0.0662 -0.0106  0.0972  0.1642  0.1971  0.2031  0.1940
  0.1774  0.1557
 -0.8213 -0.7455 -0.6643 -0.5825 -0.5058 -0.4369 -0.3829 -0.3492 -0.3307 -0.2957
 -0.2413 -0.1799 -0.1190 -0.0617 -0.0095  0.0917  0.1551  0.1869  0.1924  0.1821
  0.1647  0.1432  0.1180  0.0880
 -0.7251 -0.6619 -0.5947 -0.5231 -0.4507 -0.3819 -0.3184 -0.2628 -0.2202 -0.1938
 -0.1722 -0.1415 -0.0996 -0.0516 -0.0042  0.0905  0.1505  0.1812  0.1862  0.1739
  0.1544  0.1318  0.1066  0.0786  0.0482  0.0144 -0.0238 -0.0674 -0.1162 -0.1679
 -0.6245 -0.5732 -0.5192 -0.4613 -0.3991 -0.3360 -0.2753 -0.2186 -0.1673 -0.1236
 -0.0896 -0.0652 -0.0429 -0.0167  0.0144  0.0945  0.1507  0.1803  0.1851  0.1709
  0.1480  0.1226  0.0959  0.0677  0.0376  0.0058 -0.0289 -0.0676 -0.1113 -0.1604
 -0.2147
 -0.5281 -0.4801 -0.4383 -0.3912 -0.3417 -0.2885 -0.2344 -0.1817 -0.1320 -0.0863
 -0.0455 -0.0109  0.0164  0.0381  0.0580  0.1091  0.1561  0.1840  0.1889  0.1736
  0.1470  0.1175  0.0878  0.0577  0.0270 -0.0036 -0.0357 -0.0710 -0.1109 -0.1565
 -0.2084
 -0.4431 -0.3923 -0.3533 -0.3145 -0.2741 -0.2323 -0.1881 -0.1422 -0.0973 -0.0544
 -0.0147  0.0212  0.0527  0.0789  0.0998  0.1389  0.1700  0.1923  0.1967  0.1814
  0.1521  0.1179  0.0836  0.0500  0.0170 -0.0160 -0.0496 -0.0852 -0.1230 -0.1627
 -0.2041
 -0.3782 -0.3197 -0.2753 -0.2360 -0.2021 -0.1679 -0.1334 -0.0971 -0.0594 -0.0217
  0.0143  0.0476  0.0779  0.1046  0.1275  0.1671  0.1910  0.2052  0.2076  0.1933
  0.1635  0.1258  0.0865  0.0481  0.0113 -0.0244 -0.0597 -0.0948 -0.1303 -0.1672
 -0.2061
 -0.3447 -0.2643 -0.2071 -0.1628 -0.1306 -0.0995 -0.0708 -0.0426 -0.0138  0.0166
  0.0471  0.0764  0.1033  0.1276  0.1492  0.1893  0.2120  0.2218  0.2206  0.2065
  0.1780  0.1392  0.0963  0.0529  0.0112 -0.0288 -0.0673 -0.1045 -0.1411 -0.1778
 -0.2153
 -0.3405 -0.2262 -0.1488 -0.0967 -0.0605 -0.0319 -0.0064  0.0176  0.0402  0.0627
  0.0862  0.1098  0.1325  0.1534  0.1720  0.2082  0.2301  0.2385  0.2348
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  i   
 -1.5463 -1.4645 -1.2893 -1.1042 -0.9249 -0.7719 -0.6584 -0.5625 -0.4730 -0.3881
 -0.3084 -0.2330 -0.1615 -0.0937 -0.0299  0.1064  0.2025  0.2554  0.2707
 -1.2531 -1.2389 -1.2082 -1.0705 -0.9095 -0.7572 -0.6320 -0.5330 -0.4446 -0.3633
 -0.2875 -0.2161 -0.1483 -0.0843 -0.0242  0.1020  0.1887  0.2360  0.2505  0.2441
 -1.1242 -1.0170 -0.9698 -0.9664 -0.8814 -0.7477 -0.6185 -0.5119 -0.4239 -0.3451
 -0.2729 -0.2051 -0.1409 -0.0803 -0.0235  0.0952  0.1755  0.2196  0.2339  0.2278
  0.2108
 -1.0443 -0.9256 -0.8217 -0.7507 -0.7297 -0.7007 -0.6069 -0.4995 -0.4074 -0.3296
 -0.2601 -0.1956 -0.1348 -0.0773 -0.0235  0.0889  0.1646  0.2064  0.2205  0.2147
  0.1979  0.1752
 -0.9727 -0.8633 -0.7558 -0.6583 -0.5792 -0.5288 -0.5091 -0.4696 -0.3931 -0.3148
 -0.2470 -0.1854 -0.1275 -0.0730 -0.0220  0.0847  0.1565  0.1965  0.2103  0.2045
  0.1872  0.1646  0.1381  0.1082
 -0.9007 -0.8034 -0.7054 -0.6091 -0.5189 -0.4408 -0.3798 -0.3405 -0.3190 -0.2841
