 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  o   
  0.0498  0.0688
 -1.6007 -1.4894 -1.4945 -1.4265 -1.2701 -1.1144 -0.9778 -0.8606 -0.7631 -0.6798
 -0.6067 -0.5414 -0.4808 -0.4241 -0.3706 -0.2517 -0.1539 -0.0776 -0.0216  0.0178
  0.0447  0.0623  0.0731  0.0792
 -1.5910 -1.4293 -1.3111 -1.2789 -1.2550 -1.1325 -0.9949 -0.8719 -0.7663 -0.6778
 -0.6020 -0.5363 -0.4765 -0.4208 -0.3685 -0.2518 -0.1552 -0.0795 -0.0240  0.0145
  0.0403  0.0566  0.0660  0.0705  0.0719  0.0697  0.0632  0.0524  0.0373  0.0179
 -1.5963 -1.4264 -1.2754 -1.1565 -1.0902 -1.0687 -1.0023 -0.8875 -0.7774 -0.6817
 -0.6010 -0.5324 -0.4725 -0.4176 -0.3662 -0.2519 -0.1566 -0.0814 -0.0262  0.0119
  0.0368  0.0519  0.0597  0.0625  0.0620  0.0587  0.0522  0.0418  0.0272  0.0083
 -0.0150
 -1.6038 -1.4359 -1.2786 -1.1390 -1.0238 -0.9416 -0.8930 -0.8557 -0.7859 -0.6922
 -0.6055 -0.5319 -0.4694 -0.4144 -0.3638 -0.2516 -0.1577 -0.0830 -0.0278  0.0102
  0.0345  0.0485  0.0548  0.0555  0.0527  0.0474  0.0397  0.0291  0.0148 -0.0036
 -0.0264
 -1.6161 -1.4463 -1.2898 -1.1454 -1.0169 -0.9083 -0.8223 -0.7574 -0.7094 -0.6649
 -0.6061 -0.5341 -0.4677 -0.4108 -0.3602 -0.2496 -0.1572 -0.0831 -0.0280  0.0100
  0.0340  0.0470  0.0517  0.0503  0.0449  0.0369  0.0266  0.0141 -0.0006 -0.0184
 -0.0402
 -1.6198 -1.4565 -1.3035 -1.1599 -1.0281 -0.9106 -0.8094 -0.7250 -0.6558 -0.5988
 -0.5511 -0.5071 -0.4596 -0.4073 -0.3576 -0.2486 -0.1573 -0.0837 -0.0282  0.0104
  0.0345  0.0471  0.0507  0.0475  0.0395  0.0285  0.0152  0.0002 -0.0164 -0.0352
 -0.0561
 -1.6301 -1.4672 -1.3157 -1.1745 -1.0433 -0.9235 -0.8164 -0.7227 -0.6424 -0.5739
 -0.5149 -0.4641 -0.4197 -0.3794 -0.3400 -0.2453 -0.1568 -0.0835 -0.0276  0.0118
  0.0365  0.0492  0.0521  0.0474  0.0372  0.0232  0.0065 -0.0117 -0.0311 -0.0518
 -0.0734
 -1.6468 -1.4783 -1.3225 -1.1876 -1.0579 -0.9386 -0.8300 -0.7323 -0.6460 -0.5705
 -0.5047 -0.4472 -0.3966 -0.3520 -0.3074 -0.2397 -0.1557 -0.0825 -0.0262
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  o   
 -1.8442 -1.6551 -1.4903 -1.3475 -1.1959 -1.0712 -0.9671 -0.8746 -0.7907 -0.7132
 -0.6406 -0.5722 -0.5079 -0.4478 -0.3917 -0.2673 -0.1611 -0.0762 -0.0091
 -1.9194 -1.6986 -1.5082 -1.3453 -1.1979 -1.0639 -0.9535 -0.8596 -0.7716 -0.6949
 -0.6231 -0.5557 -0.4926 -0.4334 -0.3780 -0.2553 -0.1540 -0.0724 -0.0090  0.0385
 -1.9388 -1.7498 -1.5444 -1.3621 -1.2095 -1.0667 -0.9471 -0.8488 -0.7595 -0.6819
 -0.6111 -0.5449 -0.4830 -0.4250 -0.3704 -0.2495 -0.1498 -0.0704 -0.0097  0.0350
  0.0668
 -1.7241 -1.7525 -1.5825 -1.3924 -1.2231 -1.0784 -0.9496 -0.8437 -0.7538 -0.6727
 -0.6024 -0.5373 -0.4766 -0.4197 -0.3662 -0.2471 -0.1485 -0.0702 -0.0112  0.0318
  0.0619  0.0823
 -1.6141 -1.5722 -1.5635 -1.4198 -1.2487 -1.0942 -0.9613 -0.8459 -0.7504 -0.6680
 -0.5957 -0.5313 -0.4716 -0.4159 -0.3634 -0.2465 -0.1490 -0.0714 -0.0132  0.0287
  0.0575  0.0768  0.0886  0.0950
 -1.5947 -1.4390 -1.3660 -1.3704 -1.2660 -1.1164 -0.9771 -0.8561 -0.7531 -0.6664
 -0.5910 -0.5262 -0.4673 -0.4125 -0.3612 -0.2466 -0.1503 -0.0732 -0.0153  0.0258
  0.0537  0.0719  0.0825  0.0877  0.0890  0.0869  0.0804  0.0689  0.0532  0.0330
 -1.6078 -1.4292 -1.2814 -1.1873 -1.1685 -1.1187 -0.9963 -0.8722 -0.7634 -0.6692
 -0.5905 -0.5223 -0.4633 -0.4093 -0.3589 -0.2465 -0.1518 -0.0752 -0.0175  0.0234
  0.0506  0.0677  0.0771  0.0809  0.0809  0.0777  0.0711  0.0605  0.0451  0.0254
  0.0013
 -1.6334 -1.4462 -1.2809 -1.1419 -1.0396 -0.9863 -0.9579 -0.8836 -0.7784 -0.6798
 -0.5942 -0.5219 -0.4602 -0.4061 -0.3562 -0.2460 -0.1529 -0.0771 -0.0194  0.0215
  0.0483  0.0645  0.0728  0.0751  0.0733  0.0685  0.0607  0.0498  0.0350  0.0156
 -0.0081
 -1.6665 -1.4716 -1.2993 -1.1475 -1.0181 -0.9158 -0.8440 -0.7980 -0.7551 -0.6868
 -0.6024 -0.5245 -0.4588 -0.4024 -0.3526 -0.2439 -0.1524 -0.0775 -0.0200  0.0210
  0.0477  0.0631  0.0701  0.0708  0.0669  0.0600  0.0502  0.0377  0.0223  0.0033
 -0.0200
 -1.7001 -1.5036 -1.3274 -1.1696 -1.0305 -0.9110 -0.8125 -0.7351 -0.6757 -0.6281
 -0.5818 -0.5265 -0.4623 -0.4026 -0.3510 -0.2428 -0.1526 -0.0784 -0.0208  0.0206
  0.0476  0.0629  0.0691  0.0683  0.0625  0.0532  0.0408  0.0262  0.0091 -0.0103
 -0.0334
 -1.7506 -1.5422 -1.3587 -1.1978 -1.0537 -0.9268 -0.8168 -0.7238 -0.6469 -0.5834
 -0.5298 -0.4833 -0.4394 -0.3941 -0.3466 -0.2414 -0.1524 -0.0787 -0.0210  0.0210
  0.0487  0.0642  0.0700  0.0682  0.0607  0.0489  0.0338  0.0163 -0.0032 -0.0247
 -0.0482
 -1.8182 -1.5874 -1.3852 -1.2274 -1.0812 -0.9502 -0.8345 -0.7335 -0.6465 -0.5724
 -0.5093 -0.4547 -0.4068 -0.3641 -0.3394 -0.2397 -0.1518 -0.0784 -0.0206
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  o   
 -1.7862 -1.6110 -1.4566 -1.3210 -1.1707 -1.0542 -0.9541 -0.8619 -0.7772 -0.6996
 -0.6281 -0.5607 -0.4975 -0.4384 -0.3833 -0.2607 -0.1561 -0.0721 -0.0038
 -1.8561 -1.6501 -1.4722 -1.3197 -1.1747 -1.0462 -0.9393 -0.8452 -0.7588 -0.6820
 -0.6118 -0.5453 -0.4831 -0.4248 -0.3703 -0.2495 -0.1491 -0.0675 -0.0029  0.0463
 -1.9195 -1.7080 -1.5077 -1.3337 -1.1875 -1.0481 -0.9327 -0.8362 -0.7468 -0.6705
 -0.6005 -0.5351 -0.4741 -0.4169 -0.3633 -0.2441 -0.1450 -0.0650 -0.0029  0.0438
  0.0775
 -1.8718 -1.7500 -1.5533 -1.3642 -1.2011 -1.0612 -0.9345 -0.8308 -0.7427 -0.6616
 -0.5921 -0.5278 -0.4678 -0.4118 -0.3591 -0.2418 -0.1438 -0.0647 -0.0038  0.0414
  0.0735  0.0955
 -1.6522 -1.6703 -1.5768 -1.3998 -1.2261 -1.0762 -0.9453 -0.8329 -0.7390 -0.6574
 -0.5855 -0.5219 -0.4630 -0.4080 -0.3564 -0.2412 -0.1443 -0.0657 -0.0054  0.0388
  0.0699  0.0908  0.1039  0.1108
 -1.5960 -1.4644 -1.4612 -1.4064 -1.2540 -1.0978 -0.9615 -0.8427 -0.7412 -0.6560
 -0.5811 -0.5169 -0.4587 -0.4046 -0.3541 -0.2412 -0.1456 -0.0676 -0.0075  0.0362
  0.0666  0.0866  0.0987  0.1048  0.1064  0.1042  0.0975  0.0858  0.0699  0.0491
 -1.6085 -1.4299 -1.2966 -1.2553 -1.2379 -1.1186 -0.9812 -0.8576 -0.7505 -0.6583
 -0.5807 -0.5131 -0.4546 -0.4013 -0.3516 -0.2410 -0.1471 -0.0697 -0.0098  0.0339
  0.0637  0.0829  0.0941  0.0991  0.0997  0.0969  0.0905  0.0796  0.0639  0.0437
  0.0188
 -1.6462 -1.4465 -1.2804 -1.1497 -1.0763 -1.0577 -0.9910 -0.8759 -0.7650 -0.6678
 -0.5838 -0.5127 -0.4514 -0.3980 -0.3488 -0.2404 -0.1482 -0.0717 -0.0119  0.0318
  0.0615  0.0801  0.0903  0.0942  0.0935  0.0894  0.0822  0.0714  0.0561  0.0361
  0.0117
 -1.6932 -1.4815 -1.3001 -1.1461 -1.0211 -0.9333 -0.8871 -0.8504 -0.7755 -0.6797
 -0.5911 -0.5147 -0.4499 -0.3941 -0.3449 -0.2380 -0.1476 -0.0722 -0.0128  0.0311
  0.0607  0.0788  0.0880  0.0906  0.0884  0.0826  0.0736  0.0616  0.0461  0.0264
  0.0021
 -1.7552 -1.5310 -1.3372 -1.1709 -1.0289 -0.9112 -0.8200 -0.7555 -0.7102 -0.6640
 -0.6000 -0.5245 -0.4545 -0.3947 -0.3433 -0.2366 -0.1476 -0.0732 -0.0140  0.0301
  0.0602  0.0783  0.0870  0.0886  0.0848  0.0771  0.0661  0.0523  0.0355  0.0153
 -0.0085
 -1.8436 -1.5950 -1.3844 -1.2081 -1.0559 -0.9254 -0.8157 -0.7262 -0.6560 -0.6005
 -0.5535 -0.5070 -0.4551 -0.3975 -0.3435 -0.2354 -0.1472 -0.0737 -0.0147  0.0298
  0.0606  0.0791  0.0876  0.0884  0.0833  0.0737  0.0605  0.0443  0.0255  0.0039
 -0.0206
 -1.9583 -1.6735 -1.4363 -1.2527 -1.0925 -0.9535 -0.8339 -0.7320 -0.6466 -0.5760
 -0.5172 -0.4670 -0.4219 -0.3789 -0.3455 -0.2344 -0.1464 -0.0737 -0.0149
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  o   
 -1.7248 -1.5772 -1.4344 -1.2961 -1.1527 -1.0254 -0.9168 -0.8233 -0.7416 -0.6691
 -0.6035 -0.5427 -0.4852 -0.4294 -0.3749 -0.2541 -0.1507 -0.0645  0.0021
 -1.8087 -1.6081 -1.4395 -1.2998 -1.1560 -1.0312 -0.9269 -0.8341 -0.7476 -0.6717
 -0.6015 -0.5357 -0.4743 -0.4169 -0.3632 -0.2439 -0.1442 -0.0616  0.0031  0.0535
 -1.8869 -1.6636 -1.4725 -1.3105 -1.1691 -1.0321 -0.9202 -0.8246 -0.7360 -0.6604
 -0.5909 -0.5262 -0.4658 -0.4093 -0.3565 -0.2388 -0.1404 -0.0600  0.0033  0.0518
  0.0873
 -1.9026 -1.7240 -1.5201 -1.3370 -1.1843 -1.0451 -0.9207 -0.8192 -0.7324 -0.6517
 -0.5828 -0.5191 -0.4597 -0.4043 -0.3525 -0.2367 -0.1393 -0.0597  0.0027  0.0499
  0.0841  0.1078
 -1.7397 -1.7206 -1.5635 -1.3755 -1.2048 -1.0631 -0.9316 -0.8206 -0.7285 -0.6468
 -0.5763 -0.5133 -0.4549 -0.4005 -0.3496 -0.2360 -0.1398 -0.0607  0.0013  0.0478
  0.0812  0.1040  0.1184  0.1262
 -1.6021 -1.5298 -1.5341 -1.4048 -1.2358 -1.0800 -0.9491 -0.8297 -0.7304 -0.6466
 -0.5719 -0.5084 -0.4506 -0.3971 -0.3472 -0.2358 -0.1411 -0.0626 -0.0007  0.0456
  0.0784  0.1004  0.1142  0.1213  0.1235  0.1211  0.1141  0.1026  0.0867  0.0657
 -1.6046 -1.4330 -1.3367 -1.3424 -1.2525 -1.1058 -0.9659 -0.8457 -0.7389 -0.6483
 -0.5721 -0.5046 -0.4466 -0.3938 -0.3446 -0.2355 -0.1425 -0.0647 -0.0031  0.0432
  0.0758  0.0973  0.1103  0.1167  0.1181  0.1154  0.1090  0.0982  0.0827  0.0624
  0.0372
 -1.6423 -1.4423 -1.2810 -1.1709 -1.1466 -1.1056 -0.9867 -0.8628 -0.7532 -0.6572
 -0.5744 -0.5044 -0.4433 -0.3903 -0.3418 -0.2347 -0.1435 -0.0668 -0.0054  0.0411
  0.0737  0.0948  0.1071  0.1126  0.1130  0.1095  0.1026  0.0920  0.0771  0.0571
  0.0324
 -1.7009 -1.4801 -1.2958 -1.1445 -1.0309 -0.9723 -0.9468 -0.8732 -0.7678 -0.6680
 -0.5802 -0.5059 -0.4417 -0.3863 -0.3376 -0.2321 -0.1427 -0.0674 -0.0064  0.0400
  0.0727  0.0936  0.1052  0.1097  0.1090  0.1043  0.0960  0.0846  0.0695  0.0499
  0.0253
 -1.7854 -1.5416 -1.3367 -1.1669 -1.0260 -0.9145 -0.8377 -0.7936 -0.7516 -0.6807
 -0.5948 -0.5151 -0.4460 -0.3868 -0.3358 -0.2304 -0.1425 -0.0684 -0.0079  0.0387
  0.0717  0.0928  0.1042  0.1080  0.1061  0.1000  0.0902  0.0775  0.0614  0.0414
  0.0173
 -1.9083 -1.6268 -1.3952 -1.2086 -1.0526 -0.9221 -0.8155 -0.7333 -0.6741 -0.6286
 -0.5813 -0.5223 -0.4548 -0.3915 -0.3369 -0.2289 -0.1419 -0.0687 -0.0088  0.0378
  0.0715  0.0931  0.1044  0.1078  0.1049  0.0974  0.0859  0.0713  0.0536  0.0325
  0.0079
 -2.0697 -1.7357 -1.4713 -1.2646 -1.0945 -0.9513 -0.8307 -0.7301 -0.6485 -0.5837
 -0.5314 -0.4856 -0.4400 -0.3912 -0.3409 -0.2276 -0.1409 -0.0683 -0.0091
