 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  R   
 -2.1791 -2.0277 -1.9190 -1.7636 -1.5608 -1.3843 -1.2845 -1.2302 -1.1703 -1.0861
 -0.9882 -0.8803 -0.7729 -0.6747 -0.5818 -0.3856 -0.2434 -0.1500 -0.0839
 -2.0115 -1.7840 -1.6055 -1.4514 -1.3211 -1.2162 -1.1326 -1.0628 -0.9991 -0.9358
 -0.8685 -0.7930 -0.7080 -0.6198 -0.5363 -0.3629 -0.2390 -0.1583 -0.1058 -0.0754
 -1.8972 -1.6317 -1.4146 -1.2523 -1.1443 -1.0663 -0.9957 -0.9307 -0.8734 -0.8224
 -0.7717 -0.7170 -0.6518 -0.5766 -0.5024 -0.3473 -0.2374 -0.1666 -0.1234 -0.0972
 -0.0819
 -1.8362 -1.5708 -1.3463 -1.1663 -1.0304 -0.9346 -0.8738 -0.8339 -0.7932 -0.7459
 -0.6978 -0.6523 -0.6043 -0.5451 -0.4801 -0.3388 -0.2386 -0.1749 -0.1368 -0.1135
 -0.0995 -0.0921
 -1.7835 -1.5332 -1.3175 -1.1386 -0.9953 -0.8852 -0.8049 -0.7481 -0.7092 -0.6784
 -0.6424 -0.6003 -0.5597 -0.5149 -0.4613 -0.3332 -0.2396 -0.1810 -0.1479 -0.1281
 -0.1161 -0.1095 -0.1073 -0.1088
 -1.7138 -1.4877 -1.2904 -1.1229 -0.9831 -0.8688 -0.7784 -0.7097 -0.6577 -0.6170
 -0.5828 -0.5492 -0.5137 -0.4788 -0.4372 -0.3262 -0.2384 -0.1828 -0.1541 -0.1391
 -0.1305 -0.1261 -0.1249 -0.1267 -0.1310 -0.1380 -0.1483 -0.1657 -0.1919 -0.2219
 -1.6202 -1.4214 -1.2473 -1.0977 -0.9694 -0.8595 -0.7666 -0.6901 -0.6296 -0.5815
 -0.5410 -0.5044 -0.4692 -0.4379 -0.4051 -0.3132 -0.2335 -0.1801 -0.1539 -0.1441
 -0.1406 -0.1399 -0.1414 -0.1447 -0.1497 -0.1563 -0.1655 -0.1773 -0.1964 -0.2254
 -0.2591
 -1.5086 -1.3355 -1.1844 -1.0545 -0.9419 -0.8427 -0.7544 -0.6766 -0.6104 -0.5564
 -0.5118 -0.4728 -0.4368 -0.4028 -0.3728 -0.2932 -0.2238 -0.1733 -0.1479 -0.1416
 -0.1439 -0.1487 -0.1544 -0.1609 -0.1680 -0.1759 -0.1849 -0.1959 -0.2101 -0.2305
 -0.2621
 -1.3832 -1.2351 -1.1049 -0.9928 -0.8961 -0.8100 -0.7312 -0.6584 -0.5923 -0.5346
 -0.4862 -0.4454 -0.4093 -0.3755 -0.3453 -0.2715 -0.2093 -0.1633 -0.1381 -0.1329
 -0.1395 -0.1504 -0.1619 -0.1732 -0.1841 -0.1947 -0.2055 -0.2168 -0.2297 -0.2457
 -0.2682
 -1.2550 -1.1308 -1.0186 -0.9213 -0.8379 -0.7641 -0.6962 -0.6317 -0.5705 -0.5137
 -0.4630 -0.4199 -0.3833 -0.3509 -0.3214 -0.2528 -0.1946 -0.1523 -0.1275 -0.1211
 -0.1289 -0.1440 -0.1615 -0.1787 -0.1949 -0.2098 -0.2240 -0.2377 -0.2514 -0.2664
 -0.2824
 -1.1267 -1.0244 -0.9293 -0.8446 -0.7712 -0.7073 -0.6491 -0.5938 -0.5400 -0.4880
 -0.4389 -0.3947 -0.3567 -0.3246 -0.2967 -0.2351 -0.1804 -0.1406 -0.1169 -0.1094
 -0.1160 -0.1322 -0.1535 -0.1764 -0.1986 -0.2191 -0.2381 -0.2557 -0.2723 -0.2887
 -0.3059
 -0.9984 -0.9159 -0.8401 -0.7671 -0.7022 -0.6452 -0.5941 -0.5465 -0.5003 -0.4550
 -0.4106 -0.3685 -0.3302 -0.2973 -0.2712 -0.2184 -0.1667 -0.1282 -0.1063
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  R   
 -2.6382 -2.4547 -2.2687 -2.0834 -1.9056 -1.7333 -1.5625 -1.3924 -1.2324 -1.0924
 -0.9682 -0.8542 -0.7472 -0.6487 -0.5505 -0.3676 -0.2332 -0.1422 -0.0857
 -2.4668 -2.2593 -2.0523 -1.8517 -1.6651 -1.4968 -1.3460 -1.2046 -1.0772 -0.9665
 -0.8685 -0.7767 -0.6866 -0.5994 -0.5189 -0.3523 -0.2315 -0.1501 -0.0999 -0.0704
 -2.3129 -2.0600 -1.8410 -1.6758 -1.4988 -1.3392 -1.1987 -1.0747 -0.9664 -0.8737
 -0.7934 -0.7198 -0.6458 -0.5695 -0.4962 -0.3432 -0.2327 -0.1585 -0.1132 -0.0866
 -0.0711
 -2.2065 -1.9170 -1.6793 -1.4872 -1.3304 -1.1993 -1.0857 -0.9829 -0.8874 -0.8035
 -0.7323 -0.6706 -0.6118 -0.5482 -0.4824 -0.3403 -0.2368 -0.1674 -0.1256 -0.1016
 -0.0878 -0.0808
 -2.1653 -1.8694 -1.6021 -1.3839 -1.2112 -1.0748 -0.9671 -0.8813 -0.8119 -0.7512
 -0.6876 -0.6292 -0.5775 -0.5270 -0.4705 -0.3389 -0.2408 -0.1748 -0.1358 -0.1147
 -0.1031 -0.0972 -0.0957 -0.0980
 -2.1420 -1.8458 -1.5748 -1.3416 -1.1491 -0.9951 -0.8752 -0.7848 -0.7185 -0.6719
 -0.6333 -0.5905 -0.5456 -0.5014 -0.4551 -0.3356 -0.2425 -0.1791 -0.1424 -0.1245
 -0.1162 -0.1126 -0.1123 -0.1150 -0.1203 -0.1285 -0.1400 -0.1585 -0.1853 -0.2152
 -2.1056 -1.8245 -1.5619 -1.3324 -1.1397 -0.9817 -0.8545 -0.7543 -0.6772 -0.6177
 -0.5717 -0.5351 -0.5011 -0.4670 -0.4308 -0.3284 -0.2405 -0.1794 -0.1442 -0.1294
 -0.1253 -0.1254 -0.1278 -0.1321 -0.1381 -0.1459 -0.1563 -0.1694 -0.1895 -0.2188
 -0.2525
 -2.0447 -1.7849 -1.5398 -1.3226 -1.1369 -0.9819 -0.8535 -0.7478 -0.6624 -0.5947
 -0.5402 -0.4954 -0.4573 -0.4245 -0.3950 -0.3124 -0.2341 -0.1756 -0.1412 -0.1282
 -0.1284 -0.1335 -0.1400 -0.1475 -0.1556 -0.1645 -0.1749 -0.1871 -0.2025 -0.2238
 -0.2559
 -1.9543 -1.7177 -1.4952 -1.2953 -1.1230 -0.9768 -0.8531 -0.7478 -0.6586 -0.5842
 -0.5230 -0.4726 -0.4297 -0.3921 -0.3603 -0.2873 -0.2204 -0.1673 -0.1340 -0.1215
 -0.1247 -0.1350 -0.1471 -0.1591 -0.1709 -0.1826 -0.1946 -0.2072 -0.2214 -0.2386
 -0.2619
 -1.8427 -1.6362 -1.4377 -1.2564 -1.0982 -0.9630 -0.8470 -0.7464 -0.6582 -0.5813
 -0.5150 -0.4592 -0.4123 -0.3719 -0.3367 -0.2641 -0.2030 -0.1558 -0.1245 -0.1116
 -0.1152 -0.1290 -0.1465 -0.1643 -0.1813 -0.1972 -0.2124 -0.2273 -0.2423 -0.2585
 -0.2757
 -1.7194 -1.5400 -1.3664 -1.2051 -1.0618 -0.9376 -0.8302 -0.7362 -0.6523 -0.5769
 -0.5093 -0.4499 -0.3989 -0.3557 -0.3186 -0.2447 -0.1857 -0.1422 -0.1136 -0.1004
 -0.1031 -0.1177 -0.1387 -0.1620 -0.1848 -0.2061 -0.2261 -0.2448 -0.2626 -0.2802
 -0.2985
 -1.5863 -1.4322 -1.2855 -1.1464 -1.0181 -0.9039 -0.8049 -0.7174 -0.6387 -0.5669
 -0.5010 -0.4410 -0.3875 -0.3412 -0.3060 -0.2291 -0.1685 -0.1265 -0.1013
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =  R   
 -3.0998 -2.9444 -2.7910 -2.6314 -2.4674 -2.2731 -2.0201 -1.7100 -1.4226 -1.1835
 -0.9928 -0.8424 -0.7212 -0.6200 -0.5326 -0.3562 -0.2252 -0.1327 -0.0741
 -2.9162 -2.7403 -2.5658 -2.3874 -2.2021 -2.0056 -1.7787 -1.5185 -1.2806 -1.0797
 -0.9162 -0.7840 -0.6754 -0.5834 -0.5031 -0.3411 -0.2225 -0.1398 -0.0868 -0.0559
 -2.7817 -2.5927 -2.4029 -2.2089 -2.0121 -1.8147 -1.6115 -1.3909 -1.1856 -1.0098
 -0.8647 -0.7462 -0.6476 -0.5627 -0.4879 -0.3361 -0.2256 -0.1487 -0.0994 -0.0707
 -0.0554
 -2.6422 -2.4252 -2.2430 -2.0592 -1.8677 -1.6733 -1.4835 -1.2938 -1.1137 -0.9562
 -0.8245 -0.7165 -0.6269 -0.5492 -0.4792 -0.3358 -0.2309 -0.1578 -0.1110 -0.0842
 -0.0703 -0.0639
 -2.5345 -2.2811 -2.0555 -1.8542 -1.6738 -1.5115 -1.3605 -1.2049 -1.0514 -0.9111
 -0.7901 -0.6894 -0.6066 -0.5362 -0.4720 -0.3362 -0.2359 -0.1658 -0.1210 -0.0959
 -0.0838 -0.0787 -0.0782 -0.0817
 -2.4997 -2.2167 -1.9503 -1.7110 -1.5036 -1.3264 -1.1781 -1.0557 -0.9499 -0.8514
 -0.7546 -0.6644 -0.5859 -0.5200 -0.4624 -0.3350 -0.2388 -0.1713 -0.1283 -0.1050
 -0.0951 -0.0923 -0.0933 -0.0972 -0.1040 -0.1138 -0.1272 -0.1473 -0.1750 -0.2047
