 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F356W
  0.9130  0.7791  0.7413  0.7233  0.6727  0.6040  0.5274  0.4541  0.3714  0.2901
  0.2093  0.1296  0.0506 -0.0278 -0.1056 -0.2957 -0.4800 -0.6488 -0.8181
  0.8192  0.7649  0.7077  0.6463  0.5854  0.5361  0.4801  0.4118  0.3359  0.2571
  0.1781  0.0993  0.0212 -0.0563 -0.1330 -0.3204 -0.5012 -0.6747 -0.8405 -0.9988
  0.7732  0.7203  0.6633  0.6029  0.5405  0.4760  0.4178  0.3638  0.3001  0.2282
  0.1528  0.0761 -0.0007 -0.0771 -0.1530 -0.3383 -0.5173 -0.6900 -0.8554 -1.0132
 -1.1639
  0.7254  0.6755  0.6208  0.5619  0.4995  0.4353  0.3708  0.3078  0.2499  0.1905
  0.1250  0.0542 -0.0193 -0.0938 -0.1683 -0.3517 -0.5292 -0.7011 -0.8664 -1.0240
 -1.1742 -1.3180
  0.6700  0.6277  0.5771  0.5217  0.4620  0.3990  0.3345  0.2702  0.2061  0.1441
  0.0848  0.0239 -0.0412 -0.1103 -0.1819 -0.3619 -0.5376 -0.7088 -0.8741 -1.0320
 -1.1820 -1.3253 -1.4627 -1.5950
  0.6070  0.5716  0.5290  0.4786  0.4232  0.3639  0.3016  0.2380  0.1741  0.1103
  0.0479 -0.0126 -0.0727 -0.1346 -0.1992 -0.3710 -0.5438 -0.7133 -0.8783 -1.0372
 -1.1878 -1.3311 -1.4680 -1.5996 -1.7266 -1.8495 -1.9687 -2.0846 -2.1974 -2.3074
  0.5380  0.5075  0.4735  0.4294  0.3798  0.3255  0.2675  0.2069  0.1447  0.0819
  0.0196 -0.0418 -0.1022 -0.1623 -0.2231 -0.3825 -0.5495 -0.7155 -0.8795 -1.0393
 -1.1913 -1.3353 -1.4724 -1.6035 -1.7296 -1.8513 -1.9691 -2.0834 -2.1948 -2.3035
 -2.4098
  0.4646  0.4376  0.4084  0.3715  0.3289  0.2808  0.2284  0.1725  0.1139  0.0537
 -0.0071 -0.0676 -0.1273 -0.1867 -0.2461 -0.3982 -0.5569 -0.7181 -0.8790 -1.0382
 -1.1919 -1.3376 -1.4754 -1.6068 -1.7327 -1.8537 -1.9705 -2.0835 -2.1935 -2.3006
 -2.4053
  0.3886  0.3639  0.3364  0.3027  0.2674  0.2264  0.1804  0.1304  0.0769  0.0209
 -0.0369 -0.0954 -0.1537 -0.2115 -0.2693 -0.4161 -0.5683 -0.7239 -0.8808 -1.0376
 -1.1918 -1.3396 -1.4793 -1.6118 -1.7381 -1.8592 -1.9757 -2.0882 -2.1972 -2.3031
 -2.4059
  0.3116  0.2884  0.2615  0.2312  0.1980  0.1622  0.1235  0.0803  0.0332 -0.0172
 -0.0701 -0.1250 -0.1809 -0.2367 -0.2926 -0.4336 -0.5790 -0.7292 -0.8814 -1.0342
 -1.1863 -1.3350 -1.4770 -1.6114 -1.7389 -1.8605 -1.9772 -2.0894 -2.1977 -2.3026
 -2.4062
  0.2358  0.2106  0.1832  0.1536  0.1223  0.0894  0.0551  0.0189 -0.0212 -0.0647
 -0.1116 -0.1612 -0.2127 -0.2655 -0.3190 -0.4541 -0.5924 -0.7361 -0.8835 -1.0323
 -1.1810 -1.3282 -1.4712 -1.6080 -1.7375 -1.8606 -1.9781 -2.0907 -2.1991 -2.3037
 -2.4049
  0.1645  0.1222  0.0875  0.0579  0.0308  0.0041 -0.0239 -0.0543 -0.0877 -0.1241
 -0.1638 -0.2067 -0.2523 -0.3001 -0.3497 -0.4777 -0.6096 -0.7460 -0.8877
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F356W
  0.8970  0.8390  0.8022  0.7589  0.6992  0.6287  0.5500  0.4665  0.3820  0.2979
  0.2153  0.1342  0.0544 -0.0243 -0.1020 -0.2918 -0.4754 -0.6493 -0.8173
  0.8665  0.8172  0.7610  0.7079  0.6614  0.5969  0.5209  0.4391  0.3549  0.2704
  0.1873  0.1057  0.0257 -0.0529 -0.1302 -0.3179 -0.4982 -0.6714 -0.8371 -0.9954
  0.8305  0.7788  0.7245  0.6676  0.6056  0.5521  0.4910  0.4161  0.3347  0.2511
  0.1681  0.0865  0.0063 -0.0724 -0.1497 -0.3367 -0.5154 -0.6870 -0.8518 -1.0095
 -1.1603
  0.7928  0.7412  0.6857  0.6270  0.5656  0.5022  0.4393  0.3809  0.3125  0.2346
  0.1536  0.0727 -0.0071 -0.0857 -0.1629 -0.3497 -0.5278 -0.6984 -0.8626 -1.0199
 -1.1701 -1.3140
  0.7517  0.7026  0.6486  0.5905  0.5291  0.4648  0.3984  0.3327  0.2698  0.2068
  0.1361  0.0601 -0.0176 -0.0953 -0.1720 -0.3583 -0.5360 -0.7062 -0.8701 -1.0273
 -1.1774 -1.3209 -1.4584 -1.5912
  0.7047  0.6602  0.6097  0.5544  0.4951  0.4322  0.3666  0.2997  0.2326  0.1661
  0.1015  0.0365 -0.0322 -0.1049 -0.1794 -0.3640 -0.5412 -0.7109 -0.8746 -1.0322
 -1.1827 -1.3262 -1.4633 -1.5951 -1.7224 -1.8457 -1.9653 -2.0816 -2.1948 -2.3047
  0.6499  0.6112  0.5663  0.5154  0.4597  0.4001  0.3371  0.2717  0.2050  0.1377
  0.0706  0.0045 -0.0598 -0.1246 -0.1916 -0.3685 -0.5442 -0.7131 -0.8763 -1.0344
 -1.1859 -1.3300 -1.4672 -1.5987 -1.7250 -1.8470 -1.9653 -2.0801 -2.1919 -2.3009
 -2.4072
  0.5884  0.5534  0.5154  0.4707  0.4202  0.3650  0.3059  0.2438  0.1794  0.1139
  0.0476 -0.0188 -0.0843 -0.1486 -0.2124 -0.3760 -0.5466 -0.7140 -0.8761 -1.0339
 -1.1865 -1.3319 -1.4699 -1.6015 -1.7277 -1.8491 -1.9664 -2.0799 -2.1902 -2.2977
 -2.4026
  0.5218  0.4891  0.4555  0.4174  0.3732  0.3235  0.2693  0.2115  0.1508  0.0881
