 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  u   
 -7.9208 -7.9459 -7.8493 -7.6766 -7.4894 -7.2730 -7.0195 -6.7893 -6.5993 -6.4358
 -6.2907 -6.1521 -6.0175 -5.8848 -5.7515 -5.4061 -5.0298 -4.6306 -4.2411 -3.8933
 -3.6018 -3.3718
 -7.7784 -7.6593 -7.6616 -7.5991 -7.4466 -7.2671 -7.0457 -6.7935 -6.5694 -6.3825
 -6.2223 -6.0751 -5.9336 -5.7954 -5.6583 -5.3094 -4.9354 -4.5391 -4.1502 -3.8026
 -3.5123 -3.2829 -3.1134 -2.9951
 -7.7209 -7.5466 -7.4019 -7.3567 -7.3321 -7.2099 -7.0440 -6.8301 -6.5835 -6.3640
 -6.1804 -6.0221 -5.8727 -5.7282 -5.5862 -5.2320 -4.8607 -4.4698 -4.0829 -3.7336
 -3.4405 -3.2071 -3.0322 -2.9093 -2.8263 -2.7711 -2.7336 -2.7050 -2.6776 -2.6449
 -7.6789 -7.5069 -7.3206 -7.1572 -7.0632 -7.0321 -6.9617 -6.8199 -6.6247 -6.3890
 -6.1736 -5.9944 -5.8362 -5.6853 -5.5382 -5.1768 -4.8065 -4.4212 -4.0374 -3.6856
 -3.3865 -3.1456 -2.9617 -2.8302 -2.7418 -2.6844 -2.6480 -2.6244 -2.6065 -2.5870
 -2.5615
 -7.6454 -7.4806 -7.3020 -7.1065 -6.9296 -6.8019 -6.7275 -6.6758 -6.5836 -6.4231
 -6.2090 -5.9989 -5.8233 -5.6658 -5.5142 -5.1461 -4.7759 -4.3946 -4.0137 -3.6588
 -3.3514 -3.1001 -2.9041 -2.7608 -2.6626 -2.6002 -2.5625 -2.5404 -2.5266 -2.5154
 -2.5025
 -7.5870 -7.4533 -7.2926 -7.1079 -6.9052 -6.7183 -6.5690 -6.4580 -6.3763 -6.3018
 -6.1975 -6.0341 -5.8351 -5.6640 -5.5081 -5.1354 -4.7653 -4.3870 -4.0077 -3.6491
 -3.3326 -3.0688 -2.8594 -2.7018 -2.5909 -2.5194 -2.4775 -2.4546 -2.4425 -2.4357
 -2.4308
 -7.6325 -7.4482 -7.2774 -7.1188 -6.9310 -6.7240 -6.5290 -6.3643 -6.2302 -6.1187
 -6.0229 -5.9315 -5.8251 -5.6763 -5.5196 -5.1464 -4.7787 -4.4058 -4.0302 -3.6688
 -3.3423 -3.0640 -2.8381 -2.6634 -2.5358 -2.4501 -2.3984 -2.3706 -2.3576 -2.3520
 -2.3520
 -7.6900 -7.4725 -7.2815 -7.1144 -6.9576 -6.7698 -6.5614 -6.3600 -6.1838 -6.0340
 -5.9041 -5.7886 -5.6838 -5.5847 -5.4747 -5.1626 -4.8062 -4.4401 -4.0710 -3.7101
 -3.3755 -3.0828 -2.8396 -2.6462 -2.4995 -2.3959 -2.3299 -2.2924 -2.2746 -2.2688
 -2.2694
 -7.7596 -7.5261 -7.2798 -7.1075 -6.9628 -6.8091 -6.6244 -6.4174 -6.2124 -6.0268
 -5.8651 -5.7232 -5.5954 -5.4787 -5.3734 -5.1840 -4.8478 -4.4899 -4.1301
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  u   
 -8.2284 -8.0716 -7.8999 -7.7151 -7.4840 -7.2838 -7.1205 -6.9802 -6.8545 -6.7368
 -6.6223 -6.5096 -6.3982 -6.2859 -6.1722 -5.8834 -5.5519 -5.1948 -4.8214
 -8.2520 -8.0775 -7.8898 -7.6905 -7.4602 -7.2266 -7.0354 -6.8804 -6.7412 -6.6177
 -6.4990 -6.3831 -6.2688 -6.1546 -6.0388 -5.7348 -5.3982 -5.0301 -4.6535 -4.2947
 -8.2450 -8.0804 -7.8870 -7.6880 -7.4665 -7.2071 -6.9777 -6.7969 -6.6416 -6.5090
 -6.3853 -6.2660 -6.1493 -6.0333 -5.9160 -5.6082 -5.2667 -4.8935 -4.5150 -4.1619
 -3.8526
 -7.9733 -8.0172 -7.8644 -7.6771 -7.4710 -7.2259 -6.9619 -6.7427 -6.5666 -6.4164
 -6.2852 -6.1609 -6.0408 -5.9227 -5.8043 -5.4969 -5.1574 -4.7850 -4.4059 -4.0541
 -3.7503 -3.5008
 -7.8106 -7.7670 -7.7629 -7.6304 -7.4545 -7.2467 -6.9922 -6.7327 -6.5210 -6.3485
 -6.2036 -6.0720 -5.9467 -5.8251 -5.7047 -5.3978 -5.0637 -4.6971 -4.3203 -3.9677
 -3.6641 -3.4154 -3.2223 -3.0804
 -7.7419 -7.5720 -7.4812 -7.4826 -7.3839 -7.2246 -7.0231 -6.7708 -6.5201 -6.3146
 -6.1458 -6.0036 -5.8712 -5.7443 -5.6205 -5.3117 -4.9833 -4.6251 -4.2530 -3.9004
 -3.5937 -3.3416 -3.1443 -2.9982 -2.8939 -2.8197 -2.7670 -2.7278 -2.6906 -2.6507
 -7.7073 -7.5222 -7.3368 -7.2065 -7.1742 -7.1238 -6.9900 -6.8049 -6.5681 -6.3239
 -6.1239 -5.9596 -5.8179 -5.6845 -5.5557 -5.2417 -4.9172 -4.5679 -4.2032 -3.8510
 -3.5398 -3.2809 -3.0762 -2.9222 -2.8121 -2.7361 -2.6840 -2.6476 -2.6206 -2.5934
 -2.5621
 -7.6911 -7.5042 -7.3107 -7.1129 -6.9553 -6.8708 -6.8310 -6.7453 -6.5906 -6.3787
 -6.1461 -5.9497 -5.7891 -5.6479 -5.5136 -5.1924 -4.8690 -4.5274 -4.1705 -3.8200
 -3.5035 -3.2357 -3.0204 -2.8556 -2.7361 -2.6539 -2.5997 -2.5640 -2.5403 -2.5225
 -2.5033
 -7.6520 -7.4922 -7.3106 -7.1097 -6.9028 -6.7266 -6.6024 -6.5257 -6.4628 -6.3609
 -6.1931 -5.9798 -5.7888 -5.6316 -5.4914 -5.1628 -4.8389 -4.5020 -4.1512 -3.8027
 -3.4812 -3.2037 -2.9765 -2.7991 -2.6676 -2.5757 -2.5161 -2.4793 -2.4568 -2.4425
 -2.4319
 -7.7089 -7.5043 -7.3125 -7.1324 -6.9271 -6.7138 -6.5243 -6.3744 -6.2616 -6.1742
 -6.0923 -5.9875 -5.8304 -5.6466 -5.4923 -5.1562 -4.8324 -4.5006 -4.1566 -3.8111
 -3.4853 -3.1971 -2.9561 -2.7634 -2.6164 -2.5104 -2.4401 -2.3972 -2.3731 -2.3603
 -2.3542
 -7.8037 -7.5405 -7.3229 -7.1465 -6.9682 -6.7620 -6.5451 -6.3457 -6.1786 -6.0424
 -5.9293 -5.8316 -5.7394 -5.6380 -5.5009 -5.1643 -4.8421 -4.5158 -4.1793 -3.8385
 -3.5102 -3.2124 -2.9572 -2.7483 -2.5840 -2.4611 -2.3760 -2.3222 -2.2920 -2.2774
 -2.2717
 -7.9366 -7.6008 -7.3620 -7.1703 -6.9932 -6.8183 -6.6148 -6.3974 -6.1912 -6.0113
 -5.8594 -5.7295 -5.6158 -5.5142 -5.5172 -5.1871 -4.8680 -4.5476 -4.2193
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  u   
 -8.2047 -8.0477 -7.8722 -7.6803 -7.4446 -7.2605 -7.1097 -6.9764 -6.8556 -6.7428
 -6.6345 -6.5281 -6.4228 -6.3169 -6.2102 -5.9403 -5.6324 -5.2978 -4.9472
 -8.2136 -8.0504 -7.8635 -7.6556 -7.4142 -7.1908 -7.0132 -6.8671 -6.7388 -6.6225
 -6.5126 -6.4049 -6.2987 -6.1927 -6.0857 -5.8065 -5.4983 -5.1561 -4.7979 -4.4453
 -8.2538 -8.0657 -7.8709 -7.6591 -7.4198 -7.1569 -6.9417 -6.7741 -6.6307 -6.5094
 -6.3959 -6.2869 -6.1804 -6.0747 -5.9680 -5.6892 -5.3797 -5.0354 -4.6737 -4.3233
 -4.0063
 -8.1448 -8.0475 -7.8671 -7.6684 -7.4376 -7.1716 -6.9089 -6.7043 -6.5438 -6.4064
 -6.2877 -6.1756 -6.0676 -5.9617 -5.8557 -5.5810 -5.2766 -4.9357 -4.5746 -4.2244
 -3.9109 -3.6440
 -7.8699 -7.8923 -7.8141 -7.6466 -7.4493 -7.2072 -6.9282 -6.6766 -6.4809 -6.3238
 -6.1933 -6.0757 -5.9643 -5.8566 -5.7502 -5.4794 -5.1829 -4.8501 -4.4934 -4.1435
 -3.8296 -3.5634 -3.3476 -3.1804
 -7.7614 -7.6171 -7.6076 -7.5596 -7.4114 -7.2220 -6.9796 -6.7036 -6.4608 -6.2724
 -6.1194 -5.9924 -5.8751 -5.7635 -5.6549 -5.3852 -5.0966 -4.7748 -4.4260 -4.0781
 -3.7619 -3.4926 -3.2737 -3.1034 -2.9757 -2.8809 -2.8105 -2.7565 -2.7068 -2.6580
 -7.7265 -7.5359 -7.3666 -7.3040 -7.2849 -7.1661 -6.9928 -6.7620 -6.4978 -6.2626
 -6.0795 -5.9311 -5.8050 -5.6875 -5.5749 -5.3022 -5.0197 -4.7088 -4.3709 -4.0271
 -3.7083 -3.4336 -3.2084 -3.0316 -2.8986 -2.8010 -2.7299 -2.6783 -2.6391 -2.6017
 -2.5633
 -7.7210 -7.5183 -7.3167 -7.1279 -7.0125 -6.9800 -6.9094 -6.7632 -6.5574 -6.3113
 -6.0834 -5.9037 -5.7586 -5.6329 -5.5148 -5.2356 -4.9556 -4.6545 -4.3280 -3.9908
 -3.6704 -3.3888 -3.1547 -2.9686 -2.8270 -2.7231 -2.6487 -2.5963 -2.5597 -2.5322
 -2.5050
 -7.6981 -7.5167 -7.3193 -7.1078 -6.9047 -6.7526 -6.6715 -6.6200 -6.5229 -6.3558
 -6.1363 -5.9182 -5.7422 -5.6000 -5.4748 -5.1867 -4.9061 -4.6114 -4.2947 -3.9644
 -3.6440 -3.3558 -3.1118 -2.9147 -2.7621 -2.6489 -2.5688 -2.5139 -2.4773 -2.4523
 -2.4341
 -7.7725 -7.5454 -7.3336 -7.1358 -6.9181 -6.7048 -6.5288 -6.4045 -6.3226 -6.2503
 -6.1453 -5.9795 -5.7764 -5.6019 -5.4606 -5.1615 -4.8789 -4.5890 -4.2816 -3.9597
 -3.6411 -3.3470 -3.0920 -2.8815 -2.7148 -2.5883 -2.4972 -2.4353 -2.3957 -2.3711
 -2.3558
 -7.9009 -7.6044 -7.3608 -7.1649 -6.9675 -6.7473 -6.5274 -6.3354 -6.1838 -6.0682
 -5.9764 -5.8909 -5.7896 -5.6435 -5.4749 -5.1546 -4.8696 -4.5831 -4.2834 -3.9700
 -3.6552 -3.3573 -3.0921 -2.8678 -2.6857 -2.5435 -2.4381 -2.3648 -2.3179 -2.2904
 -2.2754
 -8.0831 -7.6937 -7.4329 -7.2118 -7.0098 -6.8154 -6.5965 -6.3734 -6.1707 -6.0007
 -5.8625 -5.7488 -5.6514 -5.5611 -5.5177 -5.1660 -4.8782 -4.5937 -4.3001
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.1803 -8.0332 -7.8533 -7.6442 -7.4172 -7.2218 -7.0620 -6.9289 -6.8152 -6.7146
 -6.6217 -6.5320 -6.4416 -6.3472 -6.2475 -5.9918 -5.7049 -5.3732 -5.0425
 -8.2025 -8.0279 -7.8338 -7.6225 -7.3755 -7.1634 -6.9992 -6.8631 -6.7422 -6.6327
 -6.5286 -6.4271 -6.3276 -6.2285 -6.1286 -5.8698 -5.5867 -5.2641 -4.9267 -4.5870
 -8.2142 -8.0459 -7.8484 -7.6250 -7.3732 -7.1140 -6.9145 -6.7600 -6.6285 -6.5159
 -6.4106 -6.3096 -6.2110 -6.1134 -6.0153 -5.7603 -5.4789 -5.1637 -4.8241 -4.4829
 -4.1634
 -8.2048 -8.0540 -7.8612 -7.6472 -7.3969 -7.1154 -6.8632 -6.6754 -6.5295 -6.4045
 -6.2961 -6.1939 -6.0956 -5.9994 -5.9033 -5.6553 -5.3815 -5.0720 -4.7347 -4.3938
 -4.0758 -3.7954
 -7.9796 -7.9757 -7.8396 -7.6520 -7.4268 -7.1583 -6.8659 -6.6276 -6.4498 -6.3070
 -6.1904 -6.0847 -5.9846 -5.8881 -5.7930 -5.5517 -5.2880 -4.9890 -4.6585 -4.3197
 -4.0015 -3.7211 -3.4847 -3.2930
 -7.7866 -7.7085 -7.7171 -7.6018 -7.4248 -7.1974 -6.9213 -6.6346 -6.4091 -6.2388
 -6.1011 -5.9878 -5.8834 -5.7844 -5.6885 -5.4507 -5.1967 -4.9104 -4.5910 -4.2570
 -3.9384 -3.6558 -3.4166 -3.2224 -3.0701 -2.9531 -2.8639 -2.7920 -2.7270 -2.6674
 -7.7414 -7.5538 -7.4299 -7.4292 -7.3464 -7.1869 -6.9695 -6.6992 -6.4256 -6.2075
 -6.0428 -5.9098 -5.7976 -5.6939 -5.5950 -5.3566 -5.1100 -4.8361 -4.5302 -4.2043
 -3.8864 -3.6003 -3.3562 -3.1567 -2.9996 -2.8789 -2.7874 -2.7182 -2.6631 -2.6129
 -2.5657
 -7.7350 -7.5278 -7.3254 -7.1637 -7.1169 -7.0747 -6.9428 -6.7481 -6.4966 -6.2377
 -6.0252 -5.8634 -5.7334 -5.6221 -5.5182 -5.2747 -5.0319 -4.7690 -4.4766 -4.1610
 -3.8461 -3.5564 -3.3058 -3.0988 -2.9342 -2.8073 -2.7115 -2.6397 -2.5868 -2.5459
 -2.5080
 -7.7297 -7.5303 -7.3222 -7.1066 -6.9187 -6.8133 -6.7723 -6.6874 -6.5276 -6.3059
 -6.0631 -5.8584 -5.6990 -5.5713 -5.4604 -5.2082 -4.9653 -4.7095 -4.4287 -4.1242
 -3.8139 -3.5216 -3.2640 -3.0480 -2.8741 -2.7386 -2.6364 -2.5608 -2.5060 -2.4673
 -2.4387
 -7.8092 -7.5691 -7.3439 -7.1323 -6.9080 -6.7021 -6.5522 -6.4676 -6.4056 -6.3031
 -6.1328 -5.9181 -5.7163 -5.5567 -5.4294 -5.1645 -4.9188 -4.6677 -4.3973 -4.1046
 -3.8016 -3.5084 -3.2438 -3.0171 -2.8310 -2.6834 -2.5708 -2.4875 -2.4286 -2.3882
 -2.3613
 -7.9608 -7.6442 -7.3831 -7.1721 -6.9591 -6.7300 -6.5125 -6.3349 -6.2079 -6.1196
 -6.0411 -5.9384 -5.7820 -5.5915 -5.4313 -5.1410 -4.8904 -4.6411 -4.3785 -4.0968
 -3.8022 -3.5109 -3.2407 -3.0036 -2.8045 -2.6430 -2.5172 -2.4228 -2.3558 -2.3111
 -2.2829
 -8.1847 -7.7556 -7.4398 -7.2164 -7.0150 -6.8037 -6.5741 -6.3497 -6.1550 -6.0000
 -5.8813 -5.7867 -5.7007 -5.6056 -5.4661 -5.1377 -4.8801 -4.6297 -4.3723
