 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F140M
  0.6524  0.5017  0.3840  0.3858  0.3846  0.3944  0.4209  0.4215  0.4261  0.4382
  0.4461  0.4430  0.4301  0.4123  0.3912  0.3277  0.2222  0.0681 -0.0371
  0.5663  0.5221  0.4848  0.4471  0.4121  0.4055  0.4095  0.4108  0.4139  0.4183
  0.4179  0.4107  0.3976  0.3794  0.3565  0.2794  0.1812  0.0717 -0.0419 -0.1569
  0.5990  0.5502  0.5097  0.4751  0.4443  0.4134  0.3962  0.3970  0.4005  0.4015
  0.3985  0.3894  0.3748  0.3554  0.3317  0.2551  0.1602  0.0540 -0.0566 -0.1684
 -0.2804
  0.6335  0.5811  0.5358  0.4968  0.4625  0.4321  0.4056  0.3853  0.3816  0.3854
  0.3837  0.3740  0.3581  0.3373  0.3125  0.2350  0.1420  0.0388 -0.0694 -0.1787
 -0.2878 -0.3967
  0.6637  0.6132  0.5646  0.5215  0.4830  0.4481  0.4171  0.3913  0.3733  0.3641
  0.3619  0.3569  0.3440  0.3236  0.2979  0.2189  0.1266  0.0256 -0.0803 -0.1879
 -0.2950 -0.4014 -0.5075 -0.6134
  0.6861  0.6401  0.5937  0.5483  0.5064  0.4680  0.4326  0.4010  0.3751  0.3559
  0.3414  0.3312  0.3209  0.3056  0.2838  0.2061  0.1139  0.0145 -0.0895 -0.1957
 -0.3017 -0.4066 -0.5105 -0.6138 -0.7173 -0.8208 -0.9238 -1.0258 -1.1266 -1.2259
  0.6977  0.6577  0.6182  0.5736  0.5308  0.4900  0.4516  0.4159  0.3839  0.3573
  0.3347  0.3147  0.2973  0.2806  0.2615  0.1932  0.1030  0.0049 -0.0975 -0.2022
 -0.3074 -0.4116 -0.5143 -0.6158 -0.7162 -0.8157 -0.9148 -1.0140 -1.1137 -1.2134
 -1.3103
  0.6959  0.6632  0.6302  0.5915  0.5512  0.5110  0.4714  0.4333  0.3974  0.3651
  0.3365  0.3103  0.2856  0.2623  0.2398  0.1753  0.0917 -0.0039 -0.1045 -0.2076
 -0.3119 -0.4157 -0.5180 -0.6185 -0.7175 -0.8152 -0.9119 -1.0080 -1.1041 -1.2006
 -1.2977
  0.6781  0.6536  0.6267  0.5963  0.5607  0.5242  0.4869  0.4491  0.4116  0.3760
  0.3430  0.3122  0.2827  0.2541  0.2265  0.1573  0.0777 -0.0137 -0.1122 -0.2137
 -0.3167 -0.4201 -0.5224 -0.6230 -0.7215 -0.8182 -0.9135 -1.0077 -1.1015 -1.1949
 -1.2879
  0.6413  0.6258  0.6060  0.5823  0.5552  0.5250  0.4923  0.4582  0.4226  0.3867
  0.3515  0.3177  0.2850  0.2531  0.2218  0.1446  0.0652 -0.0230 -0.1186 -0.2182
 -0.3195 -0.4216 -0.5235 -0.6242 -0.7228 -0.8192 -0.9136 -1.0063 -1.0977 -1.1883
 -1.2799
  0.5862  0.5796  0.5681  0.5523  0.5327  0.5095  0.4832  0.4542  0.4232  0.3905
  0.3566  0.3223  0.2882  0.2544  0.2207  0.1375  0.0546 -0.0317 -0.1247 -0.2224
 -0.3223 -0.4229 -0.5238 -0.6241 -0.7230 -0.8197 -0.9141 -1.0063 -1.0966 -1.1855
 -1.2734
  0.5235  0.5226  0.5174  0.5081  0.4950  0.4784  0.4585  0.4355  0.4098  0.3819
  0.3521  0.3207  0.2880  0.2544  0.2203  0.1337  0.0472 -0.0399 -0.1306
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F140M
  0.4532  0.3900  0.3699  0.3814  0.3925  0.4022  0.4084  0.4101  0.4109  0.4129
  0.4131  0.4087  0.3982  0.3825  0.3624  0.2989  0.2097  0.0907 -0.0237
  0.4923  0.4535  0.4098  0.3737  0.3808  0.3906  0.3940  0.3928  0.3912  0.3913
  0.3896  0.3835  0.3718  0.3552  0.3346  0.2677  0.1800  0.0757 -0.0367 -0.1517
