 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  i   
 -1.2964 -1.2730 -1.4572 -1.4524 -1.3599 -1.2108 -1.0345 -0.9156 -0.8126 -0.7035
 -0.5992 -0.4987 -0.4048 -0.3200 -0.2472 -0.0950 -0.0350 -0.0356 -0.0169
 -1.2853 -1.1926 -1.1176 -1.0753 -1.0662 -1.0312 -0.9462 -0.8436 -0.7439 -0.6471
 -0.5530 -0.4637 -0.3818 -0.3088 -0.2455 -0.1274 -0.0600 -0.0319 -0.0275 -0.0368
 -1.1458 -1.0606 -0.9782 -0.9052 -0.8479 -0.8201 -0.8060 -0.7638 -0.6916 -0.6067
 -0.5229 -0.4422 -0.3675 -0.3008 -0.2431 -0.1356 -0.0740 -0.0493 -0.0469 -0.0562
 -0.0732
 -1.0211 -0.9533 -0.8802 -0.8074 -0.7404 -0.6823 -0.6394 -0.6176 -0.5958 -0.5532
 -0.4915 -0.4230 -0.3563 -0.2956 -0.2426 -0.1434 -0.0858 -0.0635 -0.0630 -0.0730
 -0.0893 -0.1106
 -0.8971 -0.8499 -0.7931 -0.7305 -0.6671 -0.6075 -0.5541 -0.5085 -0.4763 -0.4513
 -0.4240 -0.3852 -0.3374 -0.2868 -0.2394 -0.1481 -0.0937 -0.0735 -0.0750 -0.0869
 -0.1037 -0.1244 -0.1488 -0.1773
 -0.7732 -0.7416 -0.7034 -0.6559 -0.6030 -0.5486 -0.4968 -0.4493 -0.4065 -0.3696
 -0.3404 -0.3158 -0.2890 -0.2582 -0.2252 -0.1475 -0.0965 -0.0777 -0.0812 -0.0966
 -0.1156 -0.1372 -0.1615 -0.1885 -0.2186 -0.2523 -0.2900 -0.3319 -0.3782 -0.4289
 -0.6531 -0.6314 -0.6075 -0.5746 -0.5355 -0.4916 -0.4459 -0.4015 -0.3605 -0.3225
 -0.2880 -0.2585 -0.2341 -0.2123 -0.1905 -0.1372 -0.0934 -0.0742 -0.0805 -0.1003
 -0.1235 -0.1478 -0.1733 -0.2005 -0.2295 -0.2595 -0.2922 -0.3295 -0.3731 -0.4230
 -0.4755
 -0.5405 -0.5240 -0.5075 -0.4859 -0.4592 -0.4280 -0.3927 -0.3550 -0.3182 -0.2835
 -0.2514 -0.2220 -0.1958 -0.1737 -0.1545 -0.1145 -0.0832 -0.0668 -0.0733 -0.0965
 -0.1251 -0.1540 -0.1826 -0.2115 -0.2412 -0.2718 -0.3029 -0.3363 -0.3741 -0.4181
 -0.4692
 -0.4390 -0.4243 -0.4100 -0.3935 -0.3756 -0.3546 -0.3305 -0.3030 -0.2733 -0.2435
 -0.2154 -0.1896 -0.1660 -0.1448 -0.1260 -0.0898 -0.0663 -0.0554 -0.0617 -0.0864
 -0.1196 -0.1542 -0.1877 -0.2202 -0.2522 -0.2839 -0.3162 -0.3493 -0.3851 -0.4240
 -0.4654
 -0.3523 -0.3372 -0.3220 -0.3068 -0.2916 -0.2764 -0.2607 -0.2428 -0.2227 -0.2001
 -0.1773 -0.1560 -0.1364 -0.1184 -0.1020 -0.0690 -0.0485 -0.0412 -0.0482 -0.0719
 -0.1070 -0.1461 -0.1852 -0.2227 -0.2586 -0.2933 -0.3273 -0.3610 -0.3951 -0.4306
 -0.4681
 -0.2823 -0.2619 -0.2436 -0.2271 -0.2122 -0.1989 -0.1869 -0.1758 -0.1638 -0.1500
 -0.1343 -0.1183 -0.1032 -0.0895 -0.0771 -0.0505 -0.0322 -0.0269 -0.0352 -0.0572
 -0.0915 -0.1323 -0.1755 -0.2183 -0.2593 -0.2982 -0.3356 -0.3716 -0.4068 -0.4422
 -0.4784
 -0.2248 -0.1802 -0.1513 -0.1338 -0.1237 -0.1177 -0.1128 -0.1072 -0.1006 -0.0931
 -0.0848 -0.0756 -0.0657 -0.0565 -0.0482 -0.0309 -0.0173 -0.0131 -0.0222
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  i   
 -1.5944 -1.5867 -1.5419 -1.4131 -1.2565 -1.1030 -0.9718 -0.8627 -0.7636 -0.6692
 -0.5792 -0.4933 -0.4122 -0.3363 -0.2670 -0.1231 -0.0403 -0.0094  0.0014
 -1.3915 -1.3038 -1.2694 -1.2623 -1.1838 -1.0565 -0.9282 -0.8189 -0.7238 -0.6350
 -0.5508 -0.4705 -0.3947 -0.3245 -0.2609 -0.1363 -0.0595 -0.0238 -0.0167 -0.0253
 -1.2686 -1.1678 -1.0806 -1.0199 -1.0040 -0.9767 -0.8907 -0.7870 -0.6941 -0.6105
 -0.5317 -0.4566 -0.3858 -0.3202 -0.2609 -0.1459 -0.0748 -0.0409 -0.0347 -0.0434
 -0.0605
 -1.1668 -1.0758 -0.9849 -0.8987 -0.8295 -0.7889 -0.7735 -0.7372 -0.6655 -0.5883
 -0.5151 -0.4452 -0.3790 -0.3175 -0.2621 -0.1545 -0.0877 -0.0550 -0.0492 -0.0585
 -0.0752 -0.0971
 -1.0692 -0.9937 -0.9128 -0.8314 -0.7551 -0.6866 -0.6329 -0.5995 -0.5812 -0.5464
 -0.4923 -0.4310 -0.3703 -0.3130 -0.2610 -0.1600 -0.0968 -0.0652 -0.0599 -0.0704
 -0.0879 -0.1096 -0.1349 -0.1650
 -0.9731 -0.9101 -0.8432 -0.7720 -0.7000 -0.6315 -0.5684 -0.5131 -0.4708 -0.4446
 -0.4232 -0.3926 -0.3509 -0.3030 -0.2558 -0.1612 -0.1014 -0.0709 -0.0661 -0.0785
 -0.0982 -0.1210 -0.1463 -0.1745 -0.2051 -0.2390 -0.2773 -0.3210 -0.3700 -0.4218
 -0.8726 -0.8215 -0.7678 -0.7101 -0.6482 -0.5855 -0.5252 -0.4688 -0.4178 -0.3744
 -0.3406 -0.3163 -0.2942 -0.2680 -0.2371 -0.1572 -0.1012 -0.0718 -0.0672 -0.0816
 -0.1046 -0.1301 -0.1569 -0.1853 -0.2156 -0.2476 -0.2824 -0.3212 -0.3650 -0.4143
 -0.4687
 -0.7764 -0.7286 -0.6869 -0.6400 -0.5907 -0.5379 -0.4841 -0.4318 -0.3825 -0.3370
 -0.2965 -0.2620 -0.2348 -0.2133 -0.1935 -0.1426 -0.0958 -0.0681 -0.0634 -0.0788
 -0.1056 -0.1352 -0.1651 -0.1953 -0.2262 -0.2570 -0.2892 -0.3246 -0.3646 -0.4103
 -0.4623
 -0.6917 -0.6410 -0.6021 -0.5633 -0.5231 -0.4816 -0.4377 -0.3922 -0.3476 -0.3050
 -0.2656 -0.2299 -0.1985 -0.1724 -0.1516 -0.1128 -0.0820 -0.0599 -0.0556 -0.0710
 -0.1005 -0.1349 -0.1693 -0.2030 -0.2361 -0.2692 -0.3030 -0.3388 -0.3768 -0.4166
 -0.4580
 -0.6270 -0.5686 -0.5243 -0.4850 -0.4511 -0.4171 -0.3829 -0.3469 -0.3096 -0.2722
