 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  o   
 -1.9170 -1.9387 -1.8324 -1.6555 -1.4870 -1.3421 -1.2150 -1.1098 -1.0216 -0.9431
 -0.8745 -0.8112 -0.7521 -0.6967 -0.6446 -0.5290 -0.4345 -0.3616 -0.3088 -0.2727
 -0.2492 -0.2352
 -1.8281 -1.7203 -1.7271 -1.6617 -1.5092 -1.3576 -1.2252 -1.1120 -1.0180 -0.9379
 -0.8676 -0.8051 -0.7471 -0.6930 -0.6421 -0.5288 -0.4356 -0.3635 -0.3118 -0.2770
 -0.2547 -0.2419 -0.2359 -0.2344
 -1.8171 -1.6604 -1.5457 -1.5156 -1.4938 -1.3749 -1.2413 -1.1224 -1.0206 -0.9355
 -0.8627 -0.7998 -0.7427 -0.6896 -0.6399 -0.5291 -0.4373 -0.3659 -0.3146 -0.2806
 -0.2593 -0.2476 -0.2428 -0.2427 -0.2457 -0.2521 -0.2627 -0.2777 -0.2968 -0.3194
 -1.8200 -1.6562 -1.5099 -1.3945 -1.3308 -1.3113 -1.2479 -1.1370 -1.0307 -0.9386
 -0.8612 -0.7954 -0.7383 -0.6861 -0.6373 -0.5290 -0.4389 -0.3681 -0.3171 -0.2833
 -0.2629 -0.2522 -0.2488 -0.2504 -0.2550 -0.2622 -0.2726 -0.2869 -0.3054 -0.3279
 -0.3541
 -1.8240 -1.6630 -1.5115 -1.3764 -1.2649 -1.1855 -1.1393 -1.1046 -1.0380 -0.9480
 -0.8647 -0.7943 -0.7346 -0.6824 -0.6344 -0.5283 -0.4399 -0.3698 -0.3189 -0.2852
 -0.2652 -0.2555 -0.2534 -0.2569 -0.2637 -0.2728 -0.2842 -0.2984 -0.3163 -0.3381
 -0.3642
 -1.8319 -1.6698 -1.5199 -1.3811 -1.2572 -1.1522 -1.0691 -1.0070 -0.9616 -0.9199
 -0.8642 -0.7955 -0.7322 -0.6780 -0.6301 -0.5258 -0.4390 -0.3698 -0.3191 -0.2853
 -0.2657 -0.2569 -0.2563 -0.2617 -0.2709 -0.2826 -0.2964 -0.3123 -0.3303 -0.3513
 -0.3762
 -1.8314 -1.6759 -1.5299 -1.3926 -1.2663 -1.1533 -1.0558 -0.9744 -0.9081 -0.8537
 -0.8087 -0.7675 -0.7230 -0.6735 -0.6266 -0.5240 -0.4385 -0.3700 -0.3191 -0.2848
 -0.2650 -0.2566 -0.2570 -0.2640 -0.2757 -0.2902 -0.3068 -0.3250 -0.3448 -0.3666
 -0.3903
 -1.8367 -1.6820 -1.5379 -1.4034 -1.2783 -1.1639 -1.0612 -0.9712 -0.8941 -0.8284
 -0.7722 -0.7240 -0.6823 -0.6446 -0.6079 -0.5196 -0.4372 -0.3692 -0.3181 -0.2832
 -0.2626 -0.2541 -0.2551 -0.2636 -0.2774 -0.2948 -0.3146 -0.3359 -0.3582 -0.3817
 -0.4060
 -1.8479 -1.6881 -1.5402 -1.4121 -1.2889 -1.1755 -1.0721 -0.9790 -0.8965 -0.8242
 -0.7613 -0.7065 -0.6585 -0.6165 -0.5740 -0.5126 -0.4351 -0.3674 -0.3161
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  o   
 -2.0674 -1.8829 -1.7223 -1.5833 -1.4357 -1.3146 -1.2140 -1.1247 -1.0437 -0.9690
 -0.8990 -0.8331 -0.7713 -0.7136 -0.6596 -0.5400 -0.4385 -0.3580 -0.2947
 -2.1419 -1.9262 -1.7404 -1.5816 -1.4383 -1.3081 -1.2013 -1.1107 -1.0258 -0.9519
 -0.8827 -0.8179 -0.7573 -0.7005 -0.6473 -0.5297 -0.4328 -0.3553 -0.2961 -0.2532
 -2.1622 -1.9771 -1.7761 -1.5982 -1.4497 -1.3111 -1.1952 -1.1003 -1.0142 -0.9395
 -0.8714 -0.8079 -0.7485 -0.6929 -0.6407 -0.5249 -0.4297 -0.3543 -0.2979 -0.2577
 -0.2307
 -1.9504 -1.9801 -1.8137 -1.6279 -1.4628 -1.3223 -1.1976 -1.0953 -1.0087 -0.9305
 -0.8629 -0.8006 -0.7424 -0.6881 -0.6370 -0.5232 -0.4292 -0.3550 -0.3001 -0.2616
 -0.2362 -0.2207
 -1.8414 -1.8019 -1.7950 -1.6547 -1.4876 -1.3373 -1.2086 -1.0971 -1.0051 -0.9258
 -0.8562 -0.7946 -0.7376 -0.6844 -0.6344 -0.5231 -0.4302 -0.3568 -0.3028 -0.2652
 -0.2409 -0.2264 -0.2193 -0.2176
 -1.8212 -1.6701 -1.5997 -1.6057 -1.5044 -1.3587 -1.2235 -1.1065 -1.0072 -0.9238
 -0.8514 -0.7894 -0.7331 -0.6810 -0.6322 -0.5233 -0.4320 -0.3591 -0.3053 -0.2684
 -0.2450 -0.2314 -0.2253 -0.2247 -0.2278 -0.2341 -0.2450 -0.2610 -0.2805 -0.3040
 -1.8319 -1.6593 -1.5158 -1.4247 -1.4078 -1.3605 -1.2417 -1.1215 -1.0165 -0.9260
 -0.8504 -0.7851 -0.7288 -0.6774 -0.6296 -0.5232 -0.4336 -0.3614 -0.3078 -0.2711
 -0.2483 -0.2356 -0.2306 -0.2311 -0.2354 -0.2427 -0.2533 -0.2678 -0.2873 -0.3105
 -0.3377
 -1.8538 -1.6738 -1.5142 -1.3794 -1.2804 -1.2294 -1.2031 -1.1319 -1.0303 -0.9354
 -0.8532 -0.7841 -0.7251 -0.6737 -0.6264 -0.5223 -0.4346 -0.3634 -0.3099 -0.2731
 -0.2505 -0.2386 -0.2347 -0.2366 -0.2425 -0.2512 -0.2628 -0.2774 -0.2958 -0.3188
 -0.3458
 -1.8821 -1.6954 -1.5299 -1.3836 -1.2586 -1.1596 -1.0904 -1.0467 -1.0064 -0.9413
 -0.8602 -0.7858 -0.7230 -0.6694 -0.6221 -0.5197 -0.4338 -0.3637 -0.3105 -0.2737
 -0.2512 -0.2400 -0.2372 -0.2406 -0.2483 -0.2591 -0.2725 -0.2884 -0.3072 -0.3295
 -0.3560
 -1.9108 -1.7228 -1.5541 -1.4029 -1.2692 -1.1540 -1.0589 -0.9843 -0.9274 -0.8824
 -0.8388 -0.7865 -0.7254 -0.6686 -0.6197 -0.5178 -0.4334 -0.3642 -0.3112 -0.2740
 -0.2511 -0.2400 -0.2379 -0.2426 -0.2522 -0.2652 -0.2809 -0.2989 -0.3191 -0.3415
 -0.3677
 -1.9551 -1.7560 -1.5807 -1.4270 -1.2892 -1.1676 -1.0619 -0.9724 -0.8985 -0.8376
 -0.7867 -0.7428 -0.7015 -0.6589 -0.6142 -0.5154 -0.4323 -0.3639 -0.3109 -0.2733
 -0.2497 -0.2383 -0.2366 -0.2423 -0.2535 -0.2687 -0.2871 -0.3077 -0.3302 -0.3546
 -0.3809
 -2.0152 -1.7950 -1.6023 -1.4519 -1.3125 -1.1876 -1.0771 -0.9804 -0.8971 -0.8261
 -0.7657 -0.7137 -0.6684 -0.6281 -0.6056 -0.5125 -0.4305 -0.3628 -0.3096
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  o   
 -2.0095 -1.8388 -1.6885 -1.5567 -1.4104 -1.2974 -1.2006 -1.1116 -1.0299 -0.9551
 -0.8862 -0.8213 -0.7604 -0.7035 -0.6505 -0.5330 -0.4331 -0.3532 -0.2892
 -2.0786 -1.8777 -1.7043 -1.5558 -1.4148 -1.2901 -1.1868 -1.0961 -1.0126 -0.9385
 -0.8710 -0.8070 -0.7473 -0.6913 -0.6391 -0.5233 -0.4273 -0.3498 -0.2894 -0.2447
 -2.1422 -1.9351 -1.7393 -1.5697 -1.4275 -1.2922 -1.1805 -1.0874 -1.0011 -0.9276
 -0.8603 -0.7976 -0.7390 -0.6843 -0.6329 -0.5189 -0.4242 -0.3483 -0.2903 -0.2480
 -0.2190
 -2.0958 -1.9769 -1.7843 -1.5996 -1.4407 -1.3049 -1.1821 -1.0820 -0.9972 -0.9190
 -0.8522 -0.7905 -0.7331 -0.6795 -0.6293 -0.5173 -0.4238 -0.3488 -0.2919 -0.2511
 -0.2235 -0.2064
 -1.8789 -1.8986 -1.8076 -1.6344 -1.4649 -1.3192 -1.1924 -1.0838 -0.9933 -0.9148
 -0.8457 -0.7848 -0.7284 -0.6759 -0.6268 -0.5171 -0.4249 -0.3504 -0.2941 -0.2541
 -0.2275 -0.2113 -0.2029 -0.2008
 -1.8227 -1.6950 -1.6935 -1.6409 -1.4920 -1.3399 -1.2077 -1.0928 -0.9950 -0.9131
 -0.8411 -0.7796 -0.7240 -0.6725 -0.6244 -0.5173 -0.4265 -0.3528 -0.2966 -0.2570
 -0.2311 -0.2156 -0.2081 -0.2066 -0.2095 -0.2162 -0.2273 -0.2435 -0.2634 -0.2876
 -1.8331 -1.6602 -1.5308 -1.4916 -1.4759 -1.3599 -1.2263 -1.1067 -1.0034 -0.9147
 -0.8403 -0.7754 -0.7197 -0.6689 -0.6218 -0.5170 -0.4282 -0.3552 -0.2993 -0.2597
 -0.2341 -0.2193 -0.2126 -0.2120 -0.2157 -0.2228 -0.2333 -0.2483 -0.2682 -0.2920
 -0.3199
 -1.8671 -1.6747 -1.5139 -1.3872 -1.3164 -1.2995 -1.2354 -1.1238 -1.0167 -0.9232
 -0.8426 -0.7745 -0.7160 -0.6651 -0.6186 -0.5161 -0.4293 -0.3574 -0.3016 -0.2619
 -0.2364 -0.2221 -0.2162 -0.2166 -0.2215 -0.2296 -0.2407 -0.2554 -0.2744 -0.2981
 -0.3258
 -1.9093 -1.7060 -1.5313 -1.3825 -1.2615 -1.1766 -1.1325 -1.0981 -1.0261 -0.9339
 -0.8487 -0.7757 -0.7138 -0.6607 -0.6140 -0.5132 -0.4284 -0.3579 -0.3026 -0.2627
 -0.2372 -0.2234 -0.2184 -0.2199 -0.2262 -0.2359 -0.2486 -0.2642 -0.2831 -0.3062
 -0.3339
 -1.9649 -1.7504 -1.5646 -1.4048 -1.2679 -1.1542 -1.0661 -1.0041 -0.9611 -0.9174
 -0.8564 -0.7841 -0.7174 -0.6604 -0.6116 -0.5111 -0.4278 -0.3585 -0.3037 -0.2636
 -0.2376 -0.2236 -0.2191 -0.2216 -0.2292 -0.2407 -0.2552 -0.2724 -0.2925 -0.3158
 -0.3427
 -2.0447 -1.8079 -1.6068 -1.4380 -1.2920 -1.1667 -1.0610 -0.9748 -0.9072 -0.8542
 -0.8096 -0.7657 -0.7166 -0.6619 -0.6108 -0.5089 -0.4266 -0.3583 -0.3040 -0.2637
 -0.2370 -0.2226 -0.2181 -0.2213 -0.2302 -0.2434 -0.2600 -0.2794 -0.3014 -0.3260
 -0.3533
 -2.1488 -1.8785 -1.6531 -1.4776 -1.3244 -1.1915 -1.0770 -0.9793 -0.8973 -0.8295
 -0.7733 -0.7255 -0.6829 -0.6424 -0.6116 -0.5066 -0.4248 -0.3573 -0.3035
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  o   
 -1.9485 -1.8048 -1.6659 -1.5315 -1.3920 -1.2683 -1.1631 -1.0726 -0.9938 -0.9240
 -0.8610 -0.8027 -0.7475 -0.6940 -0.6417 -0.5258 -0.4271 -0.3453 -0.2830
 -2.0311 -1.8355 -1.6713 -1.5355 -1.3958 -1.2747 -1.1739 -1.0844 -1.0008 -0.9277
 -0.8600 -0.7968 -0.7378 -0.6827 -0.6311 -0.5169 -0.4217 -0.3433 -0.2828 -0.2368
 -2.1084 -1.8904 -1.7040 -1.5462 -1.4087 -1.2757 -1.1675 -1.0753 -0.9898 -0.9169
 -0.8501 -0.7879 -0.7299 -0.6759 -0.6253 -0.5127 -0.4188 -0.3425 -0.2833 -0.2391
 -0.2081
 -2.1254 -1.9504 -1.7509 -1.5721 -1.4236 -1.2884 -1.1679 -1.0700 -0.9863 -0.9085
 -0.8423 -0.7812 -0.7243 -0.6713 -0.6218 -0.5113 -0.4184 -0.3429 -0.2845 -0.2415
 -0.2117 -0.1928
 -1.9650 -1.9477 -1.7938 -1.6098 -1.4433 -1.3057 -1.1783 -1.0710 -0.9823 -0.9037
 -0.8359 -0.7755 -0.7197 -0.6678 -0.6192 -0.5110 -0.4195 -0.3445 -0.2864 -0.2440
 -0.2150 -0.1968 -0.1871 -0.1842
 -1.8288 -1.7594 -1.7652 -1.6387 -1.4735 -1.3218 -1.1949 -1.0794 -0.9837 -0.9032
 -0.8313 -0.7705 -0.7153 -0.6643 -0.6168 -0.5111 -0.4212 -0.3469 -0.2889 -0.2466
 -0.2181 -0.2005 -0.1914 -0.1889 -0.1913 -0.1983 -0.2099 -0.2260 -0.2459 -0.2705
 -1.8298 -1.6634 -1.5702 -1.5773 -1.4898 -1.3467 -1.2107 -1.0945 -0.9915 -0.9043
 -0.8312 -0.7664 -0.7111 -0.6608 -0.6141 -0.5107 -0.4228 -0.3494 -0.2916 -0.2493
 -0.2208 -0.2037 -0.1952 -0.1933 -0.1963 -0.2033 -0.2140 -0.2291 -0.2488 -0.2728
 -0.3012
 -1.8640 -1.6710 -1.5146 -1.4079 -1.3853 -1.3463 -1.2306 -1.1104 -1.0046 -0.9122
 -0.8328 -0.7658 -0.7073 -0.6569 -0.6109 -0.5097 -0.4238 -0.3517 -0.2942 -0.2516
 -0.2231 -0.2062 -0.1983 -0.1971 -0.2009 -0.2086 -0.2196 -0.2341 -0.2529 -0.2768
 -0.3048
 -1.9183 -1.7055 -1.5276 -1.3812 -1.2711 -1.2147 -1.1910 -1.1200 -1.0181 -0.9219
 -0.8376 -0.7665 -0.7052 -0.6524 -0.6062 -0.5067 -0.4228 -0.3522 -0.2954 -0.2529
 -0.2242 -0.2075 -0.2001 -0.1998 -0.2046 -0.2133 -0.2254 -0.2406 -0.2593 -0.2824
 -0.3106
 -1.9954 -1.7617 -1.5649 -1.4014 -1.2653 -1.1574 -1.0833 -1.0412 -1.0014 -0.9333
 -0.8507 -0.7744 -0.7085 -0.6521 -0.6036 -0.5043 -0.4220 -0.3529 -0.2969 -0.2542
 -0.2251 -0.2080 -0.2009 -0.2012 -0.2070 -0.2170 -0.2304 -0.2467 -0.2662 -0.2894
 -0.3168
 -2.1078 -1.8396 -1.6183 -1.4393 -1.2893 -1.1637 -1.0609 -0.9816 -0.9247 -0.8814
 -0.8365 -0.7802 -0.7158 -0.6556 -0.6037 -0.5020 -0.4206 -0.3527 -0.2974 -0.2548
 -0.2252 -0.2076 -0.2002 -0.2009 -0.2077 -0.2189 -0.2340 -0.2520 -0.2729 -0.2971
 -0.3247
 -2.2555 -1.9392 -1.6878 -1.4900 -1.3272 -1.1899 -1.0743 -0.9776 -0.8991 -0.8368
 -0.7868 -0.7433 -0.7001 -0.6539 -0.6065 -0.4998 -0.4186 -0.3516 -0.2969
