 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  w   
 -1.5970 -1.5314 -1.4742 -1.4247 -1.3814 -1.2890 -1.2053 -1.1367 -1.0882 -1.0593
 -1.0475 -1.0489 -1.0572 -1.0679 -1.0786 -1.0887 -1.0984 -1.1077 -1.1171 -1.1274
 -1.1401
 -2.6310 -2.4484 -2.3113 -2.1970 -2.0948 -1.9991 -1.9080 -1.8214 -1.7392 -1.6614
 -1.5887 -1.5222 -1.4626 -1.4100 -1.3636 -1.2690 -1.1923 -1.1281 -1.0807 -1.0511
 -1.0384 -1.0400 -1.0512 -1.0667 -1.0831 -1.0987 -1.1135 -1.1270 -1.1397 -1.1523
 -1.1653
 -2.6950 -2.4686 -2.3050 -2.1778 -2.0700 -1.9745 -1.8866 -1.8032 -1.7247 -1.6503
 -1.5800 -1.5146 -1.4544 -1.4005 -1.3525 -1.2546 -1.1789 -1.1180 -1.0721
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  w   
 -3.5021 -3.3150 -3.0670 -2.8346 -2.6162 -2.4275 -2.2852 -2.1684 -2.0622 -1.9588
 -1.8618 -1.7700 -1.6837 -1.6029 -1.5277 -1.3643 -1.2354 -1.1376 -1.0666
 -3.2039 -3.1864 -3.0318 -2.8115 -2.6003 -2.4055 -2.2504 -2.1268 -2.0188 -1.9172
 -1.8223 -1.7329 -1.6489 -1.5707 -1.4981 -1.3433 -1.2238 -1.1347 -1.0709 -1.0264
 -3.0120 -2.8972 -2.8781 -2.7819 -2.5932 -2.4049 -2.2359 -2.1012 -1.9899 -1.8894
 -1.7967 -1.7096 -1.6280 -1.5520 -1.4816 -1.3323 -1.2186 -1.1349 -1.0755 -1.0346
 -1.0065
 -2.9405 -2.7703 -2.6427 -2.5870 -2.5437 -2.4031 -2.2385 -2.0908 -1.9716 -1.8701
 -1.7791 -1.6942 -1.6148 -1.5408 -1.4723 -1.3271 -1.2171 -1.1369 -1.0806 -1.0424
 -1.0169 -0.9989
 -2.8925 -2.7207 -2.5628 -2.4324 -2.3419 -2.2961 -2.2233 -2.0935 -1.9645 -1.8571
 -1.7659 -1.6829 -1.6054 -1.5333 -1.4666 -1.3247 -1.2173 -1.1393 -1.0852 -1.0493
 -1.0264 -1.0107 -0.9996 -0.9920
 -2.8513 -2.6867 -2.5292 -2.3836 -2.2568 -2.1529 -2.0784 -2.0276 -1.9541 -1.8512
 -1.7558 -1.6735 -1.5977 -1.5273 -1.4621 -1.3232 -1.2178 -1.1413 -1.0888 -1.0547
 -1.0342 -1.0215 -1.0129 -1.0073 -1.0046 -1.0051 -1.0092 -1.0179 -1.0321 -1.0520
 -2.8138 -2.6564 -2.5050 -2.3612 -2.2278 -2.1082 -2.0040 -1.9171 -1.8519 -1.8004
 -1.7374 -1.6633 -1.5900 -1.5213 -1.4576 -1.3215 -1.2175 -1.1421 -1.0905 -1.0579
 -1.0396 -1.0301 -1.0249 -1.0219 -1.0210 -1.0221 -1.0256 -1.0324 -1.0436 -1.0618
 -1.0858
 -2.7830 -2.6273 -2.4820 -2.3436 -2.2128 -2.0913 -1.9805 -1.8815 -1.7949 -1.7220
 -1.6648 -1.6169 -1.5667 -1.5103 -1.4514 -1.3187 -1.2162 -1.1413 -1.0901 -1.0582
 -1.0416 -1.0353 -1.0341 -1.0349 -1.0370 -1.0401 -1.0436 -1.0491 -1.0588 -1.0741
 -1.0961
 -2.7666 -2.6015 -2.4575 -2.3240 -2.1979 -2.0795 -1.9692 -1.8675 -1.7755 -1.6932
 -1.6216 -1.5616 -1.5130 -1.4701 -1.4267 -1.3121 -1.2121 -1.1378 -1.0868 -1.0551
 -1.0397 -1.0361 -1.0392 -1.0447 -1.0509 -1.0574 -1.0645 -1.0722 -1.0813 -1.0937
 -1.1095
 -2.7733 -2.5907 -2.4395 -2.3064 -2.1840 -2.0693 -1.9622 -1.8620 -1.7694 -1.6846
 -1.6081 -1.5406 -1.4826 -1.4336 -1.3912 -1.2962 -1.2065 -1.1335 -1.0821 -1.0500
 -1.0344 -1.0323 -1.0389 -1.0493 -1.0606 -1.0716 -1.0824 -1.0930 -1.1038 -1.1156
 -1.1297
 -2.8143 -2.5994 -2.4333 -2.2936 -2.1703 -2.0580 -1.9537 -1.8565 -1.7658 -1.6814
 -1.6037 -1.5333 -1.4708 -1.4165 -1.3694 -1.2744 -1.1948 -1.1268 -1.0759 -1.0430
 -1.0266 -1.0246 -1.0333 -1.0479 -1.0644 -1.0807 -1.0964 -1.1111 -1.1252 -1.1391
 -1.1533
 -2.9041 -2.6391 -2.4464 -2.2924 -2.1619 -2.0476 -1.9444 -1.8491 -1.7608 -1.6784
 -1.6017 -1.5309 -1.4665 -1.4091 -1.3587 -1.2581 -1.1811 -1.1174 -1.0682
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  w   
 -3.5230 -3.2698 -3.0133 -2.7860 -2.5817 -2.3969 -2.2535 -2.1348 -2.0315 -1.9314
 -1.8375 -1.7489 -1.6654 -1.5873 -1.5145 -1.3550 -1.2278 -1.1300 -1.0576
 -3.3249 -3.2284 -3.0061 -2.7729 -2.5650 -2.3771 -2.2242 -2.1011 -1.9938 -1.8952
 -1.8030 -1.7163 -1.6348 -1.5587 -1.4879 -1.3354 -1.2163 -1.1267 -1.0619 -1.0165
 -3.0530 -3.0099 -2.9605 -2.7738 -2.5646 -2.3760 -2.2121 -2.0799 -1.9695 -1.8710
 -1.7806 -1.6960 -1.6166 -1.5424 -1.4733 -1.3255 -1.2113 -1.1266 -1.0659 -1.0237
 -0.9949
 -2.9701 -2.8038 -2.7231 -2.7002 -2.5671 -2.3846 -2.2159 -2.0715 -1.9542 -1.8545
 -1.7653 -1.6825 -1.6051 -1.5327 -1.4653 -1.3209 -1.2099 -1.1282 -1.0704 -1.0306
 -1.0041 -0.9861
 -2.9365 -2.7479 -2.5893 -2.4816 -2.4364 -2.3708 -2.2263 -2.0772 -1.9488 -1.8439
 -1.7541 -1.6727 -1.5969 -1.5263 -1.4605 -1.3191 -1.2103 -1.1306 -1.0747 -1.0368
 -1.0123 -0.9964 -0.9856 -0.9787
 -2.9150 -2.7264 -2.5540 -2.4046 -2.2869 -2.2068 -2.1572 -2.0760 -1.9551 -1.8406
 -1.7460 -1.6648 -1.5903 -1.5212 -1.4568 -1.3181 -1.2111 -1.1327 -1.0781 -1.0418
 -1.0191 -1.0056 -0.9971 -0.9919 -0.9894 -0.9905 -0.9961 -1.0067 -1.0224 -1.0421
 -2.9000 -2.7141 -2.5415 -2.3840 -2.2453 -2.1280 -2.0327 -1.9621 -1.9074 -1.8351
 -1.7423 -1.6582 -1.5843 -1.5163 -1.4532 -1.3171 -1.2115 -1.1339 -1.0801 -1.0449
 -1.0238 -1.0128 -1.0073 -1.0048 -1.0045 -1.0067 -1.0112 -1.0192 -1.0323 -1.0512
 -1.0749
 -2.8932 -2.7057 -2.5354 -2.3782 -2.2352 -2.1070 -1.9952 -1.8985 -1.8177 -1.7539
 -1.7005 -1.6412 -1.5760 -1.5108 -1.4492 -1.3154 -1.2110 -1.1339 -1.0803 -1.0456
 -1.0258 -1.0171 -1.0151 -1.0161 -1.0188 -1.0229 -1.0289 -1.0367 -1.0474 -1.0627
 -1.0852
 -2.9022 -2.7046 -2.5298 -2.3742 -2.2315 -2.1017 -1.9844 -1.8798 -1.7874 -1.7066
 -1.6381 -1.5818 -1.5340 -1.4870 -1.4369 -1.3112 -1.2082 -1.1314 -1.0779 -1.0434
 -1.0245 -1.0178 -1.0192 -1.0245 -1.0312 -1.0386 -1.0469 -1.0561 -1.0669 -1.0802
 -1.0980
 -2.9345 -2.7149 -2.5326 -2.3744 -2.2324 -2.1029 -1.9851 -1.8779 -1.7812 -1.6944
 -1.6174 -1.5502 -1.4930 -1.4456 -1.4036 -1.3018 -1.2050 -1.1285 -1.0745 -1.0395
 -1.0205 -1.0148 -1.0188 -1.0283 -1.0397 -1.0514 -1.0633 -1.0753 -1.0876 -1.1012
 -1.1169
 -2.9986 -2.7473 -2.5483 -2.3804 -2.2351 -2.1056 -1.9880 -1.8807 -1.7830 -1.6939
 -1.6133 -1.5412 -1.4777 -1.4228 -1.3759 -1.2808 -1.1966 -1.1239 -1.0696 -1.0338
 -1.0141 -1.0085 -1.0139 -1.0268 -1.0428 -1.0595 -1.0761 -1.0920 -1.1075 -1.1231
 -1.1385
 -3.1101 -2.8088 -2.5829 -2.3993 -2.2440 -2.1102 -1.9917 -1.8845 -1.7869 -1.6975
 -1.6156 -1.5413 -1.4744 -1.4152 -1.3636 -1.2619 -1.1833 -1.1162 -1.0634
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  w   
 -3.5032 -3.2214 -2.9646 -2.7454 -2.5497 -2.3722 -2.2306 -2.1077 -2.0036 -1.9079
 -1.8163 -1.7299 -1.6489 -1.5731 -1.5023 -1.3464 -1.2206 -1.1227 -1.0495
 -3.3145 -3.2247 -2.9719 -2.7371 -2.5320 -2.3510 -2.2026 -2.0786 -1.9721 -1.8757
 -1.7856 -1.7011 -1.6218 -1.5475 -1.4783 -1.3280 -1.2092 -1.1185 -1.0524 -1.0056
 -3.1361 -3.1286 -2.9741 -2.7493 -2.5364 -2.3474 -2.1903 -2.0600 -1.9509 -1.8543
 -1.7657 -1.6831 -1.6056 -1.5330 -1.4653 -1.3188 -1.2040 -1.1178 -1.0557 -1.0120
 -0.9822
 -2.9944 -2.8611 -2.8459 -2.7461 -2.5522 -2.3613 -2.1933 -2.0532 -1.9380 -1.8396
 -1.7520 -1.6710 -1.5953 -1.5244 -1.4582 -1.3147 -1.2026 -1.1191 -1.0596 -1.0181
 -0.9901 -0.9718
 -2.9655 -2.7676 -2.6267 -2.5734 -2.5278 -2.3769 -2.2088 -2.0587 -1.9339 -1.8306
 -1.7419 -1.6621 -1.5879 -1.5186 -1.4539 -1.3132 -1.2030 -1.1212 -1.0634 -1.0236
 -0.9973 -0.9806 -0.9699 -0.9633
 -2.9621 -2.7510 -2.5701 -2.4289 -2.3394 -2.2953 -2.2124 -2.0742 -1.9409 -1.8283
 -1.7350 -1.6550 -1.5819 -1.5140 -1.4506 -1.3127 -1.2040 -1.1233 -1.0666 -1.0281
 -1.0032 -0.9883 -0.9796 -0.9748 -0.9732 -0.9754 -0.9820 -0.9935 -1.0102 -1.0306
 -2.9702 -2.7547 -2.5635 -2.3981 -2.2615 -2.1567 -2.0838 -2.0289 -1.9458 -1.8353
 -1.7337 -1.6496 -1.5766 -1.5097 -1.4475 -1.3120 -1.2049 -1.1249 -1.0687 -1.0311
 -1.0075 -0.9944 -0.9881 -0.9857 -0.9860 -0.9890 -0.9950 -1.0046 -1.0188 -1.0387
 -1.0628
 -2.9921 -2.7679 -2.5723 -2.3991 -2.2477 -2.1188 -2.0118 -1.9245 -1.8566 -1.7988
 -1.7295 -1.6470 -1.5721 -1.5055 -1.4442 -1.3109 -1.2050 -1.1255 -1.0694 -1.0322
 -1.0096 -0.9982 -0.9946 -0.9953 -0.9984 -1.0033 -1.0104 -1.0194 -1.0318 -1.0491
 -1.0723
 -3.0289 -2.7892 -2.5866 -2.4092 -2.2520 -2.1140 -1.9940 -1.8906 -1.8017 -1.7263
 -1.6640 -1.6098 -1.5539 -1.4962 -1.4383 -1.3077 -1.2030 -1.1239 -1.0678 -1.0307
 -1.0089 -0.9990 -0.9980 -1.0023 -1.0090 -1.0171 -1.0265 -1.0368 -1.0491 -1.0647
 -1.0843
 -3.0904 -2.8282 -2.6121 -2.4280 -2.2667 -2.1240 -1.9980 -1.8869 -1.7894 -1.7035
 -1.6283 -1.5637 -1.5087 -1.4614 -1.4168 -1.3036 -1.2012 -1.1222 -1.0656 -1.0279
 -1.0060 -0.9969 -0.9978 -1.0054 -1.0163 -1.0283 -1.0411 -1.0544 -1.0684 -1.0832
 -1.1014
 -3.1825 -2.8878 -2.6518 -2.4548 -2.2867 -2.1402 -2.0102 -1.8949 -1.7925 -1.7013
 -1.6202 -1.5484 -1.4853 -1.4310 -1.3848 -1.2874 -1.1966 -1.1192 -1.0620 -1.0235
 -1.0009 -0.9919 -0.9939 -1.0041 -1.0188 -1.0353 -1.0524 -1.0694 -1.0864 -1.1038
 -1.1208
 -3.3168 -2.9741 -2.7107 -2.4953 -2.3146 -2.1608 -2.0270 -1.9085 -1.8030 -1.7084
 -1.6236 -1.5478 -1.4801 -1.4204 -1.3684 -1.2667 -1.1852 -1.1139 -1.0574
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  w   
 -3.4387 -3.1573 -2.9127 -2.7059 -2.5132 -2.3415 -2.2065 -2.0884 -1.9820 -1.8875
 -1.7982 -1.7136 -1.6345 -1.5604 -1.4913 -1.3386 -1.2148 -1.1169 -1.0411
 -3.3789 -3.1859 -2.9280 -2.7003 -2.5026 -2.3247 -2.1831 -2.0608 -1.9536 -1.8589
 -1.7705 -1.6876 -1.6100 -1.5374 -1.4695 -1.3212 -1.2024 -1.1105 -1.0427 -0.9941
 -3.2564 -3.1739 -2.9529 -2.7179 -2.5087 -2.3244 -2.1701 -2.0434 -1.9351 -1.8394
 -1.7524 -1.6713 -1.5953 -1.5243 -1.4578 -1.3126 -1.1971 -1.1092 -1.0451 -0.9998
 -0.9687
 -3.0906 -2.9680 -2.9266 -2.7397 -2.5290 -2.3391 -2.1736 -2.0367 -1.9235 -1.8259
 -1.7397 -1.6601 -1.5859 -1.5163 -1.4512 -1.3088 -1.1955 -1.1099 -1.0482 -1.0050
 -0.9755 -0.9563
 -2.9783 -2.7887 -2.7012 -2.6832 -2.5451 -2.3605 -2.1900 -2.0422 -1.9197 -1.8180
 -1.7304 -1.6518 -1.5789 -1.5109 -1.4472 -1.3075 -1.1959 -1.1116 -1.0514 -1.0097
 -0.9816 -0.9637 -0.9529 -0.9465
 -2.9867 -2.7630 -2.5857 -2.4728 -2.4330 -2.3613 -2.2103 -2.0587 -1.9262 -1.8161
 -1.7241 -1.6451 -1.5732 -1.5064 -1.4441 -1.3071 -1.1971 -1.1138 -1.0544 -1.0137
 -0.9868 -0.9702 -0.9609 -0.9563 -0.9553 -0.9580 -0.9655 -0.9784 -0.9960 -1.0173
 -3.0177 -2.7773 -2.5742 -2.4089 -2.2863 -2.2103 -2.1610 -2.0698 -1.9424 -1.8233
 -1.7234 -1.6402 -1.5682 -1.5022 -1.4410 -1.3067 -1.1982 -1.1156 -1.0567 -1.0166
 -0.9907 -0.9755 -0.9680 -0.9654 -0.9659 -0.9695 -0.9764 -0.9874 -1.0032 -1.0241
 -1.0489
 -3.0679 -2.8107 -2.5932 -2.4088 -2.2554 -2.1329 -2.0391 -1.9704 -1.9111 -1.8302
 -1.7306 -1.6399 -1.5644 -1.4985 -1.4378 -1.3056 -1.1987 -1.1167 -1.0579 -1.0181
 -0.9929 -0.9790 -0.9734 -0.9733 -0.9763 -0.9817 -0.9897 -1.0002 -1.0143 -1.0330
 -1.0573
 -3.1282 -2.8577 -2.6260 -2.4294 -2.2616 -2.1202 -2.0025 -1.9052 -1.8248 -1.7589
 -1.6995 -1.6337 -1.5606 -1.4939 -1.4334 -1.3028 -1.1973 -1.1158 -1.0570 -1.0173
 -0.9928 -0.9800 -0.9764 -0.9790 -0.9852 -0.9934 -1.0035 -1.0155 -1.0294 -1.0465
 -1.0681
 -3.2217 -2.9256 -2.6750 -2.4655 -2.2870 -2.1342 -2.0038 -1.8927 -1.7978 -1.7157
 -1.6450 -1.5845 -1.5303 -1.4774 -1.4253 -1.3008 -1.1963 -1.1151 -1.0558 -1.0155
 -0.9909 -0.9788 -0.9766 -0.9817 -0.9911 -1.0029 -1.0161 -1.0305 -1.0461 -1.0633
 -1.0830
 -3.3389 -3.0139 -2.7405 -2.5138 -2.3235 -2.1613 -2.0217 -1.9014 -1.7974 -1.7069
 -1.6273 -1.5574 -1.4963 -1.4431 -1.3966 -1.2920 -1.1941 -1.1133 -1.0535 -1.0123
 -0.9871 -0.9750 -0.9737 -0.9806 -0.9931 -1.0087 -1.0258 -1.0436 -1.0619 -1.0810
 -1.1003
 -3.4798 -3.1225 -2.8226 -2.5769 -2.3708 -2.1977 -2.0497 -1.9218 -1.8108 -1.7137
 -1.6282 -1.5527 -1.4857 -1.4266 -1.3473 -1.2764 -1.1907 -1.1104 -1.0501
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  w   
 -3.3874 -3.1064 -2.8709 -2.6765 -2.4849 -2.3195 -2.1836 -2.0686 -1.9632 -1.8707
 -1.7826 -1.6994 -1.6216 -1.5490 -1.4813 -1.3313 -1.2087 -1.1103 -1.0329
 -3.4218 -3.1443 -2.8885 -2.6680 -2.4780 -2.3049 -2.1623 -2.0440 -1.9372 -1.8444
 -1.7573 -1.6757 -1.5994 -1.5281 -1.4614 -1.3149 -1.1961 -1.1030 -1.0331 -0.9825
 -3.2373 -3.1744 -2.9168 -2.6883 -2.4855 -2.3054 -2.1528 -2.0286 -1.9208 -1.8265
 -1.7406 -1.6606 -1.5859 -1.5161 -1.4506 -1.3068 -1.1907 -1.1009 -1.0346 -0.9873
 -0.9546
