 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  z   
 -1.0471 -1.0848 -1.0055 -0.8677 -0.7453 -0.6505 -0.5757 -0.5196 -0.4750 -0.4360
 -0.4040 -0.3764 -0.3520 -0.3303 -0.3107 -0.2695 -0.2384 -0.2209 -0.2201 -0.2355
 -0.2643 -0.3028
 -0.9709 -0.9006 -0.9238 -0.8822 -0.7681 -0.6627 -0.5804 -0.5182 -0.4712 -0.4329
 -0.4001 -0.3735 -0.3504 -0.3301 -0.3119 -0.2737 -0.2443 -0.2275 -0.2272 -0.2432
 -0.2721 -0.3106 -0.3557 -0.4044
 -0.9470 -0.8486 -0.7711 -0.7619 -0.7610 -0.6792 -0.5910 -0.5209 -0.4684 -0.4286
 -0.3958 -0.3693 -0.3473 -0.3282 -0.3112 -0.2762 -0.2491 -0.2330 -0.2328 -0.2488
 -0.2777 -0.3160 -0.3612 -0.4105 -0.4619 -0.5163 -0.5745 -0.6355 -0.6976 -0.7582
 -0.9166 -0.8299 -0.7389 -0.6618 -0.6248 -0.6273 -0.5964 -0.5289 -0.4695 -0.4248
 -0.3912 -0.3640 -0.3424 -0.3244 -0.3086 -0.2767 -0.2523 -0.2374 -0.2371 -0.2527
 -0.2813 -0.3194 -0.3646 -0.4144 -0.4667 -0.5209 -0.5776 -0.6378 -0.7012 -0.7650
 -0.8272
 -0.8695 -0.8024 -0.7238 -0.6428 -0.5710 -0.5227 -0.5040 -0.4984 -0.4702 -0.4244
 -0.3864 -0.3584 -0.3361 -0.3187 -0.3040 -0.2751 -0.2535 -0.2403 -0.2402 -0.2552
 -0.2832 -0.3211 -0.3661 -0.4162 -0.4691 -0.5241 -0.5815 -0.6413 -0.7032 -0.7669
 -0.8323
 -0.8108 -0.7578 -0.6966 -0.6281 -0.5580 -0.4944 -0.4455 -0.4149 -0.4011 -0.3935
 -0.3771 -0.3508 -0.3284 -0.3108 -0.2969 -0.2707 -0.2521 -0.2409 -0.2416 -0.2563
 -0.2840 -0.3217 -0.3667 -0.4169 -0.4705 -0.5263 -0.5840 -0.6435 -0.7048 -0.7683
 -0.8341
 -0.7507 -0.7037 -0.6537 -0.6010 -0.5432 -0.4845 -0.4301 -0.3852 -0.3527 -0.3320
 -0.3212 -0.3156 -0.3090 -0.2984 -0.2872 -0.2646 -0.2487 -0.2397 -0.2411 -0.2555
 -0.2824 -0.3196 -0.3643 -0.4146 -0.4687 -0.5251 -0.5833 -0.6430 -0.7043 -0.7672
 -0.8316
 -0.6849 -0.6429 -0.6005 -0.5577 -0.5139 -0.4669 -0.4192 -0.3740 -0.3353 -0.3050
 -0.2835 -0.2699 -0.2626 -0.2598 -0.2584 -0.2533 -0.2428 -0.2362 -0.2386 -0.2529
 -0.2790 -0.3154 -0.3598 -0.4100 -0.4644 -0.5215 -0.5806 -0.6409 -0.7022 -0.7648
 -0.8282
 -0.6134 -0.5753 -0.5359 -0.5033 -0.4693 -0.4343 -0.3975 -0.3600 -0.3241 -0.2921
 -0.2659 -0.2463 -0.2328 -0.2246 -0.2105 -0.2368 -0.2344 -0.2304 -0.2341
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  z   
 -1.1069 -0.9776 -0.8681 -0.7765 -0.6813 -0.6106 -0.5558 -0.5081 -0.4656 -0.4272
 -0.3923 -0.3608 -0.3326 -0.3074 -0.2851 -0.2402 -0.2086 -0.1878 -0.1800
 -1.1902 -1.0267 -0.8917 -0.7824 -0.6896 -0.6120 -0.5537 -0.5066 -0.4620 -0.4244
 -0.3909 -0.3611 -0.3346 -0.3110 -0.2899 -0.2471 -0.2163 -0.1976 -0.1925 -0.2018
 -1.2341 -1.0863 -0.9304 -0.8008 -0.7015 -0.6159 -0.5515 -0.5024 -0.4586 -0.4207
 -0.3887 -0.3605 -0.3355 -0.3134 -0.2936 -0.2529 -0.2233 -0.2059 -0.2026 -0.2141
 -0.2392
 -1.0674 -1.1080 -0.9743 -0.8308 -0.7135 -0.6237 -0.5519 -0.4986 -0.4557 -0.4168
 -0.3856 -0.3588 -0.3352 -0.3145 -0.2960 -0.2579 -0.2296 -0.2127 -0.2103 -0.2230
 -0.2489 -0.2853
 -0.9775 -0.9636 -0.9726 -0.8626 -0.7369 -0.6343 -0.5566 -0.4967 -0.4515 -0.4140
 -0.3817 -0.3559 -0.3336 -0.3142 -0.2970 -0.2618 -0.2352 -0.2187 -0.2167 -0.2296
 -0.2560 -0.2926 -0.3366 -0.3854
 -0.9506 -0.8527 -0.8103 -0.8312 -0.7581 -0.6529 -0.5648 -0.4981 -0.4484 -0.4099
 -0.3775 -0.3517 -0.3305 -0.3123 -0.2964 -0.2643 -0.2398 -0.2241 -0.2218 -0.2348
 -0.2611 -0.2977 -0.3418 -0.3910 -0.4432 -0.4978 -0.5565 -0.6194 -0.6822 -0.7438
 -0.9307 -0.8333 -0.7404 -0.6806 -0.6822 -0.6594 -0.5793 -0.5047 -0.4482 -0.4056
 -0.3734 -0.3466 -0.3258 -0.3086 -0.2939 -0.2649 -0.2432 -0.2287 -0.2262 -0.2386
 -0.2647 -0.3011 -0.3450 -0.3943 -0.4469 -0.5019 -0.5594 -0.6203 -0.6851 -0.7497
 -0.8129
 -0.8993 -0.8162 -0.7273 -0.6425 -0.5780 -0.5516 -0.5487 -0.5117 -0.4530 -0.4043
 -0.3684 -0.3414 -0.3198 -0.3032 -0.2894 -0.2634 -0.2445 -0.2320 -0.2298 -0.2414
 -0.2667 -0.3028 -0.3465 -0.3957 -0.4486 -0.5038 -0.5613 -0.6212 -0.6844 -0.7507
 -0.8170
 -0.8562 -0.7849 -0.7100 -0.6320 -0.5573 -0.4956 -0.4561 -0.4396 -0.4296 -0.4026
 -0.3648 -0.3346 -0.3128 -0.2957 -0.2826 -0.2592 -0.2432 -0.2330 -0.2318 -0.2432
 -0.2679 -0.3035 -0.3470 -0.3962 -0.4492 -0.5048 -0.5627 -0.6228 -0.6853 -0.7503
 -0.8178
 -0.8051 -0.7432 -0.6796 -0.6146 -0.5481 -0.4844 -0.4291 -0.3875 -0.3615 -0.3478
 -0.3384 -0.3243 -0.3042 -0.2876 -0.2744 -0.2532 -0.2400 -0.2322 -0.2322 -0.2434
 -0.2671 -0.3019 -0.3450 -0.3938 -0.4468 -0.5026 -0.5608 -0.6209 -0.6830 -0.7479
 -0.8149
 -0.7431 -0.6911 -0.6376 -0.5828 -0.5281 -0.4731 -0.4202 -0.3728 -0.3346 -0.3069
 -0.2889 -0.2785 -0.2723 -0.2666 -0.2596 -0.2446 -0.2344 -0.2291 -0.2305 -0.2419
 -0.2648 -0.2986 -0.3410 -0.3895 -0.4424 -0.4984 -0.5569 -0.6173 -0.6793 -0.7430
 -0.8083
 -0.6700 -0.6286 -0.5880 -0.5410 -0.4940 -0.4494 -0.4052 -0.3627 -0.3238 -0.2908
 -0.2652 -0.2470 -0.2354 -0.2289 -0.2382 -0.2334 -0.2264 -0.2237 -0.2267
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  z   
 -1.0425 -0.9274 -0.8284 -0.7440 -0.6515 -0.5882 -0.5365 -0.4893 -0.4465 -0.4082
 -0.3741 -0.3434 -0.3159 -0.2916 -0.2702 -0.2285 -0.1999 -0.1822 -0.1752
 -1.1136 -0.9687 -0.8481 -0.7494 -0.6598 -0.5877 -0.5327 -0.4859 -0.4425 -0.4050
 -0.3723 -0.3430 -0.3171 -0.2942 -0.2740 -0.2340 -0.2063 -0.1898 -0.1850 -0.1924
 -1.1937 -1.0308 -0.8841 -0.7644 -0.6718 -0.5899 -0.5295 -0.4823 -0.4384 -0.4015
 -0.3699 -0.3421 -0.3177 -0.2962 -0.2771 -0.2391 -0.2123 -0.1966 -0.1931 -0.2025
 -0.2247
 -1.1795 -1.0863 -0.9322 -0.7931 -0.6831 -0.5982 -0.5288 -0.4777 -0.4365 -0.3975
 -0.3667 -0.3403 -0.3172 -0.2971 -0.2793 -0.2436 -0.2179 -0.2025 -0.1995 -0.2098
 -0.2331 -0.2673
 -1.0017 -1.0374 -0.9678 -0.8298 -0.7045 -0.6075 -0.5325 -0.4755 -0.4318 -0.3951
 -0.3629 -0.3375 -0.3157 -0.2968 -0.2803 -0.2474 -0.2232 -0.2081 -0.2050 -0.2156
 -0.2393 -0.2738 -0.3165 -0.3652
 -0.9503 -0.8673 -0.8827 -0.8484 -0.7328 -0.6239 -0.5401 -0.4764 -0.4284 -0.3911
 -0.3590 -0.3334 -0.3127 -0.2950 -0.2798 -0.2499 -0.2279 -0.2135 -0.2100 -0.2203
 -0.2440 -0.2785 -0.3213 -0.3700 -0.4227 -0.4783 -0.5380 -0.6018 -0.6649 -0.7278
 -0.9357 -0.8330 -0.7473 -0.7294 -0.7300 -0.6451 -0.5532 -0.4810 -0.4273 -0.3867
 -0.3552 -0.3286 -0.3082 -0.2916 -0.2776 -0.2506 -0.2313 -0.2182 -0.2147 -0.2243
 -0.2474 -0.2817 -0.3244 -0.3730 -0.4257 -0.4811 -0.5392 -0.6014 -0.6673 -0.7324
 -0.7968
 -0.9168 -0.8213 -0.7267 -0.6442 -0.6003 -0.6014 -0.5643 -0.4920 -0.4302 -0.3845
 -0.3502 -0.3239 -0.3025 -0.2864 -0.2733 -0.2494 -0.2330 -0.2219 -0.2187 -0.2275
 -0.2497 -0.2835 -0.3258 -0.3742 -0.4268 -0.4822 -0.5399 -0.6005 -0.6650 -0.7327
 -0.7997
 -0.8871 -0.8010 -0.7158 -0.6315 -0.5561 -0.5027 -0.4821 -0.4722 -0.4349 -0.3850
 -0.3454 -0.3172 -0.2960 -0.2792 -0.2667 -0.2454 -0.2320 -0.2234 -0.2214 -0.2299
 -0.2512 -0.2843 -0.3263 -0.3745 -0.4269 -0.4824 -0.5405 -0.6009 -0.6642 -0.7304
 -0.7995
 -0.8497 -0.7719 -0.6958 -0.6213 -0.5485 -0.4823 -0.4295 -0.3960 -0.3800 -0.3669
 -0.3429 -0.3125 -0.2890 -0.2721 -0.2591 -0.2397 -0.2289 -0.2229 -0.2226 -0.2311
 -0.2513 -0.2832 -0.3243 -0.3720 -0.4241 -0.4794 -0.5373 -0.5975 -0.6602 -0.7254
 -0.7930
 -0.8054 -0.7340 -0.6653 -0.5991 -0.5358 -0.4747 -0.4185 -0.3709 -0.3355 -0.3126
 -0.2989 -0.2885 -0.2763 -0.2614 -0.2495 -0.2318 -0.2236 -0.2201 -0.2216 -0.2306
 -0.2501 -0.2807 -0.3208 -0.3678 -0.4196 -0.4747 -0.5326 -0.5926 -0.6548 -0.7193
 -0.7858
 -0.7542 -0.6873 -0.6331 -0.5685 -0.5107 -0.4583 -0.4085 -0.3622 -0.3218 -0.2891
 -0.2653 -0.2495 -0.2396 -0.2332 -0.2379 -0.2217 -0.2161 -0.2150 -0.2184
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  z   
 -0.9775 -0.8858 -0.7973 -0.7118 -0.6265 -0.5537 -0.4943 -0.4457 -0.4057 -0.3722
 -0.3436 -0.3186 -0.2959 -0.2744 -0.2539 -0.2143 -0.1886 -0.1749 -0.1710
 -1.0501 -0.9160 -0.8067 -0.7198 -0.6326 -0.5645 -0.5120 -0.4665 -0.4229 -0.3855
 -0.3528 -0.3238 -0.2984 -0.2760 -0.2565 -0.2185 -0.1934 -0.1796 -0.1765 -0.1831
 -1.1357 -0.9721 -0.8383 -0.7314 -0.6439 -0.5649 -0.5079 -0.4619 -0.4185 -0.3819
 -0.3504 -0.3228 -0.2986 -0.2774 -0.2589 -0.2227 -0.1983 -0.1845 -0.1818 -0.1901
 -0.2101
 -1.1833 -1.0409 -0.8857 -0.7555 -0.6560 -0.5726 -0.5057 -0.4568 -0.4168 -0.3779
 -0.3473 -0.3210 -0.2981 -0.2782 -0.2609 -0.2268 -0.2033 -0.1896 -0.1869 -0.1960
 -0.2169 -0.2489
 -1.0645 -1.0633 -0.9367 -0.7928 -0.6728 -0.5839 -0.5093 -0.4538 -0.4117 -0.3750
 -0.3435 -0.3183 -0.2966 -0.2780 -0.2619 -0.2304 -0.2083 -0.1949 -0.1918 -0.2008
 -0.2221 -0.2545 -0.2958 -0.3438
 -0.9508 -0.9136 -0.9320 -0.8293 -0.7018 -0.5956 -0.5175 -0.4542 -0.4081 -0.3720
 -0.3398 -0.3146 -0.2939 -0.2765 -0.2616 -0.2330 -0.2131 -0.2003 -0.1968 -0.2051
 -0.2261 -0.2586 -0.2999 -0.3480 -0.4006 -0.4574 -0.5186 -0.5827 -0.6461 -0.7102
 -0.9348 -0.8323 -0.7728 -0.7928 -0.7263 -0.6187 -0.5269 -0.4590 -0.4066 -0.3673
 -0.3368 -0.3101 -0.2898 -0.2734 -0.2597 -0.2341 -0.2167 -0.2053 -0.2017 -0.2092
 -0.2294 -0.2614 -0.3026 -0.3505 -0.4031 -0.4591 -0.5184 -0.5817 -0.6481 -0.7135
 -0.7791
 -0.9219 -0.8209 -0.7248 -0.6546 -0.6492 -0.6282 -0.5452 -0.4672 -0.4084 -0.3647
 -0.3316 -0.3060 -0.2844 -0.2685 -0.2559 -0.2332 -0.2186 -0.2093 -0.2063 -0.2129
 -0.2320 -0.2631 -0.3037 -0.3513 -0.4037 -0.4594 -0.5180 -0.5794 -0.6447 -0.7131
 -0.7805
 -0.9057 -0.8082 -0.7161 -0.6290 -0.5582 -0.5255 -0.5199 -0.4770 -0.4143 -0.3631
 -0.3258 -0.2993 -0.2785 -0.2617 -0.2496 -0.2297 -0.2181 -0.2113 -0.2096 -0.2161
 -0.2341 -0.2642 -0.3042 -0.3513 -0.4033 -0.4588 -0.5172 -0.5781 -0.6418 -0.7091
 -0.7793
 -0.8790 -0.7893 -0.7039 -0.6225 -0.5461 -0.4805 -0.4358 -0.4164 -0.4015 -0.3674
 -0.3259 -0.2941 -0.2718 -0.2552 -0.2424 -0.2243 -0.2154 -0.2113 -0.2114 -0.2182
 -0.2351 -0.2637 -0.3025 -0.3488 -0.4002 -0.4551 -0.5130 -0.5733 -0.6362 -0.7020
 -0.7708
 -0.8530 -0.7642 -0.6828 -0.6081 -0.5384 -0.4732 -0.4156 -0.3704 -0.3412 -0.3246
 -0.3096 -0.2890 -0.2649 -0.2469 -0.2343 -0.2168 -0.2103 -0.2088 -0.2111 -0.2188
 -0.2351 -0.2622 -0.2996 -0.3449 -0.3956 -0.4500 -0.5074 -0.5672 -0.6294 -0.6941
 -0.7614
 -0.8275 -0.7329 -0.6528 -0.5847 -0.5206 -0.4623 -0.4084 -0.3597 -0.3191 -0.2884
 -0.2678 -0.2543 -0.2434 -0.2325 -0.2253 -0.2072 -0.2028 -0.2038 -0.2087
