 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  r   
 -3.2720 -3.2126 -3.4072 -3.3365 -3.1523 -2.9135 -2.6574 -2.4862 -2.3365 -2.1843
 -2.0431 -1.9140 -1.7970 -1.6904 -1.5928 -1.3897 -1.2141 -1.0614 -0.9936
 -3.2812 -3.0743 -2.9059 -2.7934 -2.7324 -2.6414 -2.4923 -2.3311 -2.1852 -2.0499
 -1.9229 -1.8056 -1.6982 -1.6002 -1.5104 -1.3193 -1.1738 -1.0720 -1.0051 -0.9610
 -3.0991 -2.8979 -2.7141 -2.5567 -2.4320 -2.3529 -2.2940 -2.2001 -2.0784 -1.9520
 -1.8363 -1.7298 -1.6321 -1.5428 -1.4614 -1.2901 -1.1623 -1.0739 -1.0154 -0.9759
 -0.9488
 -2.9531 -2.7727 -2.5964 -2.4340 -2.2921 -2.1731 -2.0806 -2.0174 -1.9555 -1.8707
 -1.7712 -1.6739 -1.5850 -1.5035 -1.4288 -1.2714 -1.1554 -1.0773 -1.0257 -0.9904
 -0.9654 -0.9478
 -2.8238 -2.6682 -2.5089 -2.3538 -2.2107 -2.0848 -1.9774 -1.8876 -1.8199 -1.7621
 -1.6997 -1.6251 -1.5469 -1.4726 -1.4043 -1.2583 -1.1502 -1.0792 -1.0339 -1.0035
 -0.9813 -0.9652 -0.9541 -0.9476
 -2.7076 -2.5708 -2.4327 -2.2911 -2.1541 -2.0278 -1.9171 -1.8223 -1.7426 -1.6757
 -1.6182 -1.5635 -1.5044 -1.4420 -1.3808 -1.2469 -1.1446 -1.0779 -1.0377 -1.0131
 -0.9952 -0.9819 -0.9724 -0.9661 -0.9625 -0.9627 -0.9678 -0.9787 -0.9961 -1.0203
 -2.6061 -2.4811 -2.3592 -2.2338 -2.1073 -1.9859 -1.8746 -1.7772 -1.6953 -1.6260
 -1.5651 -1.5097 -1.4577 -1.4063 -1.3542 -1.2333 -1.1373 -1.0718 -1.0357 -1.0170
 -1.0049 -0.9959 -0.9895 -0.9852 -0.9830 -0.9810 -0.9817 -0.9882 -1.0029 -1.0264
 -1.0549
