 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  o   
 -1.4356 -1.3713 -1.3086 -1.2498 -1.1960 -1.0865 -1.0097 -0.9610 -0.9356 -0.9245
 -0.9202 -0.9196 -0.9218 -0.9271
 -1.9008 -1.8542 -1.7959 -1.7276 -1.6570 -1.5893 -1.5266 -1.4709 -1.4272 -1.3987
 -1.3736 -1.3379 -1.2911 -1.2394 -1.1892 -1.0845 -1.0106 -0.9636 -0.9400 -0.9322
 -0.9315 -0.9337 -0.9378 -0.9436 -0.9501 -0.9583 -0.9698 -0.9857 -1.0066 -1.0325
 -1.7998 -1.7693 -1.7277 -1.6742 -1.6128 -1.5497 -1.4886 -1.4314 -1.3791 -1.3340
 -1.2980 -1.2705 -1.2434 -1.2110 -1.1738 -1.0800 -1.0089 -0.9630 -0.9405 -0.9356
 -0.9392 -0.9453 -0.9526 -0.9606 -0.9693 -0.9778 -0.9878 -1.0012 -1.0196 -1.0439
 -1.0737
 -1.6975 -1.6772 -1.6509 -1.6123 -1.5645 -1.5102 -1.4544 -1.4001 -1.3489 -1.3014
 -1.2589 -1.2221 -1.1915 -1.1651 -1.1388 -1.0685 -1.0040 -0.9594 -0.9372 -0.9339
 -0.9417 -0.9527 -0.9642 -0.9757 -0.9871 -0.9969 -1.0069 -1.0192 -1.0355 -1.0573
 -1.0853
 -1.5984 -1.5838 -1.5666 -1.5409 -1.5060 -1.4639 -1.4169 -1.3680 -1.3202 -1.2749
 -1.2328 -1.1944 -1.1600 -1.1298 -1.1035 -1.0456 -0.9933 -0.9526 -0.9306 -0.9277
 -0.9383 -0.9544 -0.9712 -0.9874 -1.0026 -1.0171 -1.0313 -1.0465 -1.0630 -1.0806
 -1.0991
 -1.5073 -1.4950 -1.4821 -1.4635 -1.4399 -1.4092 -1.3730 -1.3326 -1.2906 -1.2489
 -1.2094 -1.1727 -1.1390 -1.1081 -1.0802 -1.0235 -0.9782 -0.9432 -0.9223 -0.9185
 -0.9297 -0.9491 -0.9712 -0.9928 -1.0132 -1.0320 -1.0499 -1.0667 -1.0832 -1.1003
 -1.1181
 -1.4289 -1.4121 -1.3992 -1.3846 -1.3689 -1.3467 -1.3201 -1.2893 -1.2553 -1.2195
 -1.1838 -1.1499 -1.1184 -1.0894 -1.0625 -1.0057 -0.9627 -0.9315 -0.9129 -0.9084
 -0.9185 -0.9389 -0.9644 -0.9912 -1.0172 -1.0414 -1.0640 -1.0850 -1.1047 -1.1238
 -1.1431
 -1.3602 -1.3351 -1.3180 -1.3053 -1.2935 -1.2792 -1.2606 -1.2379 -1.2121 -1.1838
 -1.1539 -1.1240 -1.0954 -1.0688 -1.0442 -0.9909 -0.9492 -0.9197 -0.9027
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  o   
 -2.6469 -2.5831 -2.4272 -2.2574 -2.0891 -1.9443 -1.8371 -1.7456 -1.6594 -1.5771
 -1.4993 -1.4253 -1.3554 -1.2894 -1.2278 -1.0955 -0.9952 -0.9255 -0.8838
 -2.3847 -2.3803 -2.3580 -2.2312 -2.0790 -1.9330 -1.8125 -1.7166 -1.6299 -1.5495
 -1.4737 -1.4021 -1.3345 -1.2712 -1.2124 -1.0881 -0.9958 -0.9328 -0.8949 -0.8739
 -2.2697 -2.1754 -2.1354 -2.1363 -2.0563 -1.9271 -1.8011 -1.6966 -1.6091 -1.5300
 -1.4564 -1.3871 -1.3218 -1.2608 -1.2043 -1.0855 -0.9986 -0.9398 -0.9046 -0.8860
 -0.8769
 -2.1978 -2.0934 -1.9978 -1.9320 -1.9138 -1.8864 -1.7935 -1.6866 -1.5940 -1.5150
 -1.4434 -1.3764 -1.3133 -1.2544 -1.1999 -1.0854 -1.0021 -0.9462 -0.9130 -0.8965
 -0.8894 -0.8873
 -2.1295 -2.0383 -1.9400 -1.8472 -1.7716 -1.7231 -1.7036 -1.6625 -1.5835 -1.5025
 -1.4319 -1.3671 -1.3063 -1.2494 -1.1966 -1.0858 -1.0053 -0.9514 -0.9198 -0.9051
 -0.9004 -0.9003 -0.9031 -0.9079
 -2.0559 -1.9826 -1.8962 -1.8051 -1.7181 -1.6417 -1.5813 -1.5413 -1.5174 -1.4778
 -1.4182 -1.3572 -1.2988 -1.2440 -1.1931 -1.0856 -1.0072 -0.9549 -0.9246 -0.9115
 -0.9093 -0.9120 -0.9170 -0.9238 -0.9316 -0.9415 -0.9548 -0.9724 -0.9946 -1.0205
 -1.9756 -1.9193 -1.8493 -1.7697 -1.6869 -1.6079 -1.5360 -1.4732 -1.4228 -1.3882
 -1.3619 -1.3287 -1.2850 -1.2361 -1.1879 -1.0838 -1.0074 -0.9562 -0.9268 -0.9149
 -0.9153 -0.9214 -0.9294 -0.9386 -0.9487 -0.9590 -0.9710 -0.9863 -1.0063 -1.0316
 -1.0615
 -1.8913 -1.8473 -1.7932 -1.7284 -1.6565 -1.5823 -1.5109 -1.4447 -1.3853 -1.3339
 -1.2926 -1.2621 -1.2362 -1.2074 -1.1730 -1.0799 -1.0055 -0.9552 -0.9260 -0.9149
 -0.9173 -0.9270 -0.9391 -0.9517 -0.9645 -0.9776 -0.9902 -1.0042 -1.0216 -1.0441
 -1.0728
 -1.8079 -1.7698 -1.7274 -1.6766 -1.6177 -1.5536 -1.4879 -1.4240 -1.3641 -1.3094
 -1.2608 -1.2194 -1.1857 -1.1583 -1.1336 -1.0670 -1.0002 -0.9511 -0.9223 -0.9112
 -0.9149 -0.9279 -0.9445 -0.9616 -0.9782 -0.9944 -1.0106 -1.0278 -1.0463 -1.0657
 -1.0861
 -1.7312 -1.6949 -1.6572 -1.6171 -1.5705 -1.5179 -1.4615 -1.4037 -1.3472 -1.2935
 -1.2440 -1.1995 -1.1606 -1.1273 -1.0990 -1.0419 -0.9896 -0.9451 -0.9165 -0.9048
 -0.9082 -0.9231 -0.9437 -0.9658 -0.9873 -1.0077 -1.0274 -1.0462 -1.0649 -1.0841
 -1.1051
 -1.6664 -1.6227 -1.5871 -1.5525 -1.5150 -1.4729 -1.4266 -1.3774 -1.3271 -1.2773
 -1.2298 -1.1856 -1.1456 -1.1101 -1.0790 -1.0182 -0.9726 -0.9350 -0.9087 -0.8965
 -0.8990 -0.9140 -0.9372 -0.9638 -0.9904 -1.0159 -1.0402 -1.0629 -1.0846 -1.1058
 -1.1272
 -1.6144 -1.5622 -1.5224 -1.4884 -1.4552 -1.4205 -1.3832 -1.3426 -1.3001 -1.2565
 -1.2131 -1.1716 -1.1327 -1.0972 -1.0655 -1.0016 -0.9559 -0.9221 -0.8988
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  o   
 -2.6992 -2.5714 -2.3891 -2.2160 -2.0512 -1.9083 -1.8017 -1.7147 -1.6348 -1.5552
 -1.4808 -1.4102 -1.3435 -1.2808 -1.2219 -1.0934 -0.9936 -0.9222 -0.8770
 -2.4621 -2.4745 -2.3689 -2.2054 -2.0471 -1.9000 -1.7837 -1.6910 -1.6092 -1.5311
 -1.4584 -1.3898 -1.3251 -1.2643 -1.2075 -1.0857 -0.9933 -0.9284 -0.8879 -0.8656
 -2.3040 -2.2333 -2.2405 -2.1822 -2.0440 -1.9034 -1.7764 -1.6755 -1.5915 -1.5143
 -1.4434 -1.3768 -1.3140 -1.2552 -1.2003 -1.0831 -0.9954 -0.9347 -0.8970 -0.8767
 -0.8672
 -2.2382 -2.1243 -2.0386 -2.0126 -1.9979 -1.9002 -1.7787 -1.6683 -1.5791 -1.5017
 -1.4322 -1.3675 -1.3066 -1.2496 -1.1964 -1.0830 -0.9985 -0.9405 -0.9049 -0.8862
 -0.8786 -0.8766
 -2.1830 -2.0754 -1.9669 -1.8765 -1.8193 -1.8009 -1.7599 -1.6679 -1.5726 -1.4921
 -1.4227 -1.3596 -1.3006 -1.2453 -1.1938 -1.0836 -1.0014 -0.9455 -0.9114 -0.8942
 -0.8884 -0.8883 -0.8914 -0.8967
 -2.1233 -2.0319 -1.9306 -1.8297 -1.7410 -1.6709 -1.6260 -1.6017 -1.5574 -1.4848
 -1.4139 -1.3518 -1.2944 -1.2409 -1.1909 -1.0837 -1.0036 -0.9490 -0.9162 -0.9001
 -0.8962 -0.8986 -0.9039 -0.9111 -0.9203 -0.9317 -0.9458 -0.9636 -0.9857 -1.0125
 -2.0562 -1.9819 -1.8954 -1.8021 -1.7100 -1.6264 -1.5547 -1.4974 -1.4582 -1.4306
 -1.3923 -1.3406 -1.2868 -1.2354 -1.1870 -1.0828 -1.0044 -0.9508 -0.9187 -0.9037
 -0.9014 -0.9066 -0.9149 -0.9246 -0.9354 -0.9475 -0.9613 -0.9776 -0.9975 -1.0232
 -1.0535
 -1.9838 -1.9228 -1.8520 -1.7722 -1.6878 -1.6048 -1.5277 -1.4594 -1.4008 -1.3530
 -1.3181 -1.2904 -1.2597 -1.2220 -1.1800 -1.0802 -1.0035 -0.9507 -0.9189 -0.9043
 -0.9033 -0.9112 -0.9231 -0.9362 -0.9498 -0.9638 -0.9777 -0.9931 -1.0118 -1.0352
 -1.0643
 -1.9113 -1.8567 -1.7981 -1.7322 -1.6598 -1.5845 -1.5102 -1.4404 -1.3772 -1.3210
 -1.2728 -1.2336 -1.2031 -1.1773 -1.1507 -1.0732 -0.9998 -0.9478 -0.9162 -0.9018
 -0.9016 -0.9119 -0.9276 -0.9449 -0.9623 -0.9794 -0.9967 -1.0142 -1.0325 -1.0534
 -1.0772
 -1.8440 -1.7909 -1.7391 -1.6841 -1.6238 -1.5592 -1.4926 -1.4267 -1.3642 -1.3064
 -1.2544 -1.2087 -1.1697 -1.1376 -1.1108 -1.0524 -0.9933 -0.9434 -0.9117 -0.8967
 -0.8963 -0.9077 -0.9266 -0.9484 -0.9704 -0.9917 -1.0124 -1.0325 -1.0524 -1.0730
 -1.0953
 -1.7867 -1.7292 -1.6793 -1.6301 -1.5790 -1.5248 -1.4676 -1.4091 -1.3511 -1.2954
 -1.2434 -1.1960 -1.1538 -1.1173 -1.0859 -1.0257 -0.9777 -0.9358 -0.9052 -0.8897
 -0.8885 -0.8998 -0.9206 -0.9462 -0.9729 -0.9991 -1.0242 -1.0481 -1.0710 -1.0935
 -1.1159
 -1.7428 -1.6761 -1.6232 -1.5758 -1.5294 -1.4825 -1.4340 -1.3837 -1.3327 -1.2819
 -1.2327 -1.1863 -1.1438 -1.1056 -1.0720 -1.0062 -0.9597 -0.9234 -0.8966
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  o   
 -2.7152 -2.5341 -2.3446 -2.1758 -2.0232 -1.8839 -1.7767 -1.6882 -1.6110 -1.5344
 -1.4629 -1.3952 -1.3313 -1.2713 -1.2149 -1.0905 -0.9918 -0.9193 -0.8699
 -2.5641 -2.5106 -2.3473 -2.1723 -2.0168 -1.8758 -1.7617 -1.6696 -1.5886 -1.5133
 -1.4431 -1.3771 -1.3149 -1.2564 -1.2016 -1.0827 -0.9904 -0.9238 -0.8807 -0.8563
 -2.3403 -2.3297 -2.3113 -2.1754 -2.0186 -1.8776 -1.7553 -1.6567 -1.5736 -1.4983
 -1.4297 -1.3655 -1.3050 -1.2482 -1.1950 -1.0799 -0.9916 -0.9291 -0.8891 -0.8666
 -0.8562
 -2.2662 -2.1539 -2.1074 -2.1098 -2.0186 -1.8836 -1.7580 -1.6506 -1.5630 -1.4874
 -1.4197 -1.3571 -1.2983 -1.2432 -1.1915 -1.0796 -0.9941 -0.9342 -0.8963 -0.8754
 -0.8665 -0.8644
 -2.2233 -2.1008 -1.9902 -1.9185 -1.9005 -1.8660 -1.7631 -1.6529 -1.5578 -1.4795
 -1.4114 -1.3500 -1.2929 -1.2393 -1.1892 -1.0803 -0.9969 -0.9387 -0.9024 -0.8827
 -0.8752 -0.8748 -0.8781 -0.8841
 -2.1791 -2.0686 -1.9537 -1.8483 -1.7666 -1.7172 -1.6948 -1.6454 -1.5592 -1.4750
 -1.4044 -1.3433 -1.2875 -1.2354 -1.1867 -1.0807 -0.9991 -0.9422 -0.9069 -0.8883
 -0.8821 -0.8836 -0.8890 -0.8966 -0.9060 -0.9180 -0.9334 -0.9531 -0.9768 -1.0032
 -2.1278 -2.0331 -1.9292 -1.8235 -1.7257 -1.6433 -1.5794 -1.5369 -1.5082 -1.4637
 -1.3985 -1.3365 -1.2815 -1.2308 -1.1834 -1.0802 -1.0003 -0.9443 -0.9096 -0.8918
 -0.8867 -0.8904 -0.8984 -0.9084 -0.9199 -0.9330 -0.9477 -0.9653 -0.9869 -1.0132
 -1.0432
 -2.0700 -1.9889 -1.8997 -1.8043 -1.7086 -1.6190 -1.5405 -1.4742 -1.4211 -1.3822
 -1.3521 -1.3157 -1.2711 -1.2242 -1.1788 -1.0785 -1.0001 -0.9448 -0.9104 -0.8929
 -0.8887 -0.8942 -0.9053 -0.9185 -0.9327 -0.9477 -0.9640 -0.9815 -1.0011 -1.0245
 -1.0540
 -2.0107 -1.9378 -1.8598 -1.7772 -1.6909 -1.6052 -1.5243 -1.4513 -1.3876 -1.3331
 -1.2884 -1.2536 -1.2250 -1.1963 -1.1638 -1.0739 -0.9975 -0.9429 -0.9086 -0.8912
 -0.8876 -0.8948 -0.9088 -0.9259 -0.9438 -0.9618 -0.9802 -0.9991 -1.0190 -1.0408
 -1.0665
 -1.9549 -1.8838 -1.8143 -1.7424 -1.6673 -1.5902 -1.5140 -1.4414 -1.3748 -1.3153
 -1.2630 -1.2181 -1.1808 -1.1507 -1.1251 -1.0613 -0.9937 -0.9398 -0.9053 -0.8874
 -0.8836 -0.8915 -0.9078 -0.9287 -0.9508 -0.9728 -0.9945 -1.0159 -1.0373 -1.0594
 -1.0833
 -1.9071 -1.8333 -1.7665 -1.7009 -1.6348 -1.5674 -1.4990 -1.4316 -1.3670 -1.3068
 -1.2521 -1.2034 -1.1607 -1.1242 -1.0936 -1.0345 -0.9823 -0.9346 -0.9002 -0.8816
 -0.8772 -0.8850 -0.9026 -0.9264 -0.9527 -0.9792 -1.0051 -1.0301 -1.0544 -1.0785
 -1.1021
 -1.8711 -1.7893 -1.7211 -1.6579 -1.5967 -1.5364 -1.4762 -1.4159 -1.3566 -1.2994
 -1.2454 -1.1958 -1.1511 -1.1115 -1.0772 -1.0114 -0.9640 -0.9243 -0.8932
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  o   
 -2.6889 -2.4871 -2.2994 -2.1385 -1.9940 -1.8620 -1.7572 -1.6654 -1.5875 -1.5152
 -1.4459 -1.3804 -1.3188 -1.2611 -1.2069 -1.0866 -0.9895 -0.9157 -0.8643
 -2.5489 -2.5019 -2.3138 -2.1385 -1.9862 -1.8518 -1.7420 -1.6495 -1.5692 -1.4962
 -1.4280 -1.3641 -1.3040 -1.2476 -1.1946 -1.0787 -0.9870 -0.9190 -0.8734 -0.8465
 -2.4075 -2.4273 -2.3200 -2.1512 -1.9915 -1.8508 -1.7347 -1.6380 -1.5562 -1.4827
 -1.4159 -1.3536 -1.2951 -1.2401 -1.1885 -1.0758 -0.9873 -0.9231 -0.8808 -0.8560
 -0.8441
 -2.2869 -2.2014 -2.2109 -2.1478 -2.0037 -1.8610 -1.7363 -1.6328 -1.5472 -1.4727
 -1.4067 -1.3459 -1.2889 -1.2355 -1.1853 -1.0754 -0.9893 -0.9274 -0.8872 -0.8640
 -0.8533 -0.8508
 -2.2501 -2.1183 -2.0215 -1.9962 -1.9783 -1.8705 -1.7459 -1.6348 -1.5429 -1.4660
 -1.3991 -1.3394 -1.2838 -1.2319 -1.1831 -1.0760 -0.9917 -0.9314 -0.8927 -0.8707
 -0.8610 -0.8598 -0.8632 -0.8694
 -2.2212 -2.0921 -1.9684 -1.8686 -1.8108 -1.7929 -1.7427 -1.6431 -1.5452 -1.4625
 -1.3931 -1.3332 -1.2788 -1.2282 -1.1808 -1.0766 -0.9940 -0.9347 -0.8969 -0.8759
 -0.8672 -0.8674 -0.8725 -0.8805 -0.8907 -0.9037 -0.9202 -0.9407 -0.9653 -0.9924
 -2.1865 -2.0707 -1.9507 -1.8366 -1.7393 -1.6672 -1.6230 -1.5949 -1.5426 -1.4640
 -1.3898 -1.3275 -1.2734 -1.2239 -1.1778 -1.0763 -0.9955 -0.9371 -0.8997 -0.8793
 -0.8716 -0.8730 -0.8803 -0.8905 -0.9025 -0.9164 -0.9324 -0.9514 -0.9742 -1.0015
 -1.0318
 -2.1473 -2.0431 -1.9344 -1.8248 -1.7208 -1.6292 -1.5543 -1.4962 -1.4550 -1.4226
 -1.3794 -1.3222 -1.2677 -1.2189 -1.1738 -1.0749 -0.9958 -0.9381 -0.9009 -0.8807
 -0.8736 -0.8765 -0.8860 -0.8989 -0.9135 -0.9292 -0.9466 -0.9653 -0.9865 -1.0117
 -1.0419
 -2.1035 -2.0074 -1.9100 -1.8102 -1.7111 -1.6172 -1.5329 -1.4605 -1.3998 -1.3504
 -1.3120 -1.2801 -1.2456 -1.2071 -1.1665 -1.0712 -0.9939 -0.9369 -0.8998 -0.8797
 -0.8732 -0.8772 -0.8889 -0.9051 -0.9230 -0.9416 -0.9611 -0.9810 -1.0024 -1.0263
 -1.0535
 -2.0619 -1.9696 -1.8798 -1.7900 -1.6995 -1.6108 -1.5267 -1.4498 -1.3820 -1.3231
 -1.2727 -1.2306 -1.1962 -1.1673 -1.1400 -1.0652 -0.9914 -0.9349 -0.8976 -0.8769
 -0.8702 -0.8749 -0.8883 -0.9073 -0.9289 -0.9511 -0.9736 -0.9963 -1.0193 -1.0428
 -1.0688
 -2.0259 -1.9323 -1.8462 -1.7628 -1.6806 -1.5996 -1.5205 -1.4455 -1.3761 -1.3136
 -1.2582 -1.2098 -1.1680 -1.1327 -1.1033 -1.0436 -0.9849 -0.9313 -0.8938 -0.8724
 -0.8652 -0.8697 -0.8840 -0.9052 -0.9303 -0.9565 -0.9829 -1.0089 -1.0346 -1.0604
 -1.0856
 -1.9991 -1.8998 -1.8133 -1.7327 -1.6556 -1.5811 -1.5088 -1.4387 -1.3721 -1.3099
 -1.2528 -1.2017 -1.1564 -1.1166 -1.0824 -1.0177 -0.9683 -0.9242 -0.8885
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  o   
 -2.6329 -2.4315 -2.2540 -2.1035 -1.9614 -1.8345 -1.7357 -1.6483 -1.5683 -1.4973
 -1.4301 -1.3663 -1.3065 -1.2505 -1.1981 -1.0816 -0.9877 -0.9144 -0.8587
 -2.6002 -2.4655 -2.2734 -2.1044 -1.9584 -1.8268 -1.7231 -1.6323 -1.5515 -1.4801
 -1.4137 -1.3514 -1.2930 -1.2383 -1.1868 -1.0738 -0.9828 -0.9139 -0.8660 -0.8362
 -2.5068 -2.4628 -2.2982 -2.1206 -1.9645 -1.8280 -1.7146 -1.6211 -1.5403 -1.4676
 -1.4024 -1.3416 -1.2847 -1.2313 -1.1812 -1.0707 -0.9825 -0.9168 -0.8722 -0.8450
 -0.8313
 -2.3685 -2.2907 -2.2775 -2.1389 -1.9800 -1.8384 -1.7163 -1.6158 -1.5320 -1.4583
 -1.3937 -1.3343 -1.2789 -1.2269 -1.1781 -1.0703 -0.9840 -0.9202 -0.8776 -0.8521
 -0.8395 -0.8359
 -2.2642 -2.1363 -2.0835 -2.0885 -1.9909 -1.8529 -1.7263 -1.6177 -1.5279 -1.4525
 -1.3866 -1.3281 -1.2740 -1.2235 -1.1760 -1.0709 -0.9862 -0.9236 -0.8823 -0.8580
 -0.8463 -0.8437 -0.8470 -0.8535
 -2.2471 -2.1049 -1.9816 -1.9048 -1.8897 -1.8485 -1.7387 -1.6269 -1.5298 -1.4493
 -1.3810 -1.3223 -1.2691 -1.2198 -1.1737 -1.0715 -0.9885 -0.9268 -0.8862 -0.8627
 -0.8519 -0.8502 -0.8548 -0.8629 -0.8737 -0.8872 -0.9045 -0.9265 -0.9519 -0.9798
 -2.2310 -2.0943 -1.9621 -1.8459 -1.7594 -1.7120 -1.6887 -1.6299 -1.5381 -1.4512
 -1.3786 -1.3171 -1.2641 -1.2156 -1.1707 -1.0713 -0.9903 -0.9294 -0.8891 -0.8660
 -0.8559 -0.8552 -0.8613 -0.8712 -0.8835 -0.8980 -0.9150 -0.9353 -0.9595 -0.9878
 -1.0187
 -2.2098 -2.0832 -1.9563 -1.8354 -1.7277 -1.6405 -1.5767 -1.5350 -1.5021 -1.4502
 -1.3798 -1.3144 -1.2591 -1.2111 -1.1668 -1.0699 -0.9909 -0.9309 -0.8907 -0.8678
 -0.8581 -0.8584 -0.8660 -0.8782 -0.8927 -0.9090 -0.9271 -0.9471 -0.9700 -0.9966
 -1.0278
 -2.1863 -2.0654 -1.9471 -1.8313 -1.7217 -1.6233 -1.5398 -1.4722 -1.4191 -1.3785
 -1.3436 -1.3024 -1.2525 -1.2047 -1.1612 -1.0666 -0.9893 -0.9303 -0.8904 -0.8674
 -0.8582 -0.8595 -0.8687 -0.8832 -0.9006 -0.9194 -0.9395 -0.9610 -0.9838 -1.0092
 -1.0383
 -2.1597 -2.0452 -1.9338 -1.8253 -1.7205 -1.6220 -1.5328 -1.4548 -1.3888 -1.3332
 -1.2870 -1.2492 -1.2165 -1.1836 -1.1495 -1.0628 -0.9874 -0.9292 -0.8891 -0.8657
 -0.8563 -0.8580 -0.8684 -0.8850 -0.9053 -0.9273 -0.9502 -0.9738 -0.9983 -1.0240
 -1.0515
 -2.1333 -2.0229 -1.9164 -1.8137 -1.7150 -1.6210 -1.5330 -1.4524 -1.3809 -1.3183
 -1.2641 -1.2176 -1.1779 -1.1444 -1.1155 -1.0502 -0.9837 -0.9266 -0.8864 -0.8623
 -0.8523 -0.8540 -0.8651 -0.8833 -0.9062 -0.9316 -0.9580 -0.9847 -1.0117 -1.0391
 -1.0664
 -2.1073 -1.9984 -1.8957 -1.7983 -1.7042 -1.6152 -1.5312 -1.4526 -1.3805 -1.3152
 -1.2571 -1.2059 -1.1612 -1.1223 -1.0592 -1.0288 -0.9782 -0.9225 -0.8823
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  o   
 -2.5789 -2.3800 -2.2125 -2.0734 -1.9331 -1.8123 -1.7132 -1.6290 -1.5501 -1.4811
 -1.4151 -1.3527 -1.2942 -1.2397 -1.1889 -1.0756 -0.9833 -0.9101 -0.8532
 -2.6221 -2.4208 -2.2331 -2.0715 -1.9327 -1.8058 -1.7016 -1.6148 -1.5344 -1.4650
 -1.3999 -1.3389 -1.2818 -1.2284 -1.1783 -1.0679 -0.9780 -0.9085 -0.8586 -0.8260
 -2.4826 -2.4543 -2.2602 -2.0896 -1.9397 -1.8074 -1.6959 -1.6048 -1.5247 -1.4533
 -1.3893 -1.3297 -1.2741 -1.2220 -1.1730 -1.0649 -0.9772 -0.9103 -0.8634 -0.8338
 -0.8179
