 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  g   
 -6.0443 -5.8714 -6.0638 -5.9888 -5.7572 -5.4225 -5.0402 -4.7902 -4.5594 -4.3203
 -4.0933 -3.8817 -3.6846 -3.4996 -3.3227 -2.9382 -2.5502 -2.2046 -1.9660
 -5.9215 -5.6150 -5.3698 -5.2015 -5.0983 -4.9588 -4.7400 -4.4931 -4.2567 -4.0282
 -3.8103 -3.6071 -3.4199 -3.2471 -3.0858 -2.7205 -2.4009 -2.1373 -1.9357 -1.7809
 -5.6267 -5.3255 -5.0582 -4.8327 -4.6484 -4.5172 -4.4071 -4.2456 -4.0402 -3.8219
 -3.6134 -3.4180 -3.2387 -3.0751 -2.9254 -2.5990 -2.3233 -2.0941 -1.9155 -1.7766
 -1.6644
 -5.3847 -5.1131 -4.8550 -4.6232 -4.4186 -4.2370 -4.0818 -3.9583 -3.8282 -3.6596
 -3.4701 -3.2844 -3.1120 -2.9547 -2.8122 -2.5105 -2.2659 -2.0657 -1.9053 -1.7795
 -1.6766 -1.5888
 -5.1657 -4.9330 -4.6996 -4.4777 -4.2749 -4.0892 -3.9175 -3.7594 -3.6231 -3.4929
 -3.3504 -3.1900 -3.0279 -2.8760 -2.7380 -2.4505 -2.2257 -2.0453 -1.9011 -1.7865
 -1.6921 -1.6107 -1.5385 -1.4734
 -4.9634 -4.7636 -4.5632 -4.3614 -4.1686 -3.9884 -3.8194 -3.6595 -3.5089 -3.3678
 -3.2367 -3.1069 -2.9696 -2.8293 -2.6949 -2.4134 -2.1994 -2.0317 -1.8993 -1.7945
 -1.7080 -1.6333 -1.5666 -1.5054 -1.4461 -1.3906 -1.3418 -1.3018 -1.2725 -1.2547
 -4.7790 -4.6042 -4.4316 -4.2556 -4.0789 -3.9089 -3.7469 -3.5924 -3.4451 -3.3034
 -3.1681 -3.0401 -2.9173 -2.7950 -2.6727 -2.3956 -2.1843 -2.0229 -1.8978 -1.8003
