 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F547M
 -5.3171 -5.2280 -5.4610 -5.3835 -5.1486 -4.8528 -4.5399 -4.3191 -4.1160 -3.9137
 -3.7300 -3.5626 -3.4064 -3.2589 -3.1195 -2.8274 -2.5434 -2.3019 -2.1573
 -5.2762 -5.0217 -4.8177 -4.6786 -4.5958 -4.4764 -4.2852 -4.0736 -3.8754 -3.6897
 -3.5173 -3.3584 -3.2124 -3.0780 -2.9535 -2.6789 -2.4526 -2.2775 -2.1503 -2.0563
 -5.0132 -4.7661 -4.5473 -4.3610 -4.2080 -4.1008 -4.0114 -3.8759 -3.7056 -3.5302
 -3.3698 -3.2226 -3.0872 -2.9632 -2.8496 -2.6058 -2.4109 -2.2602 -2.1486 -2.0645
 -1.9983
 -4.7998 -4.5754 -4.3671 -4.1794 -4.0125 -3.8642 -3.7389 -3.6423 -3.5417 -3.4110
 -3.2663 -3.1281 -3.0019 -2.8861 -2.7800 -2.5556 -2.3817 -2.2501 -2.1509 -2.0751
 -2.0141 -1.9633
 -4.6198 -4.4163 -4.2263 -4.0494 -3.8873 -3.7387 -3.6025 -3.4795 -3.3772 -3.2824
 -3.1792 -3.0622 -2.9443 -2.8347 -2.7346 -2.5227 -2.3614 -2.2424 -2.1541 -2.0862
 -2.0306 -1.9833 -1.9424 -1.9070
 -4.4694 -4.2795 -4.1059 -3.9429 -3.7909 -3.6495 -3.5179 -3.3956 -3.2837 -3.1821
 -3.0895 -2.9984 -2.9012 -2.8012 -2.7052 -2.5016 -2.3474 -2.2357 -2.1552 -2.0952
 -2.0457 -2.0030 -1.9654 -1.9317 -1.9003 -1.8728 -1.8513 -1.8373 -1.8320 -1.8361
 -4.3491 -4.1659 -4.0003 -3.8497 -3.7081 -3.5757 -3.4515 -3.3349 -3.2268 -3.1261
 -3.0319 -2.9431 -2.8575 -2.7719 -2.6857 -2.4889 -2.3378 -2.2282 -2.1528 -2.0995
 -2.0569 -2.0199 -1.9869 -1.9567 -1.9289 -1.9014 -1.8768 -1.8587 -1.8498 -1.8513
 -1.8614
 -4.2592 -4.0766 -3.9128 -3.7667 -3.6334 -3.5092 -3.3927 -3.2830 -3.1802 -3.0838
 -2.9933 -2.9071 -2.8241 -2.7441 -2.6658 -2.4824 -2.3325 -2.2227 -2.1477 -2.0980
 -2.0618 -2.0316 -2.0045 -1.9792 -1.9554 -1.9326 -1.9093 -1.8887 -1.8746 -1.8698
 -1.8763
 -4.2000 -4.0130 -3.8460 -3.6944 -3.5647 -3.4458 -3.3357 -3.2324 -3.1355 -3.0439
 -2.9573 -2.8754 -2.7969 -2.7206 -2.6462 -2.4737 -2.3287 -2.2185 -2.1412 -2.0917
 -2.0594 -2.0357 -2.0154 -1.9965 -1.9781 -1.9598 -1.9420 -1.9250 -1.9114 -1.9015
 -1.8950
 -4.1720 -3.9763 -3.8022 -3.6475 -3.5106 -3.3898 -3.2827 -3.1841 -3.0924 -3.0060
 -2.9241 -2.8461 -2.7718 -2.6996 -2.6294 -2.4662 -2.3259 -2.2162 -2.1370 -2.0850
 -2.0529 -2.0328 -2.0187 -2.0068 -1.9951 -1.9828 -1.9702 -1.9571 -1.9444 -1.9332
 -1.9229
 -4.1723 -3.9652 -3.7811 -3.6178 -3.4733 -3.3461 -3.2346 -3.1367 -3.0479 -2.9658
 -2.8887 -2.8154 -2.7451 -2.6776 -2.6125 -2.4579 -2.3221 -2.2135 -2.1336 -2.0789
 -2.0450 -2.0253 -2.0147 -2.0086 -2.0039 -1.9986 -1.9924 -1.9850 -1.9768 -1.9685
 -1.9612
 -4.1883 -3.9703 -3.7758 -3.6028 -3.4496 -3.3147 -3.1968 -3.0942 -3.0039 -2.9232
 -2.8495 -2.7808 -2.7153 -2.6521 -2.5910 -2.4471 -2.3171 -2.2100 -2.1295
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F547M
 -5.6563 -5.5434 -5.3856 -5.1103 -4.8067 -4.5235 -4.2819 -4.0716 -3.8754 -3.6898
 -3.5181 -3.3627 -3.2220 -3.0935 -2.9750 -2.7208 -2.4915 -2.2941 -2.1516
 -5.2705 -5.0339 -4.8968 -4.8073 -4.6119 -4.3550 -4.1110 -3.9004 -3.7105 -3.5323
 -3.3684 -3.2206 -3.0876 -2.9677 -2.8586 -2.6227 -2.4264 -2.2655 -2.1413 -2.0477
 -5.0501 -4.7906 -4.5755 -4.4114 -4.3160 -4.2000 -3.9986 -3.7856 -3.5979 -3.4278
 -3.2710 -3.1294 -3.0020 -2.8874 -2.7839 -2.5643 -2.3877 -2.2466 -2.1375 -2.0539
 -1.9879
 -4.8924 -4.6408 -4.4179 -4.2183 -4.0510 -3.9265 -3.8336 -3.7023 -3.5263 -3.3597
 -3.2083 -3.0721 -2.9494 -2.8387 -2.7387 -2.5283 -2.3634 -2.2352 -2.1374 -2.0622
 -2.0017 -1.9512
 -4.7721 -4.5306 -4.3132 -4.1187 -3.9440 -3.7848 -3.6467 -3.5338 -3.4363 -3.3119
 -3.1708 -3.0366 -2.9170 -2.8098 -2.7124 -2.5074 -2.3487 -2.2283 -2.1387 -2.0708
 -2.0159 -1.9693 -1.9290 -1.8950
 -4.6936 -4.4469 -4.2341 -4.0430 -3.8713 -3.7145 -3.5682 -3.4329 -3.3148 -3.2178
 -3.1226 -3.0133 -2.8993 -2.7926 -2.6970 -2.4956 -2.3398 -2.2233 -2.1391 -2.0776
 -2.0287 -1.9869 -1.9501 -1.9173 -1.8867 -1.8600 -1.8394 -1.8266 -1.8227 -1.8275
 -4.6357 -4.3872 -4.1749 -3.9847 -3.8147 -3.6619 -3.5210 -3.3885 -3.2645 -3.1525
 -3.0538 -2.9660 -2.8770 -2.7829 -2.6894 -2.4891 -2.3343 -2.2190 -2.1374 -2.0806
 -2.0379 -2.0020 -1.9699 -1.9408 -1.9140 -1.8880 -1.8653 -1.8486 -1.8404 -1.8420
 -1.8528
 -4.6062 -4.3519 -4.1362 -3.9427 -3.7711 -3.6184 -3.4812 -3.3545 -3.2355 -3.1237
 -3.0208 -2.9273 -2.8425 -2.7620 -2.6809 -2.4864 -2.3309 -2.2152 -2.1337 -2.0791
 -2.0418 -2.0122 -1.9860 -1.9619 -1.9392 -1.9154 -1.8927 -1.8744 -1.8630 -1.8603
 -1.8676
 -4.6095 -4.3429 -4.1170 -3.9175 -3.7402 -3.5837 -3.4456 -3.3214 -3.2072 -3.1003
 -2.9999 -2.9065 -2.8198 -2.7394 -2.6635 -2.4837 -2.3284 -2.2110 -2.1281 -2.0735
 -2.0391 -2.0154 -1.9959 -1.9780 -1.9607 -1.9436 -1.9272 -1.9132 -1.9017 -1.8926
 -1.8856
 -4.6476 -4.3621 -4.1235 -3.9163 -3.7304 -3.5662 -3.4220 -3.2953 -3.1824 -3.0789
 -2.9825 -2.8921 -2.8070 -2.7272 -2.6519 -2.4801 -2.3298 -2.2102 -2.1245 -2.0674
 -2.0328 -2.0123 -1.9986 -1.9875 -1.9767 -1.9656 -1.9542 -1.9425 -1.9313 -1.9215
 -1.9125
 -4.7104 -4.4100 -4.1574 -3.9384 -3.7421 -3.5674 -3.4135 -3.2789 -3.1617 -3.0578
 -2.9635 -2.8762 -2.7941 -2.7165 -2.6430 -2.4752 -2.3297 -2.2107 -2.1222 -2.0620
 -2.0250 -2.0047 -1.9944 -1.9890 -1.9850 -1.9807 -1.9757 -1.9695 -1.9626 -1.9556
 -1.9497
 -4.7946 -4.4864 -4.2188 -3.9832 -3.7747 -3.5891 -3.4240 -3.2784 -3.1514 -3.0412
 -2.9449 -2.8584 -2.7786 -2.7038 -2.6329 -2.4704 -2.3285 -2.2109 -2.1208
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F547M
 -5.8069 -5.5709 -5.2085 -4.8595 -4.5447 -4.2778 -4.0648 -3.8733 -3.6917 -3.5200
 -3.3593 -3.2128 -3.0815 -2.9641 -2.8582 -2.6318 -2.4408 -2.2758 -2.1399
 -5.3007 -5.1860 -5.0493 -4.7549 -4.4486 -4.1752 -3.9483 -3.7562 -3.5779 -3.4106
 -3.2544 -3.1125 -2.9859 -2.8734 -2.7729 -2.5621 -2.3903 -2.2462 -2.1277 -2.0345
 -5.0920 -4.8386 -4.6893 -4.6038 -4.3898 -4.1222 -3.8819 -3.6817 -3.5064 -3.3441
 -3.1924 -3.0542 -2.9305 -2.8207 -2.7230 -2.5203 -2.3591 -2.2278 -2.1217 -2.0382
 -1.9721
