 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  R   
 -3.4126 -3.3729 -3.5616 -3.5255 -3.3891 -3.1935 -2.9749 -2.8307 -2.7035 -2.5719
 -2.4472 -2.3301 -2.2236 -2.1265 -2.0402 -1.8605 -1.7326 -1.6357 -1.5879
 -3.4130 -3.2668 -3.1455 -3.0671 -3.0308 -2.9660 -2.8465 -2.7125 -2.5886 -2.4713
 -2.3593 -2.2544 -2.1582 -2.0712 -1.9929 -1.8326 -1.7186 -1.6455 -1.6022 -1.5777
 -3.2561 -3.1155 -2.9817 -2.8641 -2.7704 -2.7145 -2.6759 -2.6053 -2.5062 -2.3987
 -2.2973 -2.2022 -2.1145 -2.0351 -1.9638 -1.8189 -1.7174 -1.6535 -1.6161 -1.5945
 -1.5832
 -3.1237 -3.0018 -2.8760 -2.7553 -2.6470 -2.5550 -2.4845 -2.4396 -2.3955 -2.3296
 -2.2468 -2.1620 -2.0828 -2.0103 -1.9448 -1.8111 -1.7180 -1.6612 -1.6287 -1.6099
 -1.5997 -1.5958
 -2.9993 -2.9003 -2.7914 -2.6791 -2.5714 -2.4742 -2.3902 -2.3196 -2.2676 -2.2244
 -2.1773 -2.1181 -2.0528 -1.9886 -1.9292 -1.8053 -1.7180 -1.6663 -1.6384 -1.6234
 -1.6151 -1.6119 -1.6131 -1.6185
 -2.8807 -2.7995 -2.7112 -2.6136 -2.5140 -2.4185 -2.3325 -2.2578 -2.1940 -2.1404
 -2.0954 -2.0536 -2.0082 -1.9591 -1.9095 -1.7983 -1.7158 -1.6671 -1.6431 -1.6331
 -1.6284 -1.6273 -1.6295 -1.6346 -1.6424 -1.6536 -1.6694 -1.6903 -1.7170 -1.7496
 -2.7703 -2.7010 -2.6290 -2.5478 -2.4607 -2.3725 -2.2884 -2.2128 -2.1479 -2.0920
 -2.0428 -1.9987 -1.9585 -1.9194 -1.8798 -1.7860 -1.7101 -1.6620 -1.6415 -1.6368
 -1.6374 -1.6401 -1.6448 -1.6513 -1.6596 -1.6682 -1.6794 -1.6959 -1.7200 -1.7520
 -1.7880
 -2.6706 -2.6082 -2.5455 -2.4775 -2.4042 -2.3270 -2.2493 -2.1754 -2.1099 -2.0538
 -2.0055 -1.9621 -1.9217 -1.8842 -1.8487 -1.7673 -1.7003 -1.6543 -1.6343 -1.6333
 -1.6399 -1.6482 -1.6569 -1.6663 -1.6767 -1.6877 -1.6985 -1.7115 -1.7298 -1.7555
 -1.7901
 -2.5841 -2.5249 -2.4658 -2.4032 -2.3415 -2.2758 -2.2077 -2.1395 -2.0752 -2.0185
 -1.9704 -1.9290 -1.8914 -1.8559 -1.8220 -1.7465 -1.6864 -1.6443 -1.6235 -1.6238
 -1.6350 -1.6494 -1.6640 -1.6781 -1.6918 -1.7054 -1.7192 -1.7337 -1.7510 -1.7714
 -1.7946
 -2.5132 -2.4545 -2.3958 -2.3372 -2.2787 -2.2204 -2.1619 -2.1020 -2.0427 -1.9870
 -1.9380 -1.8968 -1.8614 -1.8286 -1.7976 -1.7284 -1.6721 -1.6329 -1.6122 -1.6110
 -1.6237 -1.6427 -1.6632 -1.6832 -1.7020 -1.7197 -1.7366 -1.7532 -1.7699 -1.7878
 -1.8070
 -2.4563 -2.3940 -2.3338 -2.2755 -2.2191 -2.1643 -2.1111 -2.0590 -2.0067 -1.9554
 -1.9074 -1.8654 -1.8301 -1.8001 -1.7731 -1.7110 -1.6583 -1.6213 -1.6016 -1.5985
 -1.6101 -1.6304 -1.6551 -1.6807 -1.7054 -1.7285 -1.7501 -1.7703 -1.7895 -1.8087
 -1.8287
 -2.3994 -2.3200 -2.2544 -2.1988 -2.1495 -2.1034 -2.0580 -2.0118 -1.9654 -1.9200
 -1.8762 -1.8353 -1.7995 -1.7696 -1.7445 -1.6916 -1.6447 -1.6096 -1.5906
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  R   
 -3.7405 -3.7008 -3.6189 -3.4387 -3.2277 -3.0254 -2.8566 -2.7196 -2.5973 -2.4821
 -2.3725 -2.2690 -2.1726 -2.0835 -2.0024 -1.8343 -1.7125 -1.6258 -1.5769
 -3.5013 -3.3639 -3.2923 -3.2542 -3.1313 -2.9547 -2.7843 -2.6434 -2.5244 -2.4150
 -2.3118 -2.2148 -2.1248 -2.0426 -1.9682 -1.8164 -1.7066 -1.6335 -1.5895 -1.5649
 -3.3660 -3.2098 -3.0734 -2.9712 -2.9235 -2.8623 -2.7340 -2.5929 -2.4723 -2.3681
 -2.2709 -2.1799 -2.0956 -2.0187 -1.9494 -1.8084 -1.7074 -1.6408 -1.6018 -1.5801
 -1.5691
 -3.2636 -3.1167 -2.9731 -2.8389 -2.7279 -2.6529 -2.6086 -2.5397 -2.4341 -2.3323
 -2.2400 -2.1547 -2.0756 -2.0034 -1.9382 -1.8055 -1.7103 -1.6480 -1.6125 -1.5937
 -1.5841 -1.5808
 -3.1730 -3.0427 -2.9079 -2.7764 -2.6547 -2.5461 -2.4586 -2.3965 -2.3521 -2.2904
 -2.2125 -2.1327 -2.0584 -1.9906 -1.9292 -1.8037 -1.7129 -1.6535 -1.6207 -1.6050
 -1.5978 -1.5956 -1.5977 -1.6049
 -3.0909 -2.9737 -2.8529 -2.7295 -2.6097 -2.4983 -2.3978 -2.3109 -2.2419 -2.1936
 -2.1515 -2.0994 -2.0384 -1.9763 -1.9189 -1.8002 -1.7134 -1.6559 -1.6252 -1.6129
 -1.6091 -1.6093 -1.6126 -1.6189 -1.6271 -1.6386 -1.6551 -1.6779 -1.7074 -1.7413
 -3.0076 -2.9041 -2.7980 -2.6870 -2.5747 -2.4662 -2.3654 -2.2744 -2.1947 -2.1283
 -2.0756 -2.0342 -1.9938 -1.9493 -1.9019 -1.7934 -1.7107 -1.6548 -1.6252 -1.6158
 -1.6165 -1.6206 -1.6266 -1.6343 -1.6439 -1.6546 -1.6681 -1.6863 -1.7106 -1.7420
 -1.7800
 -2.9296 -2.8329 -2.7410 -2.6421 -2.5405 -2.4386 -2.3410 -2.2503 -2.1689 -2.0974
 -2.0369 -1.9863 -1.9440 -1.9067 -1.8701 -1.7800 -1.7041 -1.6500 -1.6207 -1.6131
 -1.6182 -1.6274 -1.6375 -1.6482 -1.6598 -1.6706 -1.6825 -1.6979 -1.7187 -1.7464
 -1.7820
 -2.8631 -2.7671 -2.6809 -2.5928 -2.5013 -2.4085 -2.3169 -2.2291 -2.1479 -2.0752
 -2.0122 -1.9587 -1.9126 -1.8722 -1.8366 -1.7579 -1.6915 -1.6415 -1.6125 -1.6052
 -1.6134 -1.6280 -1.6436 -1.6589 -1.6739 -1.6888 -1.7042 -1.7216 -1.7412 -1.7627
 -1.7859
 -2.8163 -2.7144 -2.6260 -2.5429 -2.4607 -2.3765 -2.2921 -2.2095 -2.1309 -2.0582
 -1.9937 -1.9385 -1.8913 -1.8502 -1.8133 -1.7367 -1.6758 -1.6305 -1.6025 -1.5941
 -1.6028 -1.6211 -1.6423 -1.6633 -1.6833 -1.7022 -1.7207 -1.7387 -1.7571 -1.7767
 -1.7974
 -2.7995 -2.6762 -2.5786 -2.4953 -2.4191 -2.3416 -2.2642 -2.1873 -2.1130 -2.0425
 -1.9776 -1.9206 -1.8719 -1.8305 -1.7942 -1.7186 -1.6600 -1.6176 -1.5915 -1.5822
 -1.5896 -1.6089 -1.6339 -1.6604 -1.6862 -1.7104 -1.7333 -1.7550 -1.7758 -1.7965
 -1.8180
 -2.8070 -2.6527 -2.5387 -2.4506 -2.3763 -2.3052 -2.2342 -2.1630 -2.0930 -2.0257
 -1.9625 -1.9049 -1.8542 -1.8112 -1.7748 -1.7020 -1.6454 -1.6046 -1.5799
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  R   
 -3.9414 -3.8179 -3.5854 -3.3408 -3.1031 -2.9000 -2.7495 -2.6248 -2.5120 -2.4076
 -2.3093 -2.2163 -2.1287 -2.0469 -1.9711 -1.8113 -1.6928 -1.6105 -1.5595
 -3.5999 -3.5540 -3.4889 -3.2969 -3.0786 -2.8731 -2.7052 -2.5747 -2.4621 -2.3608
 -2.2662 -2.1774 -2.0941 -2.0167 -1.9455 -1.7977 -1.6902 -1.6166 -1.5711 -1.5458
 -3.4588 -3.3012 -3.2167 -3.1832 -3.0507 -2.8634 -2.6867 -2.5434 -2.4283 -2.3289
 -2.2378 -2.1528 -2.0734 -1.9999 -1.9325 -1.7930 -1.6922 -1.6237 -1.5816 -1.5590
 -1.5484
 -3.3838 -3.2087 -3.0553 -2.9424 -2.8881 -2.8226 -2.6813 -2.5311 -2.4064 -2.3055
 -2.2169 -2.1352 -2.0593 -1.9892 -1.9250 -1.7922 -1.6960 -1.6307 -1.5910 -1.5704
 -1.5614 -1.5591
 -3.3252 -3.1582 -2.9968 -2.8503 -2.7279 -2.6399 -2.5880 -2.5118 -2.3966 -2.2882
 -2.1995 -2.1204 -2.0475 -1.9805 -1.9191 -1.7921 -1.6997 -1.6366 -1.5985 -1.5797
 -1.5728 -1.5718 -1.5752 -1.5816
 -3.2723 -3.1175 -2.9628 -2.8139 -2.6762 -2.5554 -2.4567 -2.3845 -2.3333 -2.2664
 -2.1837 -2.1062 -2.0357 -1.9713 -1.9125 -1.7907 -1.7017 -1.6405 -1.6036 -1.5863
 -1.5818 -1.5833 -1.5880 -1.5958 -1.6056 -1.6188 -1.6375 -1.6629 -1.6946 -1.7280
 -3.2227 -3.0789 -2.9343 -2.7920 -2.6557 -2.5298 -2.4165 -2.3176 -2.2370 -2.1777
 -2.1304 -2.0794 -2.0205 -1.9601 -1.9038 -1.7870 -1.7011 -1.6416 -1.6056 -1.5895
 -1.5874 -1.5922 -1.5997 -1.6091 -1.6205 -1.6330 -1.6484 -1.6688 -1.6960 -1.7300
 -1.7668
 -3.1766 -3.0407 -2.9058 -2.7719 -2.6417 -2.5175 -2.4023 -2.2977 -2.2054 -2.1267
 -2.0632 -2.0156 -1.9754 -1.9337 -1.8883 -1.7801 -1.6975 -1.6396 -1.6041 -1.5887
 -1.5887 -1.5972 -1.6085 -1.6210 -1.6344 -1.6489 -1.6638 -1.6811 -1.7033 -1.7321
 -1.7688
 -3.1407 -3.0030 -2.8753 -2.7494 -2.6258 -2.5070 -2.3944 -2.2896 -2.1941 -2.1092
