 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  I   
 -1.6014 -1.5966 -1.7831 -1.7960 -1.7240 -1.6052 -1.4564 -1.3594 -1.2726 -1.1801
 -1.0909 -1.0065 -0.9286 -0.8586 -0.7989 -0.6754 -0.6372 -0.6618 -0.6636
 -1.6027 -1.5382 -1.4876 -1.4651 -1.4717 -1.4539 -1.3896 -1.3067 -1.2244 -1.1438
 -1.0653 -0.9911 -0.9231 -0.8629 -0.8111 -0.7184 -0.6731 -0.6642 -0.6757 -0.6984
 -1.4811 -1.4235 -1.3667 -1.3171 -1.2802 -1.2683 -1.2681 -1.2414 -1.1858 -1.1170
 -1.0482 -0.9816 -0.9199 -0.8652 -0.8181 -0.7335 -0.6915 -0.6841 -0.6965 -0.7188
 -0.7473
 -1.3693 -1.3272 -1.2787 -1.2296 -1.1845 -1.1455 -1.1184 -1.1095 -1.1006 -1.0723
 -1.0253 -0.9705 -0.9162 -0.8667 -0.8238 -0.7460 -0.7065 -0.7000 -0.7134 -0.7359
 -0.7635 -0.7953
 -1.2565 -1.2321 -1.1982 -1.1580 -1.1166 -1.0772 -1.0412 -1.0105 -0.9913 -0.9784
 -0.9635 -0.9376 -0.9022 -0.8626 -0.8248 -0.7538 -0.7166 -0.7112 -0.7258 -0.7496
 -0.7775 -0.8087 -0.8431 -0.8810
 -1.1418 -1.1317 -1.1138 -1.0871 -1.0550 -1.0209 -0.9877 -0.9563 -0.9274 -0.9030
 -0.8853 -0.8718 -0.8562 -0.8363 -0.8132 -0.7555 -0.7211 -0.7164 -0.7324 -0.7592
 -0.7889 -0.8207 -0.8549 -0.8915 -0.9310 -0.9736 -1.0197 -1.0692 -1.1223 -1.1789
 -1.0276 -1.0279 -1.0227 -1.0093 -0.9895 -0.9650 -0.9381 -0.9110 -0.8848 -0.8596
 -0.8366 -0.8177 -0.8034 -0.7913 -0.7790 -0.7466 -0.7192 -0.7138 -0.7322 -0.7629
 -0.7963 -0.8303 -0.8655 -0.9021 -0.9405 -0.9800 -1.0219 -1.0678 -1.1190 -1.1754
 -1.2337
 -0.9163 -0.9238 -0.9270 -0.9242 -0.9156 -0.9023 -0.8850 -0.8650 -0.8441 -0.8231
 -0.8026 -0.7836 -0.7670 -0.7539 -0.7435 -0.7238 -0.7095 -0.7070 -0.7256 -0.7593
 -0.7977 -0.8359 -0.8736 -0.9115 -0.9502 -0.9899 -1.0303 -1.0729 -1.1194 -1.1710
 -1.2286
 -0.8101 -0.8223 -0.8307 -0.8350 -0.8350 -0.8309 -0.8236 -0.8129 -0.7997 -0.7846
 -0.7689 -0.7536 -0.7393 -0.7267 -0.7161 -0.6991 -0.6926 -0.6960 -0.7145 -0.7498
 -0.7925 -0.8360 -0.8780 -0.9190 -0.9594 -0.9998 -1.0408 -1.0828 -1.1274 -1.1747
 -1.2245
 -0.7114 -0.7265 -0.7380 -0.7464 -0.7518 -0.7546 -0.7549 -0.7526 -0.7482 -0.7410
 -0.7319 -0.7218 -0.7117 -0.7022 -0.6936 -0.6786 -0.6747 -0.6817 -0.7011 -0.7356
 -0.7801 -0.8279 -0.8751 -0.9206 -0.9644 -1.0070 -1.0491 -1.0911 -1.1338 -1.1779
 -1.2245
 -0.6223 -0.6376 -0.6505 -0.6612 -0.6699 -0.6769 -0.6822 -0.6861 -0.6888 -0.6897
 -0.6882 -0.6849 -0.6803 -0.6753 -0.6705 -0.6610 -0.6584 -0.6674 -0.6882 -0.7210
 -0.7648 -0.8143 -0.8654 -0.9157 -0.9640 -1.0103 -1.0551 -1.0987 -1.1418 -1.1852
 -1.2295
 -0.5437 -0.5505 -0.5604 -0.5722 -0.5847 -0.5968 -0.6079 -0.6173 -0.6252 -0.6316
 -0.6369 -0.6409 -0.6431 -0.6437 -0.6435 -0.6427 -0.6441 -0.6537 -0.6752
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  I   
 -1.8796 -1.8895 -1.8641 -1.7616 -1.6347 -1.5120 -1.4078 -1.3198 -1.2384 -1.1603
 -1.0854 -1.0141 -0.9468 -0.8841 -0.8273 -0.7109 -0.6500 -0.6392 -0.6462
 -1.7064 -1.6440 -1.6278 -1.6359 -1.5793 -1.4791 -1.3778 -1.2908 -1.2135 -1.1405
 -1.0710 -1.0047 -0.9422 -0.8846 -0.8326 -0.7327 -0.6762 -0.6582 -0.6665 -0.6883
 -1.5992 -1.5255 -1.4619 -1.4216 -1.4217 -1.4116 -1.3483 -1.2673 -1.1932 -1.1253
 -1.0609 -0.9993 -0.9413 -0.8878 -0.8396 -0.7478 -0.6954 -0.6778 -0.6859 -0.7074
 -0.7359
 -1.5062 -1.4428 -1.3764 -1.3134 -1.2653 -1.2427 -1.2425 -1.2229 -1.1697 -1.1091
 -1.0503 -0.9936 -0.9398 -0.8900 -0.8451 -0.7598 -0.7109 -0.6935 -0.7012 -0.7227
 -0.7507 -0.7830
 -1.4131 -1.3656 -1.3093 -1.2508 -1.1964 -1.1487 -1.1133 -1.0954 -1.0906 -1.0704
 -1.0309 -0.9833 -0.9349 -0.8889 -0.8471 -0.7676 -0.7217 -0.7048 -0.7123 -0.7346
 -0.7631 -0.7951 -0.8304 -0.8699
 -1.3187 -1.2839 -1.2423 -1.1935 -1.1431 -1.0956 -1.0522 -1.0144 -0.9870 -0.9737
 -0.9646 -0.9468 -0.9177 -0.8813 -0.8443 -0.7705 -0.7276 -0.7113 -0.7189 -0.7426
 -0.7728 -0.8058 -0.8409 -0.8786 -0.9186 -0.9615 -1.0083 -1.0594 -1.1148 -1.1723
 -1.2177 -1.1958 -1.1678 -1.1326 -1.0917 -1.0493 -1.0088 -0.9710 -0.9364 -0.9073
 -0.8861 -0.8732 -0.8622 -0.8473 -0.8270 -0.7681 -0.7285 -0.7130 -0.7206 -0.7458
 -0.7789 -0.8140 -0.8503 -0.8881 -0.9277 -0.9690 -1.0129 -1.0602 -1.1116 -1.1674
 -1.2274
 -1.1177 -1.1029 -1.0864 -1.0628 -1.0343 -1.0010 -0.9665 -0.9329 -0.9010 -0.8709
 -0.8438 -0.8212 -0.8047 -0.7932 -0.7833 -0.7544 -0.7240 -0.7102 -0.7174 -0.7434
