 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  V   
 -5.6474 -5.4882 -5.1041 -4.7791 -4.5039 -4.2609 -4.0487 -3.8652 -3.6990 -3.5543
 -3.4212 -3.2976 -3.1836 -3.0793 -2.9846 -2.7891 -2.6412 -2.5257 -2.4321 -2.3539
 -2.2888
 -5.4668 -5.4080 -5.1554 -4.8221 -4.5239 -4.2709 -4.0481 -3.8573 -3.6911 -3.5432
 -3.4110 -3.2884 -3.1752 -3.0713 -2.9766 -2.7806 -2.6335 -2.5203 -2.4298 -2.3551
 -2.2934 -2.2435
 -5.3610 -5.0998 -5.0335 -4.8559 -4.5662 -4.2966 -4.0643 -3.8637 -3.6917 -3.5412
 -3.4083 -3.2868 -3.1744 -3.0709 -2.9761 -2.7789 -2.6309 -2.5183 -2.4295 -2.3573
 -2.2985 -2.2512 -2.2138 -2.1836
 -5.4245 -5.0411 -4.7879 -4.6782 -4.5753 -4.3371 -4.0956 -3.8850 -3.7032 -3.5471
 -3.4110 -3.2899 -3.1783 -3.0753 -2.9806 -2.7819 -2.6321 -2.5188 -2.4307 -2.3601
 -2.3034 -2.2584 -2.2232 -2.1953 -2.1723 -2.1553 -2.1454 -2.1429 -2.1472 -2.1574
 -5.5818 -5.1095 -4.7658 -4.5224 -4.3729 -4.2842 -4.1287 -3.9189 -3.7277 -3.5622
 -3.4198 -3.2964 -3.1853 -3.0829 -2.9885 -2.7886 -2.6363 -2.5212 -2.4327 -2.3629
 -2.3077 -2.2647 -2.2317 -2.2063 -2.1859 -2.1694 -2.1580 -2.1533 -2.1560 -2.1652
 -2.1803
 -5.8194 -5.2641 -4.8424 -4.5286 -4.2972 -4.1317 -4.0146 -3.9086 -3.7592 -3.5893
 -3.4376 -3.3077 -3.1950 -3.0930 -2.9989 -2.7981 -2.6433 -2.5256 -2.4355 -2.3655
 -2.3112 -2.2697 -2.2387 -2.2159 -2.1984 -2.1846 -2.1743 -2.1686 -2.1687 -2.1755
 -2.1895
 -6.1146 -5.4916 -4.9949 -4.6121 -4.3226 -4.1041 -3.9372 -3.8040 -3.6925 -3.5838
 -3.4583 -3.3245 -3.2064 -3.1035 -3.0096 -2.8081 -2.6512 -2.5307 -2.4381 -2.3670
 -2.3129 -2.2725 -2.2433 -2.2230 -2.2087 -2.1982 -2.1909 -2.1868 -2.1860 -2.1902
 -2.2010
 -6.3959 -5.7590 -5.2211 -4.7727 -4.4208 -4.1508 -3.9433 -3.7799 -3.6445 -3.5267
 -3.4213 -3.3210 -3.2184 -3.1169 -3.0241 -2.8224 -2.6630 -2.5395 -2.4436 -2.3700
 -2.3148 -2.2745 -2.2465 -2.2282 -2.2168 -2.2099 -2.2061 -2.2047 -2.2059 -2.2103
 -2.2179
 -6.7293 -6.0589 -5.4839 -4.9950 -4.5868 -4.2606 -4.0062 -3.8077 -3.6489 -3.5158
 -3.3991 -3.2946 -3.1998 -3.1117 -3.0288 -2.8372 -2.6765 -2.5501 -2.4509 -2.3739
 -2.3164 -2.2752 -2.2474 -2.2305 -2.2215 -2.2181 -2.2182 -2.2206 -2.2247 -2.2308
 -2.2385
 -7.1146 -6.3913 -5.7575 -5.2493 -4.8058 -4.4323 -4.1280 -3.8859 -3.6942 -3.5391
 -3.4093 -3.2962 -3.1952 -3.1043 -3.0237 -2.8525 -2.6917 -2.5625 -2.4600
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  V   
 -5.6982 -5.3350 -5.0281 -4.7721 -4.5130 -4.2899 -4.0932 -3.9158 -3.7555 -3.6101
 -3.4772 -3.3534 -3.2389 -3.1340 -3.0381 -2.8342 -2.6695 -2.5412 -2.4357
 -5.7891 -5.3691 -5.0210 -4.7378 -4.4869 -4.2562 -4.0557 -3.8767 -3.7119 -3.5703
 -3.4380 -3.3149 -3.2014 -3.0972 -3.0022 -2.8029 -2.6486 -2.5266 -2.4273 -2.3439
 -5.8398 -5.4410 -5.0614 -4.7457 -4.4860 -4.2463 -4.0377 -3.8570 -3.6905 -3.5485
 -3.4172 -3.2951 -3.1822 -3.0784 -2.9837 -2.7857 -2.6344 -2.5166 -2.4218 -2.3428
 -2.2766
 -5.5139 -5.4670 -5.1271 -4.7885 -4.5001 -4.2560 -4.0375 -3.8504 -3.6856 -3.5383
 -3.4077 -3.2865 -3.1742 -3.0707 -2.9759 -2.7774 -2.6269 -2.5112 -2.4192 -2.3434
 -2.2804 -2.2286
 -5.3733 -5.2228 -5.1300 -4.8443 -4.5420 -4.2790 -4.0539 -3.8564 -3.6868 -3.5369
 -3.4054 -3.2849 -3.1732 -3.0701 -2.9753 -2.7755 -2.6240 -2.5089 -2.4184 -2.3452
 -2.2846 -2.2353 -2.1960 -2.1649
 -5.4050 -5.0490 -4.8688 -4.8072 -4.5873 -4.3201 -4.0813 -3.8753 -3.6975 -3.5435
 -3.4080 -3.2878 -3.1768 -3.0742 -2.9795 -2.7784 -2.6250 -2.5092 -2.4195 -2.3476
 -2.2890 -2.2417 -2.2044 -2.1752 -2.1522 -2.1346 -2.1249 -2.1241 -2.1291 -2.1406
 -5.5567 -5.0911 -4.7687 -4.5687 -4.4840 -4.3495 -4.1224 -3.9067 -3.7198 -3.5570
 -3.4169 -3.2940 -3.1835 -3.0814 -2.9869 -2.7849 -2.6291 -2.5115 -2.4215 -2.3503
 -2.2932 -2.2476 -2.2121 -2.1849 -2.1637 -2.1474 -2.1364 -2.1320 -2.1360 -2.1462
 -2.1626
 -5.8162 -5.2385 -4.8244 -4.5267 -4.3217 -4.1968 -4.1025 -3.9436 -3.7537 -3.5823
 -3.4334 -3.3050 -3.1929 -3.0911 -2.9969 -2.7943 -2.6362 -2.5161 -2.4245 -2.3531
 -2.2967 -2.2526 -2.2188 -2.1935 -2.1746 -2.1602 -2.1502 -2.1448 -2.1458 -2.1545
 -2.1695
 -6.1396 -5.4801 -4.9698 -4.5939 -4.3170 -4.1156 -3.9706 -3.8612 -3.7525 -3.6113
 -3.4582 -3.3213 -3.2041 -3.1012 -3.0073 -2.8045 -2.6443 -2.5215 -2.4277 -2.3551
 -2.2988 -2.2555 -2.2232 -2.1999 -2.1834 -2.1716 -2.1639 -2.1600 -2.1604 -2.1661
 -2.1791
 -6.5457 -5.8027 -5.2088 -4.7493 -4.4021 -4.1420 -3.9467 -3.7965 -3.6743 -3.5674
 -3.4612 -3.3452 -3.2245 -3.1172 -3.0226 -2.8191 -2.6568 -2.5310 -2.4340 -2.3590
 -2.3015 -2.2583 -2.2268 -2.2050 -2.1907 -2.1817 -2.1769 -2.1753 -2.1771 -2.1814
 -2.1927
 -7.0867 -6.2063 -5.5116 -4.9843 -4.5652 -4.2416 -3.9949 -3.8055 -3.6559 -3.5311
 -3.4212 -3.3211 -3.2251 -3.1292 -3.0368 -2.8357 -2.6715 -2.5428 -2.4425 -2.3643
 -2.3045 -2.2603 -2.2288 -2.2080 -2.1954 -2.1891 -2.1874 -2.1890 -2.1934 -2.2004
 -2.2106
 -7.7628 -6.6909 -5.8288 -5.2696 -4.7977 -4.4130 -4.1090 -3.8727 -3.6881 -3.5401
 -3.4164 -3.3079 -3.2102 -3.1206 -3.0499 -2.8543 -2.6884 -2.5569 -2.4532
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  V   
 -5.6220 -5.2848 -4.9953 -4.7489 -4.4901 -4.2767 -4.0866 -3.9105 -3.7494 -3.6041
 -3.4734 -3.3515 -3.2384 -3.1343 -3.0387 -2.8333 -2.6663 -2.5353 -2.4278
 -5.7078 -5.3131 -4.9851 -4.7173 -4.4694 -4.2452 -4.0488 -3.8691 -3.7076 -3.5659
 -3.4372 -3.3159 -3.2036 -3.1001 -3.0053 -2.8041 -2.6464 -2.5212 -2.4197 -2.3352
 -5.8227 -5.3895 -5.0206 -4.7196 -4.4703 -4.2355 -4.0322 -3.8531 -3.6870 -3.5471
 -3.4175 -3.2969 -3.1852 -3.0822 -2.9875 -2.7876 -2.6326 -2.5114 -2.4142 -2.3337
 -2.2661
 -5.7569 -5.4657 -5.0905 -4.7584 -4.4822 -4.2465 -4.0315 -3.8471 -3.6840 -3.5373
 -3.4082 -3.2883 -3.1770 -3.0741 -2.9795 -2.7791 -2.6249 -2.5058 -2.4113 -2.3338
 -2.2690 -2.2154
 -5.4316 -5.3718 -5.1481 -4.8202 -4.5197 -4.2665 -4.0460 -3.8528 -3.6851 -3.5360
 -3.4056 -3.2863 -3.1755 -3.0729 -2.9783 -2.7767 -2.6215 -2.5031 -2.4104 -2.3350
 -2.2726 -2.2211 -2.1796 -2.1472
 -5.3890 -5.0857 -5.0091 -4.8564 -4.5738 -4.3034 -4.0718 -3.8703 -3.6950 -3.5427
 -3.4079 -3.2887 -3.1785 -3.0763 -2.9817 -2.7790 -2.6219 -2.5027 -2.4108 -2.3370
 -2.2764 -2.2268 -2.1870 -2.1560 -2.1322 -2.1148 -2.1052 -2.1047 -2.1101 -2.1228
 -5.5174 -5.0756 -4.7899 -4.6688 -4.5805 -4.3508 -4.1097 -3.8980 -3.7149 -3.5552
 -3.4165 -3.2943 -3.1845 -3.0828 -2.9885 -2.7850 -2.6257 -2.5047 -2.4123 -2.3393
 -2.2802 -2.2322 -2.1941 -2.1646 -2.1421 -2.1253 -2.1140 -2.1103 -2.1151 -2.1260
 -2.1436
 -5.7809 -5.2008 -4.8078 -4.5365 -4.3775 -4.2979 -4.1470 -3.9384 -3.7456 -3.5779
 -3.4317 -3.3047 -3.1931 -3.0917 -2.9978 -2.7939 -2.6325 -2.5090 -2.4152 -2.3421
 -2.2837 -2.2370 -2.2004 -2.1725 -2.1516 -2.1362 -2.1252 -2.1200 -2.1221 -2.1320
 -2.1480
 -6.1070 -5.4398 -4.9347 -4.5756 -4.3183 -4.1437 -4.0339 -3.9335 -3.7806 -3.6087
 -3.4537 -3.3197 -3.2035 -3.1011 -3.0073 -2.8035 -2.6404 -2.5145 -2.4185 -2.3442
 -2.2859 -2.2400 -2.2047 -2.1784 -2.1594 -2.1459 -2.1372 -2.1329 -2.1335 -2.1405
 -2.1552
 -6.6034 -5.7938 -5.1707 -4.7156 -4.3819 -4.1371 -3.9591 -3.8287 -3.7247 -3.6170
 -3.4870 -3.3488 -3.2244 -3.1170 -3.0222 -2.8179 -2.6530 -2.5241 -2.4252 -2.3486
 -2.2892 -2.2433 -2.2086 -2.1835 -2.1662 -2.1548 -2.1483 -2.1458 -2.1475 -2.1538
 -2.1654
 -7.2608 -6.2628 -5.5003 -4.9499 -4.5326 -4.2197 -3.9853 -3.8084 -3.6716 -3.5584
 -3.4565 -3.3549 -3.2477 -3.1382 -3.0399 -2.8349 -2.6682 -2.5366 -2.4345 -2.3549
 -2.2933 -2.2463 -2.2115 -2.1870 -2.1709 -2.1615 -2.1575 -2.1575 -2.1612 -2.1686
 -2.1801
 -8.0792 -6.8468 -5.8725 -5.2599 -4.7672 -4.3817 -4.0857 -3.8593 -3.6847 -3.5461
 -3.4303 -3.3281 -3.2336 -3.1428 -3.0604 -2.8545 -2.6860 -2.5520 -2.4464
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  V   
 -5.5591 -5.2634 -4.9905 -4.7384 -4.4845 -4.2560 -4.0567 -3.8817 -3.7266 -3.5879
 -3.4624 -3.3474 -3.2406 -3.1398 -3.0443 -2.8380 -2.6683 -2.5315 -2.4218
 -5.6600 -5.2766 -4.9629 -4.7121 -4.4642 -4.2426 -4.0476 -3.8691 -3.7087 -3.5701
 -3.4415 -3.3218 -3.2107 -3.1081 -3.0136 -2.8109 -2.6498 -2.5201 -2.4155 -2.3294
 -5.7768 -5.3433 -4.9890 -4.7062 -4.4641 -4.2318 -4.0321 -3.8531 -3.6884 -3.5503
 -3.4222 -3.3031 -3.1926 -3.0904 -2.9963 -2.7949 -2.6365 -2.5114 -2.4108 -2.3279
 -2.2584
 -5.8219 -5.4384 -5.0544 -4.7343 -4.4747 -4.2414 -4.0296 -3.8475 -3.6852 -3.5399
 -3.4124 -3.2938 -3.1837 -3.0817 -2.9876 -2.7861 -2.6284 -2.5054 -2.4077 -2.3275
 -2.2606 -2.2048
 -5.5744 -5.4526 -5.1337 -4.7943 -4.5022 -4.2626 -4.0431 -3.8521 -3.6863 -3.5372
 -3.4089 -3.2909 -3.1812 -3.0794 -2.9852 -2.7827 -2.6243 -2.5021 -2.4062 -2.3282
 -2.2634 -2.2095 -2.1657 -2.1313
 -5.3886 -5.1858 -5.1177 -4.8570 -4.5560 -4.2904 -4.0686 -3.8678 -3.6956 -3.5448
 -3.4105 -3.2925 -3.1832 -3.0816 -2.9875 -2.7839 -2.6238 -2.5009 -2.4058 -2.3295
 -2.2666 -2.2145 -2.1721 -2.1389 -2.1134 -2.0958 -2.0867 -2.0856 -2.0911 -2.1045
 -5.4783 -5.0704 -4.8506 -4.7956 -4.6029 -4.3403 -4.0999 -3.8951 -3.7137 -3.5563
 -3.4192 -3.2975 -3.1883 -3.0873 -2.9933 -2.7890 -2.6267 -2.5020 -2.4067 -2.3313
 -2.2698 -2.2193 -2.1785 -2.1464 -2.1221 -2.1044 -2.0931 -2.0896 -2.0941 -2.1053
 -2.1240
 -5.7144 -5.1633 -4.7985 -4.5690 -4.4806 -4.3660 -4.1468 -3.9307 -3.7421 -3.5771
 -3.4330 -3.3074 -3.1961 -3.0953 -3.0016 -2.7971 -2.6328 -2.5058 -2.4090 -2.3336
 -2.2730 -2.2238 -2.1843 -2.1536 -2.1305 -2.1137 -2.1025 -2.0971 -2.0989 -2.1090
 -2.1256
 -6.0318 -5.3828 -4.8985 -4.5625 -4.3334 -4.2036 -4.1201 -3.9676 -3.7785 -3.6043
 -3.4519 -3.3210 -3.2058 -3.1036 -3.0102 -2.8060 -2.6403 -2.5108 -2.4119 -2.3355
 -2.2751 -2.2268 -2.1885 -2.1591 -2.1374 -2.1219 -2.1120 -2.1070 -2.1074 -2.1148
 -2.1303
 -6.5875 -5.7468 -5.1179 -4.6797 -4.3653 -4.1407 -3.9884 -3.8867 -3.7850 -3.6439
 -3.4887 -3.3478 -3.2253 -3.1187 -3.0242 -2.8196 -2.6525 -2.5203 -2.4186 -2.3401
 -2.2787 -2.2303 -2.1927 -2.1642 -2.1438 -2.1298 -2.1214 -2.1177 -2.1186 -2.1249
 -2.1374
 -7.3225 -6.2553 -5.4570 -4.9008 -4.4970 -4.2000 -3.9812 -3.8210 -3.7018 -3.6024
 -3.4988 -3.3803 -3.2553 -3.1410 -3.0421 -2.8362 -2.6676 -2.5329 -2.4281 -2.3467
 -2.2833 -2.2339 -2.1962 -2.1682 -2.1487 -2.1361 -2.1295 -2.1275 -2.1299 -2.1369
 -2.1487
 -8.2368 -6.9083 -5.9158 -5.2229 -4.7225 -4.3461 -4.0632 -3.8494 -3.6872 -3.5605
 -3.4551 -3.3591 -3.2634 -3.1646 -3.0639 -2.8558 -2.6856 -2.5486 -2.4404
