 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -3.8142 -3.0883 -2.7000 -2.6437 -2.9430 -3.3810 -3.8604 -3.7230 -3.5896 -3.4481
 -3.2986 -3.1877 -3.0221 -2.8570 -2.7019 -2.3688 -2.0826 -1.8678 -1.6941
 -4.5489 -4.2119 -3.9677 -3.8070 -3.7026 -3.6072 -3.5055 -3.4017 -3.2985 -3.1939
 -3.0776 -2.9446 -2.8015 -2.6611 -2.5295 -2.2390 -2.0028 -1.8196 -1.6833 -1.5797
 -4.3421 -4.0261 -3.7775 -3.5852 -3.4417 -3.3426 -3.2746 -3.2027 -3.1114 -3.0067
 -2.9016 -2.7917 -2.6689 -2.5432 -2.4247 -2.1687 -1.9613 -1.7989 -1.6765 -1.5825
 -1.5076
 -4.1826 -3.8987 -3.6659 -3.4742 -3.3174 -3.1915 -3.0917 -3.0139 -2.9462 -2.8665
 -2.7692 -2.6695 -2.5648 -2.4540 -2.3465 -2.1143 -1.9298 -1.7852 -1.6749 -1.5892
 -1.5201 -1.4621
 -4.0303 -3.7832 -3.5741 -3.3945 -3.2393 -3.1065 -2.9939 -2.8980 -2.8144 -2.7386
 -2.6608 -2.5740 -2.4832 -2.3856 -2.2884 -2.0745 -1.9059 -1.7753 -1.6756 -1.5977
 -1.5342 -1.4806 -1.4338 -1.3912
 -3.8772 -3.6648 -3.4822 -3.3204 -3.1751 -3.0448 -2.9290 -2.8271 -2.7364 -2.6531
 -2.5736 -2.4949 -2.4162 -2.3323 -2.2454 -2.0464 -1.8884 -1.7671 -1.6760 -1.6055
 -1.5480 -1.4991 -1.4562 -1.4176 -1.3807 -1.3470 -1.3186 -1.2973 -1.2843 -1.2804
 -3.7308 -3.5440 -3.3853 -3.2427 -3.1113 -2.9893 -2.8767 -2.7741 -2.6814 -2.5965
 -2.5164 -2.4386 -2.3628 -2.2876 -2.2108 -2.0275 -1.8761 -1.7601 -1.6742 -1.6099
 -1.5586 -1.5153 -1.4771 -1.4425 -1.4105 -1.3795 -1.3513 -1.3280 -1.3114 -1.3033
 -1.3059
 -3.5936 -3.4275 -3.2861 -3.1598 -3.0429 -2.9322 -2.8265 -2.7275 -2.6360 -2.5514
 -2.4727 -2.3975 -2.3244 -2.2529 -2.1818 -2.0131 -1.8685 -1.7548 -1.6707 -1.6099
 -1.5640 -1.5266 -1.4941 -1.4646 -1.4370 -1.4108 -1.3845 -1.3605 -1.3419 -1.3309
 -1.3291
 -3.4693 -3.3200 -3.1886 -3.0734 -2.9684 -2.8685 -2.7720 -2.6793 -2.5915 -2.5093
 -2.4325 -2.3601 -2.2907 -2.2231 -2.1562 -1.9981 -1.8609 -1.7502 -1.6663 -1.6061
 -1.5632 -1.5311 -1.5047 -1.4813 -1.4592 -1.4379 -1.4172 -1.3986 -1.3824 -1.3684
 -1.3563
 -3.3578 -3.2215 -3.1018 -2.9915 -2.8930 -2.8019 -2.7145 -2.6294 -2.5473 -2.4690
 -2.3951 -2.3257 -2.2597 -2.1962 -2.1342 -1.9855 -1.8547 -1.7470 -1.6636 -1.6023
 -1.5595 -1.5299 -1.5085 -1.4912 -1.4755 -1.4601 -1.4449 -1.4298 -1.4189 -1.4050
 -1.3894
 -3.2593 -3.1320 -3.0257 -2.9182 -2.8211 -2.7337 -2.6526 -2.5749 -2.4993 -2.4263
 -2.3564 -2.2903 -2.2277 -2.1680 -2.1104 -1.9725 -1.8475 -1.7430 -1.6606 -1.5987
 -1.5548 -1.5253 -1.5062 -1.4935 -1.4839 -1.4750 -1.4662 -1.4568 -1.4470 -1.4374
 -1.4289
 -3.1736 -3.0515 -2.9603 -2.8542 -2.7563 -2.6688 -2.5898 -2.5165 -2.4467 -2.3796
 -2.3147 -2.2526 -2.1937 -2.1377 -2.0848 -1.9591 -1.8393 -1.7382 -1.6573
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_BP 
 -5.3661 -4.7103 -4.2326 -3.9271 -3.7971 -3.7630 -3.7852 -3.6321 -3.4846 -3.3365
