 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  r   
 -2.5575 -1.8460 -1.4443 -1.3748 -1.7210 -2.2544 -2.9665 -2.8467 -2.7326 -2.6114
 -2.4863 -2.4060 -2.2643 -2.1247 -1.9958 -1.7456 -1.5560 -1.4296 -1.3472
 -3.6733 -3.3380 -3.0973 -2.9417 -2.8435 -2.7569 -2.6678 -2.5801 -2.4961 -2.4133
 -2.3223 -2.2183 -2.1061 -1.9965 -1.8953 -1.6842 -1.5296 -1.4250 -1.3565 -1.3114
 -3.4941 -3.1820 -2.9394 -2.7549 -2.6218 -2.5349 -2.4805 -2.4253 -2.3550 -2.2741
 -2.1945 -2.1126 -2.0205 -1.9252 -1.8358 -1.6510 -1.5179 -1.4277 -1.3677 -1.3270
 -1.2989
 -3.3585 -3.0817 -2.8572 -2.6741 -2.5275 -2.4151 -2.3323 -2.2734 -2.2261 -2.1701
 -2.1000 -2.0285 -1.9537 -1.8732 -1.7942 -1.6282 -1.5100 -1.4316 -1.3792 -1.3426
 -1.3165 -1.2978
 -3.2256 -2.9884 -2.7905 -2.6213 -2.4761 -2.3550 -2.2582 -2.1824 -2.1211 -2.0687
 -2.0161 -1.9572 -1.8963 -1.8296 -1.7618 -1.6119 -1.5035 -1.4338 -1.3889 -1.3570
 -1.3335 -1.3163 -1.3038 -1.2939
 -3.0857 -2.8859 -2.7174 -2.5690 -2.4352 -2.3156 -2.2127 -2.1282 -2.0594 -2.0001
 -1.9458 -1.8930 -1.8418 -1.7875 -1.7303 -1.5978 -1.4966 -1.4321 -1.3939 -1.3681
 -1.3487 -1.3340 -1.3231 -1.3153 -1.3098 -1.3079 -1.3109 -1.3199 -1.3357 -1.3588
 -2.9450 -2.7741 -2.6324 -2.5064 -2.3893 -2.2793 -2.1781 -2.0894 -2.0152 -1.9531
 -1.8978 -1.8457 -1.7960 -1.7480 -1.6988 -1.5824 -1.4885 -1.4264 -1.3924 -1.3731
 -1.3595 -1.3490 -1.3411 -1.3355 -1.3315 -1.3276 -1.3264 -1.3309 -1.3437 -1.3654
 -1.3927
 -2.8058 -2.6593 -2.5383 -2.4316 -2.3322 -2.2363 -2.1432 -2.0562 -1.9794 -1.9141
 -1.8584 -1.8083 -1.7609 -1.7156 -1.6706 -1.5656 -1.4794 -1.4184 -1.3853 -1.3705
 -1.3633 -1.3588 -1.3556 -1.3535 -1.3523 -1.3517 -1.3507 -1.3520 -1.3589 -1.3740
 -1.3989
 -2.6705 -2.5471 -2.4399 -2.3474 -2.2629 -2.1808 -2.0995 -2.0198 -1.9449 -1.8780
 -1.8209 -1.7718 -1.7274 -1.6857 -1.6447 -1.5477 -1.4678 -1.4094 -1.3753 -1.3616
 -1.3591 -1.3611 -1.3642 -1.3673 -1.3703 -1.3730 -1.3760 -1.3810 -1.3882 -1.3974
 -1.4084
 -2.5392 -2.4375 -2.3461 -2.2620 -2.1872 -2.1169 -2.0474 -1.9778 -1.9093 -1.8446
 -1.7865 -1.7367 -1.6940 -1.6557 -1.6194 -1.5315 -1.4565 -1.4006 -1.3657 -1.3504
 -1.3491 -1.3554 -1.3647 -1.3742 -1.3829 -1.3904 -1.3973 -1.4036 -1.4150 -1.4222
 -1.4265
 -2.4119 -2.3305 -2.2569 -2.1815 -2.1107 -2.0471 -1.9869 -1.9271 -1.8673 -1.8085
 -1.7529 -1.7028 -1.6599 -1.6234 -1.5908 -1.5145 -1.4447 -1.3913 -1.3566 -1.3397
 -1.3372 -1.3445 -1.3576 -1.3729 -1.3879 -1.4015 -1.4138 -1.4245 -1.4343 -1.4440
 -1.4545
 -2.2885 -2.2261 -2.1723 -2.1069 -2.0388 -1.9781 -1.9227 -1.8701 -1.8184 -1.7672
 -1.7170 -1.6697 -1.6270 -1.5905 -1.5589 -1.4967 -1.4324 -1.3815 -1.3480
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  r   
 -4.5165 -3.8454 -3.3387 -3.0043 -2.8701 -2.8542 -2.9478 -2.8019 -2.6672 -2.5372
 -2.4081 -2.2958 -2.1663 -2.0446 -1.9338 -1.7091 -1.5391 -1.4195 -1.3403
 -4.2688 -3.8387 -3.5266 -3.2659 -3.0441 -2.8620 -2.7137 -2.5901 -2.4813 -2.3791
 -2.2771 -2.1707 -2.0615 -1.9572 -1.8615 -1.6639 -1.5181 -1.4161 -1.3481 -1.3018
 -3.9638 -3.5150 -3.1811 -2.9431 -2.7868 -2.6711 -2.5596 -2.4512 -2.3522 -2.2627
 -2.1783 -2.0925 -1.9998 -1.9060 -1.8187 -1.6387 -1.5084 -1.4182 -1.3582 -1.3176
 -1.2895
 -3.8064 -3.3777 -3.0486 -2.7996 -2.6146 -2.4816 -2.3947 -2.3340 -2.2670 -2.1873
 -2.1065 -2.0306 -1.9537 -1.8716 -1.7926 -1.6243 -1.5038 -1.4219 -1.3684 -1.3320
 -1.3061 -1.2876
 -3.6996 -3.3021 -2.9914 -2.7488 -2.5587 -2.4114 -2.2994 -2.2163 -2.1581 -2.1102
 -2.0515 -1.9838 -1.9148 -1.8436 -1.7718 -1.6154 -1.5013 -1.4248 -1.3768 -1.3450
 -1.3220 -1.3051 -1.2931 -1.2852
 -3.5986 -3.2385 -2.9529 -2.7252 -2.5402 -2.3885 -2.2657 -2.1682 -2.0910 -2.0294
 -1.9790 -1.9291 -1.8747 -1.8150 -1.7519 -1.6075 -1.4984 -1.4251 -1.3813 -1.3547
 -1.3359 -1.3218 -1.3116 -1.3045 -1.3002 -1.2989 -1.3016 -1.3104 -1.3293 -1.3532
 -3.4900 -3.1674 -2.9102 -2.7017 -2.5281 -2.3803 -2.2540 -2.1477 -2.0604 -1.9885
 -1.9274 -1.8737 -1.8254 -1.7772 -1.7251 -1.5969 -1.4935 -1.4220 -1.3804 -1.3588
 -1.3456 -1.3359 -1.3288 -1.3238 -1.3207 -1.3194 -1.3208 -1.3257 -1.3369 -1.3591
 -1.3866
 -3.3743 -3.0871 -2.8573 -2.6687 -2.5094 -2.3706 -2.2474 -2.1382 -2.0440 -1.9648
 -1.8978 -1.8394 -1.7874 -1.7395 -1.6935 -1.5807 -1.4854 -1.4159 -1.3749 -1.3562
 -1.3488 -1.3450 -1.3425 -1.3412 -1.3407 -1.3410 -1.3429 -1.3466 -1.3532 -1.3674
 -1.3929
 -3.2538 -2.9986 -2.7924 -2.6228 -2.4785 -2.3507 -2.2346 -2.1283 -2.0321 -1.9476
 -1.8755 -1.8140 -1.7597 -1.7109 -1.6653 -1.5607 -1.4731 -1.4071 -1.3659 -1.3480
 -1.3446 -1.3469 -1.3506 -1.3544 -1.3581 -1.3616 -1.3656 -1.3702 -1.3764 -1.3859
 -1.4021
 -3.1402 -2.9140 -2.7271 -2.5724 -2.4405 -2.3233 -2.2157 -2.1151 -2.0213 -1.9353
 -1.8590 -1.7934 -1.7374 -1.6884 -1.6437 -1.5432 -1.4603 -1.3978 -1.3566 -1.3372
