 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  i   
 -1.3322 -1.3324 -1.3514 -1.3887 -1.4261 -1.4387 -1.2932 -1.2616 -1.2257 -1.1799
 -1.1226 -1.0572 -0.9938 -0.9238 -0.8609 -0.7394 -0.6879 -0.6772 -0.6868
 -1.3414 -1.2567 -1.2062 -1.1864 -1.1895 -1.1900 -1.1801 -1.1634 -1.1426 -1.1174
 -1.0809 -1.0306 -0.9711 -0.9122 -0.8594 -0.7633 -0.7128 -0.6980 -0.7034 -0.7208
 -1.2906 -1.2206 -1.1642 -1.1217 -1.0950 -1.0872 -1.0947 -1.0980 -1.0869 -1.0631
 -1.0358 -1.0023 -0.9571 -0.9069 -0.8601 -0.7728 -0.7289 -0.7178 -0.7245 -0.7414
 -0.7652
 -1.2357 -1.1802 -1.1315 -1.0895 -1.0552 -1.0302 -1.0153 -1.0112 -1.0134 -1.0088
 -0.9920 -0.9706 -0.9408 -0.9016 -0.8613 -0.7822 -0.7420 -0.7337 -0.7423 -0.7592
 -0.7818 -0.8092
 -1.1616 -1.1236 -1.0881 -1.0543 -1.0230 -0.9957 -0.9737 -0.9575 -0.9466 -0.9402
 -0.9338 -0.9228 -0.9087 -0.8859 -0.8567 -0.7879 -0.7502 -0.7444 -0.7558 -0.7741
 -0.7967 -0.8231 -0.8530 -0.8859
 -1.0700 -1.0487 -1.0282 -1.0065 -0.9836 -0.9608 -0.9396 -0.9211 -0.9059 -0.8930
 -0.8818 -0.8713 -0.8626 -0.8506 -0.8342 -0.7865 -0.7526 -0.7480 -0.7632 -0.7850
 -0.8093 -0.8361 -0.8654 -0.8974 -0.9325 -0.9711 -1.0136 -1.0601 -1.1108 -1.1657
 -0.9691 -0.9593 -0.9522 -0.9434 -0.9316 -0.9172 -0.9014 -0.8857 -0.8712 -0.8581
 -0.8457 -0.8337 -0.8230 -0.8132 -0.8020 -0.7723 -0.7481 -0.7448 -0.7628 -0.7895
 -0.8178 -0.8468 -0.8770 -0.9089 -0.9424 -0.9771 -1.0146 -1.0567 -1.1046 -1.1584
 -1.2147
 -0.8610 -0.8619 -0.8645 -0.8661 -0.8655 -0.8614 -0.8539 -0.8444 -0.8341 -0.8236
 -0.8134 -0.8032 -0.7931 -0.7836 -0.7736 -0.7511 -0.7364 -0.7356 -0.7550 -0.7860
 -0.8198 -0.8531 -0.8861 -0.9194 -0.9534 -0.9882 -1.0237 -1.0616 -1.1038 -1.1518
 -1.2065
 -0.7533 -0.7618 -0.7706 -0.7797 -0.7877 -0.7929 -0.7948 -0.7934 -0.7897 -0.7844
 -0.7783 -0.7716 -0.7646 -0.7575 -0.7496 -0.7304 -0.7205 -0.7232 -0.7425 -0.7757
 -0.8144 -0.8535 -0.8912 -0.9278 -0.9638 -0.9995 -1.0357 -1.0740 -1.1144 -1.1569
 -1.2010
 -0.6461 -0.6590 -0.6745 -0.6888 -0.7024 -0.7149 -0.7250 -0.7321 -0.7364 -0.7382
 -0.7379 -0.7363 -0.7335 -0.7301 -0.7260 -0.7126 -0.7051 -0.7097 -0.7284 -0.7608
 -0.8017 -0.8454 -0.8885 -0.9300 -0.9697 -1.0080 -1.0457 -1.0831 -1.1248 -1.1640
 -1.2018
 -0.5394 -0.5535 -0.5762 -0.5971 -0.6140 -0.6311 -0.6472 -0.6615 -0.6735 -0.6830
 -0.6900 -0.6948 -0.6976 -0.6990 -0.6993 -0.6955 -0.6906 -0.6966 -0.7152 -0.7459
 -0.7861 -0.8315 -0.8787 -0.9253 -0.9699 -1.0123 -1.0531 -1.0925 -1.1312 -1.1699
 -1.2098
 -0.4331 -0.4453 -0.4757 -0.5055 -0.5252 -0.5456 -0.5657 -0.5849 -0.6030 -0.6196
 -0.6340 -0.6460 -0.6557 -0.6630 -0.6695 -0.6791 -0.6770 -0.6839 -0.7029
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  i   
 -1.4173 -1.3619 -1.3305 -1.3194 -1.3186 -1.3157 -1.2626 -1.2453 -1.2170 -1.1760
