 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F150W2
  1.9400  1.1304  0.1398  0.1358  1.5130  3.2002  2.4883  1.4900  0.9998  1.0482
  1.1141  1.2128  1.4215  1.6086  1.6959  1.5668
  1.9450  1.6229  1.1664  1.1181  1.6527  2.4248  2.1712  1.7821  1.5465  1.5000
  1.4780  1.4945  1.5686  1.6360  1.6549  1.5316  1.3917  1.2624  1.1203
  1.8713  1.8170  1.6895  1.6422  1.7169  1.9263  1.9109  1.8568  1.7904  1.7269
  1.6788  1.6552  1.6504  1.6436  1.6212  1.5042  1.3758  1.2459  1.1122  0.9831
  0.8614
  1.7189  1.7127  1.7091  1.7081  1.7056  1.7047  1.7074  1.7141  1.7315  1.7290
  1.7165  1.6947  1.6668  1.6315  1.5948  1.4846  1.3594  1.2298  1.1008  0.9753
  0.8525  0.7327  0.6156
  1.6314  1.6417  1.6494  1.6538  1.6540  1.6524  1.6508  1.6505  1.6518  1.6526
  1.6474  1.6335  1.6123  1.5841  1.5497  1.4501  1.3371  1.2152  1.0896  0.9654
  0.8445  0.7268  0.6122  0.5002  0.3903
  1.5306  1.5546  1.5730  1.5853  1.5917  1.5936  1.5926  1.5903  1.5874  1.5845
  1.5806  1.5725  1.5570  1.5351  1.5064  1.4167  1.3132  1.1990  1.0782  0.9563
  0.8370  0.7209  0.6082  0.4983  0.3910  0.2856
  1.4165  1.4514  1.4799  1.5026  1.5187  1.5283  1.5328  1.5335  1.5316  1.5279
  1.5229  1.5158  1.5050  1.4886  1.4649  1.3844  1.2877  1.1812  1.0666  0.9480
  0.8300  0.7150  0.6035  0.4952  0.3897  0.2865  0.1852  0.0848 -0.0151 -0.1121
  1.2890  1.3321  1.3701  1.4035  1.4311  1.4517  1.4657  1.4734  1.4764  1.4756
  1.4721  1.4662  1.4574  1.4444  1.4262  1.3551  1.2638  1.1625  1.0541  0.9400
  0.8240  0.7098  0.5989  0.4914  0.3871  0.2856  0.1865  0.0889 -0.0084 -0.1054
 -0.2000
  1.1505  1.2000  1.2462  1.2894  1.3282  1.3609  1.3867  1.4051  1.4166  1.4220
  1.4231  1.4202  1.4139  1.4040  1.3895  1.3288  1.2428  1.1451  1.0410  0.9317
  0.8189  0.7057  0.5950  0.4878  0.3840  0.2834  0.1852  0.0895 -0.0048 -0.0988
 -0.1932
  1.0068  1.0604  1.1122  1.1623  1.2108  1.2551  1.2933  1.3242  1.3471  1.3624
  1.3709  1.3737  1.3716  1.3652  1.3538  1.3028  1.2237  1.1292  1.0274  0.9216
  0.8123  0.7010  0.5905  0.4829  0.3788  0.2783  0.1807  0.0857 -0.0072 -0.0990
 -0.1898
  0.8618  0.9180  0.9742  1.0303  1.0862  1.1394  1.1883  1.2312  1.2666  1.2935
  1.3122  1.3233  1.3275  1.3254  1.3176  1.2757  1.2064  1.1164  1.0170  0.9136
  0.8074  0.6990  0.5900  0.4824  0.3778  0.2767  0.1790  0.0843 -0.0077 -0.0978
 -0.1877
  0.7086  0.7728  0.8352  0.8959  0.9570  1.0165  1.0738  1.1264  1.1731  1.2113
  1.2409  1.2621  1.2755  1.2814  1.2802  1.2503  1.1889  1.1044  1.0082  0.9067
  0.8025  0.6967  0.5899  0.4832  0.3784  0.2767  0.1782  0.0831 -0.0090 -0.0985
 -0.1861
  0.5473  0.6248  0.6952  0.7591  0.8232  0.8864  0.9537  1.0137  1.0687  1.1162
  1.1562  1.1891  1.2156  1.2332  1.2417  1.2268  1.1712  1.0932  1.0010
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F150W2
  1.7400  1.7299  1.7396  1.7835  1.8770  2.0334  1.9339  1.8562  1.8139  1.7932
  1.7555  1.7185  1.7145  1.7130  1.6895  1.5577
  1.7552  1.7423  1.7410  1.7617  1.8156  1.9111  1.8819  1.8526  1.8303  1.8109
  1.7810  1.7480  1.7241  1.6986  1.6622  1.5341  1.3983  1.2635  1.1305
  1.7553  1.7424  1.7345  1.7387  1.7627  1.8117  1.8236  1.8256  1.8186  1.8037
  1.7816  1.7530  1.7187  1.6792  1.6350  1.5104  1.3802  1.2477  1.1165  0.9879
  0.8621
  1.7403  1.7302  1.7201  1.7145  1.7183  1.7352  1.7590  1.7750  1.7790  1.7716
  1.7571  1.7335  1.6984  1.6548  1.6079  1.4866  1.3615  1.2326  1.1038  0.9776
  0.8546  0.7345  0.6173
  1.7102  1.7057  1.6978  1.6891  1.6825  1.6816  1.6881  1.7009  1.7114  1.7146
  1.7076  1.6894  1.6631  1.6254  1.5809  1.4627  1.3422  1.2182  1.0923  0.9681
  0.8471  0.7293  0.6145  0.5023  0.3921
  1.6650  1.6689  1.6676  1.6625  1.6553  1.6486  1.6450  1.6455  1.6486  1.6511
  1.6479  1.6357  1.6164  1.5883  1.5509  1.4390  1.3222  1.2035  1.0815  0.9594
  0.8399  0.7238  0.6109  0.5008  0.3931  0.2875
  1.6040  1.6167  1.6242  1.6264  1.6237  1.6178  1.6112  1.6058  1.6021  1.5986
  1.5925  1.5816  1.5647  1.5430  1.5130  1.4143  1.3023  1.1882  1.0709  0.9515
