 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -1.9555 -1.9348 -2.1207 -2.1145 -2.0176 -1.8611 -1.6711 -1.5488 -1.4376 -1.3196
 -1.2073 -1.1008 -1.0012 -0.9101 -0.8268 -0.6518 -0.5208 -0.4158 -0.3524
 -1.9558 -1.8554 -1.7717 -1.7216 -1.7062 -1.6634 -1.5679 -1.4536 -1.3431 -1.2359
 -1.1319 -1.0333 -0.9418 -0.8581 -0.7821 -0.6230 -0.5025 -0.4155 -0.3547 -0.3115
 -1.8197 -1.7234 -1.6283 -1.5430 -1.4747 -1.4374 -1.4138 -1.3587 -1.2725 -1.1741
 -1.0783 -0.9864 -0.9007 -0.8221 -0.7511 -0.6040 -0.4944 -0.4164 -0.3620 -0.3231
 -0.2944
 -1.6985 -1.6183 -1.5300 -1.4421 -1.3608 -1.2898 -1.2347 -1.2012 -1.1664 -1.1082
 -1.0309 -0.9485 -0.8692 -0.7956 -0.7287 -0.5904 -0.4888 -0.4184 -0.3698 -0.3350
 -0.3090 -0.2890
 -1.5791 -1.5191 -1.4462 -1.3662 -1.2864 -1.2116 -1.1441 -1.0852 -1.0408 -1.0029
 -0.9601 -0.9036 -0.8388 -0.7729 -0.7107 -0.5800 -0.4842 -0.4195 -0.3764 -0.3463
 -0.3235 -0.3058 -0.2919 -0.2815
 -1.4603 -1.4167 -1.3624 -1.2967 -1.2253 -1.1536 -1.0862 -1.0242 -0.9684 -0.9191
 -0.8768 -0.8369 -0.7922 -0.7423 -0.6904 -0.5706 -0.4792 -0.4183 -0.3798 -0.3551
 -0.3365 -0.3220 -0.3106 -0.3014 -0.2931 -0.2868 -0.2844 -0.2869 -0.2955 -0.3106
 -1.3446 -1.3127 -1.2736 -1.2235 -1.1649 -1.1018 -1.0383 -0.9779 -0.9226 -0.8716
 -0.8244 -0.7812 -0.7411 -0.7015 -0.6603 -0.5584 -0.4729 -0.4134 -0.3787 -0.3592
