 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  G   
 -3.1098 -1.9594 -0.6684 -0.4246 -1.6382 -3.9353 -3.1576 -1.8293 -1.0376 -0.9947
 -0.9234 -0.9278 -1.3286 -1.8078 -2.0552 -1.8723
 -3.0518 -2.5539 -1.9357 -1.7626 -2.1857 -3.2125 -2.8887 -2.3046 -1.8722 -1.7152
 -1.5930 -1.5549 -1.7055 -1.9024 -1.9962 -1.8384 -1.7260 -1.6561 -1.6745
 -2.8553 -2.7215 -2.5157 -2.3979 -2.3995 -2.6453 -2.5682 -2.4170 -2.2465 -2.0945
 -1.9840 -1.9304 -1.9337 -1.9542 -1.9486 -1.8168 -1.7292 -1.6686 -1.6499 -1.6379
 -1.5985
 -2.5203 -2.4622 -2.4084 -2.3305 -2.2796 -2.2337 -2.1961 -2.1663 -2.1607 -2.1324
 -2.0966 -2.0543 -2.0130 -1.9634 -1.9124 -1.8075 -1.7269 -1.6757 -1.6452 -1.6283
 -1.6198 -1.6156 -1.6142
 -2.3184 -2.2929 -2.2654 -2.2244 -2.1879 -2.1507 -2.1157 -2.0843 -2.0572 -2.0329
 -2.0070 -1.9769 -1.9450 -1.9100 -1.8719 -1.7877 -1.7272 -1.6873 -1.6623 -1.6473
 -1.6392 -1.6354 -1.6344 -1.6363 -1.6414
 -2.1295 -2.1291 -2.1232 -2.1100 -2.0900 -2.0654 -2.0383 -2.0110 -1.9849 -1.9606
 -1.9378 -1.9151 -1.8903 -1.8653 -1.8369 -1.7698 -1.7231 -1.6930 -1.6743 -1.6629
 -1.6567 -1.6542 -1.6542 -1.6560 -1.6596 -1.6659
 -1.9537 -1.9708 -1.9818 -1.9873 -1.9860 -1.9778 -1.9639 -1.9464 -1.9270 -1.9069
 -1.8869 -1.8674 -1.8480 -1.8290 -1.8074 -1.7538 -1.7146 -1.6928 -1.6812 -1.6751
 -1.6723 -1.6720 -1.6736 -1.6764 -1.6802 -1.6856 -1.6930 -1.7055 -1.7251 -1.7502
 -1.7909 -1.8180 -1.8412 -1.8609 -1.8758 -1.8842 -1.8858 -1.8815 -1.8724 -1.8601
 -1.8458 -1.8304 -1.8145 -1.7986 -1.7824 -1.7392 -1.7048 -1.6867 -1.6809 -1.6810
 -1.6834 -1.6868 -1.6912 -1.6962 -1.7015 -1.7073 -1.7135 -1.7229 -1.7382 -1.7610
 -1.7901
 -1.6494 -1.6797 -1.7092 -1.7380 -1.7642 -1.7861 -1.8024 -1.8121 -1.8152 -1.8131
 -1.8066 -1.7973 -1.7861 -1.7737 -1.7603 -1.7256 -1.6951 -1.6777 -1.6741 -1.6791
 -1.6874 -1.6964 -1.7051 -1.7135 -1.7215 -1.7292 -1.7374 -1.7456 -1.7568 -1.7743
 -1.8004
 -1.5268 -1.5591 -1.5922 -1.6260 -1.6588 -1.6896 -1.7167 -1.7386 -1.7541 -1.7628
 -1.7656 -1.7636 -1.7581 -1.7502 -1.7403 -1.7117 -1.6850 -1.6678 -1.6640 -1.6707
 -1.6837 -1.6986 -1.7132 -1.7265 -1.7387 -1.7496 -1.7601 -1.7704 -1.7816 -1.7961
 -1.8142
 -1.4249 -1.4574 -1.4911 -1.5258 -1.5615 -1.5968 -1.6305 -1.6611 -1.6871 -1.7067
 -1.7194 -1.7262 -1.7280 -1.7258 -1.7203 -1.6987 -1.6752 -1.6587 -1.6536 -1.6593
 -1.6736 -1.6927 -1.7130 -1.7323 -1.7499 -1.7656 -1.7799 -1.7931 -1.8060 -1.8195
 -1.8339
 -1.3460 -1.3746 -1.4059 -1.4397 -1.4756 -1.5121 -1.5490 -1.5844 -1.6172 -1.6446
 -1.6662 -1.6822 -1.6926 -1.6979 -1.6983 -1.6856 -1.6657 -1.6500 -1.6439 -1.6483
 -1.6616 -1.6816 -1.7055 -1.7303 -1.7538 -1.7752 -1.7946 -1.8122 -1.8284 -1.8440
 -1.8600
 -1.2903 -1.3106 -1.3366 -1.3677 -1.4011 -1.4355 -1.4746 -1.5120 -1.5481 -1.5803
 -1.6084 -1.6326 -1.6532 -1.6665 -1.6743 -1.6724 -1.6565 -1.6417 -1.6349
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  G   
 -2.4651 -2.3749 -2.3276 -2.3274 -2.3836 -2.6233 -2.5127 -2.3958 -2.3058 -2.2373
 -2.1324 -2.0304 -2.0096 -2.0286 -2.0126 -1.8414
 -2.4853 -2.3937 -2.3318 -2.3039 -2.3172 -2.4364 -2.3886 -2.3304 -2.2763 -2.2256
 -2.1580 -2.0887 -2.0473 -2.0202 -1.9788 -1.8271 -1.7214 -1.6544 -1.6137
 -2.4816 -2.3936 -2.3244 -2.2780 -2.2597 -2.2929 -2.2805 -2.2591 -2.2300 -2.1943
 -2.1531 -2.1072 -2.0576 -2.0048 -1.9494 -1.8149 -1.7229 -1.6644 -1.6288 -1.6085
 -1.5977
 -2.4540 -2.3746 -2.3054 -2.2497 -2.2113 -2.1928 -2.1884 -2.1819 -2.1669 -2.1432
 -2.1177 -2.0861 -2.0404 -1.9824 -1.9244 -1.8048 -1.7242 -1.6737 -1.6431 -1.6252
 -1.6155 -1.6112 -1.6100
 -2.4025 -2.3367 -2.2748 -2.2190 -2.1719 -2.1361 -2.1123 -2.0988 -2.0871 -2.0724
 -2.0519 -2.0253 -1.9958 -1.9531 -1.9038 -1.7968 -1.7253 -1.6823 -1.6565 -1.6413
 -1.6329 -1.6292 -1.6287 -1.6311 -1.6368
 -2.3271 -2.2799 -2.2326 -2.1859 -2.1415 -2.1022 -2.0701 -2.0454 -2.0265 -2.0105
 -1.9922 -1.9692 -1.9461 -1.9182 -1.8815 -1.7890 -1.7242 -1.6877 -1.6676 -1.6559
 -1.6496 -1.6472 -1.6474 -1.6497 -1.6541 -1.6609
 -2.2294 -2.2010 -2.1714 -2.1390 -2.1045 -2.0695 -2.0368 -2.0084 -1.9845 -1.9637
 -1.9435 -1.9222 -1.8991 -1.8790 -1.8518 -1.7784 -1.7201 -1.6882 -1.6740 -1.6673
 -1.6644 -1.6642 -1.6661 -1.6694 -1.6740 -1.6801 -1.6884 -1.7015 -1.7214 -1.7467
 -2.1171 -2.1042 -2.0906 -2.0742 -2.0533 -2.0283 -2.0009 -1.9741 -1.9495 -1.9276
 -1.9070 -1.8861 -1.8640 -1.8439 -1.8220 -1.7627 -1.7127 -1.6836 -1.6737 -1.6728
 -1.6749 -1.6785 -1.6832 -1.6887 -1.6947 -1.7013 -1.7093 -1.7191 -1.7343 -1.7575
 -1.7867
 -2.0138 -2.0027 -1.9959 -1.9930 -1.9859 -1.9737 -1.9561 -1.9352 -1.9138 -1.8932
 -1.8738 -1.8549 -1.8355 -1.8156 -1.7965 -1.7453 -1.7026 -1.6754 -1.6665 -1.6708
 -1.6760 -1.6879 -1.6968 -1.7058 -1.7145 -1.7229 -1.7317 -1.7435 -1.7585 -1.7765
 -1.7971
