 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  R   
 -2.4575 -2.1292 -1.7703 -1.4682 -1.3168 -1.3098 -1.6821 -1.6211 -1.5474 -1.4559
 -1.3533 -1.2817 -1.1622 -1.0421 -0.9317 -0.7197 -0.5695 -0.4762 -0.4179
 -2.1884 -1.9555 -1.7892 -1.6828 -1.6193 -1.5614 -1.4976 -1.4321 -1.3675 -1.3022
 -1.2278 -1.1401 -1.0438 -0.9492 -0.8622 -0.6842 -0.5590 -0.4792 -0.4307 -0.4021
 -2.0601 -1.8464 -1.6725 -1.5370 -1.4391 -1.3777 -1.3428 -1.3058 -1.2536 -1.1900
 -1.1259 -1.0585 -0.9804 -0.8983 -0.8212 -0.6639 -0.5557 -0.4871 -0.4450 -0.4193
 -0.4045
 -1.9595 -1.7688 -1.6071 -1.4718 -1.3620 -1.2776 -1.2162 -1.1742 -1.1421 -1.1017
 -1.0474 -0.9907 -0.9291 -0.8606 -0.7927 -0.6509 -0.5542 -0.4948 -0.4585 -0.4358
 -0.4220 -0.4148
 -1.8523 -1.6899 -1.5486 -1.4246 -1.3164 -1.2253 -1.1521 -1.0948 -1.0489 -1.0104
 -0.9716 -0.9267 -0.8794 -0.8254 -0.7687 -0.6412 -0.5521 -0.4995 -0.4695 -0.4505
 -0.4387 -0.4323 -0.4302 -0.4306
 -1.7350 -1.5996 -1.4813 -1.3743 -1.2761 -1.1872 -1.1099 -1.0459 -0.9934 -0.9482
 -0.9067 -0.8663 -0.8275 -0.7854 -0.7398 -0.6309 -0.5479 -0.4993 -0.4752 -0.4617
 -0.4533 -0.4489 -0.4478 -0.4497 -0.4540 -0.4617 -0.4739 -0.4916 -0.5154 -0.5457
 -1.6142 -1.4992 -1.4017 -1.3130 -1.2290 -1.1489 -1.0741 -1.0078 -0.9518 -0.9045
 -0.8621 -0.8218 -0.7834 -0.7464 -0.7080 -0.6158 -0.5407 -0.4942 -0.4739 -0.4665
 -0.4635 -0.4628 -0.4643 -0.4677 -0.4727 -0.4779 -0.4857 -0.4989 -0.5198 -0.5490
 -0.5829
 -1.4920 -1.3949 -1.3131 -1.2399 -1.1707 -1.1028 -1.0356 -0.9721 -0.9153 -0.8664
 -0.8244 -0.7861 -0.7495 -0.7145 -0.6795 -0.5975 -0.5307 -0.4857 -0.4664 -0.4635
 -0.4667 -0.4716 -0.4774 -0.4839 -0.4911 -0.4990 -0.5065 -0.5162 -0.5312 -0.5539
 -0.5858
 -1.3727 -1.2916 -1.2205 -1.1585 -1.1014 -1.0451 -0.9883 -0.9316 -0.8777 -0.8290
 -0.7870 -0.7504 -0.7170 -0.6853 -0.6537 -0.5786 -0.5176 -0.4756 -0.4555 -0.4540
 -0.4621 -0.4734 -0.4850 -0.4963 -0.5072 -0.5178 -0.5286 -0.5413 -0.5562 -0.5731
 -0.5916
 -1.2565 -1.1893 -1.1306 -1.0757 -1.0264 -0.9798 -0.9330 -0.8851 -0.8374 -0.7918
 -0.7504 -0.7147 -0.6836 -0.6555 -0.6284 -0.5616 -0.5050 -0.4652 -0.4445 -0.4415
 -0.4511 -0.4669 -0.4846 -0.5019 -0.5181 -0.5330 -0.5472 -0.5608 -0.5792 -0.5938
 -0.6056
 -1.1432 -1.0880 -1.0434 -0.9966 -0.9511 -0.9100 -0.8707 -0.8312 -0.7911 -0.7511
 -0.7129 -0.6783 -0.6485 -0.6229 -0.5998 -0.5441 -0.4922 -0.4546 -0.4340 -0.4295
 -0.4379 -0.4549 -0.4766 -0.4996 -0.5219 -0.5424 -0.5614 -0.5789 -0.5955 -0.6118
 -0.6291
 -1.0329 -0.9877 -0.9589 -0.9222 -0.8799 -0.8417 -0.8066 -0.7729 -0.7394 -0.7060
 -0.6729 -0.6415 -0.6131 -0.5889 -0.5679 -0.5261 -0.4792 -0.4438 -0.4240
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  R   
 -2.7533 -2.5060 -2.2451 -2.0059 -1.8228 -1.6998 -1.7209 -1.6158 -1.5127 -1.4085
 -1.3011 -1.2042 -1.0932 -0.9877 -0.8917 -0.6984 -0.5586 -0.4663 -0.4102
 -2.4616 -2.2295 -2.0540 -1.8974 -1.7558 -1.6349 -1.5329 -1.4444 -1.3628 -1.2826
 -1.1994 -1.1097 -1.0159 -0.9254 -0.8422 -0.6719 -0.5506 -0.4710 -0.4223 -0.3926
 -2.3187 -2.0453 -1.8267 -1.6656 -1.5617 -1.4863 -1.4095 -1.3308 -1.2565 -1.1876
 -1.1205 -1.0499 -0.9711 -0.8901 -0.8143 -0.6587 -0.5493 -0.4784 -0.4356 -0.4098
 -0.3950
 -2.2382 -1.9665 -1.7413 -1.5628 -1.4274 -1.3303 -1.2698 -1.2304 -1.1841 -1.1242
 -1.0609 -0.9999 -0.9362 -0.8661 -0.7979 -0.6526 -0.5510 -0.4860 -0.4479 -0.4252
 -0.4116 -0.4046
 -2.1728 -1.9174 -1.7019 -1.5253 -1.3832 -1.2718 -1.1874 -1.1256 -1.0846 -1.0525
 -1.0101 -0.9586 -0.9035 -0.8444 -0.7832 -0.6489 -0.5526 -0.4916 -0.4576 -0.4385
 -0.4272 -0.4212 -0.4196 -0.4219
 -2.0998 -1.8679 -1.6699 -1.5041 -1.3653 -1.2499 -1.1560 -1.0815 -1.0226 -0.9764
 -0.9398 -0.9038 -0.8637 -0.8173 -0.7661 -0.6440 -0.5522 -0.4936 -0.4630 -0.4483
 -0.4406 -0.4368 -0.4364 -0.4390 -0.4442 -0.4523 -0.4643 -0.4822 -0.5093 -0.5404
 -2.0145 -1.8069 -1.6295 -1.4787 -1.3494 -1.2375 -1.1409 -1.0595 -0.9924 -0.9370
 -0.8899 -0.8490 -0.8130 -0.7773 -0.7373 -0.6343 -0.5484 -0.4914 -0.4625 -0.4524
 -0.4497 -0.4499 -0.4521 -0.4562 -0.4621 -0.4698 -0.4800 -0.4936 -0.5132 -0.5430
 -0.5771
 -1.9196 -1.7351 -1.5776 -1.4426 -1.3253 -1.2213 -1.1281 -1.0448 -0.9728 -0.9119
 -0.8601 -0.8148 -0.7746 -0.7380 -0.7031 -0.6159 -0.5401 -0.4853 -0.4569 -0.4496
 -0.4525 -0.4580 -0.4645 -0.4718 -0.4797 -0.4885 -0.4987 -0.5107 -0.5256 -0.5476
 -0.5801
