 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F150W2
 -1.5828 -2.3635 -3.3083 -3.3022 -1.9804 -0.3356 -1.0200 -1.9746 -2.4595 -2.4097
 -2.3428 -2.2516 -2.0524 -1.8762 -1.7915 -1.9349
 -1.5593 -1.8722 -2.3088 -2.3517 -1.8385 -1.0882 -1.3314 -1.7033 -1.9351 -1.9782
 -1.9989 -1.9843 -1.9148 -1.8524 -1.8349 -1.9627 -2.0985 -2.2250 -2.3682
 -1.6214 -1.6763 -1.7992 -1.8446 -1.7730 -1.5714 -1.5859 -1.6377 -1.7024 -1.7632
 -1.8105 -1.8335 -1.8395 -1.8476 -1.8703 -1.9865 -2.1134 -2.2416 -2.3739 -2.5016
 -2.6206
 -1.7691 -1.7758 -1.7795 -1.7809 -1.7839 -1.7853 -1.7835 -1.7777 -1.7616 -1.7647
 -1.7775 -1.7992 -1.8267 -1.8616 -1.8977 -2.0063 -2.1296 -2.2576 -2.3851 -2.5089
 -2.6302 -2.7486 -2.8638
 -1.8513 -1.8426 -1.8361 -1.8328 -1.8335 -1.8358 -1.8381 -1.8392 -1.8388 -1.8389
 -1.8448 -1.8590 -1.8802 -1.9082 -1.9421 -2.0405 -2.1521 -2.2725 -2.3965 -2.5190
 -2.6385 -2.7547 -2.8678 -2.9784 -3.0870
 -1.9470 -1.9254 -1.9090 -1.8984 -1.8933 -1.8924 -1.8942 -1.8973 -1.9010 -1.9048
 -1.9095 -1.9183 -1.9342 -1.9562 -1.9846 -2.0734 -2.1758 -2.2887 -2.4080 -2.5283
 -2.6462 -2.7608 -2.8722 -2.9807 -3.0867 -3.1908
 -2.0563 -2.0242 -1.9982 -1.9777 -1.9634 -1.9551 -1.9518 -1.9520 -1.9548 -1.9594
 -1.9652 -1.9731 -1.9846 -2.0014 -2.0252 -2.1050 -2.2007 -2.3062 -2.4196 -2.5368
 -2.6533 -2.7669 -2.8770 -2.9841 -3.0883 -3.1902 -3.2902 -3.3896 -3.4886 -3.5848
 -2.1792 -2.1390 -2.1037 -2.0728 -2.0474 -2.0287 -2.0164 -2.0099 -2.0079 -2.0097
 -2.0141 -2.0209 -2.0305 -2.0441 -2.0627 -2.1336 -2.2241 -2.3245 -2.4319 -2.5448
 -2.6594 -2.7723 -2.8819 -2.9881 -3.0911 -3.1915 -3.2894 -3.3860 -3.4822 -3.5783
 -3.6722
 -2.3137 -2.2669 -2.2232 -2.1825 -2.1463 -2.1159 -2.0922 -2.0755 -2.0654 -2.0612
 -2.0612 -2.0651 -2.0723 -2.0830 -2.0981 -2.1592 -2.2446 -2.3413 -2.4446 -2.5528
 -2.6645 -2.7764 -2.8859 -2.9919 -3.0945 -3.1940 -3.2910 -3.3857 -3.4790 -3.5720
 -3.6655
 -2.4547 -2.4028 -2.3531 -2.3054 -2.2595 -2.2178 -2.1820 -2.1533 -2.1322 -2.1184
 -2.1113 -2.1098 -2.1129 -2.1202 -2.1324 -2.1843 -2.2631 -2.3568 -2.4577 -2.5626
 -2.6709 -2.7811 -2.8904 -2.9969 -3.0998 -3.1993 -3.2958 -3.3897 -3.4816 -3.5724
 -3.6624
 -2.5972 -2.5424 -2.4879 -2.4337 -2.3801 -2.3294 -2.2831 -2.2427 -2.2096 -2.1846
