 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F850LP
  0.2134  0.1892  0.1244  0.0729  0.0504  0.0293 -0.0162 -0.0707 -0.1034 -0.1035
 -0.0853 -0.0535 -0.0165  0.0170  0.0475  0.0967  0.1028  0.0795  0.0495
  0.1649  0.1690  0.1494  0.1219  0.0888  0.0507  0.0111 -0.0246 -0.0516 -0.0674
 -0.0701 -0.0587 -0.0348 -0.0054  0.0219  0.0659  0.0724  0.0499  0.0153 -0.0266
  0.1318  0.1471  0.1506  0.1400  0.1118  0.0752  0.0417  0.0128 -0.0133 -0.0362
 -0.0503 -0.0533 -0.0426 -0.0207  0.0023  0.0408  0.0470  0.0253 -0.0115 -0.0540
 -0.0987
  0.1141  0.1235  0.1280  0.1272  0.1194  0.1028  0.0756  0.0415  0.0115 -0.0099
 -0.0259 -0.0373 -0.0399 -0.0289 -0.0113  0.0214  0.0266  0.0057 -0.0310 -0.0736
 -0.1185 -0.1640
  0.1228  0.1214  0.1193  0.1172  0.1135  0.1064  0.0944  0.0770  0.0539  0.0277
  0.0060 -0.0100 -0.0229 -0.0259 -0.0167  0.0086  0.0123 -0.0082 -0.0456 -0.0892
 -0.1348 -0.1810 -0.2273 -0.2732
  0.1588  0.1440  0.1314  0.1223  0.1159  0.1102  0.1032  0.0935  0.0809  0.0658
  0.0483  0.0307  0.0144 -0.0004 -0.0061  0.0035  0.0047 -0.0157 -0.0543 -0.1003
 -0.1476 -0.1954 -0.2430 -0.2904 -0.3371 -0.3832 -0.4293 -0.4780 -0.5308 -0.5852
  0.2196  0.1908  0.1659  0.1466  0.1329  0.1232  0.1155  0.1079  0.0990  0.0888
  0.0776  0.0656  0.0532  0.0379  0.0251  0.0109  0.0041 -0.0168 -0.0562 -0.1054
 -0.1561 -0.2063 -0.2561 -0.3052 -0.3537 -0.4013 -0.4487 -0.4960 -0.5463 -0.6015
 -0.6589
  0.2994  0.2586  0.2218  0.1909  0.1673  0.1499  0.1373  0.1274  0.1184  0.1091
  0.0995  0.0897  0.0800  0.0694  0.0566  0.0328  0.0128 -0.0118 -0.0517 -0.1034
 -0.1584 -0.2126 -0.2654 -0.3170 -0.3676 -0.4173 -0.4663 -0.5151 -0.5644 -0.6162
 -0.6738
  0.3903  0.3406  0.2944  0.2534  0.2194  0.1925  0.1720  0.1564  0.1437  0.1324
  0.1217  0.1114  0.1014  0.0918  0.0806  0.0557  0.0289 -0.0017 -0.0426 -0.0957
 -0.1545 -0.2135 -0.2706 -0.3257 -0.3793 -0.4314 -0.4827 -0.5332 -0.5834 -0.6346
 -0.6887
  0.4854  0.4309  0.3785  0.3301  0.2871  0.2509  0.2212  0.1976  0.1786  0.1627
  0.1487  0.1358  0.1238  0.1124  0.1010  0.0746  0.0461  0.0117 -0.0304 -0.0832
 -0.1436 -0.2062 -0.2679 -0.3274 -0.3847 -0.4401 -0.4940 -0.5467 -0.5987 -0.6505
 -0.7033
  0.5834  0.5248  0.4683  0.4154  0.3666  0.3225  0.2842  0.2520  0.2250  0.2023
  0.1829  0.1656  0.1499  0.1355  0.1219  0.0909  0.0613  0.0253 -0.0181 -0.0699
 -0.1297 -0.1938 -0.2588 -0.3226 -0.3841 -0.4432 -0.5005 -0.5560 -0.6103 -0.6637
 -0.7172
  0.6842  0.6223  0.5605  0.5052  0.4524  0.4032  0.3583  0.3181  0.2830  0.2526
  0.2262  0.2030  0.1821  0.1632  0.1433  0.1046  0.0745  0.0391 -0.0057
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F850LP
  0.1048  0.0978  0.0761  0.0446  0.0079 -0.0292 -0.0621 -0.0874 -0.1025 -0.1057
 -0.0954 -0.0727 -0.0412 -0.0081  0.0227  0.0763  0.0950  0.0801  0.0458
  0.1603  0.1636  0.1470  0.1160  0.0768  0.0346 -0.0060 -0.0408 -0.0673 -0.0835
 -0.0871 -0.0771 -0.0550 -0.0273 -0.0009  0.0463  0.0630  0.0501  0.0172 -0.0242
  0.1624  0.1846  0.1816  0.1589  0.1266  0.0873  0.0455  0.0062 -0.0274 -0.0531
