 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.2968 -2.2784 -2.4638 -2.4593 -2.3653 -2.2123 -2.0258 -1.9058 -1.7970 -1.6815
 -1.5717 -1.4676 -1.3699 -1.2806 -1.2002 -1.0318 -0.9057 -0.8137 -0.7553
 -2.2982 -2.2014 -2.1207 -2.0732 -2.0597 -2.0190 -1.9263 -1.8149 -1.7070 -1.6024
 -1.5009 -1.4047 -1.3155 -1.2341 -1.1605 -1.0077 -0.8943 -0.8148 -0.7607 -0.7236
 -2.1642 -2.0716 -1.9799 -1.8978 -1.8322 -1.7970 -1.7754 -1.7229 -1.6394 -1.5438
 -1.4506 -1.3613 -1.2780 -1.2018 -1.1331 -0.9919 -0.8888 -0.8176 -0.7695 -0.7362
 -0.7126
 -2.0444 -1.9679 -1.8832 -1.7986 -1.7203 -1.6520 -1.5993 -1.5680 -1.5355 -1.4801
 -1.4056 -1.3259 -1.2491 -1.1779 -1.1134 -0.9809 -0.8853 -0.8210 -0.7783 -0.7489
 -0.7276 -0.7120
 -1.9260 -1.8696 -1.8003 -1.7237 -1.6470 -1.5751 -1.5103 -1.4539 -1.4119 -1.3762
 -1.3359 -1.2823 -1.2203 -1.1570 -1.0972 -0.9723 -0.8821 -0.8232 -0.7857 -0.7605
 -0.7422 -0.7287 -0.7187 -0.7120
 -1.8078 -1.7678 -1.7170 -1.6546 -1.5865 -1.5178 -1.4531 -1.3937 -1.3403 -1.2934
 -1.2534 -1.2160 -1.1740 -1.1269 -1.0778 -0.9640 -0.8781 -0.8227 -0.7894 -0.7695
 -0.7553 -0.7447 -0.7370 -0.7313 -0.7265 -0.7239 -0.7250 -0.7309 -0.7427 -0.7608
 -1.6923 -1.6640 -1.6283 -1.5816 -1.5263 -1.4662 -1.4055 -1.3478 -1.2950 -1.2464
 -1.2015 -1.1606 -1.1230 -1.0860 -1.0474 -0.9521 -0.8721 -0.8178 -0.7883 -0.7735
 -0.7647 -0.7584 -0.7539 -0.7508 -0.7488 -0.7466 -0.7461 -0.7494 -0.7585 -0.7744
 -0.7970
 -1.5820 -1.5617 -1.5357 -1.5017 -1.4600 -1.4117 -1.3594 -1.3062 -1.2557 -1.2091
 -1.1659 -1.1252 -1.0867 -1.0507 -1.0162 -0.9344 -0.8634 -0.8114 -0.7828 -0.7715
 -0.7682 -0.7675 -0.7676 -0.7682 -0.7692 -0.7703 -0.7706 -0.7724 -0.7784 -0.7907
 -0.8107
 -1.4794 -1.4640 -1.4436 -1.4166 -1.3862 -1.3495 -1.3077 -1.2625 -1.2167 -1.1728
 -1.1321 -1.0943 -1.0584 -1.0238 -0.9905 -0.9148 -0.8511 -0.8031 -0.7742 -0.7643
 -0.7651 -0.7701 -0.7760 -0.7817 -0.7870 -0.7916 -0.7960 -0.8005 -0.8071 -0.8162
 -0.8274
 -1.3871 -1.3743 -1.3568 -1.3353 -1.3101 -1.2816 -1.2498 -1.2140 -1.1757 -1.1365
 -1.0988 -1.0638 -1.0311 -0.9995 -0.9689 -0.8983 -0.8387 -0.7937 -0.7653 -0.7545
 -0.7567 -0.7656 -0.7771 -0.7887 -0.7994 -0.8088 -0.8173 -0.8250 -0.8325 -0.8407
 -0.8499
 -1.3056 -1.2920 -1.2755 -1.2564 -1.2349 -1.2113 -1.1859 -1.1585 -1.1284 -1.0962
 -1.0632 -1.0314 -1.0017 -0.9739 -0.9471 -0.8832 -0.8268 -0.7841 -0.7568 -0.7447
 -0.7461 -0.7563 -0.7714 -0.7883 -0.8048 -0.8200 -0.8338 -0.8460 -0.8571 -0.8677
 -0.8788
 -1.2291 -1.2050 -1.1856 -1.1690 -1.1532 -1.1369 -1.1186 -1.0977 -1.0745 -1.0495
 -1.0232 -0.9962 -0.9698 -0.9450 -0.9216 -0.8667 -0.8154 -0.7745 -0.7481
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  G   
 -2.5934 -2.5856 -2.5389 -2.4053 -2.2410 -2.0787 -1.9396 -1.8233 -1.7166 -1.6142
 -1.5160 -1.4226 -1.3349 -1.2529 -1.1774 -1.0177 -0.8957 -0.8062 -0.7470
 -2.3959 -2.3034 -2.2637 -2.2513 -2.1638 -2.0251 -1.8853 -1.7656 -1.6605 -1.5616
 -1.4672 -1.3777 -1.2939 -1.2164 -1.1456 -0.9979 -0.8870 -0.8074 -0.7528 -0.7152
 -2.2776 -2.1689 -2.0723 -2.0026 -1.9787 -1.9418 -1.8421 -1.7243 -1.6187 -1.5234
 -1.4330 -1.3473 -1.2671 -1.1930 -1.1256 -0.9861 -0.8827 -0.8095 -0.7601 -0.7263
 -0.7025
 -2.1806 -2.0811 -1.9787 -1.8805 -1.7997 -1.7486 -1.7229 -1.6727 -1.5845 -1.4932
 -1.4069 -1.3252 -1.2484 -1.1774 -1.1127 -0.9792 -0.8811 -0.8124 -0.7672 -0.7371
 -0.7158 -0.7004
 -2.0876 -2.0048 -1.9118 -1.8169 -1.7273 -1.6459 -1.5798 -1.5341 -1.5026 -1.4519
 -1.3817 -1.3061 -1.2334 -1.1655 -1.1033 -0.9747 -0.8803 -0.8148 -0.7731 -0.7467
 -0.7286 -0.7154 -0.7059 -0.7001
 -1.9960 -1.9275 -1.8498 -1.7640 -1.6773 -1.5946 -1.5177 -1.4492 -1.3938 -1.3549
 -1.3196 -1.2726 -1.2148 -1.1532 -1.0943 -0.9704 -0.8790 -0.8156 -0.7764 -0.7539
 -0.7398 -0.7298 -0.7226 -0.7178 -0.7142 -0.7128 -0.7151 -0.7221 -0.7346 -0.7530
