 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  R   
 -3.2178 -2.9407 -2.6331 -2.3697 -2.2251 -2.2000 -2.5047 -2.4476 -2.3790 -2.2922
 -2.1938 -2.1238 -2.0087 -1.8929 -1.7854 -1.5806 -1.4400 -1.3510 -1.3000
 -2.9756 -2.7571 -2.6015 -2.5025 -2.4444 -2.3913 -2.3318 -2.2702 -2.2092 -2.1472
 -2.0759 -1.9913 -1.8980 -1.8064 -1.7222 -1.5508 -1.4314 -1.3565 -1.3120 -1.2866
 -2.8560 -2.6561 -2.4924 -2.3644 -2.2720 -2.2148 -2.1832 -2.1494 -2.1005 -2.0402
 -1.9791 -1.9144 -1.8390 -1.7594 -1.6848 -1.5330 -1.4297 -1.3654 -1.3268 -1.3042
 -1.2921
 -2.7608 -2.5829 -2.4309 -2.3029 -2.1987 -2.1187 -2.0608 -2.0217 -1.9924 -1.9549
 -1.9037 -1.8498 -1.7908 -1.7246 -1.6588 -1.5218 -1.4293 -1.3737 -1.3407 -1.3208
 -1.3095 -1.3047
 -2.6574 -2.5067 -2.3746 -2.2578 -2.1552 -2.0686 -1.9990 -1.9446 -1.9015 -1.8655
 -1.8293 -1.7872 -1.7426 -1.6911 -1.6365 -1.5134 -1.4281 -1.3790 -1.3519 -1.3356
 -1.3261 -1.3219 -1.3220 -1.3245
 -2.5423 -2.4179 -2.3084 -2.2085 -2.1160 -2.0317 -1.9581 -1.8972 -1.8474 -1.8047
 -1.7656 -1.7276 -1.6912 -1.6514 -1.6081 -1.5038 -1.4244 -1.3791 -1.3578 -1.3467
 -1.3405 -1.3383 -1.3393 -1.3431 -1.3493 -1.3590 -1.3732 -1.3927 -1.4182 -1.4500
 -2.4225 -2.3180 -2.2290 -2.1473 -2.0692 -1.9939 -1.9231 -1.8600 -1.8067 -1.7619
 -1.7217 -1.6836 -1.6473 -1.6125 -1.5762 -1.4888 -1.4175 -1.3741 -1.3565 -1.3515
 -1.3507 -1.3520 -1.3554 -1.3607 -1.3676 -1.3747 -1.3844 -1.3994 -1.4220 -1.4527
 -1.4880
 -2.3002 -2.2131 -2.1397 -2.0736 -2.0105 -1.9476 -1.8847 -1.8247 -1.7708 -1.7244
 -1.6845 -1.6483 -1.6138 -1.5808 -1.5477 -1.4702 -1.4073 -1.3655 -1.3490 -1.3484
 -1.3538 -1.3607 -1.3682 -1.3765 -1.3855 -1.3951 -1.4044 -1.4160 -1.4327 -1.4570
 -1.4902
 -2.1800 -2.1084 -2.0456 -1.9908 -1.9400 -1.8891 -1.8370 -1.7842 -1.7335 -1.6874
 -1.6476 -1.6131 -1.5816 -1.5518 -1.5220 -1.4511 -1.3940 -1.3551 -1.3379 -1.3389
 -1.3491 -1.3623 -1.3757 -1.3887 -1.4013 -1.4135 -1.4260 -1.4404 -1.4570 -1.4754
 -1.4955
 -2.0620 -2.0039 -1.9533 -1.9058 -1.8631 -1.8222 -1.7805 -1.7370 -1.6929 -1.6502
