 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.7586 -8.7901 -8.6998 -8.5339 -8.3615 -8.1848 -7.9957 -7.8240 -7.6774 -7.5469
 -7.4305 -7.3198 -7.2128 -7.1076 -7.0026 -6.7323 -6.4371 -6.1177 -5.7965 -5.5004
 -5.2451 -5.0396
 -8.6222 -8.5245 -8.5361 -8.4800 -8.3344 -8.1734 -7.9997 -7.8165 -7.6519 -7.5096
 -7.3840 -7.2688 -7.1578 -7.0495 -6.9417 -6.6671 -6.3697 -6.0480 -5.7231 -5.4238
 -5.1673 -4.9607 -4.8063 -4.6979
 -8.5584 -8.4162 -8.3008 -8.2699 -8.2517 -8.1365 -7.9906 -7.8267 -7.6505 -7.4911
 -7.3527 -7.2310 -7.1158 -7.0038 -6.8930 -6.6138 -6.3157 -5.9946 -5.6683 -5.3651
 -5.1043 -4.8929 -4.7327 -4.6196 -4.5431 -4.4925 -4.4586 -4.4331 -4.4087 -4.3791
 -8.5054 -8.3640 -8.2199 -8.0933 -8.0208 -7.9991 -7.9359 -7.8129 -7.6639 -7.4968
 -7.3419 -7.2080 -7.0879 -6.9725 -6.8589 -6.5748 -6.2762 -5.9573 -5.6313 -5.3242
 -5.0568 -4.8376 -4.6684 -4.5468 -4.4650 -4.4122 -4.3791 -4.3582 -4.3429 -4.3261
 -4.3033
 -8.4631 -8.3189 -8.1812 -8.0368 -7.9041 -7.8060 -7.7486 -7.7077 -7.6310 -7.5069
 -7.3544 -7.2043 -7.0740 -6.9553 -6.8397 -6.5525 -6.2540 -5.9375 -5.6127 -5.3017
 -5.0260 -4.7965 -4.6156 -4.4825 -4.3913 -4.3336 -4.2992 -4.2797 -4.2682 -4.2591
 -4.2486
 -8.4074 -8.2772 -8.1446 -8.0100 -7.8664 -7.7308 -7.6191 -7.5343 -7.4718 -7.4148
 -7.3356 -7.2164 -7.0744 -6.9481 -6.8309 -6.5431 -6.2462 -5.9326 -5.6090 -5.2944
 -5.0100 -4.7685 -4.5746 -4.4276 -4.3242 -4.2576 -4.2192 -4.1989 -4.1888 -4.1839
 -4.1809
 -8.4543 -8.2638 -8.1084 -7.9847 -7.8540 -7.7128 -7.5759 -7.4562 -7.3563 -7.2726
 -7.2012 -7.1337 -7.0557 -6.9481 -6.8326 -6.5484 -6.2562 -5.9488 -5.6295 -5.3130
 -5.0198 -4.7649 -4.5554 -4.3919 -4.2723 -4.1921 -4.1441 -4.1190 -4.1081 -4.1043
 -4.1059
 -8.5188 -8.2856 -8.0987 -7.9535 -7.8368 -7.7112 -7.5737 -7.4367 -7.3121 -7.2031
 -7.1071 -7.0216 -6.9442 -6.8711 -6.7900 -6.5551 -6.2756 -5.9766 -5.6650 -5.3506
 -5.0510 -4.7832 -4.5575 -4.3762 -4.2382 -4.1406 -4.0788 -4.0444 -4.0287 -4.0247
 -4.0269
 -8.6010 -8.3426 -8.0952 -7.9323 -7.8102 -7.7002 -7.5806 -7.4482 -7.3126 -7.1847
 -7.0694 -6.9660 -6.8717 -6.7852 -6.7031 -6.5632 -6.3044 -6.0160 -5.7155
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  u   
 -9.0469 -8.8878 -8.7305 -8.5750 -8.3884 -8.2244 -8.0853 -7.9619 -7.8492 -7.7435
 -7.6420 -7.5437 -7.4483 -7.3545 -7.2619 -7.0357 -6.7899 -6.5257 -6.2420
 -9.0787 -8.8957 -8.7186 -8.5470 -8.3651 -8.1827 -8.0278 -7.8969 -7.7756 -7.6675
 -7.5645 -7.4654 -7.3693 -7.2749 -7.1812 -6.9439 -6.6895 -6.4105 -6.1171 -5.8281
 -9.0653 -8.9056 -8.7194 -8.5387 -8.3595 -8.1628 -7.9864 -7.8412 -7.7115 -7.5981
 -7.4932 -7.3929 -7.2959 -7.2009 -7.1062 -6.8644 -6.6022 -6.3135 -6.0125 -5.7223
 -5.4599
 -8.8112 -8.8557 -8.7092 -8.5317 -8.3524 -8.1640 -7.9689 -7.8021 -7.6621 -7.5378
 -7.4289 -7.3264 -7.2278 -7.1317 -7.0363 -6.7929 -6.5280 -6.2347 -5.9282 -5.6346
 -5.3734 -5.1539
 -8.6552 -8.6260 -8.6293 -8.5035 -8.3395 -8.1656 -7.9765 -7.7877 -7.6281 -7.4923
 -7.3746 -7.2680 -7.1666 -7.0687 -6.9719 -6.7276 -6.4631 -6.1697 -5.8605 -5.5632
 -5.2996 -5.0789 -4.9048 -4.7757
 -8.5827 -8.4443 -8.3758 -8.3859 -8.2939 -8.1475 -7.9835 -7.7996 -7.6193 -7.4656
 -7.3339 -7.2208 -7.1155 -7.0144 -6.9156 -6.6693 -6.4064 -6.1159 -5.8075 -5.5071
 -5.2387 -5.0135 -4.8346 -4.7009 -4.6052 -4.5371 -4.4892 -4.4540 -4.4204 -4.3840
 -8.5369 -8.3852 -8.2413 -8.1419 -8.1230 -8.0793 -7.9580 -7.8088 -7.6373 -7.4630
 -7.3146 -7.1878 -7.0769 -6.9721 -6.8704 -6.6205 -6.3591 -6.0730 -5.7680 -5.4658
 -5.1920 -4.9594 -4.7728 -4.6313 -4.5299 -4.4599 -4.4122 -4.3794 -4.3556 -4.3315
 -4.3032
 -8.5102 -8.3475 -8.1985 -8.0514 -7.9332 -7.8706 -7.8409 -7.7660 -7.6405 -7.4857
 -7.3203 -7.1758 -7.0531 -6.9438 -6.8390 -6.5851 -6.3242 -6.0428 -5.7424 -5.4402
 -5.1605 -4.9191 -4.7220 -4.5699 -4.4593 -4.3832 -4.3335 -4.3012 -4.2803 -4.2651
 -4.2486
 -8.4687 -8.3184 -8.1699 -8.0232 -7.8751 -7.7464 -7.6536 -7.5955 -7.5459 -7.4641
 -7.3384 -7.1861 -7.0466 -6.9274 -6.8195 -6.5622 -6.3017 -6.0239 -5.7278 -5.4264
 -5.1416 -4.8905 -4.6820 -4.5176 -4.3953 -4.3099 -4.2548 -4.2214 -4.2015 -4.1896
 -4.1813
 -8.5337 -8.3210 -8.1468 -8.0073 -7.8639 -7.7165 -7.5819 -7.4721 -7.3877 -7.3215
 -7.2588 -7.1794 -7.0645 -6.9311 -6.8149 -6.5550 -6.2965 -6.0239 -5.7339 -5.4351
 -5.1463 -4.8854 -4.6638 -4.4848 -4.3474 -4.2483 -4.1828 -4.1434 -4.1220 -4.1114
 -4.1073
 -8.6301 -8.3553 -8.1439 -7.9896 -7.8576 -7.7187 -7.5735 -7.4358 -7.3163 -7.2162
 -7.1318 -7.0585 -6.9892 -6.9134 -6.8125 -6.5568 -6.3025 -6.0363 -5.7540 -5.4603
 -5.1699 -4.9004 -4.6656 -4.4712 -4.3172 -4.2017 -4.1218 -4.0718 -4.0444 -4.0320
 -4.0282
 -8.7580 -8.4213 -8.1775 -7.9941 -7.8450 -7.7202 -7.5873 -7.4458 -7.3072 -7.1813
 -7.0716 -6.9758 -6.8910 -6.8147 -6.8123 -6.5676 -6.3197 -6.0611 -5.7881
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  u   
 -9.0183 -8.8671 -8.7131 -8.5568 -8.3667 -8.2134 -8.0822 -7.9623 -7.8515 -7.7482
 -7.6503 -7.5555 -7.4634 -7.3731 -7.2845 -7.0692 -6.8392 -6.5933 -6.3323
 -9.0380 -8.8689 -8.6991 -8.5289 -8.3419 -8.1656 -8.0183 -7.8914 -7.7762 -7.6717
 -7.5739 -7.4793 -7.3876 -7.2979 -7.2093 -6.9875 -6.7541 -6.4977 -6.2244 -5.9462
 -9.0713 -8.8881 -8.7040 -8.5220 -8.3373 -8.1389 -7.9700 -7.8315 -7.7073 -7.6003
 -7.5011 -7.4066 -7.3155 -7.2265 -7.1382 -6.9156 -6.6777 -6.4150 -6.1333 -5.8516
 -5.5884
 -8.9720 -8.8805 -8.7073 -8.5250 -8.3374 -8.1400 -7.9441 -7.7840 -7.6522 -7.5342
 -7.4322 -7.3366 -7.2452 -7.1565 -7.0689 -6.8478 -6.6100 -6.3451 -6.0590 -5.7732
 -5.5094 -5.2787
 -8.7125 -8.7433 -8.6724 -8.5135 -8.3381 -8.1498 -7.9473 -7.7609 -7.6085 -7.4805
 -7.3703 -7.2717 -7.1787 -7.0892 -7.0016 -6.7823 -6.5473 -6.2841 -5.9973 -5.7082
 -5.4412 -5.2089 -5.0169 -4.8663
 -8.6053 -8.4891 -8.4929 -8.4527 -8.3138 -8.1497 -7.9663 -7.7685 -7.5896 -7.4439
 -7.3201 -7.2154 -7.1190 -7.0273 -6.9385 -6.7197 -6.4881 -6.2296 -5.9454 -5.6549
 -5.3836 -5.1470 -4.9510 -4.7967 -4.6801 -4.5934 -4.5293 -4.4803 -4.4350 -4.3903
 -8.5598 -8.4046 -8.2739 -8.2324 -8.2218 -8.1121 -7.9642 -7.7912 -7.6031 -7.4308
 -7.2904 -7.1717 -7.0697 -6.9746 -6.8835 -6.6626 -6.4341 -6.1815 -5.9029 -5.6133
 -5.3379 -5.0950 -4.8923 -4.7313 -4.6094 -4.5197 -4.4545 -4.4076 -4.3724 -4.3387
 -4.3037
 -8.5423 -8.3679 -8.2132 -8.0727 -7.9886 -7.9691 -7.9070 -7.7824 -7.6271 -7.4517
 -7.2858 -7.1492 -7.0347 -6.9345 -6.8400 -6.6153 -6.3882 -6.1415 -5.8699 -5.5838
 -5.3056 -5.0554 -4.8438 -4.6735 -4.5431 -4.4472 -4.3787 -4.3309 -4.2979 -4.2736
 -4.2494
 -8.5104 -8.3465 -8.1875 -8.0331 -7.8868 -7.7761 -7.7175 -7.6776 -7.5961 -7.4669
 -7.3087 -7.1509 -7.0183 -6.9073 -6.8085 -6.5787 -6.3516 -6.1092 -5.8444 -5.5627
 -5.2833 -5.0264 -4.8050 -4.6239 -4.4828 -4.3778 -4.3036 -4.2531 -4.2200 -4.1980
 -4.1825
 -8.5967 -8.3632 -8.1730 -8.0219 -7.8694 -7.7206 -7.5949 -7.5040 -7.4427 -7.3859
 -7.3033 -7.1801 -7.0333 -6.9031 -6.7939 -6.5583 -6.3309 -6.0928 -5.8354 -5.5603
 -5.2820 -5.0193 -4.7875 -4.5936 -4.4388 -4.3207 -4.2359 -4.1786 -4.1425 -4.1207
 -4.1078
 -8.7259 -8.4180 -8.1832 -8.0142 -7.8699 -7.7209 -7.5719 -7.4378 -7.3286 -7.2429
 -7.1734 -7.1076 -7.0301 -6.9221 -6.7975 -6.5496 -6.3225 -6.0885 -5.8382 -5.5706
 -5.2958 -5.0297 -4.7885 -4.5814 -4.4118 -4.2787 -4.1798 -4.1114 -4.0680 -4.0434
 -4.0307
 -8.8978 -8.5109 -8.2486 -8.0365 -7.8686 -7.7312 -7.5875 -7.4401 -7.3018 -7.1815
 -7.0806 -6.9957 -6.9218 -6.8527 -6.8193 -6.5526 -6.3264 -6.0963 -5.8528
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.9918 -8.8584 -8.7066 -8.5385 -8.3535 -8.1891 -8.0498 -7.9297 -7.8243 -7.7292
 -7.6411 -7.5570 -7.4743 -7.3909 -7.3059 -7.0985 -6.8819 -6.6424 -6.3992
 -9.0190 -8.8490 -8.6809 -8.5147 -8.3236 -8.1530 -8.0129 -7.8914 -7.7798 -7.6791
 -7.5843 -7.4931 -7.4052 -7.3193 -7.2348 -7.0252 -6.8090 -6.5703 -6.3172 -6.0546
 -9.0463 -8.8670 -8.6866 -8.5054 -8.3162 -8.1186 -7.9581 -7.8261 -7.7081 -7.6060
 -7.5112 -7.4212 -7.3346 -7.2503 -7.1672 -6.9595 -6.7417 -6.5033 -6.2439 -5.9757
 -5.7164
 -9.0277 -8.8821 -8.6990 -8.5128 -8.3209 -8.1143 -7.9224 -7.7708 -7.6468 -7.5353
 -7.4391 -7.3491 -7.2634 -7.1805 -7.0991 -6.8954 -6.6800 -6.4414 -6.1793 -5.9073
 -5.6456 -5.4081
 -8.8161 -8.8191 -8.6902 -8.5161 -8.3291 -8.1309 -7.9184 -7.7370 -7.5937 -7.4727
 -7.3707 -7.2789 -7.1926 -7.1100 -7.0296 -6.8301 -6.6193 -6.3846 -6.1234 -5.8494
 -5.5846 -5.3449 -5.1380 -4.9673
 -8.6322 -8.5746 -8.5921 -8.4849 -8.3241 -8.1418 -7.9424 -7.7349 -7.5635 -7.4269
 -7.3111 -7.2144 -7.1256 -7.0418 -6.9611 -6.7641 -6.5585 -6.3298 -6.0733 -5.8000
 -5.5323 -5.2887 -5.0779 -4.9040 -4.7662 -4.6597 -4.5784 -4.5129 -4.4534 -4.3985
 -8.5786 -8.4268 -8.3344 -8.3460 -8.2716 -8.1289 -7.9578 -7.7640 -7.5667 -7.4016
 -7.2707 -7.1602 -7.0664 -6.9798 -6.8974 -6.7002 -6.4989 -6.2770 -6.0279 -5.7582
 -5.4888 -5.2405 -5.0242 -4.8446 -4.7016 -4.5913 -4.5075 -4.4444 -4.3943 -4.3484
 -4.3053
 -8.5594 -8.3841 -8.2295 -8.1106 -8.0839 -8.0505 -7.9338 -7.7803 -7.5993 -7.4132
 -7.2535 -7.1262 -7.0199 -6.9283 -6.8428 -6.6426 -6.4437 -6.2285 -5.9876 -5.7239
 -5.4552 -5.2023 -4.9791 -4.7918 -4.6415 -4.5249 -4.4367 -4.3708 -4.3226 -4.2858
 -4.2515
 -8.5385 -8.3651 -8.2002 -8.0431 -7.9080 -7.8343 -7.8068 -7.7336 -7.6055 -7.4434
 -7.2687 -7.1164 -6.9922 -6.8893 -6.7992 -6.5937 -6.3949 -6.1844 -5.9512 -5.6948
 -5.4284 -5.1720 -4.9416 -4.7454 -4.5858 -4.4607 -4.3662 -4.2965 -4.2463 -4.2113
 -4.1860
 -8.6315 -8.3889 -8.1902 -8.0311 -7.8738 -7.7294 -7.6230 -7.5625 -7.5140 -7.4306
 -7.3018 -7.1463 -6.9974 -6.8747 -6.7734 -6.5601 -6.3600 -6.1532 -5.9279 -5.6802
 -5.4191 -5.1612 -4.9238 -4.7173 -4.5459 -4.4090 -4.3043 -4.2270 -4.1727 -4.1359
 -4.1120
 -8.7793 -8.4555 -8.2082 -8.0298 -7.8763 -7.7207 -7.5720 -7.4473 -7.3558 -7.2898
 -7.2282 -7.1476 -7.0308 -6.8911 -6.7695 -6.5397 -6.3374 -6.1329 -5.9141 -5.6754
 -5.4212 -5.1645 -4.9219 -4.7054 -4.5215 -4.3712 -4.2536 -4.1654 -4.1030 -4.0620
 -4.0367
 -8.9819 -8.5649 -8.2542 -8.0474 -7.8831 -7.7357 -7.5841 -7.4342 -7.2999 -7.1893
 -7.1017 -7.0299 -6.9628 -6.8889 -6.7875 -6.5325 -6.3271 -6.1235 -5.9098
