 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  g   
 -5.8644 -5.7750 -5.9887 -5.9110 -5.6893 -5.3949 -5.0691 -4.8464 -4.6426 -4.4355
 -4.2441 -4.0681 -3.9045 -3.7498 -3.6025 -3.2871 -2.9719 -2.6935 -2.5116
 -5.8396 -5.5716 -5.3595 -5.2156 -5.1299 -5.0087 -4.8152 -4.5995 -4.3959 -4.2027
 -4.0209 -3.8522 -3.6967 -3.5529 -3.4188 -3.1179 -2.8608 -2.6536 -2.4974 -2.3786
 -5.5889 -5.3225 -5.0905 -4.8957 -4.7370 -4.6262 -4.5343 -4.3958 -4.2198 -4.0354
 -3.8633 -3.7036 -3.5566 -3.4219 -3.2981 -3.0289 -2.8061 -2.6262 -2.4881 -2.3814
 -2.2957
 -5.3919 -5.1439 -4.9164 -4.7154 -4.5392 -4.3838 -4.2525 -4.1508 -4.0445 -3.9054
 -3.7492 -3.5977 -3.4583 -3.3305 -3.2137 -2.9649 -2.7663 -2.6088 -2.4852 -2.3886
 -2.3099 -2.2431
 -5.2258 -5.0006 -4.7868 -4.5907 -4.4151 -4.2562 -4.1111 -3.9797 -3.8690 -3.7651
 -3.6515 -3.5222 -3.3912 -3.2687 -3.1571 -2.9214 -2.7381 -2.5959 -2.4853 -2.3980
 -2.3259 -2.2640 -2.2093 -2.1606
 -5.0842 -4.8767 -4.6809 -4.4944 -4.3236 -4.1681 -4.0252 -3.8925 -3.7699 -3.6572
 -3.5537 -3.4513 -3.3419 -3.2295 -3.1215 -2.8934 -2.7188 -2.5861 -2.4851 -2.4066
 -2.3414 -2.2849 -2.2346 -2.1887 -2.1446 -2.1042 -2.0698 -2.0434 -2.0264 -2.0196
 -4.9664 -4.7704 -4.5881 -4.4145 -4.2501 -4.0992 -3.9604 -3.8315 -3.7117 -3.5988
 -3.4923 -3.3918 -3.2948 -3.1978 -3.1001 -2.8774 -2.7063 -2.5779 -2.4830 -2.4115
 -2.3536 -2.3035 -2.2585 -2.2170 -2.1782 -2.1404 -2.1057 -2.0766 -2.0553 -2.0436
 -2.0437
 -4.8717 -4.6822 -4.5071 -4.3432 -4.1879 -4.0415 -3.9064 -3.7817 -3.6659 -3.5569
 -3.4536 -3.3549 -3.2601 -3.1689 -3.0799 -2.8713 -2.7003 -2.5725 -2.4794 -2.4119
 -2.3602 -2.3171 -2.2785 -2.2425 -2.2086 -2.1759 -2.1431 -2.1130 -2.0889 -2.0734
 -2.0682
 -4.7994 -4.6123 -4.4397 -4.2766 -4.1298 -3.9901 -3.8584 -3.7362 -3.6238 -3.5187
 -3.4191 -3.3243 -3.2334 -3.1455 -3.0604 -2.8636 -2.6975 -2.5692 -2.4748 -2.4080
 -2.3601 -2.3232 -2.2916 -2.2626 -2.2347 -2.2072 -2.1804 -2.1546 -2.1322 -2.1134
 -2.0979
 -4.7487 -4.5609 -4.3877 -4.2280 -4.0805 -3.9443 -3.8177 -3.6981 -3.5871 -3.4848
 -3.3889 -3.2978 -3.2108 -3.1266 -3.0452 -2.8573 -2.6964 -2.5686 -2.4728 -2.4044
 -2.3567 -2.3231 -2.2975 -2.2755 -2.2547 -2.2339 -2.2129 -2.1919 -2.1715 -2.1526
 -2.1350
 -4.7151 -4.5240 -4.3487 -4.1876 -4.0395 -3.9034 -3.7782 -3.6625 -3.5536 -3.4522
 -3.3585 -3.2708 -3.1873 -3.1074 -3.0304 -2.8503 -2.6940 -2.5675 -2.4713 -2.4011
 -2.3522 -2.3189 -2.2965 -2.2802 -2.2664 -2.2529 -2.2390 -2.2242 -2.2090 -2.1939
 -2.1800
 -4.6828 -4.4849 -4.3065 -4.1450 -3.9980 -3.8634 -3.7396 -3.6250 -3.5188 -3.4200
 -3.3280 -3.2422 -3.1618 -3.0854 -3.0121 -2.8413 -2.6900 -2.5655 -2.4690
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  g   
