 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F322W2
 -3.4033 -3.4556 -3.5046 -3.5490 -3.5895 -3.6168 -3.5699 -3.5510 -3.5327 -3.5273
 -3.5420 -3.5872 -3.6344 -3.6976 -3.7683 -3.9471 -4.1211 -4.3024 -4.4715
 -3.2994 -3.3593 -3.4191 -3.4787 -3.5314 -3.5694 -3.5925 -3.6021 -3.6003 -3.5902
 -3.5867 -3.6066 -3.6552 -3.7198 -3.7897 -3.9667 -4.1423 -4.3139 -4.4785 -4.6362
 -3.2947 -3.3449 -3.3970 -3.4499 -3.5013 -3.5487 -3.5883 -3.6157 -3.6335 -3.6444
 -3.6452 -3.6498 -3.6828 -3.7412 -3.8086 -3.9833 -4.1569 -4.3277 -4.4920 -4.6488
 -4.7990
 -3.3085 -3.3504 -3.3951 -3.4419 -3.4897 -3.5357 -3.5769 -3.6122 -3.6412 -3.6651
 -3.6876 -3.6991 -3.7188 -3.7651 -3.8271 -3.9974 -4.1685 -4.3380 -4.5022 -4.6587
 -4.8081 -4.9514
 -3.3438 -3.3758 -3.4116 -3.4511 -3.4935 -3.5374 -3.5798 -3.6180 -3.6514 -3.6817
 -3.7108 -3.7385 -3.7601 -3.7974 -3.8498 -4.0109 -4.1785 -4.3455 -4.5094 -4.6661
 -4.8153 -4.9579 -5.0948 -5.2269
 -3.4014 -3.4228 -3.4478 -3.4777 -3.5127 -3.5517 -3.5924 -3.6323 -3.6693 -3.7032
 -3.7360 -3.7699 -3.7980 -3.8338 -3.8807 -4.0266 -4.1882 -4.3514 -4.5138 -4.6710
 -4.8206 -4.9631 -5.0995 -5.2306 -5.3574 -5.4802 -5.5995 -5.7154 -5.8281 -5.9379
 -3.4766 -3.4911 -3.5052 -3.5239 -3.5490 -3.5803 -3.6161 -3.6540 -3.6921 -3.7288
 -3.7639 -3.7994 -3.8334 -3.8689 -3.9130 -4.0473 -4.1998 -4.3572 -4.5163 -4.6732
 -4.8238 -4.9669 -5.1032 -5.2339 -5.3597 -5.4812 -5.5989 -5.7132 -5.8247 -5.9335
 -6.0396
 -3.5680 -3.5761 -3.5830 -3.5916 -3.6053 -3.6264 -3.6540 -3.6866 -3.7222 -3.7586
 -3.7949 -3.8311 -3.8670 -3.9029 -3.9447 -4.0700 -4.2138 -4.3648 -4.5186 -4.6732
 -4.8243 -4.9687 -5.1058 -5.2366 -5.3621 -5.4829 -5.5995 -5.7126 -5.8225 -5.9298
 -6.0347
 -3.6684 -3.6734 -3.6770 -3.6793 -3.6831 -3.6930 -3.7103 -3.7344 -3.7638 -3.7968
 -3.8314 -3.8669 -3.9027 -3.9387 -3.9779 -4.0947 -4.2303 -4.3757 -4.5244 -4.6750
 -4.8249 -4.9704 -5.1091 -5.2410 -5.3669 -5.4876 -5.6040 -5.7166 -5.8258 -5.9316
 -6.0344
 -3.7776 -3.7830 -3.7800 -3.7800 -3.7789 -3.7795 -3.7860 -3.7997 -3.8200 -3.8459
 -3.8757 -3.9081 -3.9419 -3.9768 -4.0133 -4.1203 -4.2463 -4.3850 -4.5291 -4.6752
 -4.8217 -4.9665 -5.1064 -5.2399 -5.3669 -5.4882 -5.6046 -5.7167 -5.8274 -5.9323
 -6.0336
 -3.8958 -3.9049 -3.8920 -3.8859 -3.8860 -3.8833 -3.8817 -3.8850 -3.8949 -3.9111
 -3.9328 -3.9591 -3.9885 -4.0200 -4.0533 -4.1497 -4.2654 -4.3957 -4.5346 -4.6767
