 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = UX   
 -6.1848 -6.2124 -6.2295 -6.2331 -6.2207 -6.1902 -6.1401 -6.0673 -5.9723 -5.8665
 -5.7571 -5.6446 -5.5243 -5.3922 -5.2432 -4.7855 -4.2551 -3.7279 -3.2557 -2.8618
 -2.5455 -2.2923
 -5.8254 -5.8449 -5.8608 -5.8683 -5.8638 -5.8451 -5.8103 -5.7573 -5.6828 -5.5911
 -5.4903 -5.3838 -5.2697 -5.1447 -5.0046 -4.5779 -4.0821 -3.5885 -3.1404 -2.7618
 -2.4575 -2.2162 -2.0256 -1.8751
 -5.5901 -5.5711 -5.5684 -5.5693 -5.5658 -5.5529 -5.5277 -5.4881 -5.4311 -5.3548
 -5.2641 -5.1645 -5.0567 -4.9385 -4.8065 -4.4076 -3.9411 -3.4770 -3.0525 -2.6865
 -2.3888 -2.1533 -1.9687 -1.8247 -1.7133 -1.6259 -1.5549 -1.4936 -1.4363 -1.3809
 -5.6650 -5.5194 -5.4240 -5.3678 -5.3374 -5.3173 -5.2945 -5.2621 -5.2168 -5.1551
 -5.0763 -4.9851 -4.8842 -4.7728 -4.6486 -4.2743 -3.8312 -3.3903 -2.9863 -2.6321
 -2.3379 -2.1034 -1.9204 -1.7789 -1.6714 -1.5905 -1.5285 -1.4790 -1.4364 -1.3957
 -1.3542
 -5.9764 -5.7239 -5.5219 -5.3713 -5.2616 -5.1812 -5.1224 -5.0812 -5.0408 -4.9895
 -4.9227 -4.8414 -4.7483 -4.6445 -4.5283 -4.1774 -3.7548 -3.3285 -2.9397 -2.5959
 -2.3037 -2.0670 -1.8815 -1.7387 -1.6315 -1.5532 -1.4967 -1.4547 -1.4213 -1.3933
 -1.3661
 -6.3418 -6.0212 -5.7450 -5.5123 -5.3241 -5.1753 -5.0585 -4.9713 -4.9046 -4.8489
 -4.7937 -4.7249 -4.6422 -4.5470 -4.4393 -4.1110 -3.7075 -3.2899 -2.9087 -2.5719
 -2.2808 -2.0402 -1.8499 -1.7034 -1.5934 -1.5144 -1.4600 -1.4227 -1.3959 -1.3755
 -1.3591
 -6.7886 -6.3927 -6.0473 -5.7480 -5.4920 -5.2776 -5.1010 -4.9575 -4.8419 -4.7492
 -4.6752 -4.6126 -4.5445 -4.4658 -4.3729 -4.0743 -3.6933 -3.2840 -2.9049 -2.5701
 -2.2786 -2.0323 -1.8340 -1.6797 -1.5634 -1.4794 -1.4225 -1.3860 -1.3629 -1.3474
 -1.3378
 -7.4103 -6.8959 -6.4576 -6.0803 -5.7543 -5.4745 -5.2370 -5.0376 -4.8709 -4.7326
 -4.6213 -4.5296 -4.4490 -4.3716 -4.2910 -4.0445 -3.7005 -3.3020 -2.9226 -2.5859
 -2.2917 -2.0393 -1.8313 -1.6669 -1.5413 -1.4492 -1.3861 -1.3462 -1.3232 -1.3111
 -1.3022
 -8.3097 -7.6313 -7.0531 -6.5622 -6.1430 -5.7840 -5.4768 -5.2152 -4.9940 -4.8079
 -4.6521 -4.5219 -4.4105 -4.3107 -4.1936 -4.0216 -3.7291 -3.3439 -2.9618
 [Fe/H] =  0.25 [alpha/Fe] = 0.40 BC value = UX   
 -7.9098 -7.9199 -7.8630 -7.7589 -7.6263 -7.4807 -7.3347 -7.1990 -7.0775 -6.9586
 -6.8410 -6.7295 -6.6218 -6.5124 -6.3907 -5.9772 -5.3978 -4.7542 -4.1143
 -7.3392 -7.3559 -7.3497 -7.3158 -7.2494 -7.1468 -7.0051 -6.8400 -6.7076 -6.5865
 -6.4731 -6.3652 -6.2574 -6.1450 -6.0194 -5.6026 -5.0418 -4.4284 -3.8611 -3.3776
 -6.8141 -6.8376 -6.8424 -6.8251 -6.7826 -6.7136 -6.6168 -6.4901 -6.3596 -6.2413
 -6.1325 -6.0297 -5.9257 -5.8156 -5.6930 -5.2941 -4.7670 -4.1924 -3.6579 -3.2052
 -2.8345
 -6.3475 -6.3757 -6.3893 -6.3853 -6.3614 -6.3157 -6.2474 -6.1546 -6.0420 -5.9300
 -5.8255 -5.7262 -5.6271 -5.5217 -5.4050 -5.0321 -4.5437 -4.0099 -3.5047 -3.0728
 -2.7219 -2.4397
 -5.9508 -5.9787 -5.9950 -5.9997 -5.9888 -5.9603 -5.9131 -5.8458 -5.7564 -5.6547
 -5.5545 -5.4580 -5.3625 -5.2618 -5.1511 -4.8050 -4.3542 -3.8604 -3.3848 -2.9699
 -2.6310 -2.3602 -2.1441 -1.9711
 -5.6347 -5.6539 -5.6653 -5.6713 -5.6670 -5.6496 -5.6170 -5.5681 -5.5005 -5.4140
 -5.3198 -5.2260 -5.1329 -5.0360 -4.9307 -4.6084 -4.1917 -3.7341 -3.2885 -2.8902
 -2.5588 -2.2938 -2.0839 -1.9179 -1.7863 -1.6812 -1.5957 -1.5228 -1.4559 -1.3928
 -5.5446 -5.4703 -5.4291 -5.4132 -5.4028 -5.3883 -5.3637 -5.3264 -5.2748 -5.2057
 -5.1212 -5.0313 -4.9403 -4.8464 -4.7456 -4.4433 -4.0556 -3.6278 -3.2106 -2.8298
 -2.5042 -2.2407 -2.0325 -1.8695 -1.7422 -1.6436 -1.5666 -1.5054 -1.4541 -1.4061
 -1.3588
 -5.7742 -5.5683 -5.4222 -5.3192 -5.2455 -5.1953 -5.1598 -5.1262 -5.0834 -5.0281
 -4.9566 -4.8734 -4.7855 -4.6942 -4.5973 -4.3120 -3.9488 -3.5440 -3.1495 -2.7853
 -2.4659 -2.2017 -1.9913 -1.8275 -1.7008 -1.6043 -1.5325 -1.4783 -1.4365 -1.4023
 -1.3696
 -6.1206 -5.8332 -5.5906 -5.3966 -5.2489 -5.1380 -5.0519 -4.9815 -4.9281 -4.8786
 -4.8195 -4.7465 -4.6639 -4.5762 -4.4829 -4.2121 -3.8700 -3.4817 -3.1016 -2.7512
 -2.4382 -2.1726 -1.9583 -1.7907 -1.6617 -1.5647 -1.4945 -1.4446 -1.4089 -1.3822
 -1.3612
 -6.5282 -6.1712 -5.8598 -5.5924 -5.3690 -5.1878 -5.0422 -4.9244 -4.8281 -4.7534
 -4.6962 -4.6364 -4.5663 -4.4871 -4.3998 -4.1444 -3.8233 -3.4508 -3.0796 -2.7376
 -2.4301 -2.1629 -1.9422 -1.7673 -1.6321 -1.5304 -1.4574 -1.4076 -1.3748 -1.3528
 -1.3391
 -7.0588 -6.6073 -6.2175 -5.8796 -5.5877 -5.3398 -5.1328 -4.9612 -4.8181 -4.6998
 -4.6043 -4.5296 -4.4623 -4.3939 -4.3206 -4.0975 -3.7997 -3.4438 -3.0786 -2.7402
 -2.4356 -2.1670 -1.9396 -1.7555 -1.6113 -1.5019 -1.4227 -1.3690 -1.3353 -1.3159
 -1.3051
 -7.8237 -7.2280 -6.7218 -6.2892 -5.9176 -5.5978 -5.3247 -5.0937 -4.8996 -4.7367
 -4.6000 -4.4867 -4.3924 -4.3093 -4.2453 -4.0714 -3.7992 -3.4607 -3.0986
 [Fe/H] =  0.50 [alpha/Fe] = 0.40 BC value = UX   
 -8.1642 -8.1682 -8.0457 -7.8540 -7.6384 -7.4386 -7.2644 -7.1969 -7.0957 -6.9897
 -6.8802 -6.7769 -6.6825 -6.5936 -6.5008 -6.1895 -5.6889 -5.0519 -4.4199
 -7.5781 -7.5899 -7.5564 -7.4652 -7.3457 -7.2006 -7.0326 -6.8618 -6.7419 -6.6297
 -6.5238 -6.4257 -6.3327 -6.2411 -6.1452 -5.8288 -5.3404 -4.7352 -4.1435 -3.6205
 -7.0393 -7.0582 -7.0428 -7.0109 -6.9442 -6.8469 -6.7152 -6.5450 -6.4075 -6.2934
 -6.1899 -6.0969 -6.0081 -5.9187 -5.8238 -5.5189 -5.0628 -4.5007 -3.9379 -3.4480
 -3.0420
 -6.5377 -6.5653 -6.5741 -6.5602 -6.5203 -6.4531 -6.3589 -6.2376 -6.1039 -5.9865
 -5.8843 -5.7941 -5.7096 -5.6244 -5.5329 -5.2463 -4.8280 -4.3128 -3.7852 -3.3162
 -2.9275 -2.6115
 -6.1083 -6.1388 -6.1556 -6.1549 -6.1338 -6.0906 -6.0247 -5.9364 -5.8258 -5.7128
 -5.6108 -5.5208 -5.4386 -5.3567 -5.2698 -5.0023 -4.6212 -4.1515 -3.6612 -3.2124
 -2.8358 -2.5306 -2.2848 -2.0859
 -5.7521 -5.7755 -5.7929 -5.7990 -5.7900 -5.7635 -5.7186 -5.6547 -5.5706 -5.4694
 -5.3699 -5.2791 -5.1968 -5.1171 -5.0338 -4.7839 -4.4366 -4.0081 -3.5556 -3.1292
 -2.7621 -2.4628 -2.2230 -2.0313 -1.8772 -1.7519 -1.6488 -1.5607 -1.4815 -1.4086
 -5.5209 -5.5058 -5.5005 -5.5012 -5.4956 -5.4786 -5.4472 -5.4002 -5.3371 -5.2553
 -5.1617 -5.0712 -4.9876 -4.9081 -4.8274 -4.5919 -4.2738 -3.8811 -3.4639 -3.0619
 -2.7047 -2.4081 -2.1703 -1.9815 -1.8318 -1.7125 -1.6177 -1.5414 -1.4780 -1.4202
 -1.3657
 -5.6118 -5.4700 -5.3715 -5.3099 -5.2727 -5.2468 -5.2192 -5.1820 -5.1323 -5.0682
 -4.9874 -4.8994 -4.8145 -4.7340 -4.6543 -4.4299 -4.1361 -3.7722 -3.3849 -3.0072
 -2.6617 -2.3669 -2.1281 -1.9385 -1.7897 -1.6728 -1.5823 -1.5124 -1.4583 -1.4150
 -1.3749
 -5.9250 -5.6696 -5.4677 -5.3209 -5.2159 -5.1339 -5.0651 -5.0089 -4.9605 -4.9081
 -4.8417 -4.7616 -4.6772 -4.5954 -4.5155 -4.2988 -4.0239 -3.6830 -3.3169 -2.9596
 -2.6271 -2.3350 -2.0935 -1.9011 -1.7501 -1.6327 -1.5436 -1.4775 -1.4287 -1.3925
 -1.3652
 -6.3068 -5.9818 -5.7007 -5.4659 -5.2770 -5.1309 -5.0178 -4.9273 -4.8478 -4.7800
 -4.7217 -4.6535 -4.5745 -4.4932 -4.4126 -4.2010 -3.9426 -3.6224 -3.2725 -2.9305
 -2.6103 -2.3219 -2.0768 -1.8781 -1.7213 -1.5995 -1.5075 -1.4405 -1.3939 -1.3621
 -1.3402
 -6.7745 -6.3704 -6.0184 -5.7131 -5.4523 -5.2356 -5.0587 -4.9144 -4.7957 -4.6971
 -4.6154 -4.5492 -4.4831 -4.4104 -4.3341 -4.1305 -3.8859 -3.5847 -3.2479 -2.9155
 -2.6046 -2.3208 -2.0729 -1.8668 -1.7017 -1.5726 -1.4749 -1.4038 -1.3555 -1.3246
 -1.3061
 -7.4244 -6.8988 -6.4511 -6.0656 -5.7325 -5.4466 -5.2046 -5.0022 -4.8335 -4.6920
 -4.5728 -4.4749 -4.3923 -4.3195 -4.2800 -4.0873 -3.8538 -3.5699 -3.2431
