 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  G   
 -1.3383 -1.2954 -1.2922 -1.2556 -1.1728 -1.0954 -1.0660 -1.0621 -1.0404 -0.9848
 -0.9104 -0.8222 -0.7300 -0.6430 -0.5594 -0.3756 -0.2315 -0.1248 -0.0417
 -1.2981 -1.1988 -1.1295 -1.0709 -1.0220 -0.9844 -0.9550 -0.9281 -0.8978 -0.8600
 -0.8116 -0.7497 -0.6744 -0.5933 -0.5152 -0.3473 -0.2180 -0.1227 -0.0518 -0.0009
 -1.2694 -1.1422 -1.0362 -0.9580 -0.9120 -0.8829 -0.8534 -0.8223 -0.7922 -0.7626
 -0.7273 -0.6826 -0.6235 -0.5520 -0.4801 -0.3254 -0.2080 -0.1223 -0.0608 -0.0158
  0.0185
 -1.2522 -1.1256 -1.0123 -0.9169 -0.8428 -0.7909 -0.7612 -0.7447 -0.7236 -0.6926
 -0.6575 -0.6209 -0.5773 -0.5191 -0.4541 -0.3099 -0.2015 -0.1236 -0.0686 -0.0281
  0.0031  0.0280
 -1.2222 -1.1069 -0.9998 -0.9043 -0.8230 -0.7574 -0.7079 -0.6725 -0.6487 -0.6294
 -0.6027 -0.5680 -0.5319 -0.4878 -0.4325 -0.2986 -0.1966 -0.1248 -0.0757 -0.0401
 -0.0124  0.0099  0.0285  0.0444
 -1.1685 -1.0706 -0.9773 -0.8906 -0.8122 -0.7434 -0.6856 -0.6391 -0.6020 -0.5715
 -0.5446 -0.5163 -0.4844 -0.4508 -0.4077 -0.2886 -0.1918 -0.1241 -0.0801 -0.0498
 -0.0266 -0.0078  0.0082  0.0220  0.0342  0.0445  0.0524  0.0559  0.0527  0.0416
 -1.0901 -1.0112 -0.9351 -0.8626 -0.7939 -0.7297 -0.6711 -0.6194 -0.5755 -0.5380
 -0.5043 -0.4722 -0.4399 -0.4098 -0.3758 -0.2758 -0.1860 -0.1208 -0.0800 -0.0550
 -0.0372 -0.0230 -0.0108  0.0000  0.0098  0.0188  0.0261  0.0314  0.0316  0.0237
  0.0076
 -0.9931 -0.9315 -0.8721 -0.8154 -0.7601 -0.7059 -0.6526 -0.6017 -0.5550 -0.5137
 -0.4768 -0.4422 -0.4085 -0.3755 -0.3446 -0.2579 -0.1775 -0.1153 -0.0759 -0.0542
 -0.0419 -0.0333 -0.0261 -0.0196 -0.0133 -0.0071 -0.0015  0.0029  0.0050  0.0022
 -0.0105
 -0.8839 -0.8374 -0.7924 -0.7496 -0.7079 -0.6657 -0.6220 -0.5772 -0.5328 -0.4908
 -0.4523 -0.4170 -0.3833 -0.3502 -0.3190 -0.2385 -0.1657 -0.1076 -0.0688 -0.0483
 -0.0399 -0.0369 -0.0357 -0.0346 -0.0331 -0.0309 -0.0285 -0.0262 -0.0247 -0.0258
 -0.0322
 -0.7714 -0.7374 -0.7038 -0.6719 -0.6416 -0.6107 -0.5780 -0.5423 -0.5045 -0.4658
 -0.4282 -0.3930 -0.3600 -0.3286 -0.2981 -0.2224 -0.1539 -0.0995 -0.0614 -0.0404
 -0.0329 -0.0335 -0.0378 -0.0428 -0.0472 -0.0503 -0.0525 -0.0539 -0.0550 -0.0568
 -0.0595
 -0.6576 -0.6345 -0.6107 -0.5872 -0.5650 -0.5434 -0.5204 -0.4945 -0.4653 -0.4334
 -0.4000 -0.3668 -0.3352 -0.3055 -0.2771 -0.2078 -0.1428 -0.0908 -0.0540 -0.0322
 -0.0239 -0.0255 -0.0331 -0.0433 -0.0538 -0.0630 -0.0710 -0.0774 -0.0827 -0.0875
 -0.0928
 -0.5425 -0.5287 -0.5163 -0.4994 -0.4836 -0.4683 -0.4525 -0.4350 -0.4146 -0.3910
 -0.3645 -0.3362 -0.3075 -0.2798 -0.2560 -0.1947 -0.1324 -0.0815 -0.0466
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  G   
 -1.5833 -1.5144 -1.4531 -1.3954 -1.3395 -1.2809 -1.2147 -1.1385 -1.0561 -0.9732
 -0.8883 -0.8001 -0.7096 -0.6221 -0.5358 -0.3620 -0.2245 -0.1207 -0.0446
 -1.4726 -1.3861 -1.3108 -1.2430 -1.1804 -1.1214 -1.0636 -1.0018 -0.9381 -0.8742
 -0.8081 -0.7364 -0.6578 -0.5773 -0.5008 -0.3379 -0.2122 -0.1180 -0.0493  0.0010
 -1.4070 -1.2874 -1.1945 -1.1313 -1.0644 -1.0038 -0.9484 -0.8950 -0.8427 -0.7917
 -0.7399 -0.6838 -0.6189 -0.5463 -0.4745 -0.3208 -0.2040 -0.1174 -0.0549 -0.0092
  0.0259
 -1.3793 -1.2357 -1.1224 -1.0354 -0.9676 -0.9123 -0.8639 -0.8175 -0.7699 -0.7238
 -0.6795 -0.6348 -0.5845 -0.5231 -0.4569 -0.3107 -0.1999 -0.1189 -0.0614 -0.0200
  0.0114  0.0363
 -1.3756 -1.2338 -1.1028 -0.9951 -0.9095 -0.8415 -0.7872 -0.7435 -0.7074 -0.6740
 -0.6334 -0.5915 -0.5491 -0.5012 -0.4431 -0.3044 -0.1980 -0.1211 -0.0678 -0.0306
 -0.0028  0.0194  0.0377  0.0530
 -1.3656 -1.2289 -1.0988 -0.9806 -0.8779 -0.7924 -0.7239 -0.6714 -0.6326 -0.6061
 -0.5825 -0.5517 -0.5157 -0.4757 -0.4282 -0.2992 -0.1965 -0.1223 -0.0722 -0.0392
 -0.0156  0.0031  0.0186  0.0318  0.0433  0.0527  0.0596  0.0623  0.0589  0.0479
 -1.3354 -1.2122 -1.0908 -0.9776 -0.8758 -0.7869 -0.7115 -0.6494 -0.5996 -0.5594
 -0.5266 -0.4991 -0.4716 -0.4414 -0.4053 -0.2930 -0.1938 -0.1216 -0.0736 -0.0440
 -0.0251 -0.0110  0.0007  0.0109  0.0200  0.0280  0.0343  0.0387  0.0382  0.0302
  0.0140
 -1.2808 -1.1746 -1.0674 -0.9648 -0.8700 -0.7846 -0.7088 -0.6425 -0.5860 -0.5386
 -0.4978 -0.4618 -0.4294 -0.4001 -0.3714 -0.2805 -0.1891 -0.1186 -0.0716 -0.0442
