 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.0066  0.0149 -0.0059 -0.0023  0.0396  0.0786  0.0792  0.0609  0.0604  0.0919
  0.1414  0.2045  0.2708  0.3319  0.3888  0.5016  0.5667  0.5935  0.6037
 -0.0005  0.0647  0.1005  0.1256  0.1418  0.1488  0.1498  0.1505  0.1563  0.1703
  0.1952  0.2328  0.2824  0.3372  0.3890  0.4903  0.5488  0.5718  0.5754  0.5648
  0.0038  0.0889  0.1549  0.1976  0.2133  0.2150  0.2174  0.2220  0.2268  0.2320
  0.2435  0.2640  0.2977  0.3428  0.3886  0.4798  0.5330  0.5531  0.5525  0.5408
  0.5225
  0.0063  0.0875  0.1573  0.2137  0.2541  0.2772  0.2820  0.2754  0.2719  0.2770
  0.2863  0.2981  0.3167  0.3487  0.3876  0.4701  0.5193  0.5374  0.5351  0.5229
  0.5048  0.4825
  0.0274  0.0964  0.1590  0.2143  0.2605  0.2955  0.3182  0.3296  0.3309  0.3272
  0.3282  0.3355  0.3445  0.3619  0.3909  0.4637  0.5096  0.5262  0.5217  0.5078
  0.4892  0.4670  0.4420  0.4144
  0.0744  0.1269  0.1762  0.2227  0.2654  0.3028  0.3327  0.3541  0.3676  0.3753
  0.3790  0.3824  0.3872  0.3928  0.4073  0.4631  0.5052  0.5208  0.5140  0.4969
  0.4761  0.4529  0.4276  0.4003  0.3712  0.3399  0.3060  0.2667  0.2210  0.1732
  0.1473  0.1822  0.2157  0.2488  0.2819  0.3143  0.3444  0.3700  0.3895  0.4036
  0.4141  0.4227  0.4304  0.4346  0.4410  0.4734  0.5070  0.5214  0.5131  0.4920
  0.4672  0.4414  0.4144  0.3864  0.3573  0.3269  0.2945  0.2599  0.2198  0.1725
  0.1223
  0.2400  0.2595  0.2780  0.2964  0.3166  0.3390  0.3631  0.3871  0.4087  0.4260
  0.4395  0.4507  0.4607  0.4693  0.4748  0.4962  0.5169  0.5277  0.5188  0.4946
  0.4648  0.4344  0.4043  0.3742  0.3438  0.3130  0.2813  0.2480  0.2121  0.1714
  0.1224
  0.3457  0.3524  0.3583  0.3641  0.3713  0.3816  0.3957  0.4130  0.4315  0.4489
  0.4635  0.4753  0.4855  0.4949  0.5018  0.5204  0.5339  0.5388  0.5291  0.5035
  0.4694  0.4336  0.3987  0.3648  0.3318  0.2993  0.2666  0.2336  0.1992  0.1623
  0.1203
  0.4567  0.4538  0.4500  0.4460  0.4425  0.4415  0.4443  0.4517  0.4628  0.4761
  0.4893  0.5007  0.5101  0.5180  0.5247  0.5407  0.5515  0.5524  0.5417  0.5167
  0.4810  0.4410  0.4007  0.3619  0.3247  0.2890  0.2542  0.2198  0.1854  0.1500
  0.1129
  0.5712  0.5599  0.5484  0.5370  0.5258  0.5156  0.5084  0.5054  0.5069  0.5123
  0.5205  0.5293  0.5372  0.5434  0.5482  0.5586  0.5674  0.5664  0.5543  0.5303
  0.4955  0.4540  0.4099  0.3660  0.3238  0.2837  0.2452  0.2082  0.1721  0.1362
  0.0996
  0.6893  0.6707  0.6497  0.6332  0.6160  0.5994  0.5846  0.5725  0.5644  0.5605
  0.5607  0.5636  0.5679  0.5718  0.5723  0.5741  0.5816  0.5808  0.5669
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.2198 -0.1726 -0.1377 -0.1103 -0.0875 -0.0645 -0.0363  0.0000  0.0431  0.0903
  0.1430  0.2016  0.2641  0.3250  0.3848  0.4956  0.5658  0.5973  0.6024
 -0.1233 -0.0631 -0.0199  0.0114  0.0350  0.0541  0.0723  0.0943  0.1202  0.1495
  0.1843  0.2267  0.2771  0.3303  0.3806  0.4816  0.5457  0.5754  0.5796  0.5692
 -0.0783  0.0075  0.0652  0.0951  0.1220  0.1415  0.1563  0.1704  0.1856  0.2027
  0.2234  0.2506  0.2873  0.3321  0.3771  0.4692  0.5282  0.5564  0.5600  0.5495
  0.5315
 -0.0692  0.0338  0.1077  0.1563  0.1864  0.2045  0.2161  0.2259  0.2376  0.2498
  0.2631  0.2790  0.3016  0.3352  0.3743  0.4584  0.5133  0.5403  0.5436  0.5328
  0.5147  0.4921
 -0.0749  0.0229  0.1077  0.1725  0.2190  0.2508  0.2710  0.2822  0.2866  0.2886
  0.2974  0.3095  0.3239  0.3445  0.3754  0.4511  0.5024  0.5280  0.5309  0.5191
  0.5002  0.4776  0.4520  0.4236
 -0.0681  0.0223  0.1033  0.1740  0.2331  0.2799  0.3142  0.3365  0.3479  0.3488
