 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F480M
 -4.7614 -4.8376 -4.9100 -4.9819 -5.0504 -5.1095 -5.1313 -5.1635 -5.2006 -5.2478
 -5.3057 -5.3754 -5.4426 -5.5117 -5.5834 -5.7431 -5.8874 -6.0630 -6.1977
 -4.6715 -4.7511 -4.8337 -4.9189 -5.0033 -5.0793 -5.1446 -5.2006 -5.2499 -5.2955
 -5.3451 -5.4032 -5.4691 -5.5386 -5.6083 -5.7738 -5.9252 -6.0705 -6.2331 -6.3926
 -4.6692 -4.7437 -4.8194 -4.8960 -4.9732 -5.0516 -5.1304 -5.2036 -5.2685 -5.3259
 -5.3760 -5.4264 -5.4855 -5.5526 -5.6218 -5.7892 -5.9435 -6.0901 -6.2518 -6.4109
 -6.5626
 -4.6829 -4.7509 -4.8207 -4.8919 -4.9638 -5.0360 -5.1081 -5.1812 -5.2550 -5.3257
 -5.3914 -5.4462 -5.5001 -5.5620 -5.6292 -5.7975 -5.9557 -6.1052 -6.2656 -6.4242
 -6.5758 -6.7203
 -4.7132 -4.7730 -4.8355 -4.9006 -4.9676 -5.0358 -5.1044 -5.1729 -5.2417 -5.3121
 -5.3831 -5.4505 -5.5093 -5.5705 -5.6349 -5.8013 -5.9628 -6.1159 -6.2755 -6.4339
 -6.5854 -6.7299 -6.8678 -7.0000
 -4.7610 -4.8118 -4.8651 -4.9220 -4.9827 -5.0461 -5.1112 -5.1769 -5.2429 -5.3091
 -5.3764 -5.4452 -5.5081 -5.5715 -5.6374 -5.8032 -5.9657 -6.1219 -6.2818 -6.4406
 -6.5925 -6.7370 -6.8748 -7.0068 -7.1334 -7.2554 -7.3733 -7.4879 -7.5995 -7.7086
 -4.8219 -4.8674 -4.9113 -4.9584 -5.0104 -5.0670 -5.1270 -5.1891 -5.2523 -5.3160
 -5.3802 -5.4452 -5.5083 -5.5701 -5.6355 -5.8026 -5.9661 -6.1237 -6.2839 -6.4442
 -6.5971 -6.7422 -6.8803 -7.0122 -7.1386 -7.2600 -7.3771 -7.4905 -7.6005 -7.7078
 -7.8132
 -4.8948 -4.9357 -4.9738 -5.0119 -5.0534 -5.1009 -5.1534 -5.2099 -5.2691 -5.3297
 -5.3912 -5.4534 -5.5147 -5.5743 -5.6367 -5.8003 -5.9641 -6.1226 -6.2819 -6.4437
