 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F1500W
 -1.9176 -2.0294 -2.1375 -2.2403 -2.3479 -2.4477 -2.5177 -2.5774 -2.6315 -2.6908
 -2.7542 -2.8240 -2.8947 -2.9672 -3.0401 -3.2201 -3.3958 -3.5853 -3.7559
 -1.8676 -1.9828 -2.0974 -2.2113 -2.3231 -2.4290 -2.5269 -2.6154 -2.6931 -2.7578
 -2.8149 -2.8717 -2.9355 -3.0062 -3.0794 -3.2642 -3.4477 -3.6263 -3.7963 -3.9575
 -1.8636 -1.9775 -2.0878 -2.1955 -2.3016 -2.4072 -2.5121 -2.6129 -2.7067 -2.7906
 -2.8573 -2.9112 -2.9680 -3.0358 -3.1086 -3.2926 -3.4746 -3.6525 -3.8230 -3.9850
 -4.1386
 -1.8631 -1.9750 -2.0830 -2.1872 -2.2888 -2.3884 -2.4869 -2.5851 -2.6831 -2.7781
 -2.8670 -2.9345 -2.9915 -3.0561 -3.1276 -3.3120 -3.4932 -3.6700 -3.8405 -4.0029
 -4.1568 -4.3033
 -1.8664 -1.9754 -2.0812 -2.1834 -2.2823 -2.3787 -2.4732 -2.5663 -2.6586 -2.7511
 -2.8433 -2.9291 -2.9958 -3.0663 -3.1400 -3.3247 -3.5058 -3.6817 -3.8520 -4.0145
 -4.1687 -4.3153 -4.4551 -4.5887
 -1.8764 -1.9805 -2.0829 -2.1827 -2.2797 -2.3741 -2.4662 -2.5565 -2.6456 -2.7337
 -2.8216 -2.9097 -2.9831 -3.0569 -3.1374 -3.3323 -3.5141 -3.6893 -3.8593 -4.0220
 -4.1765 -4.3233 -4.4632 -4.5970 -4.7251 -4.8485 -4.9678 -5.0838 -5.1971 -5.3081
 -1.8968 -1.9933 -2.0901 -2.1860 -2.2804 -2.3728 -2.4632 -2.5517 -2.6387 -2.7246
 -2.8096 -2.8941 -2.9715 -3.0436 -3.1240 -3.3297 -3.5180 -3.6937 -3.8635 -4.0265
 -4.1814 -4.3286 -4.4688 -4.6028 -4.7309 -4.8539 -4.9727 -5.0877 -5.1996 -5.3089
 -5.4164
 -1.9284 -2.0169 -2.1062 -2.1962 -2.2862 -2.3756 -2.4637 -2.5504 -2.6358 -2.7199
 -2.8031 -2.8854 -2.9641 -3.0359 -3.1129 -3.3178 -3.5139 -3.6944 -3.8650 -4.0285
 -4.1840 -4.3317 -4.4724 -4.6067 -4.7352 -4.8582 -4.9765 -5.0908 -5.2018 -5.3099
 -5.4156
 -1.9733 -2.0538 -2.1353 -2.2176 -2.3012 -2.3858 -2.4704 -2.5545 -2.6377 -2.7201
 -2.8015 -2.8820 -2.9604 -3.0343 -3.1091 -3.3084 -3.5058 -3.6916 -3.8661 -4.0309
 -4.1875 -4.3361 -4.4775 -4.6124 -4.7413 -4.8647 -4.9832 -5.0976 -5.2083 -5.3155
 -5.4195
 -2.0315 -2.1040 -2.1752 -2.2497 -2.3257 -2.4036 -2.4830 -2.5631 -2.6431 -2.7228
 -2.8018 -2.8803 -2.9578 -3.0332 -3.1070 -3.2997 -3.4937 -3.6812 -3.8595 -4.0276
 -4.1856 -4.3352 -4.4774 -4.6130 -4.7426 -4.8666 -4.9855 -5.0996 -5.2125 -5.3192
 -5.4222
 -2.1031 -2.1675 -2.2259 -2.2927 -2.3630 -2.4335 -2.5061 -2.5803 -2.6559 -2.7319
 -2.8078 -2.8837 -2.9592 -3.0340 -3.1076 -3.2951 -3.4838 -3.6698 -3.8498 -4.0213
 -4.1819 -4.3329 -4.4761 -4.6126 -4.7429 -4.8677 -4.9873 -5.1020 -5.2122 -5.3187
 -5.4221
 -2.1879 -2.2443 -2.2874 -2.3466 -2.4117 -2.4762 -2.5416 -2.6089 -2.6783 -2.7492
 -2.8209 -2.8932 -2.9657 -3.0384 -3.1109 -3.2946 -3.4761 -3.6574 -3.8370
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F1500W
 -1.9095 -2.0167 -2.1176 -2.2111 -2.3016 -2.3874 -2.4635 -2.5380 -2.6112 -2.6828
 -2.7520 -2.8219 -2.8933 -2.9671 -3.0415 -3.2246 -3.4018 -3.5820 -3.7542
 -1.8915 -2.0120 -2.1300 -2.2414 -2.3454 -2.4418 -2.5301 -2.6102 -2.6840 -2.7528
