 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F560W
 -0.2391 -0.3204 -0.3983 -0.4763 -0.5553 -0.6237 -0.6462 -0.6744 -0.7024 -0.7399
 -0.7883 -0.8482 -0.9125 -0.9832 -1.0574 -1.2332 -1.4039 -1.5906 -1.7528
 -0.1574 -0.2413 -0.3281 -0.4174 -0.5060 -0.5866 -0.6556 -0.7127 -0.7591 -0.7967
 -0.8350 -0.8836 -0.9462 -1.0167 -1.0895 -1.2681 -1.4400 -1.6071 -1.7743 -1.9343
 -0.1522 -0.2310 -0.3105 -0.3904 -0.4710 -0.5527 -0.6348 -0.7113 -0.7782 -0.8342
 -0.8772 -0.9173 -0.9708 -1.0381 -1.1100 -1.2890 -1.4605 -1.6271 -1.7939 -1.9539
 -2.1062
 -0.1623 -0.2347 -0.3082 -0.3824 -0.4572 -0.5321 -0.6067 -0.6819 -0.7578 -0.8304
 -0.8963 -0.9459 -0.9939 -1.0549 -1.1241 -1.3025 -1.4750 -1.6419 -1.8080 -1.9680
 -2.1201 -2.2651
 -0.1886 -0.2528 -0.3190 -0.3872 -0.4570 -0.5279 -0.5989 -0.6694 -0.7397 -0.8112
 -0.8835 -0.9513 -1.0075 -1.0692 -1.1357 -1.3110 -1.4842 -1.6521 -1.8180 -1.9780
 -2.1302 -2.2751 -2.4134 -2.5459
 -0.2329 -0.2875 -0.3444 -0.4045 -0.4681 -0.5343 -0.6020 -0.6701 -0.7380 -0.8056
 -0.8740 -0.9440 -1.0065 -1.0716 -1.1409 -1.3162 -1.4889 -1.6579 -1.8244 -1.9849
 -2.1374 -2.2825 -2.4208 -2.5531 -2.6799 -2.8021 -2.9202 -3.0349 -3.1467 -3.2560
 -0.2914 -0.3398 -0.3867 -0.4367 -0.4915 -0.5510 -0.6140 -0.6789 -0.7448 -0.8107
 -0.8765 -0.9430 -1.0070 -1.0707 -1.1397 -1.3167 -1.4900 -1.6591 -1.8268 -1.9889
 -2.1423 -2.2878 -2.4263 -2.5587 -2.6854 -2.8071 -2.9244 -3.0379 -3.1481 -3.2556
 -3.3612
 -0.3629 -0.4060 -0.4463 -0.4866 -0.5307 -0.5808 -0.6363 -0.6960 -0.7585 -0.8221
 -0.8862 -0.9505 -1.0138 -1.0755 -1.1412 -1.3142 -1.4876 -1.6566 -1.8247 -1.9891
 -2.1446 -2.2911 -2.4302 -2.5630 -2.6899 -2.8114 -2.9281 -3.0408 -3.1500 -3.2562
 -3.3598
 -0.4418 -0.4827 -0.5201 -0.5543 -0.5886 -0.6278 -0.6735 -0.7252 -0.7816 -0.8412
 -0.9025 -0.9646 -1.0265 -1.0875 -1.1501 -1.3156 -1.4857 -1.6540 -1.8212 -1.9874
 -2.1461 -2.2949 -2.4353 -2.5688 -2.6962 -2.8182 -2.9352 -3.0479 -3.1567 -3.2619
 -3.3637
 -0.5280 -0.5699 -0.6007 -0.6329 -0.6623 -0.6921 -0.7269 -0.7683 -0.8159 -0.8685
 -0.9247 -0.9832 -1.0427 -1.1025 -1.1626 -1.3197 -1.4833 -1.6487 -1.8136 -1.9787
 -2.1398 -2.2921 -2.4346 -2.5694 -2.6976 -2.8202 -2.9377 -3.0504 -3.1613 -3.2660
 -3.3668
 -0.6216 -0.6676 -0.6881 -0.7158 -0.7464 -0.7727 -0.7990 -0.8296 -0.8666 -0.9096
 -0.9579 -1.0103 -1.0654 -1.1221 -1.1797 -1.3293 -1.4847 -1.6453 -1.8073 -1.9695
 -2.1301 -2.2849 -2.4309 -2.5680 -2.6976 -2.8211 -2.9394 -3.0527 -3.1615 -3.2663
 -3.3675
 -0.7226 -0.7758 -0.7823 -0.8016 -0.8343 -0.8618 -0.8853 -0.9087 -0.9357 -0.9679
 -1.0059 -1.0495 -1.0975 -1.1488 -1.2014 -1.3444 -1.4899 -1.6438 -1.8023
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = F560W
 -0.2364 -0.3106 -0.3789 -0.4428 -0.5035 -0.5595 -0.6013 -0.6474 -0.6947 -0.7450
 -0.8003 -0.8631 -0.9312 -1.0032 -1.0765 -1.2523 -1.4190 -1.5884 -1.7466
 -0.1890 -0.2814 -0.3743 -0.4601 -0.5366 -0.6037 -0.6613 -0.7107 -0.7557 -0.7997
 -0.8459 -0.8998 -0.9643 -1.0353 -1.1080 -1.2853 -1.4517 -1.6127 -1.7730 -1.9304
 -0.1642 -0.2496 -0.3369 -0.4255 -0.5150 -0.6007 -0.6767 -0.7414 -0.7959 -0.8411
 -0.8830 -0.9279 -0.9850 -1.0537 -1.1262 -1.3050 -1.4731 -1.6336 -1.7933 -1.9518
 -2.1038
 -0.1542 -0.2347 -0.3165 -0.3988 -0.4809 -0.5622 -0.6435 -0.7236 -0.7968 -0.8600
 -0.9105 -0.9543 -1.0026 -1.0657 -1.1357 -1.3166 -1.4872 -1.6485 -1.8079 -1.9657
 -2.1176 -2.2625
 -0.1568 -0.2324 -0.3092 -0.3865 -0.4640 -0.5408 -0.6161 -0.6898 -0.7645 -0.8396
 -0.9105 -0.9687 -1.0194 -1.0764 -1.1437 -1.3228 -1.4957 -1.6589 -1.8182 -1.9756
 -2.1274 -2.2723 -2.4106 -2.5433
 -0.1731 -0.2423 -0.3132 -0.3854 -0.4584 -0.5317 -0.6044 -0.6756 -0.7452 -0.8148
 -0.8867 -0.9582 -1.0202 -1.0825 -1.1493 -1.3256 -1.4998 -1.6651 -1.8250 -1.9823
 -2.1343 -2.2794 -2.4177 -2.5502 -2.6773 -2.7997 -2.9183 -3.0334 -3.1450 -3.2540
 -0.2055 -0.2665 -0.3298 -0.3952 -0.4627 -0.5316 -0.6014 -0.6711 -0.7398 -0.8071
 -0.8743 -0.9432 -1.0094 -1.0753 -1.1459 -1.3258 -1.5005 -1.6674 -1.8285 -1.9863
 -2.1389 -2.2844 -2.4231 -2.5556 -2.6824 -2.8044 -2.9221 -3.0359 -3.1463 -3.2538
 -3.3595
 -0.2532 -0.3071 -0.3618 -0.4184 -0.4782 -0.5412 -0.6066 -0.6734 -0.7408 -0.8076
 -0.8735 -0.9394 -1.0036 -1.0689 -1.1382 -1.3206 -1.4981 -1.6662 -1.8283 -1.9872
 -2.1410 -2.2875 -2.4268 -2.5596 -2.6867 -2.8084 -2.9257 -3.0388 -3.1481 -3.2544
 -3.3581
 -0.3134 -0.3628 -0.4102 -0.4579 -0.5087 -0.5636 -0.6225 -0.6847 -0.7490 -0.8143
 -0.8797 -0.9447 -1.0084 -1.0714 -1.1374 -1.3151 -1.4937 -1.6640 -1.8271 -1.9871
 -2.1429 -2.2912 -2.4316 -2.5652 -2.6928 -2.8149 -2.9321 -3.0450 -3.1540 -3.2594
 -3.3619
 -0.3784 -0.4274 -0.4714 -0.5126 -0.5545 -0.6000 -0.6503 -0.7053 -0.7642 -0.8258
 -0.8890 -0.9523 -1.0155 -1.0783 -1.1417 -1.3110 -1.4859 -1.6567 -1.8204 -1.9804
 -2.1377 -2.2886 -2.4309 -2.5656 -2.6940 -2.8167 -2.9344 -3.0473 -3.1561 -3.2612
 -3.3649
 -0.4455 -0.4959 -0.5412 -0.5800 -0.6162 -0.6530 -0.6942 -0.7402 -0.7914 -0.8469
 -0.9056 -0.9661 -1.0276 -1.0894 -1.1514 -1.3128 -1.4812 -1.6496 -1.8130 -1.9721
 -2.1293 -2.2822 -2.4273 -2.5642 -2.6938 -2.8174 -2.9358 -3.0494 -3.1585 -3.2636
 -3.3652
 -0.5108 -0.5658 -0.6133 -0.6541 -0.6893 -0.7214 -0.7547 -0.7918 -0.8341 -0.8814
 -0.9332 -0.9886 -1.0492 -1.1079 -1.1665 -1.3205 -1.4796 -1.6427 -1.8049
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = F560W
 -0.2243 -0.2922 -0.3528 -0.4067 -0.4553 -0.5036 -0.5564 -0.6161 -0.6785 -0.7413
 -0.8059 -0.8746 -0.9469 -1.0206 -1.0938 -1.2696 -1.4335 -1.5913 -1.7446
 -0.2326 -0.3134 -0.3861 -0.4515 -0.5106 -0.5651 -0.6186 -0.6752 -0.7329 -0.7897
 -0.8472 -0.9096 -0.9788 -1.0520 -1.1255 -1.3028 -1.4673 -1.6223 -1.7753 -1.9294
 -0.1940 -0.2844 -0.3749 -0.4593 -0.5347 -0.6012 -0.6604 -0.7167 -0.7724 -0.8261
 -0.8784 -0.9334 -0.9970 -1.0682 -1.1417 -1.3208 -1.4882 -1.6444 -1.7965 -1.9497
 -2.1003
 -0.1650 -0.2487 -0.3347 -0.4220 -0.5093 -0.5945 -0.6717 -0.7389 -0.7986 -0.8537
 -0.9051 -0.9550 -1.0106 -1.0772 -1.1496 -1.3300 -1.5005 -1.6591 -1.8115 -1.9638
 -2.1139 -2.2586
 -0.1517 -0.2308 -0.3121 -0.3948 -0.4774 -0.5593 -0.6399 -0.7189 -0.7947 -0.8622
 -0.9210 -0.9740 -1.0252 -1.0844 -1.1534 -1.3340 -1.5070 -1.6684 -1.8220 -1.9738
 -2.1234 -2.2681 -2.4065 -2.5393
 -0.1498 -0.2252 -0.3024 -0.3811 -0.4604 -0.5392 -0.6161 -0.6904 -0.7636 -0.8377
 -0.9103 -0.9762 -1.0352 -1.0927 -1.1568 -1.3347 -1.5095 -1.6737 -1.8289 -1.9807
 -2.1301 -2.2748 -2.4132 -2.5458 -2.6732 -2.7963 -2.9153 -3.0307 -3.1426 -3.2515
 -0.1580 -0.2292 -0.3023 -0.3770 -0.4525 -0.5282 -0.6032 -0.6764 -0.7472 -0.8162
 -0.8859 -0.9567 -1.0250 -1.0913 -1.1587 -1.3338 -1.5094 -1.6757 -1.8329 -1.9851
 -2.1345 -2.2794 -2.4182 -2.5508 -2.6779 -2.8002 -2.9184 -3.0328 -3.1437 -3.2512
 -3.3567
 -0.1784 -0.2436 -0.3115 -0.3814 -0.4527 -0.5247 -0.5970 -0.6689 -0.7394 -0.8079
 -0.8750 -0.9421 -1.0092 -1.0771 -1.1484 -1.3312 -1.5074 -1.6752 -1.8341 -1.9871
 -2.1368 -2.2822 -2.4215 -2.5546 -2.6818 -2.8039 -2.9216 -3.0352 -3.1451 -3.2517
 -3.3553
 -0.2139 -0.2717 -0.3328 -0.3965 -0.4623 -0.5297 -0.5984 -0.6677 -0.7372 -0.8058
