 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  R   
 -2.0072 -1.9652 -2.1557 -2.1136 -1.9689 -1.7647 -1.5387 -1.3889 -1.2576 -1.1215
 -0.9931 -0.8734 -0.7633 -0.6639 -0.5749 -0.3907 -0.2533 -0.1424 -0.0912
 -2.0103 -1.8532 -1.7234 -1.6387 -1.5976 -1.5277 -1.4023 -1.2627 -1.1342 -1.0132
 -0.8977 -0.7898 -0.6909 -0.6012 -0.5202 -0.3529 -0.2317 -0.1520 -0.1033 -0.0743
 -1.8488 -1.6968 -1.5536 -1.4286 -1.3289 -1.2684 -1.2256 -1.1502 -1.0463 -0.9348
 -0.8303 -0.7324 -0.6423 -0.5604 -0.4868 -0.3357 -0.2282 -0.1588 -0.1164 -0.0906
 -0.0755
 -1.7143 -1.5809 -1.4452 -1.3165 -1.2017 -1.1044 -1.0294 -0.9808 -0.9329 -0.8629
 -0.7764 -0.6887 -0.6071 -0.5324 -0.4647 -0.3255 -0.2271 -0.1654 -0.1285 -0.1058
 -0.0921 -0.0849
 -1.5900 -1.4795 -1.3602 -1.2392 -1.1245 -1.0217 -0.9330 -0.8585 -0.8032 -0.7568
 -0.7063 -0.6436 -0.5753 -0.5087 -0.4471 -0.3181 -0.2260 -0.1698 -0.1379 -0.1192
 -0.1076 -0.1014 -0.0996 -0.1020
 -1.4735 -1.3807 -1.2816 -1.1745 -1.0671 -0.9654 -0.8745 -0.7957 -0.7286 -0.6720
 -0.6242 -0.5796 -0.5310 -0.4788 -0.4266 -0.3101 -0.2230 -0.1702 -0.1424 -0.1289
 -0.1211 -0.1170 -0.1164 -0.1187 -0.1236 -0.1322 -0.1453 -0.1638 -0.1881 -0.2186
 -1.3667 -1.2855 -1.2025 -1.1113 -1.0154 -0.9201 -0.8304 -0.7504 -0.6820 -0.6233
 -0.5714 -0.5248 -0.4819 -0.4400 -0.3975 -0.2975 -0.2170 -0.1648 -0.1407 -0.1327
 -0.1303 -0.1301 -0.1321 -0.1360 -0.1417 -0.1477 -0.1563 -0.1703 -0.1920 -0.2218
 -0.2560
 -1.2717 -1.1973 -1.1233 -1.0450 -0.9622 -0.8769 -0.7926 -0.7135 -0.6440 -0.5848
 -0.5339 -0.4881 -0.4452 -0.4052 -0.3671 -0.2794 -0.2072 -0.1571 -0.1335 -0.1292
 -0.1329 -0.1384 -0.1446 -0.1515 -0.1594 -0.1680 -0.1763 -0.1870 -0.2028 -0.2263
 -0.2588
 -1.1907 -1.1192 -1.0486 -0.9754 -0.9040 -0.8294 -0.7536 -0.6791 -0.6101 -0.5497
 -0.4986 -0.4547 -0.4147 -0.3769 -0.3406 -0.2592 -0.1938 -0.1472 -0.1227 -0.1197
 -0.1280 -0.1399 -0.1519 -0.1637 -0.1751 -0.1864 -0.1979 -0.2100 -0.2250 -0.2432
 -0.2642
 -1.1257 -1.0544 -0.9840 -0.9147 -0.8463 -0.7789 -0.7120 -0.6447 -0.5794 -0.5190
