 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  I   
 -0.5003 -0.4938 -0.6806 -0.6926 -0.6183 -0.4975 -0.3472 -0.2486 -0.1611 -0.0672
  0.0235  0.1088  0.1885  0.2591  0.3199  0.4465  0.4850  0.4631  0.4658
 -0.5008 -0.4341 -0.3817 -0.3578 -0.3633 -0.3444 -0.2786 -0.1943 -0.1107 -0.0289
  0.0508  0.1261  0.1952  0.2564  0.3091  0.4040  0.4513  0.4620  0.4519  0.4304
 -0.3777 -0.3178 -0.2592 -0.2080 -0.1698 -0.1569 -0.1557 -0.1278 -0.0709 -0.0009
  0.0690  0.1367  0.1992  0.2549  0.3029  0.3894  0.4333  0.4423  0.4312  0.4101
  0.3827
 -0.2648 -0.2205 -0.1702 -0.1196 -0.0730 -0.0329 -0.0047  0.0052  0.0151  0.0445
  0.0926  0.1484  0.2036  0.2540  0.2977  0.3773  0.4186  0.4266  0.4144  0.3931
  0.3665  0.3357
 -0.1514 -0.1248 -0.0889 -0.0472 -0.0045  0.0361  0.0732  0.1050  0.1251  0.1389
  0.1548  0.1817  0.2180  0.2585  0.2971  0.3698  0.4086  0.4154  0.4020  0.3793
  0.3525  0.3223  0.2888  0.2516
 -0.0367 -0.0242 -0.0041  0.0242  0.0577  0.0929  0.1272  0.1597  0.1895  0.2148
  0.2333  0.2477  0.2642  0.2850  0.3089  0.3683  0.4043  0.4103  0.3955  0.3698
  0.3411  0.3102  0.2770  0.2412  0.2025  0.1606  0.1153  0.0665  0.0139 -0.0423
  0.0769  0.0793  0.0871  0.1024  0.1237  0.1494  0.1773  0.2054  0.2325  0.2585
  0.2823  0.3020  0.3172  0.3300  0.3431  0.3774  0.4063  0.4130  0.3957  0.3661
  0.3336  0.3005  0.2663  0.2306  0.1931  0.1545  0.1135  0.0683  0.0177 -0.0383
 -0.0961
  0.1871  0.1828  0.1824  0.1875  0.1979  0.2124  0.2308  0.2517  0.2735  0.2953
  0.3166  0.3364  0.3537  0.3675  0.3787  0.4002  0.4161  0.4198  0.4024  0.3697
  0.3322  0.2949  0.2581  0.2210  0.1832  0.1444  0.1049  0.0631  0.0174 -0.0335
 -0.0905
  0.2914  0.2830  0.2778  0.2762  0.2784  0.2841  0.2927  0.3043  0.3184  0.3342
  0.3506  0.3666  0.3816  0.3949  0.4062  0.4249  0.4329  0.4309  0.4136  0.3793
  0.3375  0.2948  0.2536  0.2135  0.1738  0.1343  0.0941  0.0530  0.0093 -0.0373
 -0.0863
  0.3876  0.3769  0.3690  0.3638  0.3609  0.3602  0.3615  0.3649  0.3702  0.3782
  0.3881  0.3988  0.4095  0.4196  0.4288  0.4454  0.4509  0.4452  0.4269  0.3935
  0.3499  0.3029  0.2564  0.2117  0.1687  0.1269  0.0856  0.0444  0.0025 -0.0407
 -0.0865
  0.4735  0.4632  0.4546  0.4475  0.4418  0.4373  0.4339  0.4315  0.4300  0.4300
  0.4322  0.4361  0.4413  0.4469  0.4523  0.4632  0.4672  0.4596  0.4399  0.4081
  0.3652  0.3165  0.2662  0.2166  0.1690  0.1234  0.0793  0.0364 -0.0059 -0.0484
 -0.0920
  0.5482  0.5472  0.5422  0.5344  0.5254  0.5160  0.5073  0.4998  0.4934  0.4881
  0.4838  0.4805  0.4789  0.4788  0.4795  0.4816  0.4816  0.4733  0.4529
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  I   
 -0.7796 -0.7879 -0.7607 -0.6560 -0.5269 -0.4024 -0.2968 -0.2075 -0.1249 -0.0456
  0.0305  0.1030  0.1714  0.2351  0.2928  0.4116  0.4737  0.4865  0.4820
 -0.6041 -0.5394 -0.5217 -0.5286 -0.4703 -0.3683 -0.2654 -0.1772 -0.0987 -0.0246
  0.0461  0.1135  0.1770  0.2356  0.2885  0.3903  0.4486  0.4682  0.4613  0.4406
 -0.4957 -0.4197 -0.3542 -0.3124 -0.3113 -0.3001 -0.2352 -0.1528 -0.0775 -0.0085
  0.0570  0.1195  0.1785  0.2330  0.2819  0.3757  0.4297  0.4488  0.4420  0.4217
  0.3942
 -0.4023 -0.3363 -0.2679 -0.2032 -0.1536 -0.1299 -0.1287 -0.1079 -0.0534  0.0083
  0.0681  0.1258  0.1805  0.2312  0.2768  0.3639  0.4144  0.4333  0.4268  0.4064
  0.3794  0.3481
 -0.3094 -0.2589 -0.2005 -0.1402 -0.0844 -0.0353  0.0012  0.0202  0.0260  0.0473
  0.0878  0.1365  0.1857  0.2325  0.2750  0.3563  0.4037  0.4220  0.4157  0.3945
  0.3670  0.3360  0.3016  0.2629
 -0.2159 -0.1775 -0.1333 -0.0827 -0.0307  0.0181  0.0627  0.1016  0.1300  0.1442
  0.1543  0.1730  0.2031  0.2403  0.2781  0.3535  0.3980  0.4155  0.4091  0.3865
  0.3573  0.3253  0.2911  0.2543  0.2152  0.1729  0.1269  0.0763  0.0214 -0.0357
 -0.1166 -0.0904 -0.0591 -0.0217  0.0209  0.0646  0.1063  0.1453  0.1809  0.2110
  0.2331  0.2468  0.2586  0.2744  0.2955  0.3561  0.3972  0.4139  0.4075  0.3834
  0.3512  0.3170  0.2816  0.2447  0.2060  0.1655  0.1225  0.0759  0.0251 -0.0302
 -0.0898
 -0.0187  0.0010  0.0212  0.0478  0.0783  0.1131  0.1489  0.1836  0.2165  0.2475
  0.2755  0.2989  0.3162  0.3284  0.3392  0.3699  0.4017  0.4168  0.4107  0.3858
  0.3503  0.3124  0.2745  0.2362  0.1972  0.1580  0.1172  0.0736  0.0260 -0.0264
 -0.0842
  0.0736  0.0907  0.1057  0.1238  0.1453  0.1694  0.1964  0.2249  0.2528  0.2799
  0.3058  0.3298  0.3511  0.3681  0.3806  0.4000  0.4148  0.4243  0.4179  0.3930
  0.3551  0.3128  0.2707  0.2295  0.1888  0.1480  0.1064  0.0628  0.0171 -0.0303
 -0.0794
  0.1563  0.1730  0.1869  0.2021  0.2170  0.2338  0.2517  0.2717  0.2930  0.3146
  0.3358  0.3563  0.3757  0.3931  0.4076  0.4286  0.4362  0.4370  0.4283  0.4043
  0.3661  0.3206  0.2739  0.2284  0.1844  0.1415  0.0988  0.0562  0.0129 -0.0317
 -0.0789
  0.2248  0.2468  0.2628  0.2776  0.2891  0.3020  0.3144  0.3270  0.3405  0.3554
  0.3709  0.3862  0.4012  0.4155  0.4285  0.4506  0.4575  0.4536  0.4410  0.4172
  0.3801  0.3337  0.2836  0.2336  0.1851  0.1386  0.0933  0.0491  0.0055 -0.0385
 -0.0833
  0.2791  0.3120  0.3335  0.3492  0.3609  0.3703  0.3792  0.3879  0.3957  0.4037
  0.4127  0.4221  0.4318  0.4414  0.4507  0.4687  0.4755  0.4703  0.4550
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  I   
 -0.9618 -0.9015 -0.7533 -0.5969 -0.4498 -0.3278 -0.2395 -0.1636 -0.0910 -0.0216
  0.0438  0.1061  0.1652  0.2214  0.2740  0.3851  0.4604  0.4961  0.4966
 -0.7047 -0.7056 -0.6899 -0.5751 -0.4410 -0.3183 -0.2211 -0.1439 -0.0730 -0.0068
  0.0551  0.1138  0.1695  0.2222  0.2714  0.3738  0.4415  0.4732  0.4741  0.4558
 -0.5916 -0.5078 -0.4769 -0.4859 -0.4204 -0.3119 -0.2097 -0.1276 -0.0583  0.0051
  0.0637  0.1189  0.1714  0.2209  0.2672  0.3630  0.4253  0.4548  0.4563  0.4387
  0.4112
 -0.5182 -0.4262 -0.3441 -0.2913 -0.2845 -0.2711 -0.1993 -0.1156 -0.0445  0.0168
  0.0725  0.1246  0.1739  0.2205  0.2641  0.3542  0.4126  0.4404  0.4422  0.4253
  0.3982  0.3660
 -0.4477 -0.3675 -0.2840 -0.2074 -0.1476 -0.1145 -0.1095 -0.0869 -0.0301  0.0300
  0.0832  0.1322  0.1786  0.2224  0.2634  0.3485  0.4035  0.4297  0.4317  0.4151
  0.3878  0.3557  0.3203  0.2817
 -0.3732 -0.3071 -0.2348 -0.1607 -0.0913 -0.0327  0.0102  0.0334  0.0409  0.0609
  0.1003  0.1437  0.1865  0.2274  0.2658  0.3460  0.3980  0.4227  0.4245  0.4080
  0.3800  0.3470  0.3115  0.2733  0.2327  0.1888  0.1409  0.0882  0.0315 -0.0252
 -0.2948 -0.2406 -0.1811 -0.1178 -0.0533  0.0071  0.0601  0.1044  0.1371  0.1550
  0.1643  0.1793  0.2049  0.2376  0.2720  0.3470  0.3960  0.4193  0.4208  0.4043
  0.3754  0.3407  0.3040  0.2656  0.2253  0.1832  0.1384  0.0898  0.0366 -0.0209
