 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.3805 -0.3554 -0.3732 -0.3669 -0.3223 -0.2810 -0.2782 -0.2955 -0.2948 -0.2623
 -0.2116 -0.1479 -0.0812 -0.0192  0.0383  0.1516  0.2174  0.2441  0.2542
 -0.3712 -0.3021 -0.2633 -0.2358 -0.2176 -0.2090 -0.2066 -0.2048 -0.1980 -0.1831
 -0.1575 -0.1193 -0.0692 -0.0139  0.0383  0.1403  0.1992  0.2223  0.2258  0.2151
 -0.3646 -0.2755 -0.2065 -0.1616 -0.1443 -0.1414 -0.1380 -0.1324 -0.1268 -0.1209
 -0.1089 -0.0879 -0.0537 -0.0083  0.0378  0.1297  0.1832  0.2035  0.2029  0.1912
  0.1726
 -0.3607 -0.2756 -0.2028 -0.1443 -0.1024 -0.0782 -0.0724 -0.0783 -0.0812 -0.0757
 -0.0658 -0.0537 -0.0347 -0.0024  0.0368  0.1198  0.1694  0.1877  0.1855  0.1733
  0.1551  0.1326
 -0.3386 -0.2658 -0.2003 -0.1430 -0.0954 -0.0593 -0.0357 -0.0236 -0.0218 -0.0251
 -0.0237 -0.0161 -0.0069  0.0108  0.0400  0.1134  0.1596  0.1764  0.1721  0.1582
  0.1395  0.1172  0.0919  0.0639
 -0.2906 -0.2344 -0.1823 -0.1339 -0.0899 -0.0516 -0.0210  0.0010  0.0150  0.0232
  0.0273  0.0309  0.0360  0.0418  0.0564  0.1127  0.1552  0.1710  0.1643  0.1473
  0.1265  0.1031  0.0777  0.0500  0.0205 -0.0112 -0.0457 -0.0857 -0.1320 -0.1804
 -0.2166 -0.1781 -0.1419 -0.1070 -0.0727 -0.0396 -0.0090  0.0171  0.0370  0.0516
  0.0625  0.0714  0.0794  0.0838  0.0903  0.1230  0.1570  0.1716  0.1635  0.1424
  0.1176  0.0917  0.0646  0.0364  0.0069 -0.0239 -0.0568 -0.0921 -0.1328 -0.1806
 -0.2313
 -0.1226 -0.0997 -0.0787 -0.0585 -0.0372 -0.0142  0.0102  0.0346  0.0564  0.0741
  0.0880  0.0995  0.1098  0.1186  0.1243  0.1461  0.1670  0.1780  0.1692  0.1450
  0.1152  0.0848  0.0546  0.0243 -0.0063 -0.0374 -0.0696 -0.1035 -0.1399 -0.1813
 -0.2307
