 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -0.4074  1.3804  2.6124  1.6628 -1.3747 -5.9167 -4.7661 -2.7800 -1.6500 -1.5621
 -1.3997 -1.2732 -1.6491 -2.1157 -2.2387 -1.6971
 -3.3326 -2.4488 -1.6254 -1.7462 -2.7702 -4.7425 -4.2140 -3.2796 -2.5905 -2.2994
 -2.0533 -1.9056 -2.0004 -2.1464 -2.1341 -1.6537 -1.3291 -1.1267 -1.0593
 -4.4177 -4.0642 -3.5915 -3.3282 -3.2878 -3.6998 -3.5159 -3.2111 -2.8803 -2.5870
 -2.3593 -2.2141 -2.1440 -2.0906 -1.9931 -1.5879 -1.2857 -1.0953 -0.9827 -0.8877
 -0.7504
 -3.6627 -3.4658 -3.2859 -3.0832 -2.9278 -2.7885 -2.6718 -2.5743 -2.5194 -2.4251
 -2.3178 -2.1988 -2.0800 -1.9485 -1.8157 -1.4997 -1.2549 -1.0743 -0.9410 -0.8402
 -0.7600 -0.6926 -0.6343
 -3.3202 -3.1751 -3.0351 -2.8837 -2.7453 -2.6127 -2.4911 -2.3827 -2.2867 -2.1978
 -2.1073 -2.0098 -1.9087 -1.8034 -1.6949 -1.4336 -1.2198 -1.0603 -0.9412 -0.8491
 -0.7747 -0.7120 -0.6571 -0.6085 -0.5655
 -2.9937 -2.8904 -2.7852 -2.6750 -2.5601 -2.4437 -2.3294 -2.2218 -2.1230 -2.0325
 -1.9479 -1.8647 -1.7781 -1.6908 -1.5993 -1.3797 -1.1916 -1.0486 -0.9413 -0.8575
 -0.7892 -0.7313 -0.6802 -0.6342 -0.5923 -0.5547
 -2.6831 -2.6117 -2.5362 -2.4571 -2.3722 -2.2815 -2.1867 -2.0916 -1.9997 -1.9131
 -1.8322 -1.7557 -1.6810 -1.6067 -1.5289 -1.3380 -1.1703 -1.0392 -0.9413 -0.8654
 -0.8035 -0.7505 -0.7036 -0.6609 -0.6215 -0.5851 -0.5524 -0.5251 -0.5058 -0.4983
 -2.3884 -2.3390 -2.2881 -2.2359 -2.1796 -2.1170 -2.0477 -1.9733 -1.8962 -1.8195
 -1.7455 -1.6748 -1.6072 -1.5414 -1.4755 -1.3081 -1.1559 -1.0322 -0.9397 -0.8701
 -0.8144 -0.7671 -0.7252 -0.6868 -0.6508 -0.6169 -0.5849 -0.5570 -0.5357 -0.5233
 -0.5225
 -2.1217 -2.0874 -2.0543 -2.0224 -1.9887 -1.9510 -1.9072 -1.8563 -1.7989 -1.7375
 -1.6741 -1.6112 -1.5501 -1.4907 -1.4320 -1.2853 -1.1459 -1.0283 -0.9375 -0.8707
 -0.8200 -0.7785 -0.7423 -0.7093 -0.6780 -0.6480 -0.6197 -0.5923 -0.5690 -0.5533
 -0.5476
 -1.8831 -1.8619 -1.8430 -1.8262 -1.8090 -1.7899 -1.7668 -1.7377 -1.7011 -1.6570
 -1.6075 -1.5550 -1.5013 -1.4479 -1.3950 -1.2639 -1.1360 -1.0241 -0.9351 -0.8681
 -0.8195 -0.7828 -0.7526 -0.7256 -0.7001 -0.6753 -0.6512 -0.6282 -0.6068 -0.5896
 -0.5768
 -1.6721 -1.6639 -1.6564 -1.6495 -1.6439 -1.6376 -1.6293 -1.6173 -1.5993 -1.5734
 -1.5397 -1.5001 -1.4565 -1.4104 -1.3632 -1.2440 -1.1278 -1.0211 -0.9338 -0.8662
 -0.8168 -0.7819 -0.7560 -0.7349 -0.7158 -0.6972 -0.6788 -0.6606 -0.6429 -0.6265
 -0.6112
 -1.5002 -1.4934 -1.4908 -1.4920 -1.4947 -1.4969 -1.4988 -1.4985 -1.4942 -1.4824
 -1.4632 -1.4378 -1.4070 -1.3718 -1.3330 -1.2267 -1.1181 -1.0172 -0.9314 -0.8642
 -0.8138 -0.7780 -0.7537 -0.7368 -0.7235 -0.7113 -0.6994 -0.6872 -0.6747 -0.6624
 -0.6512
 -1.3675 -1.3503 -1.3462 -1.3537 -1.3614 -1.3678 -1.3772 -1.3847 -1.3894 -1.3886
 -1.3822 -1.3704 -1.3539 -1.3321 -1.3043 -1.2121 -1.1069 -1.0124 -0.9279
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -4.0097 -3.6554 -3.4262 -3.3121 -3.3047 -3.6631 -3.4073 -3.1726 -2.9913 -2.8432
 -2.6400 -2.4341 -2.3350 -2.2819 -2.1819 -1.7592
 -3.8839 -3.5370 -3.2919 -3.1387 -3.0697 -3.2110 -3.0602 -2.9102 -2.7755 -2.6497
 -2.5006 -2.3479 -2.2323 -2.1327 -2.0134 -1.6491 -1.3527 -1.1314 -0.9677
 -3.7506 -3.4184 -3.1676 -2.9885 -2.8741 -2.8622 -2.7723 -2.6763 -2.5747 -2.4680
