 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.0562 -1.0013 -0.9564 -0.9160 -0.8785 -0.8333 -0.7689 -0.6838 -0.6003 -0.5235
 -0.4517 -0.3835 -0.3191 -0.2602 -0.2074 -0.1019 -0.0303  0.0087  0.0180
 -0.9285 -0.8656 -0.8167 -0.7765 -0.7404 -0.7034 -0.6562 -0.5943 -0.5335 -0.4762
 -0.4210 -0.3658 -0.3106 -0.2579 -0.2099 -0.1138 -0.0491 -0.0139 -0.0048 -0.0136
 -0.0329
 -0.8378 -0.7659 -0.7105 -0.6671 -0.6313 -0.5992 -0.5649 -0.5209 -0.4760 -0.4332
 -0.3917 -0.3492 -0.3040 -0.2577 -0.2138 -0.1252 -0.0657 -0.0330 -0.0238 -0.0322
 -0.0506 -0.0746 -0.1037
 -0.7795 -0.6893 -0.6241 -0.5805 -0.5448 -0.5146 -0.4866 -0.4557 -0.4226 -0.3906
 -0.3596 -0.3284 -0.2943 -0.2559 -0.2166 -0.1345 -0.0792 -0.0485 -0.0395 -0.0475
 -0.0658 -0.0895 -0.1172 -0.1481 -0.1832
 -0.7536 -0.6468 -0.5641 -0.5025 -0.4593 -0.4324 -0.4164 -0.3977 -0.3747 -0.3501
 -0.3258 -0.3022 -0.2777 -0.2492 -0.2161 -0.1407 -0.0891 -0.0603 -0.0520 -0.0600
 -0.0787 -0.1026 -0.1298 -0.1599 -0.1928 -0.2293
 -0.7541 -0.6437 -0.5485 -0.4696 -0.4079 -0.3623 -0.3328 -0.3182 -0.3111 -0.3041
 -0.2918 -0.2746 -0.2554 -0.2350 -0.2102 -0.1430 -0.0950 -0.0682 -0.0608 -0.0693
 -0.0891 -0.1142 -0.1419 -0.1718 -0.2038 -0.2382 -0.2755 -0.3176 -0.3648 -0.4126
 -0.7529 -0.6450 -0.5492 -0.4664 -0.3969 -0.3412 -0.2986 -0.2673 -0.2457 -0.2338
 -0.2305 -0.2293 -0.2238 -0.2126 -0.1964 -0.1412 -0.0970 -0.0722 -0.0657 -0.0751
 -0.0962 -0.1233 -0.1527 -0.1835 -0.2155 -0.2490 -0.2847 -0.3230 -0.3655 -0.4138
 -0.4638
 -0.7393 -0.6394 -0.5482 -0.4669 -0.3967 -0.3373 -0.2885 -0.2495 -0.2196 -0.1972
 -0.1813 -0.1722 -0.1694 -0.1684 -0.1652 -0.1340 -0.0947 -0.0721 -0.0665 -0.0765
 -0.0963 -0.1287 -0.1608 -0.1936 -0.2268 -0.2607 -0.2959 -0.3321 -0.3710 -0.4147
 -0.4645
 -0.7007 -0.6163 -0.5337 -0.4592 -0.3927 -0.3350 -0.2855 -0.2434 -0.2085 -0.1805
 -0.1584 -0.1414 -0.1290 -0.1218 -0.1190 -0.1108 -0.0872 -0.0677 -0.0634 -0.0738
 -0.0973 -0.1296 -0.1652 -0.2013 -0.2371 -0.2726 -0.3085 -0.3449 -0.3826 -0.4226
 -0.4667
 -0.6385 -0.5697 -0.5011 -0.4367 -0.3779 -0.3255 -0.2795 -0.2389 -0.2033 -0.1726
 -0.1466 -0.1254 -0.1082 -0.0947 -0.0854 -0.0762 -0.0689 -0.0590 -0.0565 -0.0670
 -0.0903 -0.1241 -0.1632 -0.2034 -0.2428 -0.2812 -0.3191 -0.3566 -0.3943 -0.4331
 -0.4732
 -0.5584 -0.5032 -0.4485 -0.3951 -0.3460 -0.3016 -0.2620 -0.2264 -0.1941 -0.1647
 -0.1381 -0.1147 -0.0948 -0.0784 -0.0653 -0.0475 -0.0427 -0.0426 -0.0459 -0.0572
 -0.0801 -0.1140 -0.1552 -0.1993 -0.2431 -0.2855 -0.3266 -0.3666 -0.4058 -0.4450
 -0.4846
 -0.4651 -0.4218 -0.3787 -0.3364 -0.2969 -0.2612 -0.2293 -0.2006 -0.1742 -0.1494
 -0.1258 -0.1037 -0.0834 -0.0657 -0.0587 -0.0247 -0.0086 -0.0185 -0.0316
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.6811 -1.6298 -1.5740 -1.5077 -1.4408 -1.3374 -1.1749 -0.9642 -0.7847 -0.6081
 -0.4898 -0.3975 -0.3229 -0.2594 -0.2038 -0.0935
 -1.4592 -1.4050 -1.3536 -1.2986 -1.2386 -1.1554 -1.0297 -0.8616 -0.7026 -0.5721
 -0.4683 -0.3842 -0.3146 -0.2556 -0.2045 -0.1037 -0.0321  0.0110  0.0286
 -1.2804 -1.2193 -1.1672 -1.1179 -1.0648 -0.9993 -0.9050 -0.7742 -0.6480 -0.5397
 -0.4493 -0.3734 -0.3089 -0.2538 -0.2062 -0.1130 -0.0489 -0.0100  0.0056  0.0018
 -0.0154
 -1.1447 -1.0727 -1.0148 -0.9656 -0.9194 -0.8691 -0.8008 -0.7020 -0.6012 -0.5109
 -0.4328 -0.3651 -0.3058 -0.2540 -0.2089 -0.1214 -0.0622 -0.0268 -0.0126 -0.0158
 -0.0320 -0.0556 -0.0852
 -1.0453 -0.9624 -0.8957 -0.8416 -0.7956 -0.7528 -0.7046 -0.6336 -0.5544 -0.4800
 -0.4136 -0.3547 -0.3016 -0.2536 -0.2111 -0.1282 -0.0728 -0.0400 -0.0271 -0.0302
 -0.0457 -0.0691 -0.0974 -0.1293 -0.1659
 -0.9497 -0.8621 -0.7949 -0.7400 -0.6930 -0.6518 -0.6126 -0.5644 -0.5047 -0.4448
 -0.3894 -0.3394 -0.2934 -0.2507 -0.2113 -0.1328 -0.0806 -0.0501 -0.0384 -0.0418
 -0.0571 -0.0804 -0.1082 -0.1396 -0.1739 -0.2121
 -0.9043 -0.7915 -0.7009 -0.6324 -0.5837 -0.5498 -0.5217 -0.4910 -0.4507 -0.4052
 -0.3603 -0.3185 -0.2798 -0.2433 -0.2083 -0.1348 -0.0856 -0.0570 -0.0465 -0.0506
 -0.0661 -0.0898 -0.1182 -0.1494 -0.1831 -0.2195 -0.2592 -0.3033 -0.3521 -0.4001
 -0.8914 -0.7698 -0.6651 -0.5781 -0.5094 -0.4569 -0.4180 -0.3903 -0.3680 -0.3460
 -0.3206 -0.2915 -0.2606 -0.2302 -0.2007 -0.1340 -0.0875 -0.0610 -0.0516 -0.0564
 -0.0725 -0.0971 -0.1267 -0.1589 -0.1927 -0.2284 -0.2662 -0.3069 -0.3516 -0.4012
 -0.4508
 -0.8882 -0.7645 -0.6550 -0.5603 -0.4804 -0.4156 -0.3644 -0.3242 -0.2917 -0.2657
 -0.2471 -0.2344 -0.2223 -0.2064 -0.1861 -0.1298 -0.0865 -0.0619 -0.0535 -0.0589
 -0.0758 -0.1015 -0.1329 -0.1669 -0.2021 -0.2381 -0.2755 -0.3146 -0.3565 -0.4013
 -0.4513
 -0.8837 -0.7615 -0.6524 -0.5554 -0.4711 -0.3998 -0.3410 -0.2932 -0.2546 -0.2229
 -0.1968 -0.1765 -0.1629 -0.1549 -0.1481 -0.1194 -0.0817 -0.0593 -0.0522 -0.0583
 -0.0759 -0.1028 -0.1363 -0.1730 -0.2104 -0.2481 -0.2863 -0.3251 -0.3652 -0.4076
 -0.4534
 -0.8670 -0.7543 -0.6491 -0.5541 -0.4695 -0.3959 -0.3334 -0.2812 -0.2379 -0.2022
 -0.1726 -0.1481 -0.1280 -0.1129 -0.1029 -0.0908 -0.0726 -0.0535 -0.0477 -0.0543
 -0.0721 -0.0997 -0.1349 -0.1743 -0.2148 -0.2551 -0.2951 -0.3349 -0.3750 -0.4162
 -0.4591
 -0.8294 -0.7292 -0.6344 -0.5453 -0.4640 -0.3918 -0.3292 -0.2757 -0.2304 -0.1922
 -0.1599 -0.1327 -0.1097 -0.0907 -0.0755 -0.0556 -0.0496 -0.0432 -0.0400 -0.0472
 -0.0651 -0.0929 -0.1291 -0.1708 -0.2146 -0.2583 -0.3013 -0.3433 -0.3847 -0.4262
 -0.4682
 -0.7710 -0.6845 -0.6011 -0.5219 -0.4471 -0.3794 -0.3198 -0.2679 -0.2234 -0.1851
 -0.1519 -0.1233 -0.0986 -0.0775 -0.0659 -0.0138 -0.0127 -0.0284 -0.0291
 [Fe/H] = -0.75 [alpha/Fe] = 0.30 BC value = G_RP 
 -1.8647 -1.8134 -1.7546 -1.6811 -1.5997 -1.4718 -1.2731 -1.0187 -0.8073 -0.6138
 -0.4881 -0.3927 -0.3172 -0.2542 -0.1997 -0.0908
 -1.6272 -1.5728 -1.5188 -1.4576 -1.3859 -1.2834 -1.1287 -0.9241 -0.7343 -0.5843
 -0.4702 -0.3813 -0.3098 -0.2505 -0.1997 -0.0999 -0.0299  0.0146  0.0350
 -1.4324 -1.3706 -1.3162 -1.2619 -1.1999 -1.1198 -1.0032 -0.8427 -0.6882 -0.5590
 -0.4559 -0.3732 -0.3054 -0.2490 -0.2010 -0.1081 -0.0440 -0.0042  0.0131  0.0110
 -0.0043
 -1.2803 -1.2068 -1.1468 -1.0940 -1.0417 -0.9811 -0.8966 -0.7745 -0.6490 -0.5379
 -0.4452 -0.3684 -0.3040 -0.2497 -0.2036 -0.1154 -0.0558 -0.0195 -0.0040 -0.0059
 -0.0212 -0.0449 -0.0751
 -1.1678 -1.0814 -1.0116 -0.9543 -0.9042 -0.8550 -0.7960 -0.7074 -0.6077 -0.5141
 -0.4324 -0.3625 -0.3023 -0.2505 -0.2059 -0.1214 -0.0652 -0.0315 -0.0176 -0.0196
 -0.0342 -0.0574 -0.0855 -0.1184 -0.1563
 -1.0625 -0.9768 -0.9039 -0.8422 -0.7895 -0.7431 -0.6973 -0.6371 -0.5610 -0.4844
 -0.4144 -0.3526 -0.2979 -0.2495 -0.2070 -0.1257 -0.0723 -0.0407 -0.0280 -0.0305
 -0.0448 -0.0677 -0.0958 -0.1277 -0.1631 -0.2024
 -0.9815 -0.8714 -0.7866 -0.7241 -0.6781 -0.6398 -0.6027 -0.5617 -0.5078 -0.4481
 -0.3901 -0.3370 -0.2889 -0.2452 -0.2057 -0.1278 -0.0769 -0.0472 -0.0356 -0.0387
 -0.0532 -0.0762 -0.1046 -0.1364 -0.1710 -0.2082 -0.2490 -0.2947 -0.3443 -0.3929
 -0.9559 -0.8307 -0.7247 -0.6394 -0.5734 -0.5236 -0.4874 -0.4599 -0.4317 -0.3968
 -0.3566 -0.3147 -0.2742 -0.2363 -0.2008 -0.1275 -0.0790 -0.0511 -0.0404 -0.0441
 -0.0590 -0.0826 -0.1120 -0.1447 -0.1794 -0.2161 -0.2553 -0.2971 -0.3432 -0.3936
 -0.4436
 -0.9495 -0.8189 -0.7045 -0.6066 -0.5259 -0.4614 -0.4106 -0.3700 -0.3366 -0.3084
 -0.2862 -0.2667 -0.2449 -0.2191 -0.1906 -0.1244 -0.0783 -0.0522 -0.0423 -0.0466
 -0.0621 -0.0865 -0.1172 -0.1516 -0.1875 -0.2247 -0.2632 -0.3036 -0.3464 -0.3930
 -0.4443
 -0.9473 -0.8161 -0.6992 -0.5965 -0.5081 -0.4343 -0.3741 -0.3252 -0.2850 -0.2509
 -0.2219 -0.1994 -0.1839 -0.1725 -0.1607 -0.1169 -0.0743 -0.0499 -0.0414 -0.0462
 -0.0624 -0.0877 -0.1201 -0.1567 -0.1949 -0.2335 -0.2729 -0.3130 -0.3544 -0.3982
