 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  G   
 -3.0097 -1.8698 -0.5683 -0.3236 -1.5322 -3.8347 -3.0572 -1.7292 -0.9375 -0.8945
 -0.8233 -0.8301 -1.2212 -1.7125 -1.9482 -1.7641
 -2.9517 -2.4591 -1.8356 -1.6622 -2.0837 -3.1122 -2.7886 -2.2046 -1.7721 -1.6151
 -1.4929 -1.4556 -1.6030 -1.8047 -1.8937 -1.7356 -1.6253 -1.5569 -1.5748
 -2.7552 -2.6232 -2.4156 -2.2978 -2.2994 -2.5452 -2.4681 -2.3169 -2.1464 -1.9944
 -1.8839 -1.8303 -1.8336 -1.8549 -1.8485 -1.7167 -1.6291 -1.5685 -1.5499 -1.5379
 -1.4981
 -2.4202 -2.3621 -2.3083 -2.2304 -2.1795 -2.1336 -2.0957 -2.0662 -2.0606 -2.0323
 -1.9965 -1.9542 -1.9128 -1.8633 -1.8126 -1.7074 -1.6268 -1.5756 -1.5448 -1.5282
 -1.5196 -1.5155 -1.5139
 -2.2183 -2.1928 -2.1653 -2.1243 -2.0878 -2.0506 -2.0155 -1.9842 -1.9571 -1.9327
 -1.9069 -1.8768 -1.8449 -1.8099 -1.7718 -1.6876 -1.6271 -1.5872 -1.5621 -1.5472
 -1.5391 -1.5353 -1.5343 -1.5361 -1.5412
 -2.0294 -2.0290 -2.0231 -2.0099 -1.9899 -1.9653 -1.9382 -1.9109 -1.8848 -1.8605
 -1.8377 -1.8150 -1.7902 -1.7652 -1.7367 -1.6697 -1.6230 -1.5929 -1.5742 -1.5628
 -1.5566 -1.5541 -1.5541 -1.5559 -1.5595 -1.5658
 -1.8536 -1.8707 -1.8817 -1.8872 -1.8859 -1.8777 -1.8638 -1.8463 -1.8269 -1.8067
 -1.7868 -1.7673 -1.7479 -1.7289 -1.7073 -1.6537 -1.6145 -1.5927 -1.5811 -1.5750
 -1.5721 -1.5719 -1.5734 -1.5762 -1.5801 -1.5855 -1.5929 -1.6054 -1.6250 -1.6501
 -1.6908 -1.7179 -1.7411 -1.7608 -1.7757 -1.7841 -1.7857 -1.7814 -1.7723 -1.7599
 -1.7456 -1.7302 -1.7144 -1.6985 -1.6822 -1.6391 -1.6047 -1.5866 -1.5808 -1.5809
 -1.5833 -1.5867 -1.5911 -1.5961 -1.6014 -1.6071 -1.6133 -1.6228 -1.6381 -1.6609
 -1.6900
 -1.5493 -1.5796 -1.6091 -1.6379 -1.6641 -1.6860 -1.7023 -1.7119 -1.7151 -1.7130
 -1.7065 -1.6972 -1.6860 -1.6736 -1.6602 -1.6255 -1.5950 -1.5776 -1.5740 -1.5790
 -1.5873 -1.5963 -1.6049 -1.6134 -1.6214 -1.6291 -1.6372 -1.6454 -1.6566 -1.6742
 -1.7003
 -1.4267 -1.4590 -1.4921 -1.5259 -1.5587 -1.5895 -1.6166 -1.6385 -1.6540 -1.6627
 -1.6655 -1.6635 -1.6580 -1.6501 -1.6402 -1.6116 -1.5849 -1.5677 -1.5638 -1.5706
