 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.9052 -4.8372 -5.0373 -4.9669 -4.7718 -4.5142 -4.2320 -4.0392 -3.8659 -3.6874
 -3.5204 -3.3660 -3.2235 -3.0920 -2.9682 -2.7044 -2.4482 -2.2063 -2.0675
 -4.8980 -4.6700 -4.4872 -4.3645 -4.2951 -4.1929 -4.0259 -3.8412 -3.6685 -3.5048
 -3.3497 -3.2051 -3.0716 -2.9483 -2.8337 -2.5786 -2.3629 -2.1894 -2.0582 -1.9582
 -4.6865 -4.4612 -4.2603 -4.0901 -3.9532 -3.8616 -3.7888 -3.6751 -3.5281 -3.3731
 -3.2279 -3.0924 -2.9671 -2.8517 -2.7453 -2.5138 -2.3232 -2.1698 -2.0521 -1.9613
 -1.8890
 -4.5186 -4.3116 -4.1155 -3.9390 -3.7845 -3.6511 -3.5417 -3.4608 -3.3776 -3.2661
 -3.1371 -3.0101 -2.8922 -2.7832 -2.6828 -2.4670 -2.2940 -2.1573 -2.0506 -1.9678
 -1.9011 -1.8454
 -4.3753 -4.1897 -4.0078 -3.8361 -3.6805 -3.5416 -3.4180 -3.3088 -3.2199 -3.1386
 -3.0495 -2.9454 -2.8372 -2.7342 -2.6391 -2.4343 -2.2729 -2.1478 -2.0512 -1.9759
 -1.9146 -1.8630 -1.8184 -1.7795
 -4.2518 -4.0821 -3.9177 -3.7564 -3.6051 -3.4670 -3.3427 -3.2306 -3.1296 -3.0389
 -2.9568 -2.8760 -2.7887 -2.6972 -2.6075 -2.4118 -2.2578 -2.1402 -2.0512 -1.9830
 -1.9276 -1.8807 -1.8398 -1.8034 -1.7689 -1.7377 -1.7118 -1.6928 -1.6820 -1.6800
 -4.1482 -3.9882 -3.8362 -3.6883 -3.5443 -3.4099 -3.2868 -3.1753 -3.0750 -2.9832
 -2.8977 -2.8171 -2.7395 -2.6615 -2.5821 -2.3961 -2.2468 -2.1329 -2.0491 -1.9869
 -1.9377 -1.8962 -1.8600 -1.8274 -1.7975 -1.7686 -1.7426 -1.7216 -1.7074 -1.7017
 -1.7061
 -4.0645 -3.9093 -3.7635 -3.6251 -3.4911 -3.3621 -3.2415 -3.1312 -3.0318 -2.9416
 -2.8582 -2.7792 -2.7029 -2.6293 -2.5570 -2.3851 -2.2394 -2.1273 -2.0451 -1.9864
 -1.9426 -1.9072 -1.8765 -1.8488 -1.8232 -1.7989 -1.7746 -1.7529 -1.7365 -1.7278
 -1.7282
